SNP,Chr,Pos,Effect,SE,ERV25_ERG5_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0616476940115231,0.181193471595853,0.733884702642266
9,1,27272,0.0934318455615439,0.178432334004915,0.60086712103031
16,1,27843,0.035482284214442,0.174267972524614,0.83877747298975
17,1,27848,0.035482284214442,0.174267972524614,0.83877747298975
18,1,28495,0.0376762164551936,0.174269490025487,0.82896051980417
19,1,28975,0.0710552113246635,0.173074743734827,0.681654259541324
26,1,31435,0.0091459441939587,0.172656705262546,0.957784305056998
29,1,36146,-0.12836547570635,0.171631164655618,0.455009555191055
31,1,37409,-0.0302517148064716,0.172688311494849,0.86103783442056
32,1,37478,-0.0414713751650562,0.172830179318237,0.810504826361085
33,1,39144,-0.0963110800311931,0.171979162280072,0.575823733137927
34,1,41499,-0.185345184985064,0.171294469913199,0.279979270262869
37,1,51248,-0.370384469348674,0.171177199329812,0.0311539781296333
38,1,51462,-0.342069108836856,0.171579010985175,0.0469590429804696
39,1,52124,-0.31962767445276,0.17146675571387,0.0631404550832709
40,1,52667,-0.28474789079539,0.171363582459945,0.0974688717382079
42,1,59265,-0.0819306574681065,0.171890375032931,0.633909970840208
43,1,60165,-0.0788334189937863,0.171764505527162,0.646543766847802
44,1,62308,-0.188197031327814,0.171334232677429,0.272769546285919
45,1,62869,-0.221292490708439,0.17120055210875,0.196997577454603
49,1,66841,-0.144380698520359,0.17151404047458,0.400469249216282
50,1,66948,-0.182840805456433,0.172465421673899,0.289797009224798
51,1,68621,-0.309004351204095,0.171484938390465,0.0724089998981958
52,1,69417,-0.178592328102938,0.171552604275302,0.298571606397389
56,1,74327,-0.139178983291386,0.172601486060521,0.420578042729296
57,1,74572,-0.115421904749046,0.172190880686265,0.503096122599664
58,1,75211,-0.0451544819481436,0.171969552290043,0.793033239249294
59,1,76030,-0.147150218044143,0.171807923101728,0.392312818634965
60,1,80108,-0.11349838836698,0.171839530947854,0.509369845020313
61,1,81262,-0.188086873124716,0.171588897636566,0.273761144121937
62,1,81999,-0.235379630682239,0.171844373651547,0.171643235440086
63,1,82431,-0.255066947198744,0.172582925157598,0.140315908799713
64,1,83284,-0.148919633577267,0.17167343979038,0.386279978134723
65,1,83613,-0.117871846666741,0.171722819193694,0.492906733871887
66,1,84112,-0.149504860704395,0.171671998825185,0.384414238772888
68,1,84858,-0.0209818318146585,0.172337732324816,0.903167609026458
69,1,85751,-0.0652409014431776,0.173014876109699,0.706338797517469
70,1,87445,-0.0805539968850659,0.173362524755635,0.642464039497037
71,1,87467,-0.134808411999279,0.174175645522744,0.439460841017629
72,1,89070,-0.159516625547424,0.173024156212341,0.357193352964723
73,1,89616,-0.0715326395866446,0.172258363688551,0.678201185292477
74,1,89679,-0.0946334422372598,0.17224862548989,0.58307816811127
75,1,89880,-0.0945323765935369,0.172292463822823,0.583576116015723
76,1,91472,-0.0672713109592448,0.17360843146767,0.698627953636014
77,1,93789,-0.0767495230308654,0.171807763256389,0.65535302541367
78,1,94351,-0.120399611746112,0.172189411148155,0.484870183622325
79,1,99148,-0.114995595995112,0.1717472932358,0.503574250865552
82,1,106800,-0.116492659799018,0.171976400223834,0.49861120771858
83,1,107970,-0.0790945540985672,0.171526645188306,0.644995712546726
84,1,109000,-0.0208695565799208,0.171877087397203,0.903426355017193
85,1,112549,-0.266203021053574,0.171100471319714,0.120644897912444
86,1,112742,-0.232463955216383,0.171910320498373,0.177164314045085
87,1,113050,-0.2220034829014,0.171658850092343,0.196758862922998
88,1,113135,-0.240807667214968,0.171147541657015,0.160301886309596
89,1,114076,-0.143749144759415,0.171456164041893,0.402372460025939
90,1,114628,-0.111633045670985,0.171958353209489,0.516639971699151
91,1,116283,-0.12315416246357,0.172893747301791,0.476742582964216
93,1,127853,0.0307016674327017,0.172688086540906,0.858992367015876
94,1,128302,0.0222249989643705,0.172028399811009,0.897277898327831
95,1,128704,-0.0186560189593428,0.172200849575251,0.913788565771212
96,1,128911,0.0499883553951802,0.172202218595957,0.77176584994724
97,1,130267,0.107696969368008,0.17204567126168,0.531733277095717
98,1,130271,0.101651392691375,0.172260500560042,0.555499321363951
99,1,130613,0.189235983609142,0.173664174382082,0.276603502773254
100,1,132012,-0.077531100685353,0.173537708206422,0.6553165215902
101,1,133231,-0.160852666131852,0.172142233074686,0.350727459302209
102,1,137074,-0.178243203185961,0.171848206682485,0.300346540625236
103,1,137304,-0.248409805621398,0.171661280122618,0.148758358852912
104,1,139686,-0.157066908442876,0.172193140263122,0.362309410139293
105,1,149562,-0.177009315171805,0.172532209549876,0.30561795211112
106,1,150447,-0.135567492346395,0.174556800552266,0.437892297878189
108,1,154084,-0.156955754012942,0.175046391063582,0.370515542214461
110,1,157269,-0.211590212345385,0.171696102304507,0.218637409877489
111,1,160054,-0.179339904242336,0.173437334179834,0.301828667890038
112,1,166222,-0.154899000723938,0.17221784808992,0.369033396376125
113,1,166416,-0.149765018728452,0.1718803074651,0.384164448221534
114,1,167326,-0.171709904399988,0.172801302245627,0.321057337858167
115,1,168836,-0.153326002940532,0.172029316100075,0.373386956640221
116,1,171200,-0.259446019001748,0.171927022760068,0.132181185012807
117,1,171431,-0.333884678479102,0.172645298734227,0.0539202590321206
118,1,173339,-0.295585753284885,0.17148765330183,0.0856455142692708
119,1,173845,-0.292548535335167,0.171359068932163,0.0886595055904601
120,1,175121,-0.349562654656647,0.170713019356491,0.0413327131682728
121,1,175281,-0.335632343468009,0.170938954307958,0.050377011129304
122,1,175315,-0.344770796898617,0.170833010069904,0.0443290987464636
123,1,175523,-0.342893143292281,0.171822721791394,0.0467432015271712
124,1,175541,-0.341158967082653,0.171123370865407,0.0469601687908713
125,1,175653,-0.385540659687248,0.171404634100494,0.0251091807653987
128,1,175856,-0.370787866158005,0.174365202012515,0.0341548298845878
129,1,175876,-0.351993996121679,0.171770581077883,0.0411803444949291
130,1,175989,-0.328785130858728,0.17239635705714,0.057313067498183
131,1,176001,-0.338216454457517,0.17325246853747,0.0517095163663879
133,1,177692,-0.352322606642814,0.170789356374778,0.0398523944768509
134,1,178191,-0.366042444440038,0.170879302841171,0.0328683026801055
135,1,178224,-0.352322606642814,0.170789356374778,0.0398523944768509
136,1,178960,-0.361436302524728,0.172116278629833,0.0364421554469717
140,1,183802,-0.303111023465703,0.171078382551863,0.0772958830810829
141,1,183954,-0.255811013549176,0.172552068611219,0.139095513696687
142,1,184450,-0.226949921127776,0.171147171246138,0.185680097957594
144,1,184718,-0.256518774507361,0.172006732850533,0.136767980083568
145,1,185296,-0.221122172434608,0.17141218735311,0.197894180268449
146,1,185438,-0.214710333789984,0.171443407727897,0.211264675690484
147,1,185469,-0.226955484177361,0.171647310540438,0.186951033119134
148,1,185503,-0.222048643856629,0.171219385557647,0.195524242847404
149,1,185705,-0.225802495084904,0.173128312457951,0.192998327202159
150,1,185749,-0.226743406937843,0.173124828738698,0.191145517706998
151,1,185806,-0.28171257753725,0.173128606766527,0.104589676246389
152,1,185879,-0.255693655621809,0.174085251406324,0.1427819036607
