SNP,Chr,Pos,Effect,SE,ERG11_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0677907680990599,0.0595026689351152,0.255354921549725
9,1,27272,-0.0869395187547242,0.0585341096456254,0.138362239180691
16,1,27843,0.0503590104791486,0.0572647752392634,0.379779202182858
17,1,27848,0.0503590104791486,0.0572647752392634,0.379779202182858
18,1,28495,0.0747534976386255,0.0571901640278616,0.192028155251865
19,1,28975,0.05589801707177,0.0568674169362515,0.326303622072031
26,1,31435,0.0774367280219163,0.0566445681521472,0.172475283637001
29,1,36146,0.0436549582574778,0.0564536640296243,0.43986928121601
31,1,37409,0.0787774367530929,0.0566520053961597,0.165237998993226
32,1,37478,0.0686548316406976,0.0567382413113308,0.227077999608575
33,1,39144,0.0479095693854822,0.0565388669122905,0.397360802101561
34,1,41499,0.0948763076945299,0.0562129948468272,0.0923328432804612
37,1,51248,0.0716121937993483,0.0565512851205745,0.206232448633611
38,1,51462,0.0596614146884967,0.0566675442185846,0.29313804269773
39,1,52124,0.0571945828517178,0.0565977801298309,0.312926592462172
40,1,52667,0.0130936517585298,0.0565844592920548,0.817138027935331
42,1,59265,-0.0147534813791009,0.0565547517671411,0.794344289376848
43,1,60165,-0.00312342205057914,0.0565172177835991,0.955958638782575
44,1,62308,0.0044662815991937,0.0564548049192237,0.936987956878713
45,1,62869,-0.00373137926359834,0.0564478654334937,0.947333158740478
49,1,66841,0.0253110247095755,0.0564587480990816,0.654204481370203
50,1,66948,0.0180754547165276,0.0568132659419068,0.750555100034616
51,1,68621,0.0137353371508853,0.0566627646273936,0.808607139095951
52,1,69417,-0.0214160474055393,0.0565059665801481,0.704911968612197
56,1,74327,-0.059112881446151,0.0567410287142183,0.298216751231024
57,1,74572,-0.0497495860426556,0.056615008459102,0.380142752713616
58,1,75211,-0.0531874579650787,0.056502707768953,0.347181638543691
59,1,76030,-0.0671254346066787,0.0564606545170319,0.235282611252738
60,1,80108,-0.0865213777032561,0.0563724215287461,0.125724433030836
61,1,81262,-0.106648585407433,0.0562531553546122,0.0587939146752383
62,1,81999,-0.118763105375877,0.0563232987996675,0.0356835555423297
63,1,82431,-0.078618268720589,0.056791242232497,0.167129499814294
64,1,83284,-0.114362272585159,0.0562021535819016,0.0426140074223787
65,1,83613,-0.118121511261155,0.0561738550727744,0.0361922109904651
66,1,84112,-0.120114828949181,0.0561681491855089,0.0331632620001148
68,1,84858,-0.0865172594761893,0.0565030246062552,0.126616368653817
69,1,85751,-0.101840125855783,0.0566647071435541,0.0731519939584584
70,1,87445,-0.0931160477671336,0.0568279956629694,0.102195997838333
71,1,87467,-0.11289256878979,0.0570266457038652,0.0485197326384416
72,1,89070,-0.0851413735919352,0.0568029638871526,0.134796001848907
