SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0723991284009575,0.109197974044204,0.507758136852319
9,1,27272,-0.0208551099445813,0.107619292461028,0.846454927587318
16,1,27843,0.0344559200674095,0.105062565934266,0.74313920875294
17,1,27848,0.0344559200674095,0.105062565934266,0.74313920875294
18,1,28495,0.0863333129605152,0.104979755033645,0.411415470213286
19,1,28975,0.0429550056879761,0.104352828518397,0.68085869404269
26,1,31435,0.0425231000511959,0.104076717865684,0.683099637679465
29,1,36146,-0.023263913433589,0.10355713127774,0.82238301637446
31,1,37409,0.0735956291426491,0.104050786834363,0.479843709475203
32,1,37478,0.0361484817754763,0.104196240193893,0.728852940117143
33,1,39144,-0.0265440601353826,0.103728826161749,0.798178197287924
34,1,41499,0.000240809536708006,0.103450698741691,0.998144024032526
37,1,51248,0.0776544136664048,0.103808786461691,0.454926608641054
38,1,51462,0.0904314634317556,0.103920506897341,0.384783316453114
39,1,52124,0.0878780455557715,0.10378569253055,0.397721511225438
40,1,52667,-0.0214240387748878,0.103718266341061,0.836472638805487
42,1,59265,0.0907050519009515,0.103559739013027,0.38169534972981
43,1,60165,0.082238865229837,0.103501351527127,0.427398682419765
44,1,62308,-0.0552476784465228,0.103438146965346,0.593599420991412
45,1,62869,-0.0318294901116917,0.103453068378025,0.758514274657617
49,1,66841,0.0449019810076485,0.103488109884995,0.664636706814599
50,1,66948,0.0318843162798549,0.104137163110317,0.759651023190275
51,1,68621,-0.13790963407107,0.103609159892596,0.184029491449994
52,1,69417,-0.132924593334452,0.103351997497126,0.199238987991174
56,1,74327,-0.152738207962736,0.10384570184902,0.142230946464987
57,1,74572,-0.148437525481158,0.103585247900946,0.152743234378855
58,1,75211,-0.112335936765839,0.103524210059818,0.27861010067522
59,1,76030,-0.0777422551055957,0.103614137837926,0.45357054876679
60,1,80108,-0.122143293909321,0.103468174979781,0.238599645995133
61,1,81262,-0.0650393235837377,0.1035751823167,0.530447217492745
62,1,81999,-0.0940252649958997,0.103765492214528,0.365483905818959
63,1,82431,-0.0808468391746887,0.104289134832879,0.438729705799404
64,1,83284,-0.1101432513976,0.103452361390745,0.287750263270947
65,1,83613,-0.064605988775159,0.103549832174192,0.533088309764
66,1,84112,-0.0759766697532016,0.103539390920492,0.463560870230563
68,1,84858,0.0666157888099711,0.103850263045029,0.521640139331368
69,1,85751,-0.0148229087405436,0.104334889010246,0.887105376893679
70,1,87445,0.0152554445053779,0.104555282038001,0.884077355813494
71,1,87467,-0.0306569539856233,0.105093136609769,0.770678002526373
72,1,89070,-0.00468658136610084,0.104447680802087,0.964236194391187
73,1,89616,0.0381461173152432,0.103866259307284,0.713643763104932
74,1,89679,0.00121939678124183,0.1038992361317,0.990642600329016
75,1,89880,0.0186846347590543,0.103920823787092,0.857415235547376
76,1,91472,0.0140390073558573,0.104694332569936,0.893403714368237
77,1,93789,0.0846704228041096,0.103520283153431,0.413959499849313
78,1,94351,0.117617300401029,0.103702254413625,0.25748754693531
79,1,99148,0.131828968624366,0.103380491815374,0.203083349257317
82,1,106800,0.0861231254621505,0.103656794179184,0.406620638077789
83,1,107970,0.085709135942944,0.103350069557423,0.407490045550708
84,1,109000,0.0713320776919995,0.10356344609374,0.4914163003058
85,1,112549,0.000229937195150631,0.103515700829589,0.998228932423437
86,1,112742,0.0758802050931454,0.103840489433015,0.465423842946208
87,1,113050,0.131293311445358,0.103508558333229,0.205480461460317
88,1,113135,0.0709074453681341,0.103411091092009,0.493361758937872
89,1,114076,0.0711514059335098,0.103410616394333,0.491874805054243
90,1,114628,0.0521815654009608,0.103704537500346,0.615154816887601
91,1,116283,0.0738886345265207,0.104244566760915,0.478915914258982
93,1,127853,0.0956330648927952,0.10400000703644,0.358436602159114
94,1,128302,0.0931440197366167,0.103605992418343,0.369254012667477
95,1,128704,0.110859526600042,0.103659989525101,0.285596157018878
96,1,128911,0.133184590150565,0.103597034268324,0.199424613574324
97,1,130267,-0.0339645304897134,0.103774309931611,0.743640833433644
98,1,130271,-0.0227788702322531,0.103906166435935,0.826601178210573
99,1,130613,0.0795284058347056,0.104798854285672,0.44843844463847
100,1,132012,-0.0935623510305378,0.104543138368994,0.371416128118549
101,1,133231,-0.0818356517986314,0.103827676602847,0.43111614386443
102,1,137074,-0.111793254060365,0.103600475658215,0.281288603155551
103,1,137304,-0.0795454838666486,0.103720900546066,0.443642539931183
104,1,139686,-0.103435416771122,0.103797797550116,0.319685591757305
105,1,149562,-0.124669698377708,0.103969294099699,0.231292912255168
106,1,150447,-0.111155410432722,0.105170151296483,0.291275308199689
108,1,154084,-0.120714747401116,0.105466334831558,0.253158306723978
110,1,157269,-0.170592774501134,0.103346082135608,0.0996904109514042
111,1,160054,-0.147255558772565,0.104436148967481,0.15941849352932
112,1,166222,-0.132591047342904,0.10371540616335,0.201944004659567
113,1,166416,-0.128661555153113,0.103517919781064,0.214732698136229
114,1,167326,-0.149060747098045,0.104031624862916,0.152788361302981
115,1,168836,-0.171611974723694,0.103436770656666,0.0979837432895571
116,1,171200,-0.134882010037091,0.103746691833192,0.194411847042201
117,1,171431,-0.146972409836894,0.104351234858699,0.159881081940603
118,1,173339,-0.11245536685914,0.103657586030607,0.278718044968108
119,1,173845,-0.102968794391175,0.103599318069079,0.320945627822866
120,1,175121,-0.0791985694193531,0.103452637558275,0.444453339894952
121,1,175281,-0.0884953526701336,0.103519386633202,0.393204350594561
122,1,175315,-0.0931373024854523,0.103475191453598,0.36868434709397
123,1,175523,-0.0836236160824408,0.104085705145317,0.422277776039722
124,1,175541,-0.0910722510105684,0.103642350480129,0.380152699988731
125,1,175653,-0.089765529548945,0.103974244148408,0.388534613508034
128,1,175856,-0.0821312269160742,0.105711912389837,0.437717754839034
129,1,175876,-0.059721276702729,0.10413232056547,0.566662347961363
130,1,175989,-0.0802290861093263,0.104390768123377,0.442676849344107
131,1,176001,-0.0875164707690901,0.104919121010498,0.404770303095396
133,1,177692,-0.0984483610599749,0.103461262054189,0.341977303179202
134,1,178191,-0.0946614090276014,0.103574255097307,0.361368370957097
135,1,178224,-0.0984483610599749,0.103461262054189,0.341977303179202
136,1,178960,-0.116050273925707,0.10423841075245,0.266330327491857
140,1,183802,-0.0208500557888132,0.10360096719261,0.840616285844586
141,1,183954,-0.0190969802406697,0.104356248828619,0.854904679880726
142,1,184450,0.0106130465217647,0.10344591038402,0.91834256462038
144,1,184718,-0.0149295457712819,0.104032178350869,0.885970151292033
145,1,185296,0.00464586695730904,0.103593570832017,0.964254573672613
146,1,185438,0.0159846384642755,0.103595263662767,0.877462217938906
147,1,185469,0.0105927826037834,0.103746739045485,0.9187334336632
148,1,185503,0.0244552070864573,0.103471748771618,0.813300725311311
149,1,185705,-0.0106502149626458,0.104634931511426,0.918985513788645
150,1,185749,-0.0092196020207,0.104635316310327,0.929837812492942
151,1,185806,0.0164682783007405,0.104772519051466,0.875191847507165
152,1,185879,-0.00450849220407079,0.105282203168706,0.965866898530031
153,1,185916,0.0426377063225673,0.105210120666361,0.685530134610214
154,1,185941,0.0415169666315897,0.105669908105563,0.694635668526005
155,1,185954,0.0151225039690387,0.105998623674478,0.886634588774672
156,1,186055,0.0101711260100164,0.1038846905401,0.922061040374722
157,1,186896,0.0279244504353425,0.105578818378845,0.791557391885216
161,1,190132,0.0344712645556742,0.104001697699592,0.740501998023472
162,1,190148,0.0267024446674159,0.104039544184669,0.797593330132574
163,1,190165,0.0235779120606002,0.104841279822871,0.822193812336905
164,1,190169,0.036149194836129,0.104700364768515,0.730102066264015
165,1,190933,-0.0139682318300028,0.103866181538412,0.893097325568683
166,1,192149,0.0375495757070518,0.104698968541391,0.720076402111921
168,1,192303,0.0343860240913951,0.124826224026865,0.783115461860316
171,1,192795,0.0392902794161033,0.103651114241177,0.704869148020379
173,1,194187,-0.124714049398529,0.103545553665125,0.229227818852175
174,1,194867,-0.083678136692782,0.103605948831758,0.419831587937692
190,2,8314,0.0287257846185272,0.105446380634565,0.785457779933681
194,2,8498,0.020184846527826,0.105297537764832,0.848092566775369
195,2,8651,0.000906881585555741,0.105401602711671,0.993139899421295
197,2,9812,-0.0111454476690807,0.106026228917218,0.916340514930407
198,2,9932,0.00961051223787579,0.105608762183035,0.927543342222099
199,2,10135,-0.00782491273169739,0.10520472825002,0.940751777940748
200,2,11616,-0.00676042023680123,0.105093270164159,0.94874561966904
201,2,12133,0.00676181081949556,0.105511067441711,0.948937808540558
202,2,12194,0.0339387456638185,0.105904279891679,0.748804540354295
203,2,12359,0.00493837667405295,0.105609673855285,0.962730436539992
204,2,13061,-0.00469509719985939,0.105601933189273,0.964562608958078
205,2,14298,-0.00414665749450549,0.10593514079125,0.968798218042572
206,2,15222,0.0222758648172647,0.10696182237856,0.835146101997159
207,2,17986,-0.000427791115900966,0.105093883677508,0.996754470171512
208,2,19770,-0.0082342429930462,0.105819590278355,0.938020116849537
209,2,19836,0.0258566073005255,0.105520798215459,0.806569378613685
210,2,19851,0.0255779818552992,0.105829992164828,0.80916122082
211,2,21595,-0.0117003980305366,0.105399774038357,0.911671738300203
212,2,22385,0.0270369317725427,0.105491533164721,0.797872505719233
213,2,23441,0.0561345395729396,0.106484127261137,0.59841122629141
214,2,24209,0.081085340099095,0.105560701750658,0.44291788084451
215,2,24341,0.0828812685675417,0.105806860597556,0.433960905950001
216,2,26815,0.0721534221485056,0.105702136633696,0.495300497446265
217,2,28209,0.136306291776351,0.105558454673713,0.197448999827394
221,2,41245,-0.0677144252948894,0.10533997733993,0.520759557470867
222,2,43214,-0.0781750438611913,0.107029620575737,0.465626707639436
223,2,47104,0.014588492824032,0.104121597246246,0.888652869076217
224,2,50915,0.0260498693574209,0.105138402251369,0.804458430026874
225,2,55834,-0.00798289236345728,0.10466081345666,0.939244369973583
226,2,56422,0.0043201712027563,0.104848538002226,0.967156620062464
227,2,57715,0.0291914381880926,0.104491612453797,0.78012731665634
228,2,59046,0.0254987207953736,0.1050230452821,0.808307797844885
229,2,59191,0.0481159466238116,0.104399032419353,0.645164941620655
230,2,59383,0.0456892803532232,0.104432203470035,0.662014995296092
231,2,59477,0.0233486991027488,0.106024975647085,0.82582801246141
233,2,60471,0.033823561734575,0.104585712218989,0.746579905017824
234,2,60478,0.0377362544276896,0.104701304847334,0.718749991044318
235,2,60786,0.0382052439968191,0.104528601649659,0.714956832194154
236,2,61035,0.0472102398609879,0.104510636190633,0.651743333079401
237,2,61071,0.044978021808125,0.10403906133678,0.665773839536471
238,2,61675,0.0240859960461561,0.104358325641082,0.817603184909792
240,2,62939,0.0642793625547878,0.104129609688429,0.537433862801308
241,2,63527,0.0646555432533739,0.104520242757656,0.536583131601984
242,2,63857,0.0326761804121554,0.104586745571568,0.754897190182934
243,2,65527,0.0122784875145785,0.104254302433098,0.906313401239514
247,2,67976,0.12113083633596,0.105561301193126,0.251955094419415
250,2,72389,-0.00347658655830063,0.105105640116528,0.973631823225269
251,2,72392,-0.0722206859080736,0.105750659795813,0.495096708457985
252,2,73646,0.0201986758945579,0.103645397137006,0.845597035358347
253,2,74564,0.0715412879843976,0.103377349715982,0.489366985675436
254,2,74739,0.0891289349535453,0.103679123845435,0.390559176083764
257,2,80873,0.0600456285463203,0.103986113185094,0.564011097510603
258,2,81501,0.09869803327099,0.10388514603844,0.342727310043095
259,2,83526,0.0769427565582573,0.103775746851357,0.458923946675987
260,2,83845,0.130934890059797,0.103721366412086,0.207648503111242
263,2,84447,0.108098093304921,0.105125150856798,0.304522183910984
264,2,87391,0.2049604382395,0.102919657508752,0.0472005462782319
265,2,87562,0.207918626272206,0.10316626303172,0.0446229665105637
266,2,87849,0.209612474897191,0.103146668408044,0.0428838543103275
267,2,87878,0.205659067408102,0.103617522112429,0.0479415397551522
269,2,89785,0.15871039709658,0.1038627551412,0.12738868854086
272,2,93721,0.169607408395851,0.103498091273694,0.102156440549388
273,2,93952,0.149201727892527,0.103289042490834,0.149483468871504
274,2,95085,0.165579914458271,0.103363425089226,0.110067791010745
276,2,107124,0.0500068399424806,0.103755921610045,0.630128687472266
277,2,111645,0.12704199584385,0.103636167736844,0.221073751094027
278,2,111916,0.108280959170067,0.10394167107776,0.298241772427109
279,2,111931,0.12434176130191,0.104050249690536,0.232882844995971
280,2,111999,0.136263501695792,0.103632630756198,0.18940693990454
281,2,114528,0.111326128426104,0.104315774933644,0.286609402057894
282,2,116024,0.144823694886972,0.104448315729184,0.166451485230389
286,2,120090,0.0518528934893361,0.104282208511752,0.619332023950613
287,2,120291,0.0344967119362619,0.105495704685279,0.743864446616006
