SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00709405239682259,0.16140286866474,0.964967153757338
9,1,27272,-0.000122999649439182,0.158979398670578,0.999383127417333
16,1,27843,0.00169082116378808,0.155217863436135,0.991314799500221
17,1,27848,0.00169082116378808,0.155217863436135,0.991314799500221
18,1,28495,0.00022664955327012,0.155220402319007,0.998835771046205
19,1,28975,-0.00423943141228839,0.154182678133436,0.978079541181545
26,1,31435,-0.0508353930057704,0.153750534154891,0.741115944783415
29,1,36146,-0.112468718943047,0.152864252494673,0.462376032591084
31,1,37409,-0.0113476005339422,0.153807377507405,0.94122882173636
32,1,37478,-0.0322355188102799,0.153931221881693,0.834245024470876
33,1,39144,0.0219152943377005,0.153233872911306,0.886357090255088
34,1,41499,0.0290017637592983,0.152805466917577,0.849578605467339
37,1,51248,-0.0391925251989432,0.153449529451639,0.79855529548447
38,1,51462,-0.0372915869934511,0.153658986909444,0.808386062716944
39,1,52124,-0.0318161742071176,0.153454364223972,0.835869252055283
40,1,52667,-0.123315173322476,0.153077118073402,0.421029968329915
42,1,59265,-0.0867630216271426,0.153070823994402,0.571199293391483
43,1,60165,-0.0331566785421249,0.153014566751555,0.828575360262573
44,1,62308,0.0900778609171804,0.152781242856833,0.555844615436016
45,1,62869,0.140033277649897,0.152655411965765,0.359603279298084
49,1,66841,0.168474487032607,0.152646131580205,0.270478075235033
50,1,66948,0.129102697796424,0.153694174678372,0.401478432181514
51,1,68621,-0.125620149633191,0.153285177540416,0.413043203092921
52,1,69417,-0.0206792909136113,0.15302078473973,0.892577888568151
56,1,74327,0.0316603252997551,0.153856833886375,0.837083081103734
57,1,74572,0.0440141630035809,0.153438538970685,0.774393884516389
58,1,75211,0.0321443124492169,0.1531671288895,0.833894656102493
59,1,76030,0.0875004201884227,0.153105869069774,0.568022616868222
60,1,80108,-0.0297318042187701,0.153132289997804,0.846164131842271
61,1,81262,0.0224385956669821,0.153077913167843,0.88354497250794
62,1,81999,-0.0606693196284554,0.153422443247022,0.692757305449776
63,1,82431,-0.142273445959792,0.153996776360798,0.356183583110155
64,1,83284,-0.0859213830931476,0.152992545387399,0.574741524433781
65,1,83613,-0.0578848533255993,0.153012998407719,0.705434965604159
66,1,84112,-0.0950377129138092,0.152977271584692,0.534833597923246
68,1,84858,0.0137293357609684,0.153491123802345,0.928777320876637
69,1,85751,-0.0363809629017725,0.154111594563768,0.813516074161126
70,1,87445,-0.0826568331856713,0.154386896641925,0.592718973444644
71,1,87467,-0.152431122989103,0.155045994711825,0.326214408854034
72,1,89070,-0.0867989813332103,0.154217222231196,0.573903947467096
73,1,89616,-0.0674554895713115,0.153414415832136,0.660427380761179
74,1,89679,-0.0986273062487264,0.153386053634202,0.520641231283974
75,1,89880,-0.0593614998601486,0.153482224671285,0.699163488767009
76,1,91472,-0.062459020368967,0.154618514087567,0.686489952789269
77,1,93789,-0.0605010956917359,0.153027001345347,0.692814395983412
78,1,94351,-0.0910928872602099,0.153387100754737,0.55297555410342
79,1,99148,-0.0668877838369944,0.153019470475434,0.662292019781578
82,1,106800,-0.0724030545247533,0.15321888597593,0.636828747028793
83,1,107970,0.024385326512503,0.152807751444855,0.873301834708285
84,1,109000,0.0282914400195655,0.15307516578599,0.853475907178784
85,1,112549,-0.0779614887085431,0.152852969621997,0.610340537916048
86,1,112742,-0.0538813512252543,0.153478225454553,0.725746483222002
87,1,113050,-0.0739786050409708,0.153196184285912,0.629465308042144
88,1,113135,-0.0426944955166221,0.152839557275776,0.780146031045615
89,1,114076,-0.0848715354235859,0.152789687027907,0.578918598195425
90,1,114628,-0.0505521697944884,0.153219526542118,0.74164633297149
91,1,116283,0.0453154064304676,0.154076595229917,0.768847012945055
93,1,127853,0.121493004797977,0.153672572595345,0.429710277815864
94,1,128302,0.113935760789333,0.153097707268608,0.457248822261837
95,1,128704,0.0638003608309345,0.15333268113662,0.677596209870425
96,1,128911,0.116537610364491,0.153261789562096,0.447533441912614
97,1,130267,0.159791645668225,0.153078467120941,0.297267028042535
98,1,130271,0.148538870105408,0.153292774016868,0.333214574249845
99,1,130613,0.235508191584055,0.154423021582599,0.128133370388026
100,1,132012,-0.121265524591937,0.154467283716129,0.432947078047381
101,1,133231,-0.146244719905746,0.153307541175701,0.340771647785318
102,1,137074,-0.131134082085755,0.15312771885986,0.392373746548251
103,1,137304,-0.230771616910125,0.152847257473673,0.131984298869289
104,1,139686,-0.192815931253752,0.153198139798468,0.209004822449701
105,1,149562,-0.19776126360871,0.153531384520579,0.198560549022232
106,1,150447,-0.129242220602776,0.155446652115841,0.406295664054445
108,1,154084,-0.170874101716117,0.155814301261865,0.273540999729048
110,1,157269,-0.217033990319536,0.152810785827347,0.15640899982006
111,1,160054,-0.219012134229701,0.154262949647058,0.15656804645011
112,1,166222,-0.18451950144305,0.153244147522173,0.2293621657197
113,1,166416,-0.190746402645104,0.152910115096051,0.213062640501798
114,1,167326,-0.23146470242687,0.153624425363409,0.132783945877837
115,1,168836,-0.139414342093755,0.153207665482423,0.363459363142523
116,1,171200,-0.225137807188088,0.153148886135255,0.142436654029834
117,1,171431,-0.221740986834839,0.154124789481393,0.151118535857597
118,1,173339,-0.234624347700866,0.152864687972606,0.12571647273205
119,1,173845,-0.23088863921224,0.152753252223022,0.131552278090677
