SNP,Chr,Pos,Effect,SE,ALO1_HYR1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.129812781691563,0.157446306110117,0.410218396066484
9,1,27272,-0.051766705152733,0.155206616706701,0.738929154427685
16,1,27843,-0.00362846533795637,0.151558125270892,0.980913133393656
17,1,27848,-0.00362846533795637,0.151558125270892,0.980913133393656
18,1,28495,0.0363268291446993,0.151548368963433,0.810698455656656
19,1,28975,0.0316288989869785,0.150538193320353,0.833706565974079
26,1,31435,0.0027307223978357,0.150148663324331,0.985500114872407
29,1,36146,-0.102390358519204,0.149275058891516,0.493215443406731
31,1,37409,0.00525620801896368,0.150181889875106,0.97210036251398
32,1,37478,0.0103220042008485,0.150310249038573,0.945290124069725
33,1,39144,0.00413613252502546,0.14962518257045,0.9779622742037
34,1,41499,-0.016221230720656,0.149207819193126,0.913489768483918
37,1,51248,-0.172901454200972,0.149562573454177,0.248443497618045
38,1,51462,-0.1825574857216,0.149733683710648,0.223576827033419
39,1,52124,-0.166611636864355,0.149582796080998,0.266104704212375
40,1,52667,-0.219063197034902,0.149150239367728,0.142793374386197
42,1,59265,-0.0562266448153895,0.149499855568601,0.707069732465113
43,1,60165,-0.0242641608568565,0.149411229348394,0.871084964868374
44,1,62308,-0.117814315553959,0.149120701045775,0.430023073590783
45,1,62869,-0.152413936809105,0.149013091721838,0.307092223102785
49,1,66841,-0.120634379664692,0.149165948334816,0.419217487152768
50,1,66948,-0.165029437007039,0.149963351885753,0.271879381472968
51,1,68621,-0.155358709451331,0.149585043774994,0.299702666076922
52,1,69417,-0.125004984338305,0.149268604584726,0.402906322733678
56,1,74327,0.0429226089499394,0.150220922595765,0.775252594820517
57,1,74572,0.0427316957206102,0.149821048601186,0.775644218032631
58,1,75211,0.0738087293222433,0.14951356830446,0.621853975629876
59,1,76030,0.00341808443417543,0.149565058314668,0.981780048356716
60,1,80108,0.0111534777085535,0.149528627075831,0.94058245067745
61,1,81262,-0.0679015510919679,0.149429578719481,0.649816624056199
62,1,81999,-0.0696510085691999,0.149792444561314,0.642229997015439
63,1,82431,-0.0886941368361205,0.150473574022071,0.555947683306588
64,1,83284,-0.0681991990398752,0.149408006457553,0.648337928637868
65,1,83613,-0.0358534511505821,0.149423440454147,0.810511940293604
66,1,84112,-0.0509174620153329,0.149427520756666,0.733494327326287
68,1,84858,0.0974070682488281,0.149784196263295,0.515911097132134
