SNP,Chr,Pos,Effect,SE,ERV25_UIP4_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.012867194754149,0.170656290675861,0.93994052015973
9,1,27272,0.0420851799489819,0.168079848778097,0.802432959785421
16,1,27843,0.0825728288727622,0.16405873540092,0.615058419195541
17,1,27848,0.0825728288727622,0.16405873540092,0.615058419195541
18,1,28495,0.0705159754529829,0.164077328468831,0.667623129700264
19,1,28975,0.12957471707461,0.162877256874556,0.426836399164118
26,1,31435,0.0135549608426924,0.162589672530451,0.93360528311131
29,1,36146,-0.0846051094524418,0.161690190881359,0.601125503604702
31,1,37409,-0.0385304117409681,0.162614528323905,0.812838273502961
32,1,37478,-0.0193418093139968,0.162764004653409,0.905474896358128
33,1,39144,0.0973109435769905,0.161941708225564,0.548291522432873
34,1,41499,0.121959384365458,0.161444646994226,0.450497537157461
37,1,51248,-0.0199255222155062,0.162259364572223,0.902335005232619
38,1,51462,-0.0345106460299655,0.162472477417639,0.831910422073928
39,1,52124,0.000528515557273179,0.162262827908497,0.997403008950279
40,1,52667,0.0554266601742147,0.161975919813335,0.732410994117676
42,1,59265,0.0228860285921462,0.161916473749513,0.887678298893571
43,1,60165,0.0137318642897482,0.161797046332121,0.932412123228588
44,1,62308,-0.104682624377029,0.161524686301882,0.517347695756274
45,1,62869,-0.134697835684753,0.161441348326321,0.404650672972621
49,1,66841,-0.0709517280719272,0.161632505936721,0.66095225333533
50,1,66948,-0.0770901017668849,0.162617088537186,0.635750886561059
51,1,68621,-0.175796854771665,0.161958115064447,0.278464692464722
52,1,69417,-0.0772438856829205,0.161746455223393,0.633257872407651
56,1,74327,-0.0708497470549725,0.162644544893217,0.663385256332648
57,1,74572,-0.0416276433818078,0.162239998256429,0.797651990431913
58,1,75211,-0.125093857305359,0.161822436526012,0.440020987451578
59,1,76030,-0.0138680046899338,0.161957667602288,0.931811206889225
60,1,80108,-0.0109514777271955,0.161920006427482,0.94611439656853
61,1,81262,0.0522440770279012,0.161835954605458,0.74702178442421
62,1,81999,0.0899786187730935,0.162184434252269,0.579388320801481
63,1,82431,0.0386895510285576,0.163010192860884,0.812527331968188
64,1,83284,0.0796143103341801,0.161781419456135,0.622947234225024
65,1,83613,0.107269010554445,0.161718319904378,0.507566415149405
66,1,84112,0.094271096130829,0.161759104373407,0.560408813974387
68,1,84858,0.0529805319664567,0.162269158184103,0.744241203514333
69,1,85751,0.0821227043690406,0.162902097492449,0.61448939376327
