SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0298272698039873,0.0712967285559314,0.675942728337615
9,1,27272,-0.0929923354352681,0.0700688287264907,0.185314504522937
16,1,27843,0.0402815432932112,0.068547915974427,0.557149213993905
17,1,27848,0.0402815432932112,0.068547915974427,0.557149213993905
18,1,28495,0.0355117486893671,0.0685564966362339,0.604788014229967
19,1,28975,0.0344241993034649,0.0680994681988563,0.613524023543365
26,1,31435,0.0913075293025545,0.0677695915866692,0.17874040438697
29,1,36146,0.0437957804277649,0.0675530670584525,0.517201633837485
31,1,37409,0.0640761026731022,0.0678731118485432,0.345786089155822
32,1,37478,0.0510285645415433,0.0679629127888927,0.453255439353664
33,1,39144,0.0161550427990713,0.0677013202426322,0.811536959490944
34,1,41499,0.048711709261317,0.0674691805086659,0.470781923773372
37,1,51248,0.037471145555307,0.0677770320305498,0.580709855099347
38,1,51462,0.0365259079642124,0.0678704774963085,0.590798305997096
39,1,52124,0.039441530531821,0.0677738648566557,0.560966563357603
40,1,52667,0.00741542495832412,0.0676965494607378,0.912837085863798
42,1,59265,0.0235902065050912,0.0676518976217897,0.727522540275771
43,1,60165,0.0414167624314144,0.0675764720426934,0.540345497980833
44,1,62308,0.120238520581157,0.0672341709630098,0.0745763516300592
45,1,62869,0.0946711015714577,0.0673413224205631,0.160651311219421
49,1,66841,0.0593802893379571,0.0674874377000252,0.379527387323274
50,1,66948,0.054515688666806,0.0679140782274893,0.422679256562343
51,1,68621,-0.0244466841856064,0.0677793970266664,0.718554288251258
52,1,69417,0.0285194671855958,0.0675953754413152,0.673344275979038
56,1,74327,0.026177492734728,0.0679698661722025,0.700370241251423
57,1,74572,0.0125535899267826,0.0677998571909281,0.853212557718676
58,1,75211,0.0231498038520481,0.0676683335404598,0.732474032145577
59,1,76030,0.0448001434469473,0.0676375327043649,0.508175123320892
60,1,80108,-0.0272505298432267,0.067648001261527,0.687318383538016
61,1,81262,-0.0284013813254678,0.0676210737560791,0.674735250516754
62,1,81999,-0.0219298855278131,0.0677931021112477,0.746521373346579
63,1,82431,-0.0416804570574084,0.0680879810525007,0.540828732685715
64,1,83284,0.000536177736075089,0.0676283768962382,0.993678680558351
65,1,83613,-0.0118527418313762,0.0676179878918367,0.860952448538542
66,1,84112,0.00528656157262455,0.067627797568211,0.937735980031695
68,1,84858,0.029330491606408,0.0678012813927782,0.665573224982269
69,1,85751,0.0119250856027518,0.0680950478576887,0.861082507458296
70,1,87445,0.01991880743141,0.0682337246326346,0.770519065068606
71,1,87467,-0.00290167274297853,0.0685990361922919,0.966284232853791
72,1,89070,0.013023130608675,0.0681663449747701,0.848596823994865
73,1,89616,-0.0110159268155664,0.0678006143306164,0.871024523197023
74,1,89679,-0.00372042849957463,0.0678114463880814,0.956277600096453
75,1,89880,-0.00906907084944659,0.0678271998860412,0.893709304525932
76,1,91472,-0.0108924164322841,0.0683299373544575,0.873437707487358
77,1,93789,0.050055976485551,0.0675758844319747,0.459345182956073
78,1,94351,0.0285046354208514,0.0677893938140117,0.674384753689722
79,1,99148,0.0145126756957161,0.067623971527184,0.830196527012513
82,1,106800,0.0484770924125867,0.0676704344749101,0.474236355242505
83,1,107970,0.0421278541595307,0.0674817351630496,0.532843497298459
84,1,109000,0.0687185375981555,0.0675390055266635,0.30962936641619
85,1,112549,0.0715885990808427,0.0674538713548188,0.289280457803866
86,1,112742,0.0819283704528869,0.0676842986447579,0.226916627630646
87,1,113050,0.0204770836121378,0.0677017482100289,0.762479416268876
88,1,113135,0.0230332528712124,0.0675269305863507,0.733233274449772
89,1,114076,0.0421523231946984,0.067500783659184,0.532721299054072
90,1,114628,0.0476535122538439,0.0676613957005973,0.481714086106505
91,1,116283,0.0708819335183046,0.0679809041169723,0.297812762344798
93,1,127853,0.00628655972105949,0.067957916140567,0.926347978000474
94,1,128302,0.0589476395463711,0.0676249575901472,0.383972885148275
95,1,128704,0.0750583366783379,0.0676472284307766,0.26794602504584
96,1,128911,0.0644623238273485,0.0676856856505025,0.34155721965214
97,1,130267,-0.0237790763539344,0.0677286384484585,0.725727743670188
98,1,130271,-0.021250577238219,0.0678114297885081,0.754178948716637
99,1,130613,-0.0227940771038222,0.0684438926111977,0.739307054676089
100,1,132012,0.0634419194479783,0.0682258334130055,0.353068051927341
101,1,133231,0.064387320279917,0.067737987191331,0.342490868507768
102,1,137074,0.0772039477175315,0.0676033915626753,0.25422268431537
103,1,137304,0.0919728688380115,0.0675746242640679,0.174364122771959
104,1,139686,0.0855793324165925,0.0676876525469602,0.206946809984535
105,1,149562,0.102748402217015,0.0677752282270788,0.130409980635117
106,1,150447,0.111072155254619,0.0684950812945205,0.105780163812424
108,1,154084,0.0822348730635609,0.0688230914883303,0.232938718787259
110,1,157269,0.0974889019764985,0.0675114123983602,0.149615815200974
111,1,160054,0.0932653448960259,0.0681733378342444,0.172162898837217
112,1,166222,0.0913257786281347,0.0676739208854206,0.178042098066786
113,1,166416,0.0897543269570689,0.0675417906645729,0.184748847307531
114,1,167326,0.0647217943016096,0.0680081000501815,0.341911598501577
115,1,168836,0.101397644043341,0.0675573658195053,0.134272289427442
116,1,171200,0.0658112957008952,0.0677836378468956,0.332261673209235
117,1,171431,0.0790447282189175,0.0681681219803936,0.247013502350431
118,1,173339,0.080210699487151,0.067632085646293,0.236425534225769
119,1,173845,0.108785169378396,0.0674625071983189,0.107740759556612
120,1,175121,0.0850889445572639,0.0674243417335174,0.207785033923236
121,1,175281,0.0803153802613938,0.0674984802816663,0.234891533551446
122,1,175315,0.0868808161298835,0.0674541006786829,0.198589965882342
123,1,175523,0.0795887757912511,0.067863424170609,0.241675370198235
124,1,175541,0.0838340423097297,0.0675708373272133,0.215546526539476
125,1,175653,0.0934240690336123,0.0677500542020521,0.168782676580582
128,1,175856,0.0678275955947758,0.0689593317077264,0.325991610569685
129,1,175876,0.0712170595934623,0.0678897697577888,0.29489109682161
130,1,175989,0.0709015642028292,0.068085006183403,0.298417358180083
131,1,176001,0.067754103067194,0.0684498936345668,0.322932745184026
133,1,177692,0.102681262068629,0.0673911775430591,0.128488930036495
134,1,178191,0.0935655381737024,0.0674960830054986,0.166549639963611
135,1,178224,0.102681262068629,0.0673911775430591,0.128488930036495
136,1,178960,0.0858062282777667,0.0679992333970907,0.207828509582562
140,1,183802,0.0608847151918258,0.0675432379845142,0.36798052171653
