SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0276646273759227,0.159188708394334,0.862133960832556
9,1,27272,-0.00281820262496635,0.156804690805101,0.985670791367772
16,1,27843,-0.0388639384361169,0.153080731041681,0.799737072373062
17,1,27848,-0.0388639384361169,0.153080731041681,0.799737072373062
18,1,28495,-0.0545680881036947,0.153069633360859,0.721685182150766
19,1,28975,0.0181230089465186,0.152070758589632,0.905204627524265
26,1,31435,-0.0231159821325122,0.151665911722809,0.878947628255807
29,1,36146,-0.096889888464429,0.150800673022048,0.52096369158159
31,1,37409,0.0229379741814016,0.151699744924777,0.879899263887088
32,1,37478,0.0304474920819928,0.151826420493672,0.841172625119975
33,1,39144,-0.0202073676136876,0.151138380082599,0.893715125460377
34,1,41499,-0.0987884104216238,0.15063123168924,0.512361026054871
37,1,51248,-0.1558331396639,0.151137104870599,0.303213272097451
38,1,51462,-0.172014280539644,0.151293007161519,0.25632569647074
39,1,52124,-0.100755154228999,0.151269492961128,0.505805263735143
40,1,52667,-0.156668914535041,0.150891705533653,0.299847073048871
42,1,59265,-0.0306119137692949,0.151036911463125,0.839503203237353
43,1,60165,-0.0596034396760094,0.150898215836491,0.693088080790926
44,1,62308,0.0168984561046739,0.150762884306825,0.910818676636459
45,1,62869,-0.022003340044606,0.150742082321579,0.884030910690281
49,1,66841,0.0885581036749789,0.150744004391702,0.55726134454806
50,1,66948,0.0768431999656871,0.151688134492611,0.612761065873075
51,1,68621,-0.112120631689191,0.151214479452793,0.458902983853973
52,1,69417,-0.0755766597374987,0.150877946216734,0.616744845479748
56,1,74327,0.0339949922282075,0.15175058287504,0.822872227716288
57,1,74572,0.0409661239944343,0.15134162626638,0.786790417700325
58,1,75211,0.0320181119582749,0.151071809805433,0.832276405697939
59,1,76030,0.0190390484397506,0.151078022828294,0.899786810460424
60,1,80108,-0.00157650403190052,0.151045675964778,0.991678313145719
61,1,81262,-0.00819293378269714,0.150987967047716,0.956756990370885
62,1,81999,0.00742013847146972,0.151356816964714,0.960927780142322
63,1,82431,-0.0661193531839868,0.152033093233557,0.663899998429706
64,1,83284,0.101559635978409,0.150870395778328,0.501287143313682
65,1,83613,0.18818903036787,0.150617883346223,0.21232951519762
66,1,84112,0.099927261019964,0.150873483608839,0.508195211824747
68,1,84858,0.189847769088254,0.151055690007426,0.209654706464632
69,1,85751,0.12107163565337,0.151878898717006,0.42589452699475
70,1,87445,0.123319540358402,0.152195424779912,0.418330329788664
71,1,87467,0.058903251877915,0.153102286870093,0.700668138346825
72,1,89070,0.148916964914771,0.151969408921286,0.327799625019202
73,1,89616,0.164100101402256,0.151105116853815,0.278220201937549
74,1,89679,0.187499702287653,0.151047184596978,0.215307361551568
75,1,89880,0.206473115065735,0.151015528917491,0.172422869201354
76,1,91472,0.210735010940444,0.152125843561165,0.166845357152507
77,1,93789,0.123962258902136,0.15082295550933,0.411685308679329
78,1,94351,0.0908217832077869,0.151287310932394,0.548673857174498
79,1,99148,0.153991517229071,0.150744547949447,0.307698450158232
82,1,106800,0.114412982555789,0.151048134542851,0.449279391012318
83,1,107970,0.171317877890978,0.150446902011787,0.25558942861699
84,1,109000,0.0788668696066595,0.150930235531743,0.601623177849752
85,1,112549,0.0356551908403704,0.150805736910891,0.813235169777312
86,1,112742,0.00922776376641327,0.15140446609955,0.951435300931791
87,1,113050,-0.0392563824694386,0.151136113739107,0.795214286299726
88,1,113135,-0.0177433951658068,0.150762609309962,0.906379471319609
89,1,114076,0.0635325503061334,0.150727640835739,0.673642446026954
90,1,114628,0.114850280682701,0.15102331507961,0.447475087005355
91,1,116283,0.107124817555883,0.151880657182476,0.481074822717824
93,1,127853,0.0885005979363032,0.151631511056838,0.559824702523898
94,1,128302,0.0169998892437457,0.151119228134786,0.910496284261352
95,1,128704,-0.0168293997902191,0.151269715541965,0.911477957564958
96,1,128911,0.032414000849405,0.151279272731233,0.830463365474617
97,1,130267,0.170363265290804,0.150945291459422,0.259815139808161
98,1,130271,0.159852532601033,0.151157616746931,0.290996485224721
99,1,130613,0.196783452224264,0.152452309694508,0.197622298777643
100,1,132012,-0.103688277808427,0.152387410062894,0.49668111357628
101,1,133231,-0.156221902265823,0.151176773345968,0.302137100719708
102,1,137074,-0.0290992281463885,0.15118200005865,0.847478383345922
103,1,137304,-0.137006128233578,0.151066589231186,0.365064906984765
104,1,139686,-0.00524172280331101,0.151440983508017,0.972408445867881
105,1,149562,-0.0878614868420989,0.151714674630134,0.562875410523431
106,1,150447,-0.0972555840306403,0.153383064881646,0.526445868998989
108,1,154084,-0.064019930605019,0.153906815382901,0.677687991110558
110,1,157269,-0.157821577823012,0.15091696584174,0.296391527279129
111,1,160054,-0.181378751813713,0.152280914661952,0.234422441083369
112,1,166222,-0.152393969918089,0.151240693593567,0.314324497333922
113,1,166416,-0.162565239673108,0.150902701028226,0.28208853793816
114,1,167326,-0.166966739943891,0.151749485443509,0.271960418631133
115,1,168836,-0.110240956644521,0.151175285007116,0.466346953235672
116,1,171200,-0.233395590458544,0.151005576637226,0.123095005859766
117,1,171431,-0.284875182786149,0.151705770803139,0.0612308910353638
118,1,173339,-0.2541249051757,0.150670069392104,0.0925576935753504
119,1,173845,-0.281612573607686,0.150405547174432,0.0619840345825272
120,1,175121,-0.288707769289167,0.150066180724079,0.0551747268962462
121,1,175281,-0.310862934732457,0.150069746079201,0.0390421912323815
122,1,175315,-0.310811571320602,0.150022232457066,0.0390127328006364
123,1,175523,-0.303297380248309,0.150925870045655,0.0452364642831973
124,1,175541,-0.311710686508928,0.150254081163597,0.0387518183302308
125,1,175653,-0.298841279822305,0.150809138392027,0.0483010008993881
128,1,175856,-0.319254778384324,0.153209675920277,0.0378993126279331
129,1,175876,-0.28091030447718,0.151048563036885,0.0637547004509515
130,1,175989,-0.277051363963305,0.151503877160855,0.0682919232870899
131,1,176001,-0.26458351547701,0.15236356586602,0.0833430241229665
133,1,177692,-0.275473594484754,0.150217714742172,0.0675211051332733
134,1,178191,-0.248210024068076,0.150502718673723,0.099994963530035
135,1,178224,-0.275473594484754,0.150217714742172,0.0675211051332733
136,1,178960,-0.288984998733516,0.151357509904483,0.0570355151459025
140,1,183802,-0.247869771068157,0.150372948097414,0.100167119663646
141,1,183954,-0.212744528642677,0.151627316087753,0.161473363946489
142,1,184450,-0.109548609539575,0.150605416276121,0.467470294014491
144,1,184718,-0.204903973413977,0.151181726087054,0.17617302538385
145,1,185296,-0.135443543121603,0.150759300787492,0.369579809036413
146,1,185438,-0.134910892852431,0.150767788017484,0.371489987102112
147,1,185469,-0.132410748475608,0.150992139227335,0.381116700390341
148,1,185503,-0.136069935924011,0.150591519440667,0.3668397972952
149,1,185705,-0.165969781943886,0.152194434248047,0.27623170364589
150,1,185749,-0.141619184021663,0.152264125375088,0.352960621370725
151,1,185806,-0.163873893998631,0.152404765001684,0.282995223518616
152,1,185879,-0.158908065105808,0.153158433865597,0.300194250359818
153,1,185916,-0.0802504431253676,0.15326251644968,0.60087540271789
