SNP,Chr,Pos,Effect,SE,SRO9_DHH1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.166980377303342,0.101171251936748,0.0997357180688938
9,1,27272,-0.147588064130682,0.099726754111968,0.139785292725278
16,1,27843,-0.0527416484047931,0.0976284227832853,0.589380177416945
17,1,27848,-0.0527416484047931,0.0976284227832853,0.589380177416945
18,1,28495,-0.0268103350177711,0.0976599289645714,0.78383987205804
19,1,28975,-0.0492782348612981,0.0969820234863257,0.611688512636202
26,1,31435,-0.0450877673700502,0.0967306744399695,0.641419573098757
29,1,36146,-0.129369154699203,0.0960149185715583,0.178720150331504
31,1,37409,-0.0679586286044041,0.0967143577752533,0.482722278773113
32,1,37478,-0.0922478370157976,0.0967406559305021,0.340959862804165
33,1,39144,-0.114785726089632,0.0962294066840281,0.233735466091948
34,1,41499,-0.116320249154187,0.0959561755610431,0.226237879919821
37,1,51248,-0.121056395041093,0.0963497801072965,0.209792284131606
38,1,51462,-0.124651979880989,0.0964680440986971,0.197147602182125
39,1,52124,-0.105778907905663,0.09640071229969,0.273265433525743
40,1,52667,-0.160818829957012,0.0960294994315195,0.0948823739983915
42,1,59265,-0.0465479554078706,0.0963297274846636,0.629242753961863
43,1,60165,-0.0429036590814367,0.0962616828952457,0.656088487438486
44,1,62308,-0.0599747594924593,0.0961298823861302,0.533100819656242
45,1,62869,-0.037765322126912,0.0961497792465738,0.694722033639745
49,1,66841,-0.0190227848441319,0.0962107843851351,0.843378039257686
50,1,66948,-0.0502992933231695,0.0967695762074775,0.603539801781824
51,1,68621,-0.0799344649174704,0.0964505619934042,0.407799667694083
52,1,69417,-0.0863640284349531,0.0961789816889452,0.369823624231785
56,1,74327,-0.0655114137827892,0.0967553448456962,0.498796663170842
57,1,74572,-0.0479597618981544,0.096526645528377,0.619600478600531
58,1,75211,-0.0684854984882279,0.0963154197164101,0.477520115355845
59,1,76030,0.0160472154041752,0.0963805864355774,0.867860052681486
60,1,80108,-0.0331747752521411,0.09634540280867,0.730801890492498
61,1,81262,-0.0481326972506533,0.0962910790205976,0.617480430017141
62,1,81999,-0.109229719785495,0.0963852168690305,0.257873267481168
63,1,82431,-0.122410900948317,0.0967984671135659,0.206850655248832
64,1,83284,-0.0711227823382992,0.0962370796798243,0.460375524871451
65,1,83613,-0.00939555635465161,0.0962995905357035,0.922332374710936
66,1,84112,-0.0190589924291068,0.0963061595591348,0.84323718887836
68,1,84858,0.0379431649290022,0.0965622067166303,0.694600894062232
69,1,85751,0.00522474045270219,0.0969799065004726,0.957065658413401
70,1,87445,0.0575670448527234,0.0971370033028328,0.553803122176179
71,1,87467,0.0232734949146034,0.0976862307845208,0.811827417359264
72,1,89070,0.0652578379543467,0.0970204952290513,0.501629694521584
73,1,89616,0.0771328338457244,0.096473080372831,0.424522555783244
74,1,89679,0.0744402293443048,0.0964913103280417,0.440944025513609
75,1,89880,0.07168908739048,0.0965216999815033,0.458142103390454
76,1,91472,0.0783333152872905,0.0972247543706813,0.420962211496203
77,1,93789,0.0433171915544257,0.0962839024487097,0.653065697685376
78,1,94351,0.0045284229531647,0.0965646758694809,0.962623246535179
79,1,99148,0.0371901657801717,0.0962911586701639,0.699561854393278
82,1,106800,0.0344813616309442,0.0964239510910104,0.720855173320705
83,1,107970,0.10181645049652,0.0960028659210152,0.289616650656561
84,1,109000,0.0130796250442881,0.096322636550312,0.892064909282178
85,1,112549,-0.0380574401218711,0.0961947873925918,0.692617789255546
86,1,112742,0.0116342434838834,0.0965889848186761,0.904194390713396
87,1,113050,0.0112924583286431,0.0964266029183372,0.906839988554911
88,1,113135,-0.0150864894193515,0.0961795157192127,0.875446738996919
89,1,114076,0.00636819868551669,0.0961822703287499,0.947248360777751
90,1,114628,0.0524131305118508,0.0963858313930419,0.586932972812593
91,1,116283,0.0674315679882951,0.0968960602010444,0.486939035038097
93,1,127853,0.0360370994485642,0.096762964283592,0.709798763584872
94,1,128302,0.0589522543471836,0.0963591456628724,0.541065775141138
95,1,128704,0.0433920692732122,0.0964785484742638,0.653160467372944
96,1,128911,0.0664070130580801,0.0964521295211832,0.491592004283448
97,1,130267,0.0175071716615174,0.0964666176406575,0.856091656955821
98,1,130271,0.0130737564784872,0.0965831098718216,0.892402218414238
99,1,130613,0.041290170982196,0.0974634302152606,0.672080682493266
100,1,132012,-0.0749561230833646,0.097199436156758,0.441129150722525
101,1,133231,-0.0707036658818344,0.0965176353584767,0.464321125305308
102,1,137074,-0.0456775287181547,0.0964229530629378,0.635992083994797
103,1,137304,-0.0875268176477996,0.0963745949719697,0.364395392657209
104,1,139686,-0.0448403960517526,0.0965844399579113,0.642746893067522
105,1,149562,-0.0854372261078584,0.0967274996484572,0.377687480730159
106,1,150447,-0.0753020804877412,0.0978263751943362,0.441961605338505
108,1,154084,-0.0645492818542008,0.098150818183534,0.511189069477656
110,1,157269,-0.0796618032949498,0.0963352150056029,0.408839327212357
111,1,160054,-0.0816091465749936,0.0972476682634573,0.401931354356633
112,1,166222,-0.0936615533046116,0.0964959565011589,0.332398786736802
113,1,166416,-0.0776236476951242,0.0963399283111951,0.420942896950809
114,1,167326,-0.0952075740140266,0.0968439492975208,0.32623008307245
115,1,168836,-0.132738288385894,0.0962579473817888,0.168772420213086
116,1,171200,-0.0840199321777622,0.0965579094871524,0.384809370384346
117,1,171431,-0.1600138204272,0.096891287249648,0.0995302894828222
118,1,173339,-0.124304190073224,0.0962814306863753,0.197530999971826
119,1,173845,-0.13528401835295,0.0961592670208128,0.160344409129485
120,1,175121,-0.103550059198035,0.0960793388186694,0.281878713958167
