SNP,Chr,Pos,Effect,SE,MID2_TPO2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0219871571001757,0.128861012181724,0.86461488687116
9,1,27272,0.0279823396304399,0.126922308161951,0.825633946800781
16,1,27843,-0.0723748228362238,0.123867928899413,0.559398260283648
17,1,27848,-0.0723748228362238,0.123867928899413,0.559398260283648
18,1,28495,-0.0653056352943451,0.123881065374205,0.598410857524685
19,1,28975,-0.0673500657376798,0.123049215430289,0.584489319846866
26,1,31435,-0.0587205199062608,0.12273547850033,0.632639288739859
29,1,36146,-0.073816737933316,0.122078978887808,0.545790871219987
31,1,37409,-0.0409473963750204,0.122783248684325,0.738959915196795
32,1,37478,-0.048980693396029,0.12288050435838,0.690425813314385
33,1,39144,-0.123989734442617,0.122169184178234,0.310847711961953
34,1,41499,-0.147351048811191,0.121755603500916,0.227004288962567
37,1,51248,-0.135820293427786,0.122313815148831,0.267571829608578
38,1,51462,-0.142380968371986,0.12245914330737,0.24574419892476
39,1,52124,-0.0926308657965881,0.122428020879209,0.449785273175627
40,1,52667,-0.157867472074817,0.122041979334254,0.196666492155306
42,1,59265,-0.00689246965073298,0.122268622550274,0.95507772774089
43,1,60165,-0.0216926695941669,0.122171322437165,0.859170835118402
44,1,62308,-0.102458510019867,0.121920511950828,0.401269023292551
45,1,62869,-0.0949338023771995,0.121922425394573,0.43671282984056
49,1,66841,-0.026240190803193,0.122076603504177,0.829931546137058
50,1,66948,-0.0421377738085356,0.122813363407731,0.731724350500117
51,1,68621,-0.213551597549831,0.121972636480319,0.0808463100971728
52,1,69417,-0.164628023020379,0.121862167194923,0.1775811126805
56,1,74327,-0.183853753423556,0.122458140696871,0.134156411466526
57,1,74572,-0.166131396246781,0.122201947917994,0.174861556192649
58,1,75211,-0.179489464019899,0.121924394049705,0.14187474623877
59,1,76030,-0.140421781197743,0.122069502762902,0.250781361546091
60,1,80108,-0.203603687503694,0.121787995728289,0.0954523049079264
61,1,81262,-0.215217724817838,0.12168498250951,0.0778164374839205
62,1,81999,-0.257113717554897,0.121754789465767,0.0354115170024947
63,1,82431,-0.305464950385324,0.122023064972425,0.0127537926609584
64,1,83284,-0.208665021258421,0.121699917310748,0.0872987765439379
65,1,83613,-0.177495686006314,0.121826417965332,0.146017564804067
66,1,84112,-0.182809930951477,0.121817662998497,0.134330955039261
68,1,84858,-0.111734236920922,0.122406150265281,0.361962554387772
69,1,85751,-0.167563964688446,0.122730628388265,0.173028620110456
70,1,87445,-0.138986190259021,0.123092290108133,0.259613173446659
71,1,87467,-0.194677393968761,0.123526113853187,0.115921093560388
72,1,89070,-0.162668634914422,0.122879464411225,0.186423936694707
73,1,89616,-0.121043622422119,0.122351935803102,0.323190600854303
74,1,89679,-0.118923376686701,0.122373361678161,0.331811638023715
