SNP,Chr,Pos,Effect,SE,SSH1_ERV25_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0413814832311497,0.067645363731409,0.541102514711746
9,1,27272,-0.0960405116526385,0.0664685255496917,0.149372463672613
16,1,27843,-0.0785167699459247,0.0649531814191484,0.227540689464198
17,1,27848,-0.0785167699459247,0.0649531814191484,0.227540689464198
18,1,28495,-0.0531517402430641,0.0650270258285768,0.414263071957744
19,1,28975,-0.0627008910767404,0.0645672673973014,0.332166349971776
26,1,31435,-0.0728342320406465,0.0643655238960277,0.258582497208143
29,1,36146,-0.100436770831831,0.0639265373163414,0.11704879607524
31,1,37409,-0.0428136504201414,0.0644562395350192,0.506977909777163
32,1,37478,-0.0653474625349197,0.064458182316778,0.311374355487164
33,1,39144,-0.119852003321888,0.0639399623737167,0.0616946394772022
34,1,41499,-0.113396926704467,0.0637942779859805,0.076340198381442
37,1,51248,-0.027270628779519,0.0643355279756678,0.671910541840318
38,1,51462,-0.0323272011545975,0.0644161856450488,0.616086572620783
39,1,52124,0.0153185950203285,0.064346733911848,0.811970133172655
40,1,52667,-0.030369993208002,0.0642284294674098,0.636617087257377
42,1,59265,0.0377462323679121,0.0641849202498604,0.556850825430806
43,1,60165,0.0263844714779505,0.0641524599533766,0.681118549134723
44,1,62308,0.000425399450719774,0.0640972536696482,0.994708402611429
45,1,62869,0.0182334281104616,0.0640818592248211,0.776168497170888
49,1,66841,-0.0297203491558035,0.0640998964110315,0.643179455407973
50,1,66948,-0.0458752115089845,0.0644666971116468,0.477175675780246
51,1,68621,0.0166422851213975,0.0643320555541061,0.796022504096132
52,1,69417,0.0204252991773367,0.0641586185760464,0.750402962357405
56,1,74327,-0.105709264637049,0.0642748357575184,0.100933297165929
57,1,74572,-0.0862513159391736,0.0641848830980691,0.1798778244742
58,1,75211,-0.069587468935535,0.0641246679293958,0.278577918891481
59,1,76030,0.000628430545058345,0.0642315328336874,0.992199282698966
60,1,80108,-0.0586262806651542,0.0641404983351104,0.36132544989438
61,1,81262,-0.103966717824481,0.0639531251246635,0.104912135504827
62,1,81999,-0.0817110260667096,0.0642017098822014,0.203953783017777
63,1,82431,-0.0514432725690303,0.0645954504696769,0.426339734959681
64,1,83284,-0.0500230413928869,0.0641277346944042,0.435882302714596
65,1,83613,-0.0204333522645578,0.0641666925371307,0.750338211805574
66,1,84112,-0.0249838294902765,0.0641692043748409,0.697257213853123
68,1,84858,-0.00513671955858547,0.0643635443448763,0.936435262179337
69,1,85751,-0.0370905056314905,0.0645985207598154,0.566218728344847
70,1,87445,-0.00352987118846623,0.0647650263819359,0.956565460902054
71,1,87467,-0.00592041095803386,0.0651035855948983,0.927593177830993
72,1,89070,-0.0353518469732388,0.0646695133860285,0.584961842275961
73,1,89616,-0.00639298133616896,0.0643479441263716,0.920916614076094
74,1,89679,-0.0203683041255076,0.0643478609460654,0.751784105698365
75,1,89880,-0.0327360718938044,0.064349714729622,0.611265373711051
76,1,91472,-0.0449922193740287,0.0648068996230061,0.487981794959488
77,1,93789,-0.0592065940857116,0.0641055743921954,0.356336160263768
78,1,94351,-0.0500808442251611,0.0642966705900155,0.43655891534208
79,1,99148,-0.0165762146327034,0.0641769168069737,0.796334124620946
82,1,106800,0.00022149160904264,0.0642695552416878,0.997252209552598
83,1,107970,0.0272645395053775,0.0640627150204914,0.670664969064491
84,1,109000,-0.0106688153430305,0.0641895660154808,0.868088469424968
85,1,112549,0.0442944926405956,0.0640760556234169,0.489843983719262
86,1,112742,0.0529159292777553,0.0643075761727681,0.4111449169209
87,1,113050,0.0712913263886272,0.0641488091756874,0.267177117749458
88,1,113135,0.0437942857416898,0.0640548607395884,0.494613383119847
89,1,114076,0.0163030864527557,0.0640913839192492,0.799355896146353
90,1,114628,0.044284708772869,0.0642161698012736,0.490886720052047
91,1,116283,0.0480203829639504,0.0645662492871735,0.457529645310107
