SNP,Chr,Pos,Effect,SE,HNM1_TPO1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0875518875084853,0.0938214468996862,0.351367136619351
9,1,27272,0.000948928637566793,0.0925263639355987,0.991823020466856
16,1,27843,0.0576777498954969,0.09028499461011,0.523340701191325
17,1,27848,0.0576777498954969,0.09028499461011,0.523340701191325
18,1,28495,0.0790562644617007,0.0902405872962954,0.381592584466232
19,1,28975,0.0719399987218233,0.089653042854235,0.422846040777906
26,1,31435,0.0751134071613177,0.0894076828024639,0.401408347347453
29,1,36146,-0.0309754475031994,0.0890202716667436,0.728078013470809
31,1,37409,0.0337378348507577,0.0894989272644447,0.706427186316542
32,1,37478,0.0219726473725185,0.0895862587848331,0.80639141084819
33,1,39144,-0.0549112822893304,0.0891371513011469,0.538270825720892
34,1,41499,-0.0571586633038509,0.0888856250016271,0.520603580731099
37,1,51248,-0.0858287327628065,0.0891993325948123,0.336601407202311
38,1,51462,-0.0814456370843309,0.0893322305165178,0.36254034798135
39,1,52124,-0.074869117623444,0.0892272947730114,0.401990523003065
40,1,52667,-0.0987591141135746,0.0890180335344491,0.268000736050633
42,1,59265,-0.0271866094254301,0.0891163587323355,0.760493642684793
43,1,60165,-0.0161636665103298,0.0890565990399153,0.856080239490673
44,1,62308,-0.135951000030196,0.0886680447495778,0.126107983749864
45,1,62869,-0.127948283864381,0.088690568817178,0.150009494948196
49,1,66841,-0.0883054913976433,0.0888693573335764,0.321071428273095
50,1,66948,-0.10715792274557,0.0893578879582798,0.231254770661647
51,1,68621,-0.169408708289147,0.0888407598816437,0.0573476547372267
52,1,69417,-0.173812576055385,0.0885789756182702,0.0505206298293215
56,1,74327,-0.15408761454428,0.0891740668240315,0.0848731763406352
57,1,74572,-0.11164056820746,0.0891141078143291,0.211114238230987
58,1,75211,-0.109280971633873,0.0889592382368653,0.220100697129236
59,1,76030,-0.0666062646227352,0.0890786694065796,0.455124428174853
60,1,80108,-0.0939798767040923,0.0889876325650953,0.291644572083417
61,1,81262,-0.111038084856908,0.0888981799722562,0.212475191471516
62,1,81999,-0.151445690988015,0.0889475012400238,0.0895155085225493
63,1,82431,-0.150708116962108,0.0893755368237189,0.0926341970051445
64,1,83284,-0.140945266812404,0.0887653538822558,0.113217566526421
65,1,83613,-0.108345602457138,0.0888851019032123,0.223680907692211
66,1,84112,-0.110470485864239,0.0888875299392733,0.214762020981894
68,1,84858,-0.0718017121538669,0.0892514206314014,0.421656566837657
69,1,85751,-0.116715340294044,0.0894850174127289,0.192980972291899
70,1,87445,-0.0633587426438197,0.0898267268852092,0.481061352403683
71,1,87467,-0.0699229004088464,0.0902839102864685,0.439166607538502
72,1,89070,-0.0574390566175997,0.0897429866202169,0.522562110259328
73,1,89616,-0.0248133070709584,0.0893022268122754,0.781284299267425
74,1,89679,-0.042878887507983,0.0892941416813343,0.631383882136257
75,1,89880,-0.0467514304113658,0.0893112769306864,0.600978352349441
76,1,91472,-0.0555199089124641,0.0899606093539539,0.537528387719827
77,1,93789,-0.0181838826407346,0.0890765274980499,0.838363487801671
78,1,94351,-0.032234014528563,0.0892997535099185,0.718342127897972
79,1,99148,-0.0573119401066238,0.0890295426546766,0.520161599327924
82,1,106800,-0.0427275770312211,0.0891729521774401,0.632125760714533
83,1,107970,-0.0227931325008379,0.0889293981841546,0.797863918401974
84,1,109000,0.00283977175142805,0.0890942826168402,0.974590720639248
85,1,112549,-0.00345616248849528,0.0889933654190603,0.969042951983549
86,1,112742,-0.00614567863805066,0.0893396756738606,0.94519570636646
87,1,113050,-0.00296100235668473,0.0891898393327362,0.97353475846401
88,1,113135,-0.022571361848917,0.0889546950037325,0.799844174554503
89,1,114076,0.0357053448692525,0.0889425065775907,0.688336923264953
90,1,114628,0.0733006292821387,0.0891024956562125,0.411259469237
91,1,116283,0.124359662353742,0.089439334481822,0.165272542490855
93,1,127853,0.106106075195782,0.0893386181700112,0.235756339768463
94,1,128302,0.126766240413192,0.0889174732240848,0.154849660461398
95,1,128704,0.130444771397756,0.0889914351220568,0.143589502221426
96,1,128911,0.15879457668572,0.0888707497983946,0.0748272218338354
97,1,130267,0.00109486257952551,0.0892294004517088,0.990216974239343
98,1,130271,0.00184673155197124,0.0893352690319904,0.983519048178766
99,1,130613,0.0406260627631551,0.0901442268552822,0.652497985473946
100,1,132012,-0.0160373930248284,0.0899747130749622,0.858634123010703
101,1,133231,-0.07260701998465,0.0892566547981446,0.416500772042162
102,1,137074,-0.133432889493154,0.0889300870125977,0.134398314456483
103,1,137304,-0.136062958443107,0.0889499087794896,0.126996943030413
104,1,139686,-0.11682587717756,0.0891449084540811,0.190873168381348
105,1,149562,-0.124607018684389,0.0893194801993412,0.163871528654496
106,1,150447,-0.0970356059522492,0.0904114559154563,0.283884598629168
108,1,154084,-0.102097017505975,0.0906759476153799,0.260949556975719
110,1,157269,-0.115965086283553,0.0889761554553858,0.19331233923601
111,1,160054,-0.136388268941499,0.0897442434279204,0.129470493419085
112,1,166222,-0.155451191485834,0.0889876045241439,0.0815268321787293
113,1,166416,-0.146573853980352,0.0888481366489181,0.099891322038691
114,1,167326,-0.162023973483634,0.0892812920082387,0.0704096737989741
115,1,168836,-0.173722258670833,0.0887916025356706,0.0511924057151324
116,1,171200,-0.204615266800738,0.0887396513309376,0.0217012410293988
117,1,171431,-0.226929106782498,0.0891491116824466,0.0113367789444806
118,1,173339,-0.236573776368285,0.0883714305947321,0.00777432653853026
119,1,173845,-0.21723390310992,0.0884373673660527,0.0145161995785657
120,1,175121,-0.226642206166442,0.0881919741010968,0.0105832729849254
121,1,175281,-0.205247279317322,0.0884164899248588,0.0208357896668287
122,1,175315,-0.206331161986445,0.0883810830289603,0.0201264830039408
123,1,175523,-0.195902400174468,0.0889563729148973,0.0282951469711956
124,1,175541,-0.206367652124523,0.0885209895180346,0.0203006816682423
125,1,175653,-0.226594975484849,0.088665611158746,0.0110185261703856
128,1,175856,-0.231512332089094,0.0901208325001769,0.0106121775451538
129,1,175876,-0.216383811916825,0.0888218161564517,0.0153381970969043
130,1,175989,-0.209100699853628,0.0891287543515295,0.0195261219519878
131,1,176001,-0.205311032017902,0.0896252211096533,0.0225654091212331
133,1,177692,-0.228287027477724,0.08822801987081,0.0100675087144501
134,1,178191,-0.242607630992902,0.0882090651737059,0.00625945076430073
135,1,178224,-0.228287027477724,0.08822801987081,0.0100675087144501
136,1,178960,-0.242326781672765,0.0888407130049797,0.00669742472023265
140,1,183802,-0.278908264491855,0.0878262368716511,0.00162646670737284
141,1,183954,-0.261203380956094,0.0886367806225306,0.00342314914881651
142,1,184450,-0.241213108664444,0.0880033327327989,0.00643776168220207
144,1,184718,-0.240234968065789,0.0885214903281232,0.00697669799672998
145,1,185296,-0.251903996944424,0.0880457664169045,0.00447378717584279
146,1,185438,-0.227385365131128,0.0882388600450958,0.0103736274351382
147,1,185469,-0.230536322108731,0.0883454696928483,0.00945368748980993
148,1,185503,-0.233524801014539,0.0880902618487136,0.0083876478946501
149,1,185705,-0.23171794713538,0.0891076458825077,0.0097020423395283
150,1,185749,-0.224134291134154,0.0891625808907706,0.0123892252861651
151,1,185806,-0.247589273437894,0.089108066750967,0.0057525808786128
152,1,185879,-0.230607898529585,0.0896763950798559,0.0105329341876659
153,1,185916,-0.215555925856754,0.0897409044498495,0.0168226662513675
154,1,185941,-0.221284052156026,0.090098874726785,0.0145299138527667
155,1,185954,-0.216251885671749,0.0904009965812172,0.017272943862531
156,1,186055,-0.238445367007155,0.0884056910168743,0.0073285782905952
157,1,186896,-0.26689592264374,0.0896578493152247,0.00311349265801269
161,1,190132,0.0494635306819781,0.0893865221769676,0.580362590174881
162,1,190148,0.0493963593341427,0.0894136092363737,0.580991153394923
163,1,190165,0.0490893755731817,0.0901017516439797,0.586220282290546
164,1,190169,0.0504038095902743,0.0899872400782591,0.575751678889481
165,1,190933,-0.00374784731365474,0.0892969315709071,0.96654585063398
166,1,192149,0.00363348406574859,0.0900270125334032,0.96782899095721
168,1,192303,-0.0506165045076994,0.107292156019503,0.637387194181385
171,1,192795,-0.0307917639254644,0.0891130364564771,0.729897255322759
173,1,194187,0.0239349736649168,0.0891928489474766,0.788586045803534
174,1,194867,-0.00266913221250537,0.089153288473289,0.976132872700957
190,2,8314,0.0951922791594285,0.0905212297535637,0.293701667064893
194,2,8498,0.0238398533736448,0.0905212381492963,0.792425243836548
195,2,8651,0.0267146306809136,0.0906037381147439,0.768280798193487
197,2,9812,0.0479404634204375,0.0911175893560663,0.599122435955664
198,2,9932,0.0288562413719087,0.0907810559347818,0.75077428265029
199,2,10135,0.01387651330033,0.0904433229698699,0.878148651085144
200,2,11616,0.00786032264830694,0.0903493690968591,0.930721477977259
201,2,12133,0.0106880618191174,0.0907077368198847,0.906269643549509
202,2,12194,0.00214399971130863,0.0910602136095239,0.981228961190846
203,2,12359,0.00582295086586804,0.0907935181491894,0.948899836793661
204,2,13061,0.000598224021075122,0.0907873597930796,0.994746269422396
205,2,14298,0.0162579440952184,0.091069660018036,0.858415401684043
206,2,15222,0.0176728741252217,0.0919570607468491,0.847706898478557
207,2,17986,0.0211077172639011,0.0903433527312734,0.815400793673536
208,2,19770,0.0140777680494362,0.0909719278882314,0.877108045312766
209,2,19836,0.0125166378166808,0.0907226275885513,0.890345954639807
210,2,19851,0.0216854314869301,0.0909833827817428,0.811751842826803
211,2,21595,-0.0126075695124648,0.090612409785444,0.889420967857292
212,2,22385,-0.0132963028439879,0.0906978758938233,0.883531489371251
213,2,23441,0.0073765804844419,0.0915807290637309,0.935847624046987
214,2,24209,-0.0023238961408103,0.0908273937281543,0.979602129323555
215,2,24341,0.00737718407949761,0.0910414665687974,0.93546319462407
216,2,26815,0.0120441535551277,0.090930953813345,0.894700802563137
217,2,28209,0.0453345019295764,0.0909318032663819,0.618403439548993
221,2,41245,-0.0985390201886445,0.0904629879271447,0.27677594152267
222,2,43214,-0.106282546464634,0.0919100959765604,0.248309750916971
223,2,47104,0.00550155905994443,0.089516460604437,0.95102874199811
