SNP,Chr,Pos,Effect,SE,ERV25_ERG5_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.223019363927472,0.121230681814186,0.0666623957208305
9,1,27272,0.088423922906308,0.119888762460962,0.461278092659925
16,1,27843,-0.00956779015571293,0.117141199738375,0.934949530552149
17,1,27848,-0.00956779015571293,0.117141199738375,0.934949530552149
18,1,28495,0.0180456552819995,0.117140265824906,0.877657017008006
19,1,28975,0.046248339866423,0.116335122209188,0.691206564938355
26,1,31435,-0.0523449300751908,0.116019418908695,0.652141274542598
29,1,36146,-0.0288016683984461,0.115444270555648,0.803130386774716
31,1,37409,0.0702948010388464,0.116018382162112,0.544974758885593
32,1,37478,0.0401858128359809,0.11615878954099,0.729581987370985
33,1,39144,0.133300086930822,0.11543049366509,0.248950088825046
34,1,41499,0.0328879098988838,0.115314260121342,0.775656301600223
37,1,51248,-0.0554811540859708,0.115780781393459,0.632099189179252
38,1,51462,-0.0639116194972074,0.115925585466316,0.581765925184023
39,1,52124,-0.0245432617837197,0.1158110655348,0.832287842934752
40,1,52667,0.0252724948435911,0.115624994052604,0.82710904354875
42,1,59265,-0.0856781462462684,0.115484483838411,0.458640162950839
43,1,60165,-0.0347465665527716,0.115472339386984,0.763661701129898
44,1,62308,-0.151089941439,0.115079503976842,0.190063479108264
45,1,62869,-0.167439454606353,0.115000854782814,0.146285717741251
49,1,66841,-0.17679331844645,0.115015732360831,0.12515903987503
50,1,66948,-0.222479981750527,0.115502825691688,0.0548838117253087
51,1,68621,-0.0967222256829274,0.115679200740064,0.403650422124895
52,1,69417,-0.0162008817902979,0.115483928782693,0.888513330471251
56,1,74327,-0.0907850820567252,0.116021510918236,0.434454228346368
57,1,74572,-0.0672180895114219,0.115757660504734,0.561827061577695
58,1,75211,-0.0738915874235945,0.115534898460513,0.522873029621088
59,1,76030,-0.0602930880119554,0.115557266812058,0.602165089039028
60,1,80108,0.070246727053638,0.115513991681622,0.543496889574845
61,1,81262,-0.143644441733756,0.115277539980243,0.213563254734889
62,1,81999,-0.17236116093985,0.115449018678591,0.136339980171036
63,1,82431,-0.0666509087801441,0.116307073509657,0.566969055173382
64,1,83284,-0.13204289492045,0.115300430072108,0.252899120949745
65,1,83613,-0.101067606356655,0.115376356856237,0.38163552934218
