SNP,Chr,Pos,Effect,SE,TPO1_TPO2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0587034634354271,0.0597447847242908,0.326491814600725
9,1,27272,-0.0974660241888835,0.0586991886194168,0.0977154864064508
16,1,27843,0.002395604076582,0.0575335737282014,0.966810527799083
17,1,27848,0.002395604076582,0.0575335737282014,0.966810527799083
18,1,28495,0.0183804280882204,0.0575263287915883,0.749526301187926
19,1,28975,-0.00260585655113732,0.0571498921150561,0.963657342254031
26,1,31435,0.0188250219580588,0.0569898356100634,0.741352289177531
29,1,36146,0.0309910688491406,0.0566807376346879,0.584885333153262
31,1,37409,0.0393751704369268,0.0569727958726556,0.489942913967704
32,1,37478,0.0267283208796081,0.0570426008143178,0.639667874733206
33,1,39144,-0.00823305260985727,0.0567982662802628,0.884831074558181
34,1,41499,-0.0319360710603572,0.0566168959332365,0.573062543393956
37,1,51248,-0.0103570658681159,0.0568808314180412,0.855621644669983
38,1,51462,-0.00249553113948484,0.056960482160359,0.965079334317956
39,1,52124,0.00295446606151027,0.0568832851793012,0.958606605553064
40,1,52667,-0.0377315963135381,0.0567568207947405,0.506616293633759
42,1,59265,0.0127162788058428,0.0567596534568778,0.822857898329954
43,1,60165,0.0399087770402461,0.056681007041982,0.481838220934519
44,1,62308,0.0801211993620437,0.0564977039083258,0.157034414922918
45,1,62869,0.0917510763249996,0.0564404265499611,0.104921447511048
49,1,66841,0.0853553154396639,0.056495631869761,0.131726301748017
50,1,66948,0.084273776345491,0.0568491585974465,0.139123325616017
51,1,68621,0.0615643512621375,0.0567768760816783,0.278962570151432
52,1,69417,0.0209771289704323,0.056709804397865,0.711676558941484
56,1,74327,-0.0284220106792765,0.0570125749514489,0.618426794821723
57,1,74572,-0.0371744074503096,0.0568463787149245,0.513572991535969
58,1,75211,-0.0253053283686304,0.0567611356734318,0.655999580087352
59,1,76030,0.00276156973107089,0.056776922853947,0.961234538876257
60,1,80108,-0.0749687077408485,0.0566232707904359,0.186362679121889
61,1,81262,-0.0262853978143791,0.0567249794156034,0.643375346873991
62,1,81999,-0.0555709908604786,0.0568038497780987,0.328597812100057
63,1,82431,-0.0731557216871348,0.0570172659207453,0.200318023972434
64,1,83284,-0.0714746332651532,0.0566065022021392,0.207545698480176
65,1,83613,-0.0673249838029736,0.0566146482546149,0.235168302182416
66,1,84112,-0.0465567065530497,0.056680047714972,0.411975718979334
68,1,84858,-0.0287969024259433,0.0568736606295444,0.612940321997817
69,1,85751,-0.0557898700546651,0.0570509365066961,0.328795560064372
70,1,87445,-0.0397543966361575,0.0572098096344209,0.487582769037409
71,1,87467,-0.0447441782791245,0.0574993287924935,0.436990824523903
72,1,89070,-0.0567527853224228,0.0571086171172395,0.321015943889053
73,1,89616,-0.0616422657906019,0.0567861020809563,0.278433592497948
74,1,89679,-0.0473596034629716,0.0568321314357609,0.405225266661603
75,1,89880,-0.0505006895253996,0.0568389001056435,0.374883239984814
76,1,91472,-0.0371146961308987,0.0572907464893391,0.517515668594029
77,1,93789,-0.0381541962744464,0.0566978323650653,0.501426236956944
78,1,94351,-0.0492368012801184,0.0568231049928784,0.386808637998262
79,1,99148,-0.0480821613619864,0.0566764398705883,0.396811061570331
82,1,106800,-0.0124456537254293,0.0568068540365002,0.826708752867573
83,1,107970,-0.000795302107316043,0.0566423903471141,0.98880539591664
84,1,109000,-0.00755017944710298,0.0567408061992518,0.89421829650383
85,1,112549,0.00449228413783812,0.0566774924136919,0.936870367441484
86,1,112742,0.00420229271643485,0.0568983746474618,0.941166710780141
87,1,113050,-0.0253956583331272,0.0567870098058557,0.654998482766914
88,1,113135,-0.0337912691708918,0.0566298607848169,0.55108745211445
89,1,114076,-0.0581156710335262,0.0565739166124441,0.305005179892615
90,1,114628,-0.0371958094266959,0.0567672387581163,0.512744042496073
91,1,116283,-0.0147448010219335,0.0571122832909866,0.796424503329483
93,1,127853,0.0716638214775807,0.0568835900289609,0.208561898470212
94,1,128302,0.0553335768470763,0.056715924640382,0.329917531525176
95,1,128704,0.0292639361618106,0.0568275303494266,0.606902885630553
96,1,128911,0.0252725417035621,0.0568392492819135,0.656858296443599
97,1,130267,0.0037993132764263,0.0568278534082572,0.946733766484607
98,1,130271,0.00761509791987164,0.0568942171467279,0.893600145950985
99,1,130613,0.00713681914041334,0.05742609147805,0.901165636130422
100,1,132012,-0.0100344108070545,0.057302963758152,0.861092379908615
101,1,133231,-0.0415697080330191,0.0568557803969182,0.465176822899593
102,1,137074,-0.030993796843429,0.0567939398932938,0.585600589150138
103,1,137304,-0.0330930793681753,0.0568103429796145,0.560589328780889
104,1,139686,-0.0187223132209776,0.0569036103622734,0.742337181856436
