SNP,Chr,Pos,Effect,SE,ERG11_ERV25_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0187288900136209,0.112229347319086,0.867559624868146
9,1,27272,0.0174830368389529,0.110544361250448,0.874425855026587
16,1,27843,-0.0770142322566259,0.107854801171162,0.475665200267396
17,1,27848,-0.0770142322566259,0.107854801171162,0.475665200267396
18,1,28495,-0.0274298219596062,0.107924539393277,0.799521928771755
19,1,28975,-0.0829472334903794,0.107121997743767,0.439256968530917
26,1,31435,-0.00763969984835527,0.106928102688142,0.943082408394221
29,1,36146,-0.0619913083671476,0.10632632417463,0.560246185406857
31,1,37409,-0.0257429997544034,0.106943896805819,0.809915757332454
32,1,37478,-0.0326366919716968,0.107030519279206,0.760600055852435
33,1,39144,-0.115896675653882,0.106377443256303,0.276683060248454
34,1,41499,-0.203518187093849,0.105707022696631,0.0549944296325685
37,1,51248,-0.0715046740083494,0.106644987100591,0.502982244281921
38,1,51462,-0.059985732827217,0.106809870364264,0.574736602022948
39,1,52124,-0.12941462057154,0.106490338973132,0.225074928322595
40,1,52667,-0.176270806101418,0.106127966669091,0.0976159857659138
42,1,59265,-0.243398114189415,0.105697162499032,0.0218718028951593
43,1,60165,-0.16342448398899,0.106051524688873,0.124214806759784
44,1,62308,-0.145419482933999,0.106008431874133,0.171005382730471
45,1,62869,-0.13234461778916,0.106043566920334,0.212850487220372
49,1,66841,-0.00815741632531075,0.106326460698668,0.938889381943273
50,1,66948,-0.0251742653351792,0.106971499505639,0.81408427044331
51,1,68621,-0.00024200139731767,0.10669007891991,0.99819146902388
52,1,69417,-0.084200970545709,0.106313217782042,0.428887626529172
56,1,74327,-0.0123713026722622,0.106990629658573,0.908011710619905
57,1,74572,0.00634023663230415,0.10670727368604,0.952653516369577
58,1,75211,-0.007294095456085,0.106512580928445,0.945441462521513
59,1,76030,-0.0353479272366755,0.106496671418142,0.740149828131895
60,1,80108,-0.131529551131195,0.106257742205899,0.216599913557042
61,1,81262,-0.0932364597936499,0.106332111237123,0.38116879726232
62,1,81999,-0.177322097477769,0.106289614368067,0.0961445188374599
63,1,82431,-0.171995588146416,0.10682139349913,0.108264821353687
64,1,83284,-0.159018656853774,0.106095703998293,0.1348133456549
65,1,83613,-0.138810268255652,0.106164268893853,0.191892338035008
66,1,84112,-0.153356335623353,0.10611931529764,0.149308143648517
68,1,84858,-0.0350917004270555,0.106716804498493,0.742479083038011
69,1,85751,-0.0499768416498065,0.107138833243665,0.641168254486189
70,1,87445,-0.0880443215899816,0.107296118806156,0.412443176228852
71,1,87467,-0.0870456008869605,0.107861183891397,0.420201204670277
72,1,89070,-0.0580008309769872,0.107240522626924,0.588953412390149
73,1,89616,-0.0386780098189194,0.106687947806314,0.717169966895378
74,1,89679,-0.0270838786983811,0.106711583830014,0.799794370760041
75,1,89880,-0.0297696445588458,0.10673660073011,0.780479090679135
76,1,91472,-0.0247931275848103,0.107532633940074,0.817787293465846
77,1,93789,-0.0510310773769761,0.106398099247507,0.631791828027762
78,1,94351,-0.0626825625293754,0.106660709057151,0.557121600591899
79,1,99148,-0.0575754884641455,0.106388636714769,0.588724321225335
82,1,106800,-0.0069124083230957,0.1065756922151,0.948322863251311
83,1,107970,-0.0294350718148485,0.106249029717983,0.781912699150811
84,1,109000,-0.0300916901592271,0.106435796911019,0.777556025831105
85,1,112549,0.0917368278343313,0.106215179693315,0.388345499168918
86,1,112742,0.146065173368606,0.106458112286968,0.170921137409264
87,1,113050,0.161479799737405,0.106214862598579,0.129327591068841
88,1,113135,0.123690453932251,0.106086534383425,0.244426168045332
89,1,114076,0.0308898270151265,0.106277893221638,0.771488565981073
90,1,114628,0.0841909740398222,0.106465246204857,0.429601220434848
91,1,116283,0.16821224124287,0.106777491295115,0.116070741882397
93,1,127853,0.188451336456418,0.106481305593506,0.0776225508729711
94,1,128302,0.248110469668672,0.105720285253069,0.019484619937316
95,1,128704,0.230364678929059,0.105940747833212,0.0303337089254478
96,1,128911,0.231656383762033,0.105944651442608,0.0294292613243896
97,1,130267,0.0538768931660866,0.106570578593473,0.613487204495442
98,1,130271,0.0609465795990863,0.106686378491138,0.568181097716275
99,1,130613,0.0796024014948651,0.107649779597273,0.460120879908428
100,1,132012,0.0497697916268147,0.107471806698525,0.643580739543955
101,1,133231,0.0222805067344108,0.10673501099566,0.834766927130889
102,1,137074,0.0306550973761185,0.106577301507277,0.773796837553314
103,1,137304,0.0381989280226837,0.106607453739383,0.72032262794413
104,1,139686,0.00538126472291978,0.106766578933938,0.959830433026515
105,1,149562,0.0230181636766673,0.107003521360867,0.829801149069599
106,1,150447,0.0206019069963936,0.108191966642078,0.849089539178972
108,1,154084,0.0409387984723821,0.108509921989018,0.706191051859079
110,1,157269,0.0532907571126474,0.106524273721314,0.617197637059333
111,1,160054,-0.00293122444078298,0.107574341275447,0.978277041417572
112,1,166222,-0.0165710485474579,0.106775163431852,0.876755723204425
113,1,166416,-0.00113360596266221,0.10656201156051,0.991518278951912
114,1,167326,-0.00411083268491097,0.107167348514029,0.969423131354535
115,1,168836,0.0690289258309128,0.106596412680303,0.517682287039319
116,1,171200,0.0874350951886466,0.106718020699378,0.413162620478208
117,1,171431,0.0695174848474525,0.107422617535707,0.517961858936604
118,1,173339,0.0711294829271338,0.106583220265099,0.504977602529507
119,1,173845,0.0292879830155778,0.106550626274105,0.783573948492301
120,1,175121,0.0784766984460461,0.106268690797138,0.460716955783541
121,1,175281,0.0489917602173525,0.106409196876466,0.645506104245311
122,1,175315,0.0655962763835456,0.106350342110812,0.537768056089043
123,1,175523,0.0792728113839867,0.106927322654946,0.458961467531874
124,1,175541,0.0574576336898662,0.106529917166509,0.589980716603202
125,1,175653,0.0578082608408255,0.106866754292168,0.58889167454848
128,1,175856,0.0557624008042214,0.108635474438105,0.608063792474426
129,1,175876,0.0756401319948973,0.106934776944247,0.479816769266401
130,1,175989,0.0472306724114758,0.107286406429362,0.660040118099626
131,1,176001,0.0397922798042251,0.10785424894993,0.712389950349699
133,1,177692,0.0791142458243255,0.106324285304483,0.457320403965964
134,1,178191,0.0907531206912983,0.106403706728919,0.394285803505278
135,1,178224,0.0791142458243255,0.106324285304483,0.457320403965964
136,1,178960,0.0392253213866264,0.107237175038007,0.714747593705506
140,1,183802,-0.0951638885142841,0.106300430488543,0.371271390803613
141,1,183954,-0.0964510264269227,0.107072816320198,0.368309638065738
142,1,184450,-0.0839991253323944,0.106163146890158,0.429342961760121
144,1,184718,-0.0774397160818575,0.106781451400263,0.468799427734601
145,1,185296,-0.0567233649513836,0.106364796150044,0.594167905535545
146,1,185438,-0.0548999310939314,0.106372532473683,0.606100688842126
147,1,185469,-0.062576946436375,0.106514172755483,0.557244371995558
148,1,185503,-0.087421726715454,0.106188715710845,0.410911671593196
149,1,185705,-0.0964404665081501,0.10735591205882,0.369624786968011
150,1,185749,-0.0834196138118607,0.107386806550681,0.437788520843467
151,1,185806,-0.0610417391068916,0.10757301683348,0.570772772931652
152,1,185879,-0.0686792248603579,0.108080312433744,0.525549143594213
153,1,185916,-0.0746710349968807,0.108019837782348,0.489849289275709
154,1,185941,-0.0696145084883383,0.108500548177598,0.521545982898419
155,1,185954,-0.0703486118946015,0.10881644851769,0.518382965034745
156,1,186055,-0.0810806094443176,0.106620507973286,0.447487422355658
157,1,186896,-0.0593932057243277,0.108411167425583,0.584140213557386
161,1,190132,-0.0878660867915644,0.106740765515403,0.410965529202173
162,1,190148,-0.0908691486909505,0.106765899028235,0.395287174490462
163,1,190165,-0.0826619630594477,0.107606739053396,0.442890419673674
164,1,190169,-0.0906626823955964,0.10745404913278,0.399389203959673
165,1,190933,-0.125433020342633,0.106480995709294,0.239596093977441
166,1,192149,-0.0707168276262528,0.10749647081287,0.511061640144296
168,1,192303,-0.0970175115918108,0.128126465515539,0.449434457948088
171,1,192795,-0.115576354192709,0.106310278352287,0.277707567539589
173,1,194187,-0.128997159992198,0.106354943287969,0.225981792876146
174,1,194867,-0.0643317805643334,0.106463280346861,0.546057211873622
190,2,8314,0.090189381745847,0.108215436053623,0.405168994674161
194,2,8498,0.102964651100352,0.108024288092703,0.3411601865544
195,2,8651,0.0776739458273048,0.108185521587303,0.473250744663927
197,2,9812,0.0570837821075501,0.108865380517485,0.60036281686211
198,2,9932,0.0966069761720583,0.108356600356209,0.373233322317396
199,2,10135,0.110010236710182,0.10790435101734,0.308656165958639
200,2,11616,0.0867547900869576,0.107849595875099,0.421704327465461
201,2,12133,0.110373271867976,0.10821820864361,0.308467702554105
202,2,12194,0.0868716243405194,0.10869833052315,0.424712301318019
203,2,12359,0.116821528875174,0.108300188609053,0.281465762114272
204,2,13061,0.0943075389334205,0.108354346992853,0.38469391455339
205,2,14298,0.128666791935879,0.108597023804012,0.236889811758501
206,2,15222,0.0965684800363544,0.109753534760029,0.379530116991507
207,2,17986,0.0836465945597569,0.107856551629236,0.438542478764348
208,2,19770,0.0861755536395497,0.108597928972777,0.42800302541369
209,2,19836,0.117143858448914,0.108216657774324,0.279772062130317
210,2,19851,0.106539318417501,0.108565502886977,0.327098792246109
211,2,21595,0.10346514032629,0.108124338328695,0.339268126741816
212,2,22385,0.0904684851027597,0.108259896025352,0.403911358006163
213,2,23441,0.136786854071228,0.109176967754965,0.211074636457433
214,2,24209,0.114631423463111,0.108346823757154,0.290776863515481
215,2,24341,0.119665372276097,0.108588525979449,0.271209189738242
216,2,26815,0.120807574656373,0.108454364638026,0.266078937239416
217,2,28209,0.0721796395565416,0.108613440025756,0.506768831183435
221,2,41245,0.0292729746196174,0.108253272094315,0.787001404384131
222,2,43214,0.0225900438037625,0.110013182390214,0.837425300582224
223,2,47104,-0.00958803777377915,0.106951456189254,0.928617383183961
224,2,50915,-0.020517877751538,0.107997991684496,0.849430961134261
225,2,55834,-0.0279386342207889,0.107494163025507,0.795085968634913
226,2,56422,-0.0117924078937116,0.107694815523512,0.912869426184366
227,2,57715,0.0144019101982424,0.10733889253787,0.893342762033673
228,2,59046,-0.00790279227509505,0.107883819435623,0.941646436802217
229,2,59191,0.0107604605272593,0.107265400648175,0.920150222162662
230,2,59383,0.00293602821656358,0.107297707200933,0.978185366363562
231,2,59477,-0.00397505562416944,0.108912052092656,0.970906024241567
233,2,60471,0.00519971988258616,0.107441978111864,0.961428328639337
234,2,60478,0.00860368208358298,0.107563964573638,0.936293193172763
235,2,60786,-0.0158467710712148,0.107384761280944,0.882766369586814
236,2,61035,-0.0289398418878977,0.107369280665618,0.787675047657472
237,2,61071,-0.0316913449935305,0.106879899550654,0.767012251227129
238,2,61675,-0.000460892022971171,0.107200943003214,0.996572071679948
240,2,62939,0.033325117687835,0.107000944457094,0.755644718353048
241,2,63527,0.0372261535688394,0.107399072188503,0.729086929103341
242,2,63857,0.00442055328431024,0.107442076930481,0.967204680888068
243,2,65527,0.0508842020224077,0.107053861195777,0.63485713227935
247,2,67976,0.0754030397698358,0.108556387079741,0.487764225559747
250,2,72389,0.0584114840958282,0.107915865179913,0.588663786938588
251,2,72392,0.00849242144752504,0.108693805413666,0.93776763552741
252,2,73646,0.0634408017743752,0.10641273368695,0.551439221773125
253,2,74564,0.0664033014688412,0.106198450064859,0.532194179045647
254,2,74739,0.100989122998917,0.106471032868176,0.343517416354591
257,2,80873,0.0821125150904033,0.106771561325497,0.442378728890207
258,2,81501,0.133244738765227,0.106607536845589,0.212177852820259
259,2,83526,0.100523740114611,0.106543166631093,0.346069248126139
260,2,83845,0.0824902116678188,0.106688503795086,0.439928884286134
263,2,84447,0.142869130351979,0.107874431075985,0.186226338977256
