SNP,Chr,Pos,Effect,SE,ERG11_MID2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.131194413930199,0.129576986262102,0.312000948572303
9,1,27272,-0.0805348752049124,0.127744326260521,0.52881597513111
16,1,27843,0.0390393113562631,0.124774744133722,0.754557879165454
17,1,27848,0.0390393113562631,0.124774744133722,0.754557879165454
18,1,28495,0.0615364841528837,0.124751077179093,0.622125602303427
19,1,28975,0.0522282461538842,0.123928714652809,0.673691918182852
26,1,31435,0.0565810006861794,0.123594775502711,0.64738178695988
29,1,36146,-0.0120073606139219,0.122992302851809,0.922283949354499
31,1,37409,0.0668847133523039,0.12360772194847,0.588776753637472
32,1,37478,0.0601567019010937,0.123723853878008,0.62711466984845
33,1,39144,-0.0417930904872183,0.123180421060533,0.734597887851126
34,1,41499,-0.00574782725762446,0.122858392276228,0.962711705944367
37,1,51248,-0.148166174161258,0.123129434779957,0.229652417832255
38,1,51462,-0.135906478518514,0.123337085668637,0.271251140908282
39,1,52124,-0.120518862018855,0.123214858638468,0.32868504397719
40,1,52667,-0.171045602746454,0.122847113794649,0.164694312609089
42,1,59265,-0.0112343143369341,0.123120385816363,0.927348418384395
43,1,60165,-0.0264046164727183,0.123020771427776,0.830175504366509
44,1,62308,0.000249508742075882,0.122893493027482,0.998381215389731
45,1,62869,-0.000637879379222772,0.122878054052686,0.995861006259211
49,1,66841,0.0085468153427761,0.122935128373344,0.944612715003401
50,1,66948,0.00249109760393301,0.123690371584947,0.983943240732081
51,1,68621,-0.212121585113313,0.122837613259184,0.0850702243371878
52,1,69417,-0.103200909155897,0.122906119053684,0.401660249001147
56,1,74327,-0.0117997847762841,0.123703607469657,0.924061125157968
57,1,74572,-0.0217283622741343,0.123370438687558,0.860298366214105
58,1,75211,0.0239292205056049,0.123144369774484,0.846038334680078
59,1,76030,0.0764305376401112,0.123083749562371,0.535024262382467
60,1,80108,-0.00672009064137885,0.123121318250797,0.956503114538799
61,1,81262,0.00764034406297751,0.123074619998032,0.950535088505998
62,1,81999,-0.0803505909862703,0.123301715435631,0.515045638450833
63,1,82431,-0.106927874054993,0.123829172844527,0.388442805950586
64,1,83284,-0.0331815608262142,0.123045177025546,0.787571911593177
65,1,83613,0.0122167097350965,0.123042572394323,0.920965586165328
66,1,84112,-0.0163243351907905,0.123054783338376,0.894538586719865
68,1,84858,0.0744752316094762,0.12334147852893,0.546355560667583
69,1,85751,0.0135128667422209,0.123910297897501,0.913221924340544
70,1,87445,0.0721233488161592,0.124114977540146,0.561543155075825
71,1,87467,0.0190444394984852,0.124820269932564,0.878820695292213
72,1,89070,0.073714814813186,0.12398108467554,0.552515159220957
73,1,89616,0.105807688767641,0.123247263497966,0.391199370814067
74,1,89679,0.0756892504197557,0.12332570236572,0.53978600583382
75,1,89880,0.0942649236041311,0.123320728282866,0.44514652500079
76,1,91472,0.0834376613840392,0.124259554678857,0.502354709134306
77,1,93789,0.059567413986346,0.123017002234426,0.628529325824196
78,1,94351,0.0119002845143695,0.123380091343011,0.923216149519629
79,1,99148,0.0226800796916245,0.123051929811075,0.85387369290401
82,1,106800,0.0541062862905578,0.123190186032992,0.660778550780515
83,1,107970,0.0849829413542876,0.12277548181821,0.489278279483014
84,1,109000,0.0199303667081524,0.123070720267916,0.871443872559805
85,1,112549,-0.0985156923165202,0.122824097136998,0.423041883638636
86,1,112742,-0.0509613408150742,0.123385118644735,0.679837862278097
87,1,113050,-0.0135076546525859,0.123205211793649,0.912760820802613
88,1,113135,-0.059876348220014,0.12285216520622,0.626287787617203
89,1,114076,0.0144216567301633,0.122891096563317,0.906646953142131
90,1,114628,0.0309121316173984,0.123193406484343,0.802019179490864
91,1,116283,0.00836612480814514,0.123888842654813,0.946198582294927
93,1,127853,0.0477429088565288,0.123632862669659,0.699605772382165
94,1,128302,0.0506709460559954,0.123154454857048,0.680997966551916
95,1,128704,0.0196589576847091,0.123302162302915,0.873415577225712
96,1,128911,0.0503291773378141,0.1232911517213,0.683364047814584
97,1,130267,8.39102705201267e-05,0.123261793104255,0.999457225926973
98,1,130271,-0.00257777185637054,0.123408012507899,0.983346637428044
99,1,130613,0.0716616243246361,0.12450292083072,0.565264562654349
100,1,132012,-0.120100569138846,0.124132457393855,0.333946814016035
101,1,133231,-0.144149929350452,0.123176215290314,0.242680166041586
102,1,137074,-0.121895949298754,0.123068513699577,0.322621769654532
103,1,137304,-0.159346819340697,0.122990166942058,0.19595776405497
104,1,139686,-0.0924454498922742,0.123346155387983,0.454067246550757
105,1,149562,-0.0706152407292321,0.123668773873085,0.568360937386232
106,1,150447,-0.0736570179634325,0.125036828733224,0.556182661386878
108,1,154084,-0.0351872667703234,0.125470784659624,0.779302765787889
110,1,157269,-0.12697455025132,0.123021819933531,0.302717686029622
111,1,160054,-0.0816328938816366,0.124301966020021,0.511782112937249
112,1,166222,-0.0805116850438462,0.12338355628473,0.514482912357058
113,1,166416,-0.0647197603723152,0.123159145949887,0.599567671750825
114,1,167326,-0.0918505150204459,0.123810961700524,0.458664895806653
115,1,168836,-0.114252716746695,0.123170225831211,0.354248827315274
116,1,171200,-0.103821514867792,0.123381248627614,0.400654829187571
117,1,171431,-0.17838984514784,0.123912746548286,0.150855246074466
118,1,173339,-0.12663039731468,0.123125194437704,0.304433637409245
119,1,173845,-0.149346823326448,0.122950622648745,0.225296461195077
120,1,175121,-0.166174726918213,0.122644520300143,0.176306347537248
121,1,175281,-0.179160183536977,0.122697550892718,0.145130739949099
122,1,175315,-0.178060628893881,0.122663229028563,0.14749490744325
123,1,175523,-0.169757873653345,0.123395522948719,0.16978013287603
124,1,175541,-0.179112121504861,0.122851595649895,0.145741976815279
