SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0237764718509041,0.10710105113464,0.824441981402793
9,1,27272,0.0353251113398836,0.105483245284735,0.73790820642825
16,1,27843,-0.0316487658585685,0.102990057870803,0.758796829767632
17,1,27848,-0.0316487658585685,0.102990057870803,0.758796829767632
18,1,28495,0.0481391566574314,0.102973629222862,0.640437697488236
19,1,28975,0.0429118696654454,0.102291472564217,0.675101674056168
26,1,31435,0.0961822250508839,0.101917393298446,0.345954479932991
29,1,36146,0.0148179168247643,0.101516626320383,0.884032004112917
31,1,37409,0.0168675757769325,0.102064644161864,0.868831068613678
32,1,37478,0.018320619065051,0.102151680841764,0.857767976646897
33,1,39144,-0.0663575487482793,0.1016288175075,0.514219789712973
34,1,41499,0.0101601120196965,0.101406661608838,0.920248964186209
37,1,51248,0.200283732147548,0.101280290061971,0.0487604578895779
38,1,51462,0.184364860567402,0.101504628191876,0.0701694137709613
39,1,52124,0.080374190319928,0.101749855170689,0.430105101299873
40,1,52667,0.0259411483409772,0.101667156476495,0.798749968344546
42,1,59265,-0.0700221276529847,0.101556876696844,0.490969945091329
43,1,60165,-0.064897758403098,0.101489679688744,0.522943806271474
44,1,62308,-0.0542572255634568,0.101395646702488,0.592914797569809
45,1,62869,-0.00726587100091182,0.101423284580387,0.942929707416805
49,1,66841,0.025323092482502,0.101462870406244,0.803057416380503
50,1,66948,0.0283917807612813,0.102083382536807,0.781080440689866
51,1,68621,0.0721456949996822,0.101745555499369,0.478743139337201
52,1,69417,0.0422574784777383,0.101523532612742,0.677492219397455
56,1,74327,-0.102560204084968,0.101960729897067,0.315162554445785
57,1,74572,-0.116653080324313,0.101645457887333,0.2518916037974
58,1,75211,-0.113850224135222,0.101468494347382,0.262614280094341
59,1,76030,-0.0440514563073425,0.101622228273206,0.664929060032764
60,1,80108,-0.104711890501323,0.101472300991354,0.302813333463085
61,1,81262,-0.158263016852051,0.101236982183133,0.118879818505079
62,1,81999,-0.172163387167403,0.10142180167463,0.0904837561274249
63,1,82431,-0.1161749479902,0.102129955565485,0.256092148997466
64,1,83284,-0.230002054005227,0.100832018938596,0.0231411830956098
65,1,83613,-0.205904298388872,0.100968212068582,0.0421646052582972
66,1,84112,-0.179588859342209,0.101121665278963,0.0765995244886933
68,1,84858,-0.183001659654679,0.101392322655455,0.0719444428813848
69,1,85751,-0.242080738972935,0.101462927003317,0.0175638139685099
70,1,87445,-0.245701630334934,0.101656261157108,0.0161560155375829
71,1,87467,-0.27163278608223,0.102011120576889,0.0081047178816638
72,1,89070,-0.218380252497299,0.101723797096785,0.0324903862462712
73,1,89616,-0.190670890365613,0.101327976139583,0.0606966192963919
74,1,89679,-0.180535723613178,0.101393507014904,0.0758467301669335
75,1,89880,-0.19046214635384,0.101367982875382,0.0610794429763857
76,1,91472,-0.184500559179379,0.10215891046815,0.0717675968119987
77,1,93789,-0.10919196479139,0.101406021507237,0.282313941512161
78,1,94351,-0.0847347057056808,0.101739832321711,0.405488654817429
79,1,99148,-0.0652054997738073,0.101513114614055,0.521072162997734
82,1,106800,0.00807646658318985,0.101708523852266,0.936753132109286
83,1,107970,-0.000938808778765114,0.101408091157055,0.992618734942548
84,1,109000,-0.046901501242161,0.101556142915616,0.644488930690819
85,1,112549,0.0529453862958631,0.10143268483529,0.602014692507382
86,1,112742,0.0530620396825966,0.101827999050161,0.602627474134761
87,1,113050,0.0696183773312899,0.101628258538401,0.493774725697722
88,1,113135,0.0462593247395381,0.101406876334649,0.648544359332833
89,1,114076,0.0722145406423814,0.101363916054944,0.476670103207097
90,1,114628,0.106194353173418,0.101536183207831,0.296333479476243
91,1,116283,0.10645815095453,0.102101883961877,0.297816601578693
93,1,127853,0.03248937462773,0.102053943218558,0.750403995671579
94,1,128302,0.0367581409025022,0.101657707082716,0.717876751415373
95,1,128704,0.0565816984475292,0.101733178428638,0.578441930282032
96,1,128911,0.0433994337871965,0.101762794259828,0.670020671208114
97,1,130267,-0.0616359482658497,0.101687854605497,0.544818715565343
98,1,130271,-0.0564521425676088,0.101817186520801,0.579624673079413
99,1,130613,-0.0757675273042406,0.102734282445032,0.461302402942405
100,1,132012,-0.138143386301666,0.102331361947846,0.177893347271789
