SNP,Chr,Pos,Effect,SE,HNM1_TPO1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00767126238617388,0.162345708472775,0.962338599750172
9,1,27272,0.13978420206012,0.159734978639083,0.382114105389155
16,1,27843,0.179345654249759,0.155832579346433,0.25055779849162
17,1,27848,0.179345654249759,0.155832579346433,0.25055779849162
18,1,28495,0.173272093169366,0.155854576850915,0.26700013765217
19,1,28975,0.222236572423332,0.1546318279628,0.151547479414749
26,1,31435,0.0992865432795131,0.154582382810929,0.52110254485375
29,1,36146,-0.0188704307429128,0.153871847736474,0.902464091257791
31,1,37409,0.111465613217698,0.154593310839861,0.471371486060811
32,1,37478,0.133753872095038,0.154676359358637,0.387772172697587
33,1,39144,0.267008832603878,0.153476962870504,0.0827776178810552
34,1,41499,0.203672761313981,0.153323245506476,0.184908112529665
37,1,51248,0.0605136997510463,0.15432663042949,0.695210290767564
38,1,51462,0.046547876761033,0.154549693652441,0.763451610173823
39,1,52124,0.0935077534578448,0.15427998200709,0.544843664934472
40,1,52667,0.130920418742648,0.153955239705321,0.395690408832471
42,1,59265,0.100785219376339,0.153941673591969,0.513088925713011
43,1,60165,0.0855590500321488,0.153851327429472,0.578484479123092
44,1,62308,0.0306755258032066,0.153740761210736,0.841964936051789
45,1,62869,0.0292266105581156,0.153722249452818,0.849319609561366
49,1,66841,0.028814143199781,0.153794925201438,0.851490477393949
50,1,66948,0.0144188592251721,0.154744573173037,0.925814656491133
51,1,68621,-0.0514689859951256,0.154302949172753,0.738911147028105
52,1,69417,-0.0116036000361593,0.153917468349066,0.939948350524933
56,1,74327,-0.0752129227144215,0.154713158766824,0.627166495540257
57,1,74572,-0.0550383058108145,0.154325107031608,0.721575379843378
58,1,75211,-0.0927969979580556,0.153992349011487,0.547156512710783
59,1,76030,0.0341914417174748,0.154060787851247,0.824493020332651
60,1,80108,0.0962951923854891,0.153949815384347,0.532048893254401
61,1,81262,0.0984188567327166,0.153887744444697,0.522880230544223
62,1,81999,0.0742222155112643,0.154302345904474,0.630801668838793
63,1,82431,0.0704548567807711,0.15503822968527,0.649794799807013
64,1,83284,0.0428698401497764,0.153938144425262,0.780801262787722
65,1,83613,0.0629711409326527,0.153901598138868,0.682666749550535
66,1,84112,0.0294735261304101,0.153947061458665,0.848281285332758
68,1,84858,0.00415290234645277,0.15438940410179,0.978555585266275
69,1,85751,-0.0170265028212102,0.155021494926867,0.912604093651795
70,1,87445,-0.0378094984302337,0.155338819326089,0.807836777897107
71,1,87467,-0.0298608041153542,0.156157040314012,0.848460889902254
72,1,89070,0.00122103855461858,0.155187725735679,0.993726643001068
73,1,89616,-0.0108981774509549,0.154351817437682,0.94375125032514
74,1,89679,-0.0153203316558675,0.15437029982271,0.921000845635097
75,1,89880,-0.0207237496249875,0.154407628206516,0.893309411945577
76,1,91472,-0.0376716524973526,0.155544808669624,0.808772315669789
77,1,93789,-0.0307466079094492,0.15394635607904,0.841812327687806
78,1,94351,-0.0316363173413129,0.15435105198418,0.837718849017223
79,1,99148,-0.054099725344137,0.15392812427919,0.725452248003377
82,1,106800,-0.0331528638019442,0.154152622539735,0.82984068580972
83,1,107970,-0.0367701824716666,0.153693532339015,0.811055598555769
84,1,109000,0.0909210438168252,0.153900810648571,0.555047965269589
85,1,112549,0.0331986460231138,0.153792421062339,0.829216416548763
