SNP,Chr,Pos,Effect,SE,SRO9_SGN1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00193333916358318,0.141131041373293,0.9890779447592
9,1,27272,-0.0235229834798147,0.139005972134023,0.865718304157747
16,1,27843,0.0583557718095248,0.135687001894409,0.667402525264989
17,1,27848,0.0583557718095248,0.135687001894409,0.667402525264989
18,1,28495,0.0489699316985428,0.135699715088128,0.718412625857835
19,1,28975,0.0452680567934798,0.134795970235854,0.73720123015547
26,1,31435,-0.0452149716125652,0.134438768040512,0.736826459359046
29,1,36146,-0.0261176230621329,0.133759748710186,0.845303535248853
31,1,37409,-0.0246221339802086,0.134483845913957,0.854835506925907
32,1,37478,0.00189458338802906,0.13460580641267,0.988778057506676
33,1,39144,0.149238887233977,0.133755955432267,0.265285943424176
34,1,41499,0.178985630132118,0.133279913590346,0.180157378102541
37,1,51248,0.0235659871507281,0.134182826788794,0.86068851035368
38,1,51462,0.0219947750373292,0.134365550306545,0.870066068520002
39,1,52124,0.0624482760957752,0.134147518407952,0.64184659649178
40,1,52667,0.0817809954497075,0.133902904877396,0.541759141390968
42,1,59265,0.0805413028212213,0.133837412180676,0.54770377742006
43,1,60165,0.105339668675707,0.133687342126521,0.431251555009682
44,1,62308,0.0881625750103643,0.1335753067032,0.509670442554823
45,1,62869,0.0907963973441238,0.133553510528047,0.497044824251142
49,1,66841,0.156038903209218,0.133445710718327,0.243069221167933
50,1,66948,0.162091297912796,0.134247531632008,0.228084140890272
51,1,68621,0.0346790863051445,0.134147328041902,0.796160197520994
52,1,69417,0.0443280168974427,0.133784055999332,0.740584248807594
56,1,74327,-0.104147118713013,0.134426266731468,0.439004412737722
57,1,74572,-0.0947998827182385,0.134087417151078,0.48003255346875
58,1,75211,-0.146240979328923,0.133711356404138,0.274829490003126
59,1,76030,0.0138005183377303,0.133935701257946,0.917991016322259
60,1,80108,0.00624460203452465,0.133905634397297,0.962831026653975
61,1,81262,0.0442730918061098,0.133834680910379,0.7409885573039
62,1,81999,0.0742748191260454,0.134124070280603,0.58008210279054
63,1,82431,0.0437988412437403,0.134797345283192,0.745431359093876
64,1,83284,0.0707019505693309,0.133783541295935,0.597498190365971
65,1,83613,0.0654816657639204,0.133776314967593,0.624801517172721
66,1,84112,0.0202201293568019,0.133832128076405,0.879994363360226
68,1,84858,0.0653884600123576,0.13416905206629,0.62630663902403
69,1,85751,0.0754572827816852,0.134705981196372,0.575723689429348
70,1,87445,0.0553383411871078,0.135018601707281,0.682159340799445
71,1,87467,0.0383038780381923,0.135742411613467,0.777970384757622
72,1,89070,0.0546989580291257,0.134876638199471,0.685320392722635
73,1,89616,0.0433064566749885,0.134162519074348,0.747044620836914
74,1,89679,0.0270020090722258,0.134191613903752,0.840642608145094
75,1,89880,0.0321267694729749,0.134222421179086,0.810969453236345
76,1,91472,-0.00238262984850962,0.135229637846144,0.98595264208865
77,1,93789,0.0549682602792955,0.133804473817788,0.681460875128014
78,1,94351,0.023429952920973,0.134182894273723,0.861484566310042
79,1,99148,0.0143280604877275,0.133834282467431,0.914803607410682
82,1,106800,-0.0938719474322535,0.133923818910867,0.483805097954187
83,1,107970,-0.0868662242724784,0.133539928345838,0.515799693691132
84,1,109000,-0.0129105459797162,0.133853660154007,0.92321577935128
85,1,112549,0.00968960341683556,0.133702904363303,0.942268007022116
86,1,112742,-0.00263720998391209,0.134224736083644,0.984335497008749
87,1,113050,-0.0381926244159655,0.133983585161223,0.775769553099246
88,1,113135,-0.0741458215365822,0.133599428981774,0.579255681931691
89,1,114076,0.0271714454582055,0.133649878055131,0.839015208582105
90,1,114628,0.0603691745622313,0.133957302895918,0.652511417316404
91,1,116283,0.0346714645510849,0.134728466356051,0.797063732060246
93,1,127853,-0.0758109809132147,0.134429687629906,0.573149509326215
94,1,128302,-0.0542480753106366,0.133942516722653,0.685715393625894
95,1,128704,-0.0493187025857985,0.134081301731442,0.713222796912865
96,1,128911,-0.00208395187483357,0.134121790976593,0.987611939850518
97,1,130267,0.0665826565930121,0.134011411990349,0.619608916055368
98,1,130271,0.0599664633339527,0.134179415881935,0.655212278750235
99,1,130613,0.0577159489924189,0.135436791452103,0.670260643800938
100,1,132012,-0.116253985038198,0.135042391397818,0.38989381439875
101,1,133231,-0.152010155825241,0.133980746033179,0.25732655156226
102,1,137074,-0.105602449482761,0.133916012551371,0.43089132214505
103,1,137304,-0.17715828492915,0.133748538544669,0.186173212302293
104,1,139686,-0.185311265532582,0.133893919060137,0.167228097259092
105,1,149562,-0.22728729792239,0.134018110592511,0.0907780359752879
106,1,150447,-0.175962337167064,0.13573287133736,0.195689025438827
108,1,154084,-0.197479392304111,0.136070589969801,0.147584135147468
110,1,157269,-0.261039063177234,0.133276772973802,0.0509439068015378
111,1,160054,-0.204147640591212,0.134835007052775,0.130906671251442
112,1,166222,-0.249001434239385,0.133615940303857,0.0632135340749223
113,1,166416,-0.218564016656254,0.133493096795425,0.102465524457932
114,1,167326,-0.235898857604864,0.134174281189005,0.0795881484650847
115,1,168836,-0.182745365978568,0.133768685636395,0.172767934844391
116,1,171200,-0.149975443261713,0.134085299486668,0.264110781450334
117,1,171431,-0.203227988659331,0.134727760032682,0.132337844323235
118,1,173339,-0.183571656994834,0.133753787152445,0.170791824913405
119,1,173845,-0.199276099789362,0.133578582384983,0.136637684841539
120,1,175121,-0.132477050304708,0.133547310684249,0.321883874621108
121,1,175281,-0.124027202635821,0.133684105954651,0.354164295671607
122,1,175315,-0.131860316397368,0.133620674945512,0.324403997790211
123,1,175523,-0.105053531007186,0.134446770344651,0.435104886272051
124,1,175541,-0.12830451347567,0.133839706333711,0.338394677888145
125,1,175653,-0.127891410566326,0.134265436193483,0.341481698319407
128,1,175856,-0.148518581791946,0.136428463984225,0.277064708890398
129,1,175876,-0.117258878026793,0.134418180951363,0.383613763531936
130,1,175989,-0.101254652053009,0.134839264678285,0.453195947882232
131,1,176001,-0.117039622925894,0.135506975046032,0.388330076112061
133,1,177692,-0.175086632745917,0.13347995296645,0.190471341679556
134,1,178191,-0.169897354632013,0.133632109723172,0.204430128097797
135,1,178224,-0.175086632745917,0.13347995296645,0.190471341679556
136,1,178960,-0.147881704832219,0.134643674792819,0.272813787265005
140,1,183802,-0.218730117748266,0.133314354561917,0.101748432397414
141,1,183954,-0.196459644287547,0.134389786499286,0.144668006962825
142,1,184450,-0.160117605668833,0.133343690799293,0.230638278150807
144,1,184718,-0.166270467774538,0.134083186585522,0.215778871005433
145,1,185296,-0.121853483150722,0.133647585252543,0.362521378545092
146,1,185438,-0.11450185394687,0.133672323592802,0.392254779973617
147,1,185469,-0.118065925005247,0.133856869631037,0.378360182009201
148,1,185503,-0.115590413571557,0.13351603313664,0.387219764119526
149,1,185705,-0.134991060251278,0.134960398679177,0.31788571330003
