SNP,Chr,Pos,Effect,SE,SRO9_SGN1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0687173548759157,0.0579033556049809,0.236120574745105
9,1,27272,-0.0944614893830986,0.0569258515211956,0.0979278178980241
16,1,27843,0.0948354941918392,0.0555665263642324,0.0887569119841173
17,1,27848,0.0948354941918392,0.0555665263642324,0.0887569119841173
18,1,28495,0.106702064006347,0.0555064384655355,0.0553679193333646
19,1,28975,0.0620672483652899,0.0553247102479181,0.262679363262494
26,1,31435,0.101618892770672,0.0550111629168679,0.0655487856654593
29,1,36146,0.0755936482869929,0.0548439946127283,0.168971416131025
31,1,37409,0.109195448869372,0.0549823922840508,0.047805596143013
32,1,37478,0.0891921416112494,0.0551322340910198,0.106601947403567
33,1,39144,0.0530743049901644,0.0550112440424176,0.335310415761697
34,1,41499,0.0808630356586704,0.0547620677581567,0.140667712901289
37,1,51248,0.0283854201945267,0.0551440548017071,0.607049645759111
38,1,51462,0.0396412336228243,0.0551992421791087,0.473140967000883
39,1,52124,0.0238604725052661,0.0551501268946258,0.66553628577487
40,1,52667,0.00690366041691645,0.0550751122948717,0.900317896880377
42,1,59265,0.083685362574137,0.054868060011938,0.128101915164274
43,1,60165,0.106938331025429,0.0547116900602572,0.0514218135620564
44,1,62308,0.0928710015081175,0.0547236684213304,0.0905610505645472
45,1,62869,0.0910785286512457,0.0547252740180592,0.0969425678870558
49,1,66841,0.0807041728940298,0.0547973527828139,0.141702761935784
50,1,66948,0.0683359783984709,0.0551830460774978,0.216408847716343
51,1,68621,0.0584143014034654,0.0550652614316797,0.289497209334039
52,1,69417,0.0496824181207187,0.0549433581968576,0.366480638551936
56,1,74327,-0.00669295078896837,0.0553082317816321,0.903750509801637
57,1,74572,-0.0113480413037154,0.0551588209711777,0.837117343624778
58,1,75211,-0.0127633136903708,0.0550573813967943,0.816813395381041
59,1,76030,0.0454769771250622,0.0550083441690485,0.408949310789667
60,1,80108,-0.0518280248743111,0.0549793938001583,0.346488842773052
61,1,81262,-0.104329715622969,0.0547468501756316,0.0575044826729815
62,1,81999,-0.102098848463575,0.0548938074909769,0.0637264890338924
63,1,82431,-0.0965515368852706,0.0551844925789737,0.0810539803106227
64,1,83284,-0.081495907778475,0.0548486971561405,0.138216285965383
65,1,83613,-0.0714258128427006,0.0548823731861731,0.193958507654016
66,1,84112,-0.0612673248977644,0.0549232245356907,0.26539138312241
68,1,84858,-0.020781818506362,0.0551641391930947,0.706602873265284
69,1,85751,-0.0446396327833486,0.0553510424520388,0.420507839438888
70,1,87445,-0.0736586333015616,0.0553805346471915,0.184361968012036
71,1,87467,-0.0922110239064864,0.0555935546820616,0.0980717526111738
72,1,89070,-0.074775474898786,0.0553174923316262,0.177320499614968
73,1,89616,-0.0809524575259362,0.0549935973620948,0.141902599081183
74,1,89679,-0.071854821565304,0.0550363938680874,0.19254315919084
75,1,89880,-0.0878818099120318,0.0549844961610076,0.110870543812684
76,1,91472,-0.0803723580741297,0.0554278741414033,0.147936650851059
77,1,93789,-0.0246826787078046,0.0550042578815778,0.653893673099325
78,1,94351,-0.0246388033783142,0.0551491573850297,0.655317531863896
79,1,99148,-0.0241693489541799,0.0550049036480183,0.660638029809592
82,1,106800,-0.012438705095988,0.0550901818410315,0.821496935049131
83,1,107970,-0.0390444655915499,0.0548916118516474,0.477367401470647
84,1,109000,-0.0128910376597015,0.0550234646044159,0.814901453861658
85,1,112549,-0.0233894229827694,0.0549513512177694,0.670630500398545
86,1,112742,-0.0187359274336242,0.0551705844190586,0.734359778684011
87,1,113050,-0.0254068273808402,0.0550701679215389,0.644828988393291
88,1,113135,-0.0358611542624466,0.0549132976179558,0.514148843546608
89,1,114076,-0.0301776680785473,0.0549229780251304,0.583041120751823
90,1,114628,-0.00444576984152381,0.05508495584426,0.935720298254206
91,1,116283,-0.020116394954849,0.0553814949726469,0.716648141332354
93,1,127853,-0.0222940305625863,0.0552759757587131,0.686955362508426
94,1,128302,-0.0241013360253985,0.0550613973071108,0.661858793811177
95,1,128704,-0.0142253168325402,0.0551259631695457,0.796517829472166
96,1,128911,-0.0101176223930197,0.0551346343884828,0.854505144421693
97,1,130267,-0.0395161865395692,0.0550709801757176,0.47350930566408
98,1,130271,-0.0374395944366349,0.0551405426751619,0.497592368017541
99,1,130613,-0.0748251617452762,0.0555495816105878,0.178845032411562
100,1,132012,-0.0449913200072538,0.0555223317570763,0.418297420017444
101,1,133231,-0.0186064485894041,0.0551707085522643,0.736127147780425
