SNP,Chr,Pos,Effect,SE,TPO1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0372004766206508,0.057477255051503,0.517909687328078
9,1,27272,-0.0338977202652082,0.0566189197446385,0.549757256845291
16,1,27843,0.0535314721607076,0.055233916745978,0.333120178751597
17,1,27848,0.0535314721607076,0.055233916745978,0.333120178751597
18,1,28495,0.0868840160785747,0.05511458721556,0.115823600523191
19,1,28975,0.0569163359873149,0.0548549621325855,0.300176480153455
26,1,31435,0.0738760448677179,0.0546517216553738,0.177317421748408
29,1,36146,0.0667566770516362,0.0543945296896178,0.220539630354489
31,1,37409,0.0848663671192377,0.0546187229013113,0.121129086189018
32,1,37478,0.0708535784693749,0.0547225059531322,0.196242559573963
33,1,39144,0.0106756509217896,0.0545990334889827,0.845091959634557
34,1,41499,0.00222468085371963,0.0544504075184506,0.967432987985105
37,1,51248,-0.00801050140370153,0.0546806408492108,0.883613382340638
38,1,51462,-0.00979503794941157,0.0547539707744162,0.858125268045183
39,1,52124,-0.0264815193957513,0.0546641350435862,0.628373737506258
40,1,52667,-0.069748250295002,0.0544683058108887,0.201199863298409
42,1,59265,-0.0402701851268031,0.0545250141469994,0.460662850344726
43,1,60165,-0.0343568351955605,0.0544952189587772,0.52880423405027
44,1,62308,-0.0766244582833094,0.054313021545509,0.159186152704062
45,1,62869,-0.0758300261152278,0.0543093204124005,0.163513077388526
49,1,66841,-0.0499097998119692,0.0544199532935346,0.359704254380164
50,1,66948,-0.0563819912396531,0.054736929381554,0.303689911840663
51,1,68621,-0.0409854622830086,0.0546270841474262,0.453587481677769
52,1,69417,-0.0798724406400811,0.054359913869891,0.142634983522145
56,1,74327,-0.123983732382414,0.0544270838986465,0.0233250619254277
57,1,74572,-0.118727903281422,0.0543133264108949,0.0294733812012149
58,1,75211,-0.0967800348444886,0.0543364158667338,0.0757515462651755
59,1,76030,-0.115755762664083,0.0542311819833545,0.0334913563933165
60,1,80108,-0.11485700518169,0.0542236083883299,0.0348555963128156
61,1,81262,-0.0988242958741802,0.0542923003180565,0.0695711725521314
62,1,81999,-0.134715257670417,0.0542075547895795,0.0134112658397031
63,1,82431,-0.121418280061814,0.0545571321461996,0.0266771768673513
64,1,83284,-0.133960075267752,0.0540706992684074,0.0136980720107114
65,1,83613,-0.126846402826363,0.0541132220660457,0.0196273858523484
66,1,84112,-0.0981375402174896,0.0542880635839682,0.0715013844810539
68,1,84858,-0.0767339925246823,0.0545399885600138,0.160327702284995
69,1,85751,-0.0947081128043223,0.0546856593300261,0.0841714037226813
70,1,87445,-0.0892097627634771,0.0548283728174695,0.104613853855482
71,1,87467,-0.0941326361756974,0.0550943493314671,0.0884093740094083
72,1,89070,-0.113693731542085,0.0546413896205667,0.0381796714829938
73,1,89616,-0.0987138684161908,0.0544267004142483,0.0705724629887849
74,1,89679,-0.0906053781604731,0.0544735871863002,0.0971418929413872
75,1,89880,-0.0971312718330201,0.0544556399967017,0.0753351428672869
76,1,91472,-0.0866745126038753,0.0549130807712033,0.115370631670679
77,1,93789,-0.120163836866443,0.0541624630202049,0.0271508526484388
78,1,94351,-0.111979586485823,0.0543565249511584,0.0401220614198481
79,1,99148,-0.114853444657168,0.0541950911737363,0.0347662689751155
