SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0348686152069784,0.0590729375405581,0.55539148755196
9,1,27272,-0.0938314776781444,0.0579998874891307,0.106601622704146
16,1,27843,0.0501416593415889,0.0567744374934898,0.377743777923933
17,1,27848,0.0501416593415889,0.0567744374934898,0.377743777923933
18,1,28495,0.0660392045765438,0.0567292614086511,0.245164871506549
19,1,28975,0.0604838741293084,0.0563662635161914,0.283981241474092
26,1,31435,0.042061550586264,0.0562640130352285,0.455214451437748
29,1,36146,0.0545055981093877,0.0559430141541323,0.330571944146318
31,1,37409,0.111790561494765,0.0560058909145088,0.0466963290918135
32,1,37478,0.113496375405508,0.0560448674132959,0.0436094583200048
33,1,39144,0.0431560579398631,0.0560652202735731,0.441964523755177
34,1,41499,0.0739897374303697,0.0558178627521779,0.185843815197639
37,1,51248,-0.00237250789910896,0.0561946458275347,0.966347615198134
38,1,51462,-0.0223004199360308,0.056258468844785,0.692055203055603
39,1,52124,-0.00998607810057968,0.0561922740897845,0.859050580115252
40,1,52667,-0.0089637392475973,0.0561026994571723,0.873150676269445
42,1,59265,0.0954653837440069,0.0558457491750239,0.0882468985004668
43,1,60165,0.0703633363626923,0.0559087576917706,0.209028715448191
44,1,62308,0.071868550570983,0.0558415640512512,0.198934713034338
45,1,62869,0.0474291776037993,0.0559084317486609,0.396825327580511
49,1,66841,-0.0283220283373733,0.0559714746313954,0.613166699988775
50,1,66948,-0.0241826816531844,0.0563206927179043,0.667912494877562
51,1,68621,-0.0257616609049109,0.0561660501311236,0.646753699434307
52,1,69417,-0.0417719939285743,0.0559899242889679,0.456126075794822
56,1,74327,-0.045602479300514,0.0562898156084531,0.418407061557692
57,1,74572,-0.0437702385763162,0.056143806571759,0.436143199160906
58,1,75211,-0.0247664590761877,0.056074194651898,0.65899626678226
59,1,76030,-0.0499306841856892,0.0560266935378276,0.373431832860308
60,1,80108,-0.142645343311401,0.0555600862508184,0.0106574403076003
61,1,81262,-0.131050128417465,0.0556195675024244,0.0190096225204331
62,1,81999,-0.135995963917861,0.0557239698593511,0.0151568658130341
63,1,82431,-0.0874258452417722,0.0562660356620445,0.121129553837815
64,1,83284,-0.0447306320463477,0.0559966932785727,0.42493860261173
65,1,83613,-0.0545502932227742,0.0559658433608135,0.330373128397544
66,1,84112,-0.0807975368510433,0.0558820554983213,0.149104165314494
68,1,84858,-0.0702611180701094,0.0560809182731526,0.21108868302411
69,1,85751,-0.0585983518387502,0.0563502371483655,0.299100229472555
70,1,87445,-0.0377266717155724,0.0565201281670004,0.504894736525627
71,1,87467,-0.0514548085833238,0.056785856254041,0.365490331554129
72,1,89070,-0.0452471286376186,0.0564446879755621,0.423312712013677
73,1,89616,-0.0543062651878503,0.056117730860643,0.33384663797067
74,1,89679,-0.0592628914650216,0.0561106477498337,0.291608700495162
75,1,89880,-0.0577349681385084,0.0561294211215332,0.304369898591991
76,1,91472,-0.0469286489639551,0.0565756253232242,0.407390419960937
77,1,93789,-0.0505744326098685,0.0559826036682881,0.366932085222927
78,1,94351,-0.0504625384705436,0.0561305654301034,0.369254480597517
79,1,99148,0.00131967007794695,0.056047237188792,0.98122830853447
82,1,106800,-0.0162397471837503,0.0561162260925821,0.772449123450017
83,1,107970,-0.0223505126030004,0.055943963971634,0.68975459691184
84,1,109000,-0.0723304585864635,0.0559228715855514,0.196719613147117
85,1,112549,-0.0486855335102479,0.0559317766431906,0.384648816851988
86,1,112742,-0.0281044052992733,0.0561900069408512,0.617268921320018
87,1,113050,-0.0306852083179522,0.0560915809877363,0.584686259449589
88,1,113135,-0.0520371123284031,0.0559038572919065,0.352576494413671
89,1,114076,-0.0382614861456169,0.0559353654860786,0.49440480891881
90,1,114628,-0.0154762310786435,0.0561079783044439,0.78284048775424
91,1,116283,-0.0209034484833404,0.0564151552373267,0.711210642915865
93,1,127853,-0.053280241298974,0.0562496272835174,0.344179446580425
94,1,128302,-0.0259284363476715,0.0560877528181166,0.644162909411449
95,1,128704,-0.0312448268128759,0.0561359488834671,0.578158812574327
96,1,128911,-0.0376888038091941,0.0561309590886192,0.502376777068638
97,1,130267,-0.0341167031379792,0.0561107933589448,0.543562610247704
98,1,130271,-0.0338157776141499,0.0561779746455714,0.547600400306471
99,1,130613,-0.0227254134251151,0.0567191528110898,0.688908727649554
100,1,132012,-0.0327099835917004,0.0565848525499292,0.563585699621645
101,1,133231,-0.0492681312513324,0.0561487140979825,0.380834779189826
102,1,137074,-0.0782664042626812,0.0559751792577121,0.162920626885326
103,1,137304,-0.079726236962035,0.055988908496122,0.155339981315094
104,1,139686,-0.086335386697379,0.0560351730590834,0.124277059942483
105,1,149562,-0.0859782672694396,0.0561654188491696,0.126713387889764
106,1,150447,-0.0961391350436486,0.0567463627701431,0.0911111596662038
108,1,154084,-0.090438283363873,0.0569495636983759,0.113172159752043
110,1,157269,-0.0812456578683022,0.0559484898565969,0.147347832957875
111,1,160054,-0.0850512994730751,0.0564673336495924,0.132909227418772
112,1,166222,-0.0829944674974594,0.056055726995618,0.139612966340911
113,1,166416,-0.0746450147791433,0.0559745341314842,0.183210201590552
114,1,167326,-0.0822375583305122,0.0562642312111691,0.144731889249744
115,1,168836,-0.0995099040068479,0.0559165170304027,0.075999138812205
116,1,171200,-0.0657151217375126,0.0561420583739571,0.242583375088458
117,1,171431,-0.0772125957521121,0.0564526961281297,0.172263660225415
118,1,173339,-0.0601912507533177,0.0560704599110077,0.283783215584101
119,1,173845,-0.0499758874524708,0.0560522747509698,0.373217762546399
120,1,175121,-0.0392653985673328,0.055965084241063,0.483387648913253
121,1,175281,-0.0439445051735928,0.0560028731204336,0.433165694884674
122,1,175315,-0.04480082070739,0.0559832904161658,0.424102196934312
123,1,175523,-0.0474294514294279,0.056294962981219,0.400069211526047
124,1,175541,-0.0444974837205311,0.0560715581235465,0.427970836686318
125,1,175653,-0.054261323170038,0.0562250161892764,0.335168226970082
128,1,175856,-0.0508926241415301,0.0571644297729766,0.373919320938944
129,1,175876,-0.0412635383195061,0.0563087211106217,0.464161242022695
130,1,175989,-0.0425048759831205,0.0564670148686594,0.452108962310958
131,1,176001,-0.0484936895365265,0.0567481165387444,0.393383918545677
133,1,177692,-0.0391274262743043,0.0559953363725814,0.485160739209326
134,1,178191,-0.0397357539501412,0.0560497995465405,0.478831756030234
135,1,178224,-0.0391274262743043,0.0559953363725814,0.485160739209326
136,1,178960,-0.0345639175564843,0.0564516171137148,0.540749968680127
140,1,183802,-0.000392409828478102,0.0560411012527184,0.994417070491608
141,1,183954,-0.0185348876242206,0.0564404796556278,0.742806179200598
142,1,184450,-0.0194150105472559,0.0559453114878973,0.728771426996484
144,1,184718,0.00109718572394666,0.0562727441732248,0.984455135250419
145,1,185296,0.010350855506114,0.0560313409308384,0.853544297566381
146,1,185438,-0.0189279395724625,0.0560276383352789,0.735690465393284
147,1,185469,-0.0148148293325375,0.0561120271387908,0.791916763694296
148,1,185503,-0.023063369780444,0.0559589617653229,0.680481173625168
149,1,185705,-0.027668457605765,0.0565788315901237,0.625127763250214
150,1,185749,-0.0231725647682174,0.0565845536130076,0.682405718402955
151,1,185806,-0.00538842883963587,0.0566728416722018,0.924305582322484
152,1,185879,-0.0210223418202412,0.0569364276533093,0.712181535710607
153,1,185916,-0.00977657578403611,0.0569191420626718,0.863722648381932
154,1,185941,-0.0303733964371785,0.0571466173945344,0.595407004047324
155,1,185954,-0.0294991865333749,0.057314937257179,0.607094669206847
156,1,186055,-0.0325779538005136,0.0561653605568386,0.562260107036319
157,1,186896,-0.0543328871585879,0.0570401116549056,0.34147585194099
161,1,190132,-0.00582155290646452,0.0562625457168085,0.917647767207285
162,1,190148,-0.00403168718314151,0.056279958561377,0.942931931339875
163,1,190165,-0.000209488985967288,0.0567128382293859,0.99705482361426
164,1,190169,0.00326745801083456,0.0566418503743446,0.95403115675781
165,1,190933,0.00843127488667939,0.0561809921173416,0.880792383124223
166,1,192149,-0.00709473631756874,0.0566408586212342,0.900390386010264
168,1,192303,0.0562291636395069,0.067459561550857,0.4051129034659
171,1,192795,-0.0175787756339694,0.0560686185381647,0.754068874720659
173,1,194187,-0.035775356115828,0.0560905716522576,0.524008218354186
174,1,194867,-0.0505602242948696,0.0560277507199142,0.367452345913875
190,2,8314,0.00766520262986858,0.0570406129506139,0.893177501050154
194,2,8498,-0.0133205263896015,0.0569541192375132,0.815212397236641
195,2,8651,-0.0219706039647768,0.0569998684220935,0.70013614775209
197,2,9812,-0.0257575382224648,0.0573342269483756,0.653525296731438
198,2,9932,-0.0373532926585691,0.057089972367465,0.513352214856452
199,2,10135,-0.043183039006898,0.0568593779226956,0.448077823005768
200,2,11616,-0.033915596022978,0.0568167433343339,0.550937037362659
201,2,12133,-0.0413904872169875,0.0570288635922193,0.468453707345117
202,2,12194,-0.0421508581502887,0.0572481452045624,0.462047251573947
203,2,12359,-0.0434578509470737,0.0570777316316445,0.446938387257459
204,2,13061,-0.0382534374947121,0.0570840772155671,0.503216577834495
205,2,14298,-0.0442321646444452,0.0572521887162454,0.440285171409766
206,2,15222,-0.0345253897194382,0.0578301469608187,0.550880955430511
207,2,17986,-0.0330062598209839,0.0568182604043372,0.561672226028763
208,2,19770,-0.0358991969368412,0.0572065366727189,0.530713246841471
209,2,19836,-0.0297126131051036,0.0570592720577373,0.60287965392413
210,2,19851,-0.0356146350260595,0.0572169175292385,0.534048279254683
211,2,21595,-0.0399893219851724,0.0569721184884951,0.483197573358327
212,2,22385,-0.0333513779628911,0.0570381931017278,0.559109465072218
213,2,23441,-0.0293936808731816,0.0575988199711407,0.610148052186507
214,2,24209,-0.0248477977911057,0.0571303072832917,0.663877572834856
215,2,24341,-0.0321010636171943,0.05725529277127,0.575381313086678
216,2,26815,-0.0233997083746489,0.0571985804671416,0.682717332711532
217,2,28209,-0.0364527691550691,0.0571984929263305,0.524340634321327
221,2,41245,-0.0111569924394237,0.057008769615287,0.844952423923222
222,2,43214,-0.00930897782460383,0.0579340647558002,0.87243555745342
223,2,47104,-0.0628036293409233,0.0562217823255187,0.264724408015092
224,2,50915,-0.0639516526490834,0.0567724893965317,0.260738181216577
225,2,55834,-0.0683070176257672,0.0564947682232172,0.22743911157187
226,2,56422,-0.0655815391960209,0.056605319386896,0.247412425959864
227,2,57715,-0.0603712567577087,0.0564344863358088,0.285459069840336
228,2,59046,-0.0507805484173419,0.056747509507442,0.371476646343177
229,2,59191,-0.0574095782747844,0.0564038463279736,0.309455400047212
230,2,59383,-0.0694675300203627,0.056381716771264,0.218734323526596
231,2,59477,-0.0473788692508186,0.0572975138161741,0.40885673265902
233,2,60471,-0.0749080329924997,0.0564382709246148,0.18528179680109
234,2,60478,-0.0740317480409405,0.0565062667279306,0.190996607783839
235,2,60786,-0.0814641987025415,0.0563838775211963,0.149397282597024
236,2,61035,-0.0631153171291362,0.0564463958779798,0.264264962991248
237,2,61071,-0.0694257339823988,0.0561683357932662,0.217269351919895
238,2,61675,-0.072761356871732,0.0563188117377907,0.197217993231935
240,2,62939,-0.0630744916054593,0.0562541427144007,0.262947154289746
241,2,63527,-0.0969929391062017,0.0563296982392764,0.0859673979612512
242,2,63857,-0.0948462511038168,0.0563532636925925,0.0932465048187686
243,2,65527,-0.119050137393233,0.0560352699493881,0.034318065094858
247,2,67976,-0.111712034648046,0.0568947874758598,0.0503745232061189
