SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.229908310407672,0.153320350728279,0.134630242271169
9,1,27272,-0.113411719203292,0.151377747264638,0.454237565584377
16,1,27843,-0.0324298935049383,0.147903480918635,0.826571210238858
17,1,27848,-0.0324298935049383,0.147903480918635,0.826571210238858
18,1,28495,0.00452006852722581,0.147915751741851,0.97563898928052
19,1,28975,-0.0316737992079676,0.146917542140297,0.82943267853083
26,1,31435,-0.00675205631031517,0.146537493298241,0.963274670959731
29,1,36146,-0.0954268470881798,0.14569381856673,0.512905829911691
31,1,37409,0.00232877555674293,0.146570494727393,0.987332373661929
32,1,37478,-0.00365742460356372,0.146696415891825,0.980123347357784
33,1,39144,-0.132696736621596,0.14585623358026,0.363560563414043
34,1,41499,-0.16204883759566,0.145366437201977,0.265711218946976
37,1,51248,-0.12560602763497,0.146089032402752,0.39048781459271
38,1,51462,-0.118373551239839,0.146304629413093,0.419008613006539
39,1,52124,-0.106423797891392,0.146132179984278,0.466930661616488
40,1,52667,-0.197411933501374,0.145628991316046,0.176099078073521
42,1,59265,-0.0123920900004674,0.145932399356103,0.932375796490664
43,1,60165,-0.000797752284501248,0.145823606156647,0.995638151892473
44,1,62308,-0.0590679863129698,0.145629306880263,0.685278524754735
45,1,62869,-0.0759979534278185,0.145588762617441,0.601994760945198
49,1,66841,0.041000059700506,0.14569724307118,0.77856399824717
50,1,66948,0.010374002290865,0.146606806244082,0.943628269558012
51,1,68621,-0.127537783213258,0.146053019548554,0.383131703749318
52,1,69417,-0.0565202010004013,0.145792579531029,0.698489893687557
56,1,74327,0.0439941209183798,0.146606641300252,0.76429068679258
57,1,74572,0.0824265048891211,0.146169153582819,0.573172261759452
58,1,75211,0.0610672033794605,0.145932211436143,0.675863242374963
59,1,76030,0.0646005875155527,0.145927901554098,0.658262279272935
60,1,80108,0.00276344063661876,0.145933815731255,0.984902652150411
61,1,81262,-0.000553328736038333,0.145878716862461,0.996975714871077
62,1,81999,-0.0835203532023707,0.146167394572791,0.568090743084791
63,1,82431,-0.143832106764451,0.146727641863709,0.32762621567624
64,1,83284,-0.0931255964083247,0.145773805241448,0.523343718576232
65,1,83613,-0.0928416369953998,0.145758236476556,0.524566115648988
66,1,84112,-0.125591667038042,0.145704792158445,0.389294822381206
68,1,84858,-0.0126184253323375,0.146268161546825,0.931301398311909
69,1,85751,-0.0991214939830715,0.146776126034927,0.49991182519488
70,1,87445,-0.135257801392875,0.147005216954527,0.35815486180072
71,1,87467,-0.193414092657422,0.147593313220508,0.190894645032374
72,1,89070,-0.126771044783028,0.146870994893627,0.388643500618555
73,1,89616,-0.0663353235355288,0.146192348057089,0.650284919906366
74,1,89679,-0.0816306466856429,0.146188945069905,0.576931158467692
75,1,89880,-0.0824424742370147,0.14622472845567,0.573243724762853
76,1,91472,-0.0287598246266478,0.147368484822678,0.845383203816957
77,1,93789,-0.0124216975666092,0.145856548796895,0.93217945167317
78,1,94351,-0.0682875038932944,0.146196747338147,0.640721387679675
79,1,99148,-0.00972630559152779,0.145857128525874,0.946871193539984
82,1,106800,0.0645989601500999,0.146014317462161,0.658459696037721
83,1,107970,0.0564648092338182,0.145591069665868,0.698374458737235
84,1,109000,-0.0786451637500269,0.145818652712052,0.589995443270491
85,1,112549,-0.124045913892651,0.145563932193584,0.394694861365417
86,1,112742,-0.0477757179257865,0.146259181531001,0.744125403004207
87,1,113050,-0.0286834466823812,0.146027217495504,0.844390293151108
88,1,113135,-0.0765436050189792,0.145606254792552,0.599434380105602
89,1,114076,-0.0266161622679055,0.145656349315208,0.855112741937405
90,1,114628,0.0268338180990726,0.146024756209878,0.854305587550327
91,1,116283,-0.0570069103152767,0.146812603891735,0.698030242790814
93,1,127853,0.0913709826968791,0.146489845051346,0.533203844143645
94,1,128302,0.169690539072647,0.145727938245344,0.245034601822123
95,1,128704,0.151916311088643,0.145929051327003,0.298574757436548
96,1,128911,0.225741020852539,0.145674414699794,0.122127086875733
97,1,130267,0.149348298390816,0.145883370849206,0.306653778947926
98,1,130271,0.155829758660056,0.14603784556508,0.286678240587878
99,1,130613,0.184443214410235,0.147313356470162,0.211381756254081
100,1,132012,-0.0654478422095073,0.147285524514142,0.657054395799426
101,1,133231,-0.082556102014943,0.146215275701715,0.572690705449033
102,1,137074,-0.0520430745794296,0.146046976794189,0.721795280851996
103,1,137304,-0.0740314129863872,0.146070879798314,0.61259865777251
104,1,139686,-0.0269441463689392,0.146309016671517,0.853994338229352
105,1,149562,-0.0141432558936321,0.146647909241122,0.923222976133299
106,1,150447,0.00729321758697066,0.148276011070719,0.960798274842523
108,1,154084,-0.00138725371035675,0.148734598118483,0.992563474627895
110,1,157269,-0.0416573002392073,0.146018365306658,0.775590752736687
111,1,160054,0.00213903525108683,0.14742260661743,0.988431659516291
112,1,166222,0.0109903265805119,0.146331105578422,0.940173013198305
113,1,166416,0.0182347269018771,0.146031972583913,0.900699094678736
114,1,167326,-0.013648727336226,0.146863252192877,0.92600797038962
115,1,168836,0.0128695073801635,0.146167457750138,0.92988978422964
116,1,171200,-0.0959207890967703,0.146298908366686,0.512476820317811
117,1,171431,-0.169061921942529,0.147026773523391,0.250975147516144
118,1,173339,-0.159210311946443,0.145910494208205,0.275950862433906
119,1,173845,-0.157337246190751,0.145794895155347,0.281249475074082
120,1,175121,-0.159341625240542,0.145498690373212,0.274201375503925
121,1,175281,-0.165335257885039,0.145603851839287,0.256930262509683
122,1,175315,-0.168086184194544,0.145548923687251,0.24893579643781
123,1,175523,-0.163032033698612,0.146392896248288,0.266182446873664
124,1,175541,-0.167179606487491,0.145780027949071,0.252243636775726
125,1,175653,-0.185727064813663,0.146179629314971,0.204729071354835
128,1,175856,-0.184051788479757,0.148609727451105,0.216357067635363
129,1,175876,-0.161530253670498,0.146397612236168,0.270619545277865
130,1,175989,-0.16632237646422,0.146801588888244,0.257994120695226
131,1,176001,-0.157342624100208,0.147597193692245,0.287139911391381
133,1,177692,-0.191523189141293,0.145466880630197,0.188823452968863
134,1,178191,-0.198123575161558,0.145587006592969,0.174426018695927
135,1,178224,-0.191523189141293,0.145466880630197,0.188823452968863
136,1,178960,-0.204025213706463,0.146586608585332,0.164846964344671
140,1,183802,-0.113649890429977,0.145716476304715,0.435949696458678
141,1,183954,-0.108487229368091,0.146790222192164,0.4603598511086
142,1,184450,-0.0528165406826443,0.145590377055005,0.716990125802706
144,1,184718,-0.103155727591521,0.146341915226524,0.481340219133064
145,1,185296,-0.050395014941597,0.145798941759299,0.729813663455009
146,1,185438,-0.0466088869208098,0.145809395737845,0.749418014166026
147,1,185469,-0.0510548830136732,0.146015676886502,0.726807309258247
148,1,185503,-0.0537207893718174,0.145635172715122,0.712444008489179
149,1,185705,-0.0594221185798077,0.14725726691319,0.686805718208653
150,1,185749,-0.0613342456565617,0.147255045912884,0.677284795478274
151,1,185806,-0.0729978659232717,0.147436716958511,0.620828250315797
152,1,185879,-0.0922810022688239,0.148119168225299,0.533674567423524
153,1,185916,-0.0293133233745839,0.148124960626622,0.843240417183816
154,1,185941,-0.0396472752764304,0.148763500599877,0.79000043959865
155,1,185954,-0.0552925889447927,0.149183939840659,0.711132716716119
156,1,186055,-0.0385460287684576,0.146220584144826,0.792229943423045
157,1,186896,-0.0218589928657144,0.148627896638073,0.88315919941956
161,1,190132,0.0592711119629313,0.14638648592083,0.685800162344232
162,1,190148,0.0739955169236915,0.146411673401504,0.613597846092204
163,1,190165,0.0561181737159371,0.14755987619998,0.703945669007626
164,1,190169,0.0847211559825727,0.147337068502282,0.565646854207905
165,1,190933,-0.116180446193898,0.146079861210187,0.426960983129799
166,1,192149,0.141981362962968,0.147212221945277,0.335471977598443
168,1,192303,0.0613274394058179,0.17569984872609,0.727262414913895
171,1,192795,0.0501976024731352,0.145909430694704,0.731026601254979
173,1,194187,-0.0632919106708144,0.146015939007207,0.664946164587922
174,1,194867,-0.153409601384079,0.145746769070813,0.293255172526283
190,2,8314,0.0759490740319286,0.148391852296851,0.609100998142759
194,2,8498,-0.0267555505121879,0.148222655028868,0.856856429930133
195,2,8651,-0.0525344577615416,0.148341933392189,0.723442149397172
197,2,9812,-0.009263812277851,0.149249042711735,0.950542620620577
198,2,9932,-0.0362710617102635,0.148649083735476,0.807369001847573
199,2,10135,-0.0366168782429366,0.148079473893448,0.804836411263451
200,2,11616,-0.0229381575991374,0.147930073631587,0.876861997857172
201,2,12133,-0.0195374592542044,0.148519579254399,0.895416730180153
202,2,12194,-0.0108438519651572,0.1490964266923,0.942061799397092
203,2,12359,-0.0311551605360336,0.14865237058056,0.834113259957841
204,2,13061,-0.0124679573417448,0.148649197484086,0.933203329505751
205,2,14298,-0.0335980318018443,0.149108902179801,0.821856483946036
206,2,15222,-0.014179743296858,0.150571864721307,0.925025483484414
207,2,17986,-0.0428176647972687,0.147917556724525,0.772391830933272
208,2,19770,-0.0486350437094141,0.148935430601359,0.744200883123938
209,2,19836,-0.0276026168834567,0.148541420158413,0.852689219350736
210,2,19851,-0.0280034153235924,0.148976158582884,0.851006244709041
211,2,21595,-0.0756297842073483,0.148313667433666,0.610418248309416
212,2,22385,-0.083948001707763,0.148441443800243,0.572073001034481
213,2,23441,-0.0498409927828893,0.1499276038368,0.739759090075758
214,2,24209,-0.0202607359483049,0.148712447235045,0.891708408711134
215,2,24341,-0.0250252662723418,0.149062166801032,0.866770080149939
216,2,26815,0.0370495091262018,0.148876423802715,0.803613168613763
217,2,28209,-0.0041094553536617,0.148939422026084,0.978003588632643
221,2,41245,-0.118382958597643,0.148234430296682,0.425047844509137
222,2,43214,-0.203560526411934,0.150383967584663,0.176728417241806
223,2,47104,-0.0783649188784206,0.146511189046873,0.59307424191772
224,2,50915,-0.0528653165477125,0.147983895250292,0.721127892539371
225,2,55834,-0.100808489142547,0.147228976545759,0.493979090324622
226,2,56422,-0.0703253142799326,0.147542631502346,0.633910536358098
227,2,57715,-0.067048168754326,0.14706028947932,0.648725693764023
228,2,59046,-0.113808259125188,0.147723595991634,0.441569915676072
229,2,59191,-0.0729247764261559,0.146949960340989,0.620022772449471
230,2,59383,-0.0711913300173074,0.146994716663779,0.628464686223695
231,2,59477,-0.0875073434470316,0.149183321369511,0.557863474252825
233,2,60471,-0.128399282753061,0.147082909617048,0.383271692208331
234,2,60478,-0.127311913444666,0.147253785861835,0.387859331154892
235,2,60786,-0.156952488548954,0.146929944423427,0.28615435656022
236,2,61035,-0.124131859643335,0.147008227216437,0.399024977460066
237,2,61071,-0.132985492342978,0.146317954092961,0.364033465280737
238,2,61675,-0.159556477941501,0.146665125694108,0.277383012133775
240,2,62939,-0.0694448732635184,0.14661025940712,0.63602809958744
241,2,63527,-0.0507290984449144,0.147182583074167,0.730549375263663
242,2,63857,-0.0672734675516289,0.147198047475717,0.647932827150539
