SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0929065391249955,0.0531125350877986,0.0811187105597061
9,1,27272,-0.108532406092408,0.0522226341906674,0.0384071443546607
16,1,27843,0.0760220143594275,0.0511381818969042,0.138013123262378
17,1,27848,0.0760220143594275,0.0511381818969042,0.138013123262378
18,1,28495,0.0685091576472482,0.0511690815346127,0.181471944531891
19,1,28975,0.0639097299643928,0.0508422733013456,0.209577643487452
26,1,31435,0.0696080229383354,0.0506857071689079,0.170522501381504
29,1,36146,0.0795231812141642,0.0503813961548957,0.11536399875793
31,1,37409,0.0586888220545926,0.0507361727114252,0.24815868551997
32,1,37478,0.0628817515324865,0.0507657324738841,0.21629250759085
33,1,39144,0.029269421279561,0.0506198117308153,0.563483835382731
34,1,41499,-0.00154974463299208,0.0505032360412809,0.975537261342605
37,1,51248,-0.0129552926687959,0.0507135813527121,0.798516598490114
38,1,51462,-0.0220482520494901,0.0507734836245114,0.664374114547302
39,1,52124,-0.0147584781958616,0.0507121855853804,0.771203653945526
40,1,52667,-0.0355129482089766,0.0506016959934404,0.483257992896946
42,1,59265,0.00485465612795749,0.0506107812500673,0.923637442629425
43,1,60165,-0.010635791535032,0.050570027091595,0.833540759966177
44,1,62308,-0.00398921977651276,0.0505171297164359,0.937103087394597
45,1,62869,-0.0390211633208298,0.0504685149984702,0.439934257194181
49,1,66841,-0.00478987751745247,0.0505343934869467,0.924539773970476
50,1,66948,-0.00768841939787912,0.050843529319528,0.879890710232007
51,1,68621,0.00921919174487473,0.0507050610933546,0.855828386810601
52,1,69417,-0.0512905156902573,0.0504994617518707,0.310484753244968
56,1,74327,-0.0469773176051597,0.0507897348655401,0.355630406090583
57,1,74572,-0.0245747103894016,0.0506989913995447,0.628177076171442
58,1,75211,-0.0395139838886739,0.0505797051372848,0.43519548270116
59,1,76030,-0.0238884917285634,0.0506074408843842,0.637193344549366
60,1,80108,-0.0351278235184487,0.0505768948660685,0.487798665331141
61,1,81262,-0.0683822499756998,0.0504612199879987,0.176238006539062
62,1,81999,-0.0449771392641846,0.0506593310591729,0.375233914799356
63,1,82431,-0.0414620676764653,0.0509081276802212,0.415936935958692
64,1,83284,-0.0443999934188039,0.0505299077518561,0.380168498301213
65,1,83613,-0.044699390150153,0.0505235796352507,0.376908076537237
66,1,84112,-0.0199769940758316,0.0505739619336716,0.693077387767585
68,1,84858,-0.013220156308235,0.0507230243373495,0.794526564312972
69,1,85751,-0.0313063986631956,0.0509091480401434,0.538986299117858
70,1,87445,-0.027032564230529,0.0510238035432657,0.596581580029718
71,1,87467,-0.0313200998192189,0.0512842177687459,0.541780525708248
72,1,89070,-0.00926993821115241,0.0509877751543858,0.855838485453473
73,1,89616,-0.00959941342821496,0.0507132871688134,0.849975937777035
74,1,89679,0.00269268746885433,0.0507220806301253,0.957692550250504
75,1,89880,-0.0177241619484488,0.050726363837043,0.726991896725173
76,1,91472,0.00501184580108335,0.0511110347217887,0.921941893128921
77,1,93789,-0.00782445025554088,0.0505834234829025,0.877158785396034
78,1,94351,-0.000778271720486445,0.0507182519813787,0.987765608632162
79,1,99148,-0.0110974895081528,0.0505816892341357,0.826467326387416
82,1,106800,-0.0312108857719598,0.0506261244520331,0.537963503109938
83,1,107970,-0.0393491121979126,0.0504598591582667,0.436025133519937
84,1,109000,-0.0611139983218397,0.0504876325770638,0.226906691365523
85,1,112549,-0.00500423788266874,0.0505343346407763,0.921173445482859
86,1,112742,-0.0250694823258442,0.0507143709723625,0.621382744971635
87,1,113050,-0.04869599618493,0.0505802139503367,0.336333065434501
88,1,113135,-0.0267824355934082,0.0504974600202095,0.596187549971798
89,1,114076,0.0123948953546653,0.0505132681025537,0.806305578740378
90,1,114628,0.0294634690051188,0.0506210920950646,0.560911686730318
91,1,116283,0.00395534784792195,0.0509266257677727,0.938136486546952
93,1,127853,0.080619799636533,0.0506508078619679,0.112352040303364
94,1,128302,0.0766124512836044,0.0504725367707474,0.129933720360376
95,1,128704,0.0640588797860737,0.0505725902912428,0.206107758552855
96,1,128911,0.0771153129006849,0.0505265673009376,0.127847308962137
97,1,130267,0.0116032892308569,0.0506652081670754,0.818986867819857
98,1,130271,0.00875182355783061,0.0507269707670562,0.863121313068553
99,1,130613,0.0277860588206313,0.0511818082287774,0.587548593998275
100,1,132012,0.0317870611563877,0.0510664682540422,0.534038385245563
101,1,133231,0.0155256909805083,0.050725190623708,0.759728301056682
102,1,137074,0.0097786313177961,0.0506570962173532,0.847041973519887
103,1,137304,-0.000611862966162807,0.0506773679155037,0.990373641664817
104,1,139686,-0.0328525192294984,0.0507138408771033,0.517534224349081
105,1,149562,-0.031255515720975,0.0508325265796797,0.539035157996805
106,1,150447,-0.0314678101555388,0.0513966076989317,0.54076348276833
108,1,154084,-0.0167875417438981,0.051575023677433,0.744997414911301
110,1,157269,-0.0117947364839877,0.0506426846725861,0.815973194417106
111,1,160054,-0.0500657844731427,0.0510582700840488,0.327480474848524
112,1,166222,-0.0645529782467522,0.050633167272128,0.203177873332287
113,1,166416,-0.0606643420398175,0.0505435477375843,0.230851349730694
114,1,167326,-0.0487016355400265,0.050868375414979,0.339018124725928
115,1,168836,-0.0347830292267743,0.0506591849362368,0.49278021191187
116,1,171200,-0.0293734894985704,0.0507448401341093,0.563061687547872
117,1,171431,-0.0256009183303724,0.0510676955431127,0.616463077167876
118,1,173339,-0.0410723127430284,0.05064143211336,0.417888214595277
119,1,173845,-0.0429963833183427,0.0505948468459467,0.396002585434979
120,1,175121,-0.0162989970645535,0.0505387123583614,0.747260930814839
121,1,175281,-0.0232026548840131,0.0505740447331789,0.646670322063568
122,1,175315,-0.0226678877892768,0.0505588021572828,0.65417784344254
123,1,175523,-0.0229055798973752,0.0508451265788988,0.65262863711676
124,1,175541,-0.0229996342103027,0.0506373772446552,0.649962074141686
125,1,175653,-0.0195411686662671,0.0508018061918964,0.700724673713326
128,1,175856,-0.0425656314264782,0.0516015938771166,0.409991186486216
129,1,175876,-0.0298653280344952,0.0508348941730218,0.557245826148782
130,1,175989,-0.0180916964057311,0.0509957613024573,0.722974783711082
131,1,176001,-0.026217089234534,0.0512516293463116,0.609295124732081
133,1,177692,-0.0273868680055722,0.0505521842534665,0.58832948891756
134,1,178191,-0.0247106199745021,0.0506063225986005,0.625646796174804
135,1,178224,-0.0273868680055722,0.0505521842534665,0.58832948891756
136,1,178960,-0.024641867091286,0.0509602408500377,0.629004477533311
140,1,183802,-0.0287731554191327,0.0505563739424105,0.569629774812296
141,1,183954,-0.0283619187208987,0.0509254289356304,0.57792791701093
142,1,184450,-0.0127970777887389,0.0504971249496285,0.800089727377114
144,1,184718,0.00480962806493367,0.0507880102491144,0.924606795006173
145,1,185296,0.0018932501367179,0.0505730950148431,0.970158597249028
146,1,185438,-0.0233711984846946,0.0505602835338874,0.644190970820659
147,1,185469,-0.0239588854840807,0.0506325182219336,0.636368917340807
148,1,185503,-0.0226294445075408,0.0505032156571773,0.654370860219659
149,1,185705,-0.0229730042814315,0.0510675437831863,0.65309090853311
150,1,185749,-0.00683667519884983,0.0510808837779057,0.893605216423438
151,1,185806,-0.0200256201641804,0.0511392823951757,0.695597620492142
152,1,185879,-0.0158451187025881,0.0513906339910806,0.75801540682565
153,1,185916,-0.0128627569254212,0.0513696154590524,0.80242663052985
154,1,185941,-0.0161951030656189,0.0515907701215489,0.753771222146185
155,1,185954,-0.00682499122142944,0.0517473841082174,0.895145999899268
156,1,186055,-0.0303109712980624,0.0506901946605247,0.550246599164126
157,1,186896,-0.0156713135628118,0.0515405817148815,0.761263042940448
161,1,190132,-0.00117370392214555,0.0507801551073128,0.981572846922991
162,1,190148,-0.00111365814036984,0.050795473975807,0.982520682275068
163,1,190165,0.0089979988766824,0.0511835927724845,0.860553049774565
164,1,190169,-0.00425593155111953,0.0511215017324516,0.933698910098141
165,1,190933,-0.020716066269355,0.0506954461251425,0.683053404110329
166,1,192149,0.00541484743056425,0.0511211912025467,0.915704580508849
168,1,192303,0.0541367259403955,0.0608769569214239,0.374457643081112
171,1,192795,-0.029943219017914,0.0505863421280175,0.554281063873303
173,1,194187,-0.0757421696279203,0.0504926949958228,0.134492192248198
174,1,194867,-0.0313009085014104,0.0505983860481767,0.536569140794777
190,2,8314,-0.0142805360253211,0.0514773691547939,0.781624724590174
194,2,8498,-0.0435230287029078,0.0513553627911495,0.397297675527242
195,2,8651,-0.027035000952806,0.0514355913723069,0.599490028113434
197,2,9812,0.00787427018196019,0.0517597571750785,0.879170425881387
198,2,9932,-0.0167001690081403,0.0515497839922112,0.746158695012026
199,2,10135,-0.00945525655227186,0.0513575345140356,0.854035611888934
200,2,11616,-0.0273037888100008,0.0512849003643051,0.594787871985621
201,2,12133,-0.00362005798296017,0.0515090878431437,0.944010608726101
202,2,12194,-0.013817735358177,0.0517033996926662,0.789432721832578
203,2,12359,-0.011447141962263,0.051553846534406,0.82440924752045
204,2,13061,-0.027247439006163,0.0515332503751544,0.597321493760908
205,2,14298,-0.00682704319447303,0.0517150114116776,0.89504938296827
206,2,15222,-0.0324633908953815,0.052192003280344,0.534343832853705
207,2,17986,-0.00582054254910225,0.0513045506837954,0.909737657091468
208,2,19770,0.00695172454403781,0.0516588834652788,0.893028730392342
209,2,19836,-0.0121854593473525,0.0515141973659115,0.813146487879448
210,2,19851,-0.0022241259561171,0.0516689824291036,0.965689466174185
211,2,21595,-0.00763997311001852,0.0514541079175805,0.882047720594011
212,2,22385,-0.015087710510914,0.0514981428173583,0.769712781776038
213,2,23441,-0.0188896407079859,0.0519949228305604,0.716599900769572
214,2,24209,-0.0219855587934958,0.0515631541058909,0.670089999254873
215,2,24341,0.00244819724377709,0.0516982604801261,0.96225667068887
216,2,26815,-0.0206625675057934,0.0516247595860274,0.68921795412319
217,2,28209,-0.00915321047042267,0.0516515499099652,0.859444479212756
221,2,41245,-0.038886541488111,0.0514140722484235,0.449949568746233
222,2,43214,-0.0246989168979201,0.0522734278612739,0.636865713831977
223,2,47104,-0.0633146301896775,0.0507204145762856,0.212746096441629
224,2,50915,-0.0193151000462101,0.0513213855528358,0.706878518295654
225,2,55834,-0.0115732253736425,0.0510907733317267,0.820925936212593
226,2,56422,-0.0229022137763656,0.0511713167754943,0.654745587277365
227,2,57715,-0.0286199932839672,0.050994355986709,0.574991096205967
228,2,59046,-0.0168502457468941,0.0512673391829864,0.742596937572059
229,2,59191,-0.0211419108055325,0.0509691792594341,0.678541795640941
230,2,59383,0.00353291623892066,0.0509959346295378,0.944807253858138
231,2,59477,-0.0142896288056393,0.0517579995718538,0.782644023240337
233,2,60471,-0.00606434335027617,0.0510639452963276,0.905533219262214
234,2,60478,-0.00515258968532895,0.0511225011598121,0.919775118185229
235,2,60786,-0.0100242330190903,0.0510363876252094,0.844399595374729
236,2,61035,-0.0223087724788723,0.0510216809591492,0.66220392212895
237,2,61071,-0.000553282128087362,0.0508039695382934,0.991316938562645
238,2,61675,0.0225190391748143,0.0509361390000325,0.658685130493488
240,2,62939,-0.00128552641738955,0.0508621230765553,0.979850111770295
241,2,63527,-0.00574773734005651,0.0510521728121606,0.910423131263613
242,2,63857,-0.0243664593445564,0.051048494126876,0.633429769939959
243,2,65527,-0.00660038284655429,0.0508953995424362,0.896889312890824
247,2,67976,-0.0133929954263166,0.0516247752943912,0.795455013763224
250,2,72389,-0.0320591993753574,0.0512829239713556,0.532280615990781
251,2,72392,-0.0115481840860527,0.0516565518702352,0.823231339655992
252,2,73646,-0.0460682684755848,0.0505416319820688,0.362658478465647
253,2,74564,-0.0764554835535755,0.0503375032099262,0.129693522199086
254,2,74739,-0.0522108313548693,0.0505915088331204,0.302774999698228
257,2,80873,-0.0277899479385977,0.0507671128865033,0.584449459472733
258,2,81501,-0.0245876709661978,0.0507633276993018,0.628431540252483
259,2,83526,-0.0327432500870374,0.0506714592786045,0.518577973973965
260,2,83845,-0.0456981929737163,0.0506912859632951,0.367937209511843
263,2,84447,-0.00882956246053612,0.051395404935605,0.863695780344161
264,2,87391,-0.0351498450399676,0.0504908621491134,0.486785173009477
265,2,87562,-0.041761348022705,0.0506045796644839,0.40978791928065
266,2,87849,-0.0268212367073608,0.0506284519176415,0.596607151887203
267,2,87878,-0.0176466029160045,0.0508575454518724,0.72881234029607
269,2,89785,-0.0619102184593121,0.0507650557890958,0.223452003698719
272,2,93721,-0.0873441156187423,0.0505047613339547,0.0846075352822887
273,2,93952,-0.0646963604037043,0.0504558303441365,0.20060074522155
274,2,95085,-0.0668232915783245,0.0505187344046947,0.186777192448371
276,2,107124,0.00834410279297637,0.050667025660767,0.869286128560225
277,2,111645,0.00980870944059092,0.0506987317545219,0.846701773841323
278,2,111916,0.0118032629443539,0.0508170467703604,0.816463102147214
279,2,111931,0.00893568059140532,0.0508964181378556,0.860735579913457
280,2,111999,0.00506734912188367,0.0507151436697704,0.920466249733594
281,2,114528,0.00969446067858548,0.0510050995411413,0.849364736358035
282,2,116024,0.0153307259032157,0.0511224811062655,0.764443462210625
286,2,120090,-0.0277088498739013,0.050905702191558,0.586566858638651
287,2,120291,-0.0301272949193034,0.0514844830707838,0.5588057137765
288,2,120726,-0.0396633934479721,0.0511683153287667,0.438766810930993
289,2,121716,-0.0708983426294236,0.0510143083959636,0.165473448270675
290,2,123100,-0.0288254761609074,0.0512012649897071,0.573803393224581
291,2,124677,-0.0322559080607349,0.0511248649681733,0.528498446590741
293,2,127887,-0.0251792912281281,0.0514869649417203,0.625115631035797
294,2,128935,-0.00776757704216235,0.0514540537931467,0.880092377921101
295,2,129053,-0.00904918814892386,0.0516100984041187,0.860914939414285
296,2,130040,-0.0358488196614237,0.0518922958801669,0.490125605207232
297,2,130976,-0.049162647075182,0.0514378912356769,0.339843953750794
298,2,132199,-0.0107982751894309,0.0517399256050247,0.834800509803522
299,2,133355,-0.0360262320425995,0.0520578352205536,0.489365609552972
300,2,133435,-0.0478043581615646,0.0521436672336872,0.359882962285936
302,2,135183,-0.058045457282907,0.0521431777078331,0.266382694892858
303,2,135402,-0.0592307377976549,0.0521314966937616,0.256652200538401
304,2,135898,-0.0946239170929375,0.0522616003761457,0.0710556512530545
305,2,135912,-0.0976469448510588,0.0522848176127948,0.0626468150667261
306,2,135925,-0.106197401996644,0.0519981688144585,0.0418614803290969
307,2,136002,-0.111515827141685,0.0519272278862688,0.0324306831242319
308,2,136173,-0.0911099318265491,0.052411250438247,0.0830182961674008
310,2,138318,-0.0943621835018122,0.0537907523684786,0.0802561460848162
311,2,138695,-0.0883885900798567,0.0528899470534779,0.095572484402369
312,2,138818,-0.0879586640121524,0.0527942209731213,0.0965873153198627
313,2,139728,-0.0738160190450607,0.0527602869818715,0.162666146374323
314,2,140174,-0.0817752915658809,0.052727029927136,0.121817424873382
315,2,140863,-0.0671440021315062,0.052764080813919,0.20402155778019
316,2,141152,-0.080115513718451,0.0528622338842033,0.130527350489502
317,2,141292,-0.0811217727524187,0.0524752850710022,0.123023666901491
318,2,141545,-0.103321689640792,0.0526225333858981,0.0503786004273556
322,2,146723,-0.0792617671124705,0.0526449086286878,0.133066135267105
323,2,147946,-0.114580706708254,0.0529474019077387,0.0311308463120224
326,2,151397,-0.0899019713991613,0.0532160112706695,0.0920299337453059
327,2,153035,-0.060685766789454,0.052750258936591,0.250743303842103
328,2,153228,-0.0347719088706278,0.0532025116879582,0.51381021501267
329,2,153455,-0.0318303438491507,0.0536097276628033,0.553064993705599
331,2,153815,-0.0460567118322084,0.0533744409641866,0.388779276220864
332,2,154160,-0.0372091652710569,0.0528337607484153,0.48172977883333
333,2,154235,-0.0340994881637087,0.053367969213503,0.523269529582469
335,2,159870,-0.0227641176059559,0.0520360310523368,0.66203923566538
336,2,161229,0.00339602718143861,0.0528487455023177,0.948800076318448
339,2,162696,-0.00558306224386729,0.052620817486867,0.915563376340776
340,2,163284,-0.00269909366298626,0.0519241487808242,0.958572859520935
341,2,164166,0.00902314625383949,0.0524042645260408,0.863391991706824
342,2,165270,0.00889418636477357,0.0519635872347992,0.864194533546328
343,2,165675,0.0035065996392909,0.0528242197085413,0.947110944583127
346,2,168062,0.0316263809333479,0.0523228080967414,0.545934581385132
347,2,168518,0.0327503083917908,0.0520209385963869,0.529389664756155
348,2,168980,0.0180487095260367,0.0520165543380864,0.728813025359332
349,2,169651,0.0146268958637445,0.0520443123806587,0.778839039416227
352,2,170725,-0.00909446877661257,0.0521405407126978,0.86163364474759
353,2,171254,-0.0255233803855954,0.0522094986570542,0.625241077985649
354,2,172242,0.0421533159896713,0.0515610179707166,0.414170010165656
355,2,173254,0.0596967952929708,0.0511156686024264,0.243644721250077
356,2,173340,0.0404004387771887,0.0511629600623126,0.430266763050417
357,2,173385,0.0550489679060309,0.0511714743924124,0.282762816290902
358,2,173973,0.058401117863641,0.0510245342056206,0.253163068023916
360,2,177341,0.0814449781341168,0.0507601884203888,0.109497031188323
361,2,180314,0.0356708149322579,0.0509266656749088,0.484117126313725
362,2,180339,0.027754238558754,0.051069433534707,0.587155554884738
363,2,182758,-0.0262112579054093,0.0508884480550456,0.606824492605931
364,2,183619,0.0183897622888054,0.0510986607244593,0.719146580793267
367,2,187176,-0.0253864350628156,0.0513685113036562,0.621470723120519
368,2,191066,0.0226476212317412,0.0517563807728319,0.661957476005611
371,2,191599,-0.00800638050154234,0.0510513109009207,0.875468434188157
373,2,191763,0.00747325104532903,0.0512537437501112,0.884155489227169
374,2,191959,0.0224131862640146,0.0511163080391271,0.661310731857852
376,2,195759,0.00513126516497958,0.0515685330504479,0.920794751449543
377,2,196912,-0.0208978775340512,0.0507229410535643,0.680589117591932
379,2,198110,-0.0442064318964175,0.0509849146397217,0.386504012617584
381,2,198805,-0.0345069721172672,0.0512261020746405,0.500993185753089
382,2,198891,-0.042102826836628,0.0508103487032179,0.407875413785144
383,2,199248,-0.0486561031970009,0.0509100688664635,0.339864458065433
384,2,201782,-0.0401852958491747,0.0508683046570624,0.430065746552923
385,2,203285,-0.00679287974534293,0.05071457209346,0.893523700058872
386,2,203783,0.0157370525240437,0.0505997233191318,0.755976103140705
387,2,204179,0.00525784761077486,0.0507283375480356,0.917508228154831
388,2,205406,0.0112880178535437,0.0512467951197613,0.825789942627766
389,2,205834,0.00359539572734341,0.0510044926732185,0.943842187598953
391,2,207192,-0.0024738890070311,0.0509569873501078,0.96130651063917
392,2,207561,-0.0163193804313105,0.050724484848859,0.747850781079013
393,2,208682,-0.0172951670748417,0.0506382092243616,0.732897448919293
394,2,210102,0.00398700732523705,0.0507769304342012,0.937458868507633
396,2,214801,-0.0058985412840018,0.0507739867652854,0.907581887076803
397,2,215016,0.0172971800358352,0.0507376345282537,0.733370987691171
398,2,218876,-0.0157633722040484,0.0512637563631268,0.758647615813904
399,2,227511,0.00997087381881545,0.0516307801923551,0.846977001500983
400,2,230378,0.0128490420905676,0.0509782352861731,0.801149436254153
401,2,231943,-0.00349616089228721,0.0511286539881429,0.945522114423494
402,2,232156,0.00998357829752938,0.0511052717207482,0.845228847442813
403,2,232789,-0.0170982241998406,0.0509189291558087,0.737226397960242
404,2,238524,0.00574453134174313,0.0509978130006441,0.910377859390678
405,2,241518,0.0366161024542936,0.0514045397186008,0.476741739110088
406,2,250396,-0.0233844766784242,0.0510756310172527,0.647348944571344
407,2,250466,0.00539163039226709,0.051071944508738,0.915984031379921
408,2,252305,-0.00285896733936375,0.0512079008628341,0.955508351531263
409,2,254571,0.00361788855931655,0.0519270055867805,0.944493716366577
410,2,254742,0.0132235181838123,0.0518756982456442,0.798942782603881
411,2,254908,0.0090047896992862,0.052274567421225,0.863332255769311
413,2,255862,0.0149927610820468,0.0519557306806417,0.773081362567346
414,2,255975,0.0277591823632612,0.0517531727714878,0.592036259828415
415,2,258311,0.00340642602348984,0.0509190192095042,0.94670006786811
416,2,259284,0.000501473562100174,0.0510907866008083,0.992174160307886
417,2,266330,-0.0110836541052329,0.0513070811206457,0.829092398426141
418,2,267100,-0.0059028457517738,0.0513057705367927,0.908469101250606
419,2,268086,-0.025233317706404,0.051292892706669,0.623063512684076
420,2,274614,-0.0345822057531576,0.0509655031743545,0.497873042485838
421,2,274729,-0.0390080358857046,0.0512356229741888,0.446958751542372
422,2,275746,-0.0338980745190267,0.0512235227183717,0.508551835515
423,2,277029,-0.0525071564760835,0.0509405000763224,0.303361600918328
424,2,277741,-0.042015841238885,0.0509881146149421,0.410477747808012
425,2,278218,-0.0360823749335398,0.0509087388727526,0.47893760030261
426,2,278379,-0.0241724623211153,0.0521898513524535,0.643532206506478
427,2,279910,-0.05843532474214,0.0508319997301777,0.25109617203163
429,2,283431,-0.0334513584727336,0.0516422554704299,0.51756662175497
430,2,283573,-0.0409226698806422,0.051006605884922,0.422918442175773
431,2,286762,-0.0416498770910495,0.0511357425555171,0.415909773610028
432,2,287187,-0.00688265453214398,0.0509436326473588,0.892607178433881
433,2,288379,0.00555191836852814,0.0505580121526853,0.912620216893856
434,2,294941,-0.00512817049962211,0.0505883841401572,0.919313895641017
439,2,297610,0.0489816698455808,0.0507782957308165,0.335396415080139
441,2,299680,0.0477478877694407,0.0506248453747946,0.346238480333621
442,2,299708,0.0488256319455544,0.0507289888734109,0.336467434468064
443,2,299759,0.05124315701823,0.0505498859903203,0.311413267589897
444,2,300111,0.0461401405728795,0.0509179281591366,0.365465630263153
446,2,301710,0.0429907942133462,0.0505852610697365,0.395974515972405
447,2,303446,0.0555543714333474,0.0508700738987848,0.275541151710791
448,2,303854,0.0614066402154288,0.0508608033767637,0.228106874704145
449,2,304472,0.0391695624100778,0.0504920151024312,0.43841155375887
450,2,304691,0.0119039949391549,0.051349840619749,0.816811016453393
451,2,308097,0.0343930919786356,0.0507794674269122,0.498657281817792
453,2,309402,0.0436743954453563,0.0504497780499557,0.387242426805949
454,2,310030,0.0509572478761142,0.0507145722783136,0.315688579821349
455,2,310113,0.0450728998568423,0.0505885265159097,0.373551697777396
456,2,310972,0.0387780721955384,0.0506802734752048,0.444692755247456
457,2,312659,0.0767395489874762,0.0503601488460924,0.128450284190488
460,2,318265,0.045368610553787,0.0511251264058144,0.375465966927119
461,2,318379,0.0643157603414589,0.0512194974190651,0.210059250465028
462,2,321266,0.0533762174894312,0.0509109592115695,0.295161072483656
463,2,322957,0.0573580784217241,0.0504427393182404,0.25627074019654
464,2,325221,0.0515626592624225,0.0507382844681777,0.31020751527772
465,2,332691,0.0833529245640104,0.0511379381133763,0.104001350665551
466,2,333006,0.115943284022209,0.0508561709551726,0.0232139405956485
468,2,335046,0.0606885104915671,0.0506128920562812,0.231304157283178
469,2,335049,0.0473610521175818,0.050869112241035,0.352470446110315
470,2,335995,0.0498835196828464,0.0505741342478666,0.324639656478424
471,2,336060,0.0396359966023918,0.0505315659448615,0.433342664026366
472,2,338292,0.0112360950997936,0.0505688634214012,0.824291404785337
473,2,339568,-0.00733191457826375,0.0506470705732147,0.884979167810389
474,2,340466,-0.00772577769540118,0.0510854465211588,0.87987873313497
478,2,348480,-0.0263807356873176,0.0505536999926972,0.602111859761221
479,2,350086,-0.026785313733118,0.050555486067847,0.596569721446454
480,2,351083,-0.0210002957069658,0.0512170138864595,0.682035767018932
481,2,351335,-0.0354709550978409,0.0506181760658861,0.483917376088707
482,2,351417,-0.0328212284641372,0.0506152398834987,0.517118386248156
483,2,351450,-0.0437161901821147,0.0506480015156478,0.388647908328972
484,2,352302,-0.0303814999281103,0.0510762838913076,0.552340888220967
485,2,352469,-0.019698431937234,0.0505742714693262,0.697144792288344
486,2,352562,-0.00643612240552999,0.050790724874282,0.899235382559313
487,2,352944,-0.00217918004033899,0.0506452436795961,0.965703282120803
490,2,355266,-0.0310754474753594,0.0506183614215498,0.539665925199515
491,2,358277,0.00329498670335095,0.0506530676845173,0.948170939698026
492,2,358926,0.000979784642516413,0.0507278777869583,0.984601112583961
493,2,358948,-0.00561391104288109,0.0507430965669891,0.911969468812671
494,2,359515,-0.0049782844469643,0.0506670786163501,0.921785724098497
495,2,363190,0.0113206095448507,0.0511600206655676,0.825003578463594
496,2,363588,0.0205719670374153,0.0513537479586916,0.688961922358193
497,2,363888,0.00734565112978491,0.0509231221272306,0.885385519751117
498,2,363954,0.0149532066152495,0.0507160386869846,0.768288078570059
499,2,364199,0.00523506071626441,0.0506526049186955,0.917742097723201
501,2,365981,-0.00807798051972371,0.051672847094213,0.875862819609305
502,2,366047,0.00621497568901594,0.0507428981018446,0.902588808634275
503,2,366936,-0.00270831047806766,0.051327734032902,0.957948955305394
504,2,369530,0.0289923512168383,0.0506362627006996,0.567306428609902
506,2,369931,0.00365711616495464,0.0510069297280398,0.942882519400556
507,2,371033,0.0193162219678934,0.0508614972815756,0.704336489831498
508,2,372919,0.0360781170828979,0.0506157601102749,0.47645015964085
509,2,373518,0.0488760813569308,0.0505565261134863,0.334325354116398
510,2,376157,0.0209834370822513,0.0507228409890515,0.679353739166659
511,2,376172,0.0269302479246757,0.051081768845607,0.59838669457719
514,2,381433,0.0106666212148935,0.0510618093777246,0.8346497105963
515,2,381922,0.0262095255122157,0.0514426727791771,0.610727182794023
516,2,382146,0.00973623216710073,0.0506847423742943,0.847779071798514
517,2,384206,0.0159860929113496,0.0508380563835407,0.753364066880266
518,2,384955,0.0198900627012946,0.0507208743566234,0.69518590448106
520,2,387301,0.0164771795731265,0.0509826199098898,0.746741135436094
521,2,388313,0.0339716836737985,0.0506551311645983,0.5028843227506
524,2,390138,0.0266037974406846,0.0508254556014261,0.601000343421214
525,2,391233,0.0741668310458251,0.0509751407250591,0.14656876078651
530,2,395606,0.0109458849864699,0.0508276894666884,0.829616640159767
531,2,395726,0.0272678215756244,0.0507917210983249,0.591705535705249
532,2,395853,0.0280245252365937,0.0509353221444186,0.582531371025352
533,2,396484,0.0241866775704676,0.0507155854399062,0.633722604185988
534,2,396705,0.0129436489133284,0.0507027551812664,0.798651718897966
535,2,398759,0.0111822106571322,0.0511185389556037,0.826970753069572
536,2,400386,0.00907171682107455,0.0508343929168365,0.858467022468724
537,2,400847,0.0130070222105512,0.0507851461770331,0.798008422515146
538,2,401130,-0.00587438151105979,0.0512543335247211,0.908817523293463
539,2,401143,0.00274993052588068,0.0511534732751197,0.957158038347541
540,2,401979,0.0240085050425473,0.0511060306262799,0.638803472981797
541,2,403598,0.011537450092679,0.0508475351416134,0.820630637638927
