SNP,Chr,Pos,Effect,SE,HNM1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00638522581130929,0.0638437526483038,0.920390523949467
9,1,27272,-0.0497195657109026,0.0628301509113276,0.429281131891895
16,1,27843,0.00566005691769163,0.0613972144581554,0.926601347678801
17,1,27848,0.00566005691769163,0.0613972144581554,0.926601347678801
18,1,28495,0.00471915160055769,0.0613984339099455,0.938777582470143
19,1,28975,0.0144271067645279,0.060983696676525,0.813125149322058
26,1,31435,0.0104520464529665,0.0608243993041691,0.863662023213665
29,1,36146,0.00652735363937085,0.0605122966398815,0.914161511006254
31,1,37409,0.0224106936559591,0.0608287869985155,0.712779066618294
32,1,37478,0.0389493354435884,0.0608574832571034,0.522581934611516
33,1,39144,-0.0354162651597913,0.0605855949657792,0.559213140727517
34,1,41499,-0.00216460916767268,0.060446670332067,0.971453917127505
37,1,51248,0.00859867957308256,0.0607023444463204,0.887434772483832
38,1,51462,-0.00443410038035391,0.0607859267438694,0.941890270079542
39,1,52124,-0.0347393979219707,0.0606759038291082,0.567320484578247
40,1,52667,-0.0115381764672884,0.0606036718032435,0.849114998397462
42,1,59265,-0.0443949675137162,0.0605301058191812,0.463779261903407
43,1,60165,-0.0534047901456975,0.0604636568264478,0.377699959813347
44,1,62308,-0.0823573717494263,0.0603047605446648,0.17290705063022
45,1,62869,-0.0956014475474321,0.0602417554489803,0.113416292014213
49,1,66841,-0.00101908955480967,0.0604847368225602,0.986566832278175
50,1,66948,0.014448301329692,0.0608511043406411,0.812455561138501
51,1,68621,0.0313494606561509,0.0606681620754568,0.605663612811839
52,1,69417,0.00229512966333684,0.0605303097382753,0.96977526729957
56,1,74327,-0.0114643865784969,0.060860165982371,0.850692835478014
57,1,74572,-0.0219815105854066,0.0606899115336731,0.717423932762008
58,1,75211,-0.00893044636640611,0.0605886702125831,0.882904669838129
59,1,76030,0.00631522152971448,0.060589602298663,0.917046449076411
60,1,80108,-0.00379542538100325,0.0605758716484565,0.950076113228226
61,1,81262,-0.0553638250519062,0.0604815668482236,0.36061524285674
62,1,81999,-0.106601187142821,0.0604354371045673,0.0786162247094207
63,1,82431,-0.0820999093056385,0.0608317868561986,0.178002181504836
64,1,83284,-0.0985897218682215,0.0603169023472808,0.103039263728235
65,1,83613,-0.0922444116535287,0.0603386377338585,0.127214923102374
66,1,84112,-0.0712831649014183,0.0604257341050939,0.238921032093705
68,1,84858,-0.0829054756883947,0.0605550430084216,0.171840731987067
69,1,85751,-0.0692994826702363,0.0608534804913508,0.255561971558944
70,1,87445,-0.0668428715174771,0.0609903602827237,0.273844302385385
71,1,87467,-0.0582768532794577,0.0613354869220979,0.34269486434261
72,1,89070,-0.0538927663343367,0.0609620494398428,0.377277418828124
73,1,89616,-0.0544444906371542,0.0606319799177254,0.369824205771869
74,1,89679,-0.0309783259437343,0.0606864798454279,0.610044759815209
75,1,89880,-0.0357432852303736,0.0606944487537667,0.556301424683192
76,1,91472,-0.0380959095171401,0.0611413871675826,0.533634999234018
77,1,93789,-0.0396905078583299,0.0605078608186459,0.512279602462001
78,1,94351,-0.057007966227846,0.0606281909388026,0.347712782188609
79,1,99148,-0.0412927588994855,0.0605048232908907,0.495389064940156
82,1,106800,0.00528886996523668,0.0606257409964244,0.930531779020683
83,1,107970,-0.0239703839314938,0.060433314688852,0.691871234212086
84,1,109000,-0.00269088643938881,0.0605531383905178,0.964580055502334
85,1,112549,0.0144647514235685,0.0604798612244973,0.811115343389469
86,1,112742,0.0100276006631869,0.0607180641583025,0.868920293324879
87,1,113050,0.00604929060462156,0.0606174056248504,0.920564033779235
88,1,113135,0.00240416393168,0.0604637273239511,0.96830528148705
89,1,114076,0.00888718629887872,0.0604620124589375,0.88322545572021
90,1,114628,0.0351443383598326,0.0605879576874101,0.562247686131026
91,1,116283,0.0596409654722747,0.060871256548925,0.327861472141827
93,1,127853,0.0392781510908916,0.0608045527853852,0.518715995728303
94,1,128302,0.0648378217099935,0.0605084538387822,0.284654344394646
95,1,128704,0.0577587993600243,0.060589173343717,0.341097577687981
96,1,128911,0.0461929556594767,0.0606239934320453,0.446593668680476
97,1,130267,0.00499653590315458,0.0606444837459131,0.934382801520215
98,1,130271,0.00830427623510438,0.0607154358167438,0.891287625996952
99,1,130613,0.0108634861828553,0.0612817144738521,0.859397003191224
100,1,132012,-0.0197013760353555,0.0611453692049987,0.747487728458391
101,1,133231,-0.0671163850105378,0.0606152392949632,0.26893863180474
102,1,137074,-0.0719831307590559,0.0605128886787709,0.235022635563962
103,1,137304,-0.0587140959954079,0.0605745717402036,0.333066062046242
104,1,139686,-0.0699065235592402,0.0606207608026657,0.249617598580167
105,1,149562,-0.0420749912198272,0.0608321890350248,0.48960758907724
106,1,150447,-0.0529781191510743,0.0614839940450023,0.389461177403179
108,1,154084,-0.0231606400941645,0.0617264640387072,0.70772658259153
110,1,157269,-0.0218172352485985,0.0606071374623236,0.719078869753824
111,1,160054,-0.024082475251387,0.0611807577365037,0.694093160007308
112,1,166222,-0.0195625068088358,0.0607326508340557,0.747561122520177
113,1,166416,-0.0211885178487609,0.0606077693684845,0.72684686596033
114,1,167326,-0.0432323569192518,0.0609192851546757,0.478379656066904
115,1,168836,-0.0405313853875242,0.0606354640703128,0.504287348964205
116,1,171200,-0.0797273754164354,0.0606163398939226,0.189269978383885
117,1,171431,-0.0798554539464544,0.0609961453535524,0.191322039103484
118,1,173339,-0.081988293386,0.0605114072741019,0.176308563791771
119,1,173845,-0.0804321065375398,0.0604669069304412,0.184316432338399
120,1,175121,-0.0762465413149202,0.0603618066999377,0.207365821473909
121,1,175281,-0.0815857506185247,0.0603935838881478,0.177592417165362
122,1,175315,-0.07514854157472,0.0603981398165038,0.214244312887798
123,1,175523,-0.0778046199421346,0.0607323748852512,0.200997350655602
124,1,175541,-0.0785863387825901,0.0604804962102757,0.194666102785504
125,1,175653,-0.0949690918736159,0.0606063754453023,0.118014883778177
128,1,175856,-0.102590479373749,0.0615791921693115,0.0966019710353358
129,1,175876,-0.0874588807010729,0.0606951525072073,0.150484293044242
130,1,175989,-0.0964485497979804,0.0608308591673564,0.113743587685302
131,1,176001,-0.0928350098294038,0.0611659218451714,0.129970693237193
133,1,177692,-0.0934522923114254,0.0603257242423922,0.122246896789113
134,1,178191,-0.0973584511036731,0.0603685442629508,0.107695750439877
135,1,178224,-0.0934522923114254,0.0603257242423922,0.122246896789113
136,1,178960,-0.0950897166873491,0.060803607543956,0.118741095663035
140,1,183802,-0.0868515257349716,0.0603613063596545,0.151075988455341
141,1,183954,-0.0879443879219341,0.060798871808291,0.148929783780105
142,1,184450,-0.0877087660534658,0.0602643440390486,0.146447083261957
144,1,184718,-0.0757010509918606,0.060654637366233,0.212833731131322
145,1,185296,-0.081620796436572,0.0603743399773729,0.177269018770419
146,1,185438,-0.0882605569050393,0.0603507376278825,0.144504836336734
147,1,185469,-0.0876229274672691,0.0604409914804283,0.148022554976437
148,1,185503,-0.105510841699321,0.0602025062751944,0.0805390393746525
149,1,185705,-0.105466317071739,0.0608813933379443,0.0840893082303708
150,1,185749,-0.0992843837068025,0.0609108345331039,0.103994393772368
151,1,185806,-0.0742917328794893,0.0610934399344957,0.224784310130594
152,1,185879,-0.104466934599815,0.0612653021106391,0.0890449840120332
153,1,185916,-0.0984487969048624,0.0612654479377182,0.108965553864046
154,1,185941,-0.107943084693694,0.0614891545907806,0.0800442970448528
155,1,185954,-0.101117073736717,0.0617030624744353,0.102152274872462
156,1,186055,-0.100554054134649,0.0604647895053564,0.097196318979124
157,1,186896,-0.0931847124068135,0.0614966861421063,0.13059635301269
161,1,190132,0.00443424092702266,0.060777728273912,0.941880606575044
162,1,190148,0.00749614590938646,0.06079520770091,0.901938452990874
163,1,190165,0.0209629924433233,0.0612535307535809,0.732379064356359
164,1,190169,0.0113942418437729,0.0611842892500998,0.852372758982376
165,1,190933,0.00203958861974024,0.0606910059999104,0.973210243895569
166,1,192149,-0.0248289628182326,0.0611730221843819,0.685076008513846
168,1,192303,0.104209249935894,0.0727332730174776,0.152811710043381
171,1,192795,-0.069019471074662,0.0604647183810523,0.254442569269952
173,1,194187,0.0562760039404188,0.060552358116114,0.353328528920199
174,1,194867,0.0481520538602703,0.0605391767814642,0.426923105669065
190,2,8314,-0.0386669156928308,0.0615849653677792,0.530499706183495
194,2,8498,-0.0509798082129811,0.0614692415059566,0.407464154555143
195,2,8651,-0.0440216073110165,0.0615421235465906,0.474891240842513
197,2,9812,-0.0128793674797312,0.0619488523395281,0.835424409124758
198,2,9932,-0.00379015311934694,0.0617081413975271,0.951058980548203
199,2,10135,-0.0129458420947846,0.0614682880640178,0.833313051398231
200,2,11616,-0.0360767802226387,0.0613768736526392,0.557048336979595
201,2,12133,-0.0228746887687559,0.0616389995603103,0.710780159937349
202,2,12194,-0.0413708146934733,0.0618502370407505,0.504004802674672
203,2,12359,-0.017271401332251,0.0617016236685865,0.779704292569048
204,2,13061,-0.038168516600258,0.0616704787378849,0.536374405589963
205,2,14298,-0.0140291720904597,0.0618940824101574,0.820816073046583
206,2,15222,-0.023890810777814,0.0624892505954595,0.702455038189108
207,2,17986,-0.0328830956934208,0.0613819559613459,0.592494460541441
