SNP,Chr,Pos,Effect,SE,HNM1_ERG11_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0339382270817885,0.172617545786531,0.844246380035903
9,1,27272,0.0104226027185637,0.170033626032999,0.951157128591898
16,1,27843,0.126517852355284,0.165874825335546,0.446133285176986
17,1,27848,0.126517852355284,0.165874825335546,0.446133285176986
18,1,28495,0.118324822994359,0.165894643986798,0.476160578375976
19,1,28975,0.121159346213356,0.164778294700235,0.462652921638753
26,1,31435,0.0984841176104009,0.164383969468447,0.549483670536415
29,1,36146,0.0112063843363025,0.163618370705822,0.945433570581366
31,1,37409,0.102060217552668,0.164414413326214,0.535164821931228
32,1,37478,0.114222774033468,0.164533260456519,0.487998985681661
33,1,39144,0.0784324133395134,0.1638410467617,0.632441037693334
34,1,41499,0.0364942048065399,0.163428071326541,0.823427781344143
37,1,51248,-0.167268914811191,0.163893662748346,0.308145692868468
38,1,51462,-0.144350727908084,0.164178185562619,0.379873567482163
39,1,52124,-0.0984346462444196,0.16405165141785,0.548876359516695
40,1,52667,-0.233232212436737,0.163401380277284,0.15436080810796
42,1,59265,0.027594343583741,0.163782984945462,0.866301273776015
43,1,60165,0.0682860991338707,0.163625439100512,0.676689430097175
44,1,62308,0.0323440619003476,0.163476738887724,0.843275403466373
45,1,62869,0.00179684955887324,0.16346524158043,0.991235845721685
49,1,66841,0.110616791159962,0.163436298897245,0.498964068660479
50,1,66948,0.0767516939192751,0.164495271065254,0.641081736660667
51,1,68621,-0.185206495763157,0.163803888466131,0.258965852263492
52,1,69417,-0.0917551718919103,0.163592921718601,0.575238620466935
56,1,74327,-0.0362162597834884,0.164554332233539,0.825930666864195
57,1,74572,-0.0205388191145576,0.164123855118841,0.900482217080336
58,1,75211,0.00427802002217198,0.163828147644216,0.979182082353847
59,1,76030,0.0362064016455642,0.163816971643083,0.825206666650757
60,1,80108,-0.0185384059220882,0.163786597917427,0.909947164777313
61,1,81262,-0.0987309030456655,0.163643298436078,0.546676668945346
62,1,81999,-0.154055781829289,0.163922548864904,0.347958502291195
63,1,82431,-0.178390795278924,0.164630861972377,0.279290385742837
64,1,83284,-0.0825890881270782,0.163645419579886,0.614096282871923
65,1,83613,-0.0514326985166705,0.163663516016254,0.753510139652869
66,1,84112,-0.0919442109181022,0.163631286460907,0.574541612750247
68,1,84858,0.0269081338009966,0.164160224683938,0.869892775821558
69,1,85751,-0.0837543278784835,0.164780951996542,0.611576746428111
70,1,87445,-0.0618294832700983,0.16515691899066,0.708355248380017
71,1,87467,-0.116882913900018,0.165937904139481,0.481662182605444
72,1,89070,-0.0529016687228634,0.16499117065351,0.748677999089584
73,1,89616,-0.0211686097305607,0.164123628428962,0.897447198999425
74,1,89679,-0.0367602392855228,0.16413661867349,0.82291703267813
75,1,89880,-0.0222291663486281,0.164185608093264,0.892380329496631
76,1,91472,0.00472925331074836,0.165408425092125,0.977206652938288
77,1,93789,-0.0306305933682821,0.163696329495675,0.851675310414267
78,1,94351,-0.0753843216051905,0.164086240825408,0.646216163573446
79,1,99148,-0.044018582972905,0.163687681644324,0.788149797901332
82,1,106800,-0.0827594227665165,0.163866074022283,0.613843748949561
83,1,107970,-0.0422048346967049,0.163424176148931,0.796361919696777
84,1,109000,-0.0772059137750286,0.163676074230595,0.637432750885528
85,1,112549,-0.236610129628414,0.163056710980118,0.147642573988428
86,1,112742,-0.209798597808882,0.163799294104905,0.201095215826988
87,1,113050,-0.139265819221736,0.163735578709967,0.395594151131976
88,1,113135,-0.167906077327725,0.163241362473918,0.304383421384626
89,1,114076,-0.0427274071852468,0.16346998489613,0.793953691598191
90,1,114628,-0.0230277021035612,0.163894810382391,0.888342770483278
91,1,116283,-0.0502060726568681,0.164789320194745,0.760798378388853
93,1,127853,0.0223233428453523,0.164499834356658,0.892132361481264
94,1,128302,0.0496846417020945,0.163850901367283,0.761892597680629
95,1,128704,0.0278667522057784,0.164028656864157,0.865194332027734
96,1,128911,0.110987143872774,0.163947128511476,0.498868922415235
97,1,130267,0.0355633886659037,0.163964827945068,0.82841434533133
98,1,130271,0.0341467863284574,0.16416031068449,0.835342067738822
99,1,130613,0.133808569642037,0.165551415334109,0.419485341117713
100,1,132012,-0.207985272940361,0.16498184239033,0.208265598407166
101,1,133231,-0.276183173592798,0.163520077816669,0.0921050930891064
102,1,137074,-0.286146301567644,0.163237030888019,0.0804786936774792
103,1,137304,-0.331511476966453,0.163051032603253,0.0427824708310884
104,1,139686,-0.232388443607855,0.163752017849486,0.156738080694346
105,1,149562,-0.298366543756963,0.163825232917489,0.0694153342044742
106,1,150447,-0.258461204095425,0.165849286655691,0.120032116991538
108,1,154084,-0.257898369983956,0.166367668741465,0.121996474934754
110,1,157269,-0.358630028911551,0.162788000592224,0.0282368224321293
111,1,160054,-0.273450175547033,0.164819130261012,0.0979853200459151
112,1,166222,-0.272137777833113,0.163596743693261,0.0971064847007765
113,1,166416,-0.267412670821723,0.163284127820352,0.102372459865756
114,1,167326,-0.289022739205153,0.164115278634644,0.0790879366662188
115,1,168836,-0.288477832815725,0.163333423911471,0.0782282896462711
116,1,171200,-0.378015191732636,0.163062637396104,0.021008228914998
117,1,171431,-0.46252584110501,0.16348179558422,0.00493284627591811
118,1,173339,-0.380264014905518,0.162785879383405,0.0200517266457569
119,1,173845,-0.389480590881253,0.162587058956464,0.0171171085473325
120,1,175121,-0.40274804121155,0.162167668308306,0.0134723238836246
121,1,175281,-0.384166662204284,0.162435467778919,0.0185682667869777
