SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.205432659984813,0.131150015717074,0.118152261545442
9,1,27272,0.213527534232675,0.129129449563638,0.0990992296774455
16,1,27843,-0.143297637993434,0.126331529324894,0.257439128550633
17,1,27848,-0.143297637993434,0.126331529324894,0.257439128550633
18,1,28495,-0.0945607005852677,0.126463488517898,0.455120106245311
19,1,28975,-0.0942300149037947,0.125617513034258,0.4536734489665
26,1,31435,-0.211568968239624,0.124877828219831,0.0911078581976235
29,1,36146,-0.231749876285208,0.124126606940282,0.0627241124101466
31,1,37409,-0.150625709070981,0.125155907603123,0.229587585001643
32,1,37478,-0.130870072672098,0.125326804967802,0.297093315130534
33,1,39144,-0.0571910293572961,0.124910358152662,0.647337181150162
34,1,41499,-0.0854650939029478,0.124517804955909,0.492931373870106
37,1,51248,-0.168523229667787,0.124809334497184,0.177802340666
38,1,51462,-0.194384631307586,0.124873038605274,0.120447734295876
39,1,52124,-0.190991226335701,0.124717630446554,0.126568896855552
40,1,52667,-0.174624382819068,0.124584476497283,0.16189709710995
42,1,59265,-0.237650763292003,0.124225354333048,0.0565489433096851
43,1,60165,-0.24753343338572,0.124075781668427,0.0468093014653844
44,1,62308,-0.125111427655465,0.124458064100907,0.315465212749574
45,1,62869,-0.175344004231569,0.124270481243069,0.159129201871931
49,1,66841,-0.139644743871843,0.124457420918538,0.262613048291043
50,1,66948,-0.132290367427691,0.12524656594387,0.291581144494332
51,1,68621,-0.185665941180083,0.12471359630508,0.137449037589359
52,1,69417,-0.146136500782067,0.124530633582179,0.241387165738698
56,1,74327,-0.221009882810896,0.12490661679321,0.0776903291842836
57,1,74572,-0.199629509400278,0.124673339709582,0.110222573651425
58,1,75211,-0.227722092765629,0.124307697999926,0.0678053650916384
59,1,76030,-0.11488262720019,0.124747426055764,0.357720171320956
60,1,80108,-0.0964928532197411,0.124761998479127,0.439794172580505
61,1,81262,-0.0627866581781935,0.124775711957086,0.615140197036157
62,1,81999,-0.104493162149439,0.125001620578842,0.403757243455888
63,1,82431,-0.111101454146357,0.125578445112582,0.376911196700595
64,1,83284,-0.136415426293709,0.124591385183143,0.274305822378019
65,1,83613,-0.119027764318903,0.124628099072445,0.340199089375328
66,1,84112,-0.128346506315112,0.124615670059099,0.30374392587474
68,1,84858,-0.14937685014525,0.124902212265346,0.232518632595163
69,1,85751,-0.196706649363666,0.1252325405384,0.117140994751863
70,1,87445,-0.180717868662264,0.125567211540018,0.150976517957281
71,1,87467,-0.193033747022182,0.126176746214101,0.12694504216283
72,1,89070,-0.164824845411846,0.125495781393572,0.189904756376707
73,1,89616,-0.15417563951974,0.124855913671716,0.2177156423487
74,1,89679,-0.177755328203619,0.124782980843896,0.155180650615165
75,1,89880,-0.140397371926624,0.124949587055837,0.261932671992849
76,1,91472,-0.130540055212864,0.125910413433441,0.300553044427383
77,1,93789,-0.104727554667803,0.124678225949488,0.4014866211168
78,1,94351,-0.114381568258455,0.124983041771869,0.36072359761922
79,1,99148,-0.0864887364221613,0.124717840732416,0.488467391201215
82,1,106800,-0.176794853784936,0.124616344864661,0.156864935908239
83,1,107970,-0.222915710898198,0.124034700346964,0.0731577865279729
84,1,109000,-0.124455167188579,0.124644564502948,0.318730357836485
85,1,112549,-0.0391883227141578,0.124661709334722,0.753435364560236
86,1,112742,-0.0457276299922567,0.125141242135352,0.715025607932558
87,1,113050,-0.00982117654073222,0.124953250802909,0.937396270669509
88,1,113135,-0.0422516369553001,0.124615789126598,0.73476971822006
89,1,114076,0.0580689882588955,0.124597751572374,0.641465970725812
90,1,114628,0.138578242097801,0.124733503200816,0.267326845559957
91,1,116283,0.0696440710449517,0.125591662873842,0.579568825046628
93,1,127853,-0.0148812077006673,0.125409912368019,0.905611796384253
94,1,128302,0.00561346243197175,0.12493032804871,0.964186324233409
95,1,128704,0.0324651263278908,0.125043106088595,0.795299407421605
96,1,128911,0.0608288206742809,0.125026973276668,0.626896491603417
97,1,130267,0.131086242328346,0.124814748590648,0.294323298266025
98,1,130271,0.126391946504971,0.124977049290736,0.312555386058948
99,1,130613,0.141181975858796,0.126103878355736,0.263658722349711
100,1,132012,0.0462463241489122,0.126035389033182,0.713890149490346
101,1,133231,0.0163292231564733,0.125161889876894,0.89627300253577
102,1,137074,0.0672722204848248,0.124935600157006,0.590602207606201
103,1,137304,0.0210761191705708,0.125025308241867,0.866227632791849
104,1,139686,0.00709330892864285,0.125194080525477,0.954849288430694
105,1,149562,-0.00288360759408207,0.125480167297363,0.981678744685557
106,1,150447,0.0428021713244994,0.126851665796666,0.736001554202137
108,1,154084,0.0381127804352719,0.127247921354733,0.764722688595874
110,1,157269,-0.00890279829649199,0.124953445725121,0.943239994593757
111,1,160054,0.0106372955938605,0.126140241297861,0.932842563795947
