SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0300538282916432,0.0953647159192324,0.752836860046641
9,1,27272,0.0029249978158008,0.0939456383778985,0.975179469975512
16,1,27843,0.103195199764206,0.0915583784604942,0.260466910911713
17,1,27848,0.103195199764206,0.0915583784604942,0.260466910911713
18,1,28495,0.135892401149105,0.0914388497103931,0.138130400209766
19,1,28975,0.111415914339154,0.0909181495985271,0.221221594742537
26,1,31435,0.120962388886625,0.0906415785036941,0.182895859770663
29,1,36146,0.0318589995334491,0.0903854711670021,0.724689260195549
31,1,37409,0.0143180267623572,0.0908869683925947,0.874912012789583
32,1,37478,0.00504881409585656,0.0909678991783826,0.955770691139692
33,1,39144,-0.0771898718718744,0.0904599373699463,0.394069094214091
34,1,41499,-0.111137285787534,0.0901080627126631,0.218255477403862
37,1,51248,-0.0736602467281785,0.0906015917254765,0.416758756979849
38,1,51462,-0.060120096477272,0.0907529541088706,0.508109481946346
39,1,52124,-0.0920333378018939,0.0905539857458953,0.310165159824844
40,1,52667,-0.107234502149362,0.0903609663066049,0.23613029592594
42,1,59265,-0.0597391500456032,0.0904394889345526,0.50933639648144
43,1,60165,-0.0711549972429246,0.0903476388047582,0.43147735648646
44,1,62308,-0.0315166671204095,0.0903119526880948,0.727315696962403
45,1,62869,-0.0682504334220986,0.0902431022075703,0.449976589537397
49,1,66841,0.0240936581754074,0.0903496501300377,0.789877965763357
50,1,66948,0.00394056548161897,0.0909130508056391,0.965451559379287
51,1,68621,-0.048636872151705,0.0906300436344308,0.591845471465267
52,1,69417,-0.0778946499200575,0.0903318886488502,0.389098973267581
56,1,74327,-0.0847766727589018,0.0908121102041062,0.351179698040585
57,1,74572,-0.0896865312354554,0.0905563444404305,0.322659569983397
58,1,75211,-0.0656711131928426,0.0904492549824419,0.468286307503533
59,1,76030,-0.0243600882192337,0.090507479990726,0.787971501397792
60,1,80108,-0.107902364402378,0.0903129459209012,0.232982631762469
61,1,81262,-0.0841856014193769,0.0903501138328896,0.352091789543719
62,1,81999,-0.115630555336008,0.0904729880737094,0.202065510754074
63,1,82431,-0.139465976291556,0.0908084487615845,0.125476855453876
64,1,83284,-0.0602273021445836,0.0903915112666754,0.505658543804114
65,1,83613,-0.0370639277710092,0.0904168488583654,0.682111235711466
66,1,84112,-0.0190573616604046,0.0904426457940156,0.833233495986922
68,1,84858,0.090983812433249,0.0905742438292556,0.315815188491901
69,1,85751,0.0165819365812848,0.0910721456355284,0.855628588642297
70,1,87445,0.00186720231150458,0.0912688970508365,0.983689372027766
71,1,87467,-0.0322028313677858,0.091730736843111,0.725754077205715
72,1,89070,0.00130152778070125,0.0911725077804104,0.988618297295529
73,1,89616,0.0399661617655357,0.0906571189578734,0.659591688811655
74,1,89679,0.0175788974043155,0.0906887287058988,0.84641443448867
75,1,89880,0.0065902521315179,0.0907158565306557,0.942128017392916
76,1,91472,0.0346431578536685,0.0913713010382062,0.704806639182481
77,1,93789,0.0260797919232478,0.0904376815220881,0.773230429644892
78,1,94351,0.00282271701238208,0.0906862529850092,0.975186498688515
79,1,99148,0.00270355712952015,0.0904482189948098,0.976171145251503
82,1,106800,0.0327768957632403,0.0905535348512554,0.717597359251647
83,1,107970,0.0115293296593175,0.0902999251438479,0.898476364810183
84,1,109000,0.0134487680601506,0.0904583207288923,0.881896054259986
85,1,112549,0.0175256571399227,0.0903539354836906,0.846313504170384
86,1,112742,0.0487964770875866,0.090673600151427,0.590808993042124
87,1,113050,0.0367198207514556,0.0905370945248232,0.685298672650351
88,1,113135,0.0141139208138062,0.0903244062612892,0.875918899218572
89,1,114076,7.4685853820311e-05,0.0903275299364627,0.999340749217094
90,1,114628,0.0601031690253289,0.0904995219959262,0.507042630145586
91,1,116283,0.0581764716522416,0.0910070451828628,0.523073346496892
93,1,127853,0.0706651172117869,0.0908123103888565,0.437004961769492
94,1,128302,0.065107002080689,0.0904747019954337,0.472237890368077
95,1,128704,0.0402500695851826,0.0906058444063807,0.657146634447952
96,1,128911,0.0697401012621968,0.0905651623223794,0.441782644369367
97,1,130267,0.0652383439621106,0.0905316683015709,0.471624256073584
98,1,130271,0.0623585237322887,0.0906450175905649,0.491941036409665
99,1,130613,0.0909018143821987,0.0914254721710961,0.320771369183493
100,1,132012,0.0199826132336532,0.0913528791684146,0.82697827850643
101,1,133231,-0.0111423001002899,0.0907088494979267,0.902306976207443
102,1,137074,-0.0160991358122846,0.0905777257435715,0.859030410706578
103,1,137304,-0.0356562863662126,0.0905933877368387,0.69412435962393
104,1,139686,-0.0305694383469932,0.0907177537316678,0.736337470221652
105,1,149562,-0.000490448886297956,0.0909393307623099,0.995699961188497
106,1,150447,-0.000738611052002458,0.0919480486873968,0.993595266128671
108,1,154084,0.0305133027824197,0.0922178290820105,0.740929255628421
110,1,157269,0.0517822913788328,0.090516236717575,0.567633678270391
111,1,160054,0.038804517845818,0.0913952293176597,0.67140207766263
