SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0251629333995957,0.0816553104107253,0.758142039163188
9,1,27272,-0.000274723853920245,0.0804398492346344,0.997276942803488
16,1,27843,-0.0381867609269738,0.0785103110262513,0.626991321601914
17,1,27848,-0.0381867609269738,0.0785103110262513,0.626991321601914
18,1,28495,0.0214345958925276,0.0785296001893069,0.785051830703222
19,1,28975,0.0135810778555811,0.0780095569100719,0.861890559468324
26,1,31435,0.0327686070525254,0.0777866623869734,0.673819764365166
29,1,36146,-0.0215733680474574,0.0773964940153938,0.780608875127374
31,1,37409,-0.00379092788041913,0.0778232674192288,0.961176352307103
32,1,37478,-0.00782087355124822,0.0778893168987782,0.920075759838064
33,1,39144,-0.070694870236998,0.0774436409895658,0.361941454724314
34,1,41499,0.00405654134993847,0.0773196290431004,0.958188199322776
37,1,51248,0.131746527612352,0.0773317724081459,0.0893259643352285
38,1,51462,0.121665444603587,0.0774842105592063,0.117265269309958
39,1,52124,0.0387542610001293,0.077621638476269,0.617899242470836
40,1,52667,-0.00555183399780529,0.0775240337989084,0.942949368804793
42,1,59265,-0.0737577198992401,0.0773859770690211,0.341184087159957
43,1,60165,-0.0745647068246769,0.0773251559373167,0.335555285178852
44,1,62308,-0.0525749205893461,0.0772911430702213,0.49681153636402
45,1,62869,-0.0287898993004123,0.0773168846435298,0.709846509416042
49,1,66841,0.0074133759660551,0.0773675073948654,0.923717685946817
50,1,66948,-0.00110742567197913,0.0778433109838663,0.988657440026661
51,1,68621,0.015732069790684,0.077627938088682,0.839517626875257
52,1,69417,-0.020887713909624,0.0774189523627881,0.787470972604708
56,1,74327,-0.0804104974326555,0.0777348947844112,0.30164817896028
57,1,74572,-0.0775823452550969,0.0775354747056151,0.317703449004504
58,1,75211,-0.0945992511997396,0.0773400908899161,0.222085450244803
59,1,76030,-0.0214523122609054,0.0774954017863477,0.782079994280393
60,1,80108,-0.0982030124343816,0.0773089978316167,0.204826410165619
61,1,81262,-0.127464037001331,0.077158514209145,0.0994285734814202
62,1,81999,-0.14705269465703,0.0772498653343107,0.0577756064135173
63,1,82431,-0.111108771607852,0.07778843973166,0.15407659080134
64,1,83284,-0.189061270812586,0.0767886939851475,0.0142899225936618
65,1,83613,-0.167058726465466,0.0769245005164103,0.0305419058546817
66,1,84112,-0.156089826963461,0.0769983236988513,0.0433945801102303
68,1,84858,-0.157846134652215,0.077208048361655,0.0416529497451998
69,1,85751,-0.183182865731582,0.0773711222434028,0.0184430704970831
70,1,87445,-0.20260049379773,0.0774003092712991,0.00923699380117683
71,1,87467,-0.219124265061444,0.0776863969450313,0.00506387582693883
72,1,89070,-0.186807027779102,0.0774295416904004,0.0163480884837396
73,1,89616,-0.1657602786821,0.0771424906350396,0.032333521036407
74,1,89679,-0.150835696296724,0.077239085232773,0.051628282613331
75,1,89880,-0.155978047259252,0.077229936153129,0.0441740720017008
76,1,91472,-0.153135544799477,0.077825789867291,0.0498884271390872
77,1,93789,-0.0982274807856824,0.0772685481094173,0.204477478081701
78,1,94351,-0.0902559102233964,0.0775003003851231,0.244972287616159
79,1,99148,-0.070773803998769,0.0773535530653595,0.360848059911861
82,1,106800,-0.00886926197485982,0.0775482457626315,0.909008811313536
83,1,107970,-0.0143363887813437,0.0773161652427212,0.853001802877111
84,1,109000,-0.0766602963322932,0.077348651425876,0.322315314556614
85,1,112549,0.0306201095356629,0.07735134661933,0.692449312492109
86,1,112742,0.0242445079052431,0.0776592212239307,0.755079716844952
87,1,113050,0.0576850814766949,0.0774784688303669,0.457050962302939
88,1,113135,0.0286302892300895,0.0773267682890182,0.711417763444579
89,1,114076,0.047360696116803,0.0773006918694693,0.540481514210758
90,1,114628,0.0811640613765431,0.077417008728283,0.29517120936926
91,1,116283,0.0787593771647879,0.077855927911885,0.312420258768318
93,1,127853,0.0551613998909407,0.0777681290117845,0.47860282579917
94,1,128302,0.0586638651560682,0.0774616936660833,0.449358938281565
95,1,128704,0.0687029269748548,0.0775155653322119,0.376053158969464
96,1,128911,0.0761303845010698,0.0775045063490907,0.326639379903863
97,1,130267,0.0273290128167653,0.0775599285500421,0.724778606336065
98,1,130271,0.0318277691718762,0.0776471597788106,0.682126072927908
99,1,130613,0.0153689184138032,0.0783871499903125,0.844672689439689
100,1,132012,-0.0387192663541387,0.0781978739123019,0.620806012710619
101,1,133231,-0.0345714614136968,0.0776481422196919,0.656424783622965
102,1,137074,-0.00609979081755163,0.0775587991630878,0.937357719629397
103,1,137304,-0.0080175269817277,0.0775852635963253,0.917753184527062
