SNP,Chr,Pos,Effect,SE,MID2_RSN1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0354613426937178,0.0573971415266806,0.537089602278537
9,1,27272,-0.0604234679106179,0.0564742282700841,0.285381877465727
16,1,27843,0.000937890101998467,0.0552273370148261,0.986460288707586
17,1,27848,0.000937890101998467,0.0552273370148261,0.986460288707586
18,1,28495,0.0255117196129566,0.0552115590876642,0.644314285494912
19,1,28975,0.00354453028054569,0.0548587601570674,0.948519560566833
26,1,31435,0.00792846690439142,0.0547121094124925,0.884862683640919
29,1,36146,-0.0126454781220457,0.0544274483820832,0.81641137229165
31,1,37409,-0.0178579023171082,0.054717659144888,0.744341986751019
32,1,37478,-0.0292861218413881,0.0547507742824466,0.593056626610556
33,1,39144,-0.00372085391316235,0.0545226557076465,0.945629897341557
34,1,41499,0.0312457695967816,0.0543463413052515,0.565699565961399
37,1,51248,0.0412102424704807,0.0545591401773802,0.450553722033063
38,1,51462,0.0446954050149682,0.0546254795850196,0.413786209508976
39,1,52124,0.0288671893670188,0.0545815913593195,0.597220099176511
40,1,52667,-0.0280189892824636,0.0544953017788871,0.607465887606604
42,1,59265,0.0142739747525355,0.0544829045580932,0.793481982537979
43,1,60165,-0.00444070489709534,0.0544465132609198,0.935042144108544
44,1,62308,0.0174330150806308,0.0543792309644641,0.748716697542705
45,1,62869,0.0147553614202165,0.054374644364209,0.786269137616224
49,1,66841,0.0574059098529925,0.0543200817168918,0.291321804499707
50,1,66948,0.046890033856522,0.0546829184298603,0.391756149519733
51,1,68621,0.03035372577764,0.0545676382261662,0.578386415826967
52,1,69417,0.0278704274018354,0.0544268152129789,0.608921098333319
56,1,74327,-0.0539291087516731,0.0546710736396929,0.324598483242774
57,1,74572,-0.0470147137748338,0.0545432485093028,0.389288488704912
58,1,75211,-0.0403416330046025,0.054458775377961,0.459323071725979
59,1,76030,-0.00240427940518043,0.0545009373551527,0.964838110101392
60,1,80108,-0.0838118713147293,0.054305292925675,0.123642746616849
61,1,81262,-0.112798892758572,0.0541357138311029,0.0379126048184886
62,1,81999,-0.0876700798639747,0.0544008655666513,0.10795214623131
63,1,82431,-0.0614104783461539,0.0547616265110479,0.262873763675843
64,1,83284,-0.0653376559805639,0.0543487386389909,0.230094704393917
65,1,83613,-0.0560625174227194,0.054372066327341,0.303204339350596
66,1,84112,-0.0544147229177713,0.054382818129025,0.317712062367589
68,1,84858,-0.0374468837987032,0.0545772052832844,0.493083545049074
69,1,85751,-0.0878097421198466,0.0546385406898807,0.108925920945638
70,1,87445,-0.095858724216973,0.0547166309286683,0.0806572699247763
71,1,87467,-0.0993706234258023,0.0549879008086639,0.0715923231260359
72,1,89070,-0.102327080548475,0.054625094568068,0.0618584461381022
73,1,89616,-0.0957936624624827,0.0543620467485929,0.0789107149940737
74,1,89679,-0.0886560974342447,0.0544032787501509,0.104076043987301
75,1,89880,-0.0956294980422525,0.0543837067510566,0.0795422783681391
76,1,91472,-0.0825059165632966,0.0548513098162847,0.133430712892629
77,1,93789,-0.0961351389829213,0.0542189791343513,0.0770760004121325
78,1,94351,-0.0887676851040495,0.0543984253284449,0.103612065828303
79,1,99148,-0.059258109219583,0.0543684765606328,0.276485211417103
82,1,106800,-0.00692104872148445,0.0545320993233069,0.899078378655817
83,1,107970,0.00921088870844546,0.0543695704327071,0.865569176115025
84,1,109000,0.00338061221576857,0.0544673048816591,0.950544749836924
85,1,112549,0.0172477305381858,0.0543981991066872,0.751382200530649
86,1,112742,0.0289966238770907,0.0545961007938722,0.595675436166786
87,1,113050,0.039379991151904,0.0544857273111478,0.470307195257716
88,1,113135,0.0107018459047886,0.0543841635862916,0.844111075633252
89,1,114076,0.020695560110188,0.0543759906864943,0.703728216406614
90,1,114628,0.0264769039060507,0.0545065221849332,0.627441106755152
91,1,116283,0.0255646477532956,0.0548111108326586,0.641207173442072
93,1,127853,0.0318068922145245,0.054699722947376,0.561286910023202
94,1,128302,0.0206479171052904,0.0545046249449909,0.705042808233989
95,1,128704,0.0104810101067044,0.0545671181133096,0.847793457812937
96,1,128911,0.0251785082846311,0.0545595533249556,0.644733699834952
97,1,130267,-0.0203688334268778,0.0545393652789842,0.709022627427293
98,1,130271,-0.0157844813597516,0.0546084210298808,0.772713949687437
99,1,130613,-0.0253671923336736,0.0551087193553088,0.645575867840512
