SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00758224287341802,0.0882790194311413,0.931602934709534
9,1,27272,0.039556012920237,0.086928686040572,0.649360326843023
16,1,27843,-0.0292613052577281,0.0848825240139802,0.730504844775853
17,1,27848,-0.0292613052577281,0.0848825240139802,0.730504844775853
18,1,28495,-0.00280635879483621,0.0848980538184138,0.973648906641169
19,1,28975,-0.0377128191678507,0.0843067976276498,0.654912370419185
26,1,31435,-0.0300378040652236,0.0840920611086628,0.721154467877399
29,1,36146,-0.0213321945132963,0.0836658612760372,0.798895582049089
31,1,37409,0.0229539126656908,0.0841171045282834,0.78510468582446
32,1,37478,0.00522418158601462,0.0841978350558286,0.950560911514699
33,1,39144,-0.0507292045163867,0.0837705741324875,0.545187424988438
34,1,41499,-0.0358662105828648,0.0835597914972489,0.668019080952265
37,1,51248,-0.0383288676684787,0.0839125618093038,0.648116223615414
38,1,51462,-0.04555028522469,0.084016203799875,0.588049869301904
39,1,52124,-0.00239132481680984,0.0839372598562946,0.977287896474713
40,1,52667,-0.0644613189985946,0.0837325739919445,0.441905173384289
42,1,59265,0.0841556390440727,0.0836407101992087,0.315029509175172
43,1,60165,0.0880629476228014,0.083565919322637,0.292688783752422
44,1,62308,0.0316386372065937,0.0835882543144955,0.705282434372805
45,1,62869,0.0495536468496725,0.0835530969120843,0.553507578404556
49,1,66841,0.0509571247789352,0.0835901236271546,0.542514346829844
50,1,66948,0.0381376335191123,0.0841228978421945,0.650570856977034
51,1,68621,-0.0778443372413279,0.0838170855627981,0.353658114736964
52,1,69417,-0.0317344210151904,0.0836802189626783,0.704741795552035
56,1,74327,-0.00236183601924839,0.0841573310721768,0.977626542295483
57,1,74572,-0.0174719714172063,0.0839282192865829,0.83521039271445
58,1,75211,-0.00772890132334869,0.0837793580778335,0.926549321283861
59,1,76030,-0.0108894277649853,0.083778363220098,0.896657076064542
60,1,80108,-0.111363173715281,0.0835505760428017,0.183429708964499
61,1,81262,-0.0472082644034738,0.083691183530654,0.573059988464261
62,1,81999,-0.104250056347417,0.0837497643805494,0.214038283039379
63,1,82431,-0.143382164253666,0.0839846769409009,0.0886564043851989
64,1,83284,-0.115198469225252,0.0834921957988462,0.168536531885276
65,1,83613,-0.0604099183065224,0.0836460288349799,0.470644115906421
66,1,84112,-0.0772344260786423,0.0836160410065235,0.356284128876539
68,1,84858,0.0106655733604636,0.0839513839166925,0.898977403042973
69,1,85751,-0.0230656544320202,0.0842894332970448,0.784515006630455
70,1,87445,-0.0272543806283607,0.0844641184666732,0.747133127055898
71,1,87467,-0.0470016206879284,0.0848819565030651,0.580114731190908
72,1,89070,-0.0300564090163116,0.0843721678741679,0.721876600969028
73,1,89616,0.00879688155816587,0.0839320651376715,0.916586462411041
74,1,89679,0.0133572220297623,0.0839409892060553,0.873660341851341
75,1,89880,0.00319886858267901,0.0839650966177718,0.96963140153366
76,1,91472,0.0230660896416769,0.0845796156219853,0.785232130408419
77,1,93789,0.0165653417210321,0.0837123850285065,0.843249724836931
78,1,94351,-0.0242216285936675,0.0839274555080437,0.77305538582571
79,1,99148,-0.0570070332019381,0.0836620256547509,0.496067243709538
82,1,106800,-0.0750499060955971,0.0837347292867147,0.370713128038333
83,1,107970,-0.0333120780470733,0.0835627865426596,0.690394140033258
84,1,109000,0.0103244476516507,0.0837270900335847,0.901931231492386
85,1,112549,-0.00539884910930719,0.0836336181524301,0.948565988997643
86,1,112742,0.0241938326859804,0.0839500748742917,0.773368064450479
87,1,113050,0.00285026800361787,0.0838185683947095,0.972892216007936
88,1,113135,-0.0065803896361066,0.0836044813135557,0.937309021700442
89,1,114076,0.0389837944293512,0.0835794637524482,0.641196946996699
90,1,114628,0.0554654553514049,0.0837647164733576,0.50830217983443
91,1,116283,0.0592667129573395,0.0842238501025886,0.48209541700038
93,1,127853,0.0201294054781644,0.0841191536029966,0.811014680738824
94,1,128302,0.0162544840035952,0.0837983696815804,0.846309876714505
95,1,128704,0.0390679125563631,0.083860479186421,0.641597311909513
96,1,128911,0.0493918346892705,0.0838543414373939,0.556224990572777
97,1,130267,-0.0801980698167049,0.0837470607761052,0.338908538135209
98,1,130271,-0.080188189637086,0.0838467423929052,0.339541755205126
99,1,130613,-0.04694199110068,0.0847030145028195,0.579796276098531
