SNP,Chr,Pos,Effect,SE,RET2_EMP47_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00132951763690881,0.101525247042388,0.989559048270297
9,1,27272,-0.03792898699123,0.0999802136379361,0.704644991486832
16,1,27843,0.162460327881843,0.0972508880482688,0.095701297238345
17,1,27848,0.162460327881843,0.0972508880482688,0.095701297238345
18,1,28495,0.233040628911603,0.0968450608218546,0.0166272225937734
19,1,28975,0.212833442625905,0.0963196378667423,0.0277702687140478
26,1,31435,0.189761317519076,0.096197772680902,0.0493192743145381
29,1,36146,0.0908708365300292,0.0961061402822144,0.345037243872032
31,1,37409,0.218069212276021,0.0960493183762072,0.023786210412009
32,1,37478,0.200162457931558,0.0962433740230347,0.0382693816397457
33,1,39144,0.145361582177042,0.0960783524749765,0.131187543901854
34,1,41499,0.204944152985703,0.0955010557964716,0.0325552762631884
37,1,51248,0.247681841622174,0.0956267448087884,0.00999255782213233
38,1,51462,0.227162663643356,0.0959028908927065,0.0183898422650756
39,1,52124,0.238039031201457,0.0956960951929219,0.0133273813681425
40,1,52667,0.175492332087372,0.0959227347993696,0.0681654192430094
42,1,59265,0.138419597474719,0.0960456633906139,0.15041879989798
43,1,60165,0.155584111221447,0.095898149964098,0.105612793013943
44,1,62308,0.122430998254182,0.0959280877529016,0.202695981289598
45,1,62869,0.125565792935323,0.0959045027619514,0.191291289475457
49,1,66841,0.13440085587753,0.0959160089874102,0.162022387315094
50,1,66948,0.101387354485574,0.0966221008289601,0.294749433896112
51,1,68621,0.134509660927243,0.0962446098872553,0.163116550674101
52,1,69417,0.080618119554425,0.0961593314271425,0.402384298800471
56,1,74327,-0.0954342911562047,0.0966508388201644,0.324116544542486
57,1,74572,-0.0347482377412965,0.0965088313220823,0.719023259375357
58,1,75211,-0.0528576527930543,0.0963095098318873,0.583468340282079
59,1,76030,-0.0508193640276454,0.0963126177339315,0.598073691355311
60,1,80108,-0.0509146393425099,0.0962896848401198,0.597300606941523
61,1,81262,-0.0624004087826095,0.09623409937965,0.517132931826204
62,1,81999,-0.0293189385884118,0.0965139363263739,0.761474993466748
63,1,82431,0.0216145452011037,0.0969766586092513,0.823754704172919
64,1,83284,-0.0240880151515547,0.0962692114752937,0.802566527816181
65,1,83613,-0.00623823622891118,0.0962665663979388,0.948368576878164
66,1,84112,-0.0246729730341149,0.0962687918068647,0.797874253180209
68,1,84858,-0.0224596188529133,0.0965420729842949,0.816175217316947
69,1,85751,-0.0430800381262376,0.0969191979234542,0.656957585154794
70,1,87445,-0.100171557574695,0.0970048474524979,0.302477078211137
71,1,87467,-0.119751517775832,0.0974516347297686,0.219954006178568
72,1,89070,-0.083802542873819,0.0969460703680567,0.387941839649438
73,1,89616,-0.0842268745181055,0.0964223949322049,0.382973640401998
74,1,89679,-0.104577441974264,0.0963781797133902,0.278629427288188
75,1,89880,-0.107135753985581,0.0963947227749175,0.267140750169225
76,1,91472,-0.103051537516362,0.0971252544616463,0.289407598464429
77,1,93789,-0.0868539493998755,0.0961667031785779,0.367056707344283
78,1,94351,-0.0694475232267284,0.096460339456833,0.472026442279048
79,1,99148,-0.0461518630573405,0.0962464067766244,0.6318672689811
82,1,106800,0.0405884008203304,0.0963834086466657,0.673928136108842
83,1,107970,0.0743256192683032,0.0960405551070793,0.439508929878566
84,1,109000,-0.0583057485895805,0.0962413737791799,0.545018103621974
85,1,112549,0.000726088355749596,0.096182383677093,0.993981028493981
86,1,112742,0.0100738286696848,0.0965556294107154,0.916965245378162
87,1,113050,0.0646045661120783,0.0963333324720136,0.50289119965991
88,1,113135,-0.00474829644967363,0.0961488268015947,0.960640522715723
89,1,114076,6.42019186920806e-06,0.0961491589448334,0.999946760372867
90,1,114628,0.063358056819662,0.09633339435023,0.511162340320756
91,1,116283,-0.012760603554507,0.0969261445228805,0.895333880873471
93,1,127853,-0.0518740117316974,0.0967086499340982,0.592023621275094
94,1,128302,-0.116247388719402,0.0961776196242817,0.227597109766417
95,1,128704,-0.0790889751270651,0.0963804834624061,0.412432952926784
96,1,128911,-0.0792261917592911,0.0963908516272458,0.411673552132381
97,1,130267,-0.0845226380032643,0.0963323219708087,0.380862450707469
98,1,130271,-0.0812775776106273,0.096454806279575,0.399995160668374
99,1,130613,-0.140989533496655,0.0971646939454245,0.147657700596696
100,1,132012,-0.148755148142571,0.0969243447702228,0.125739718117397
101,1,133231,-0.172592875671921,0.0961191496754452,0.0734110896455847
102,1,137074,-0.134764075207636,0.096152629033901,0.161924057155829
103,1,137304,-0.141770233222498,0.09615770126893,0.141278270798687
104,1,139686,-0.14947243576108,0.0962518398318431,0.121335754753753
105,1,149562,-0.135793155414031,0.0965301973943474,0.160383450729453
106,1,150447,-0.163651377092859,0.0974857740750206,0.0940914457530777
108,1,154084,-0.164606508195587,0.0977848136266078,0.0931905800345983
110,1,157269,-0.144738312458327,0.0960863595052211,0.132875334476812
