SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.157404599998026,0.097129954210359,0.106005645552643
9,1,27272,-0.197325160487587,0.0954504366967875,0.0394338532612813
16,1,27843,0.0733086705290239,0.0936732560155711,0.434386833720883
17,1,27848,0.0733086705290239,0.0936732560155711,0.434386833720883
18,1,28495,0.0930684488615697,0.0936250516717341,0.320877002927615
19,1,28975,0.110593471507256,0.0929430864643336,0.234883278071814
26,1,31435,0.0724589317101938,0.0928024524869258,0.435451162668337
29,1,36146,-0.0071014086633937,0.0924028378631001,0.938784256398208
31,1,37409,0.044395577987629,0.0928731693632441,0.632929208718789
32,1,37478,0.0365314371617648,0.092962755884941,0.694579931120253
33,1,39144,0.00404300511564461,0.0925585318777227,0.965183761941544
34,1,41499,0.0687510495342232,0.0922294818267572,0.456505066193396
37,1,51248,0.0442220995383898,0.0926650374633063,0.633497024957121
38,1,51462,0.0358244768600388,0.0928010334484569,0.699703064911951
39,1,52124,0.0582574819681663,0.0926430491196118,0.529861728784488
40,1,52667,0.0646622511142222,0.0924823528653262,0.484897006886596
42,1,59265,-0.00899721839485557,0.0924984416342994,0.922568083714129
43,1,60165,-0.036441732626835,0.0924094291650076,0.693560192579086
44,1,62308,-0.0224470287552368,0.0923203992817313,0.80803609905122
45,1,62869,-0.0184153768838434,0.0923113300742786,0.841992720766838
49,1,66841,0.0371903620091573,0.0923388274447497,0.687368784174458
50,1,66948,0.040176365738314,0.0929022592747824,0.665672323360243
51,1,68621,-0.0544009244703528,0.0926298819828156,0.557382076930584
52,1,69417,-0.0421280432731877,0.0924025808889988,0.64872895038184
56,1,74327,-0.0725805116811004,0.0928576330718684,0.43495471023307
57,1,74572,-0.0186071750175469,0.0926852328287303,0.841004494254177
58,1,75211,-0.0715552384053221,0.0924431385566323,0.439421699465774
59,1,76030,0.0834559393155525,0.0924148687665342,0.367111196415825
60,1,80108,0.0818143417911609,0.0923971267048724,0.3765091199608
61,1,81262,-0.00503110479610111,0.0924643241484807,0.956638250796333
62,1,81999,0.083238218952977,0.0925845852844836,0.369238606335569
63,1,82431,0.0613108062473261,0.0930721066749588,0.510488823008324
64,1,83284,0.100587490511899,0.0922964652133448,0.276531274546048
65,1,83613,0.167925718172103,0.0920083275439167,0.0688287018797646
66,1,84112,0.198063114293086,0.0918486234651868,0.0317267322601666
68,1,84858,0.174996287925275,0.0922434905026548,0.0586290116526766
69,1,85751,0.143051957538035,0.0927817255984374,0.12401527456247
70,1,87445,0.162463976342798,0.0928887880796314,0.0811573795276783
71,1,87467,0.176725870413727,0.0933058613993341,0.0590357877126199
72,1,89070,0.187115556346662,0.0926581671474174,0.0441991216407775
73,1,89616,0.126678954270081,0.0924449711710964,0.171458647474861
74,1,89679,0.124499856869573,0.0924651248421484,0.179020684566867
75,1,89880,0.107432719629466,0.0925492756854847,0.246500962597081
76,1,91472,0.104159647020868,0.0932493818026305,0.264753613571109
77,1,93789,0.0537623900804061,0.0924073149139526,0.561074108579968
78,1,94351,0.0653817987912636,0.0926295807904177,0.480752283064981
79,1,99148,0.0605781250137037,0.0923953687118543,0.512482674964726
82,1,106800,0.0795839653421876,0.0924793592825478,0.390064957237934
83,1,107970,0.0799639951387045,0.0922038688261635,0.3863930560749
84,1,109000,0.0846418740492921,0.0923549004033926,0.36003829389452
85,1,112549,0.11720158756976,0.0921491425200397,0.204257127506592
86,1,112742,0.0604683747251581,0.0926640021683708,0.514467805081726
87,1,113050,0.0500274575876374,0.0925255893799372,0.589063783876029
88,1,113135,0.0344755867365051,0.0923098936844488,0.709017935784255
89,1,114076,0.0847447815279243,0.0922178877327116,0.358742678550673
90,1,114628,0.0650550650519456,0.0924969179569136,0.482319066036164
91,1,116283,0.0660119024010944,0.0930101854472058,0.478341568102263
93,1,127853,-0.021767916687931,0.0928959995665556,0.814868013160242
94,1,128302,-0.0965335726985225,0.0924036346643785,0.296879028888926
95,1,128704,-0.139701871282564,0.0923396031570918,0.131196280401153
96,1,128911,-0.119534497290674,0.0924300414878766,0.196772723818141
97,1,130267,-0.0302279668368416,0.0925908507661523,0.744263629788459
98,1,130271,-0.0370142549573921,0.0926938044018957,0.689900777613675
99,1,130613,-0.134403841888852,0.0933073312136073,0.150628589328995
100,1,132012,-0.037939759939005,0.0933606807856406,0.684710871756981
101,1,133231,-0.0799070635929964,0.0926222825703336,0.388877353718469
102,1,137074,-0.0584907847447713,0.0925356568185757,0.527737783213789
103,1,137304,-0.0788940275003264,0.0925249555412652,0.394415851069318
104,1,139686,-0.0642679931479866,0.0926788048637203,0.488484054764799
105,1,149562,-0.0582530672057134,0.0929017609810764,0.531038723453049
106,1,150447,-0.0724693108621961,0.0939053658926572,0.440792411995398
108,1,154084,-0.0527265758625627,0.0942331332208822,0.576152655114588
110,1,157269,-0.0635903031265464,0.0925019962335434,0.492251934538639
111,1,160054,-0.0860058500074054,0.0933311344584721,0.357412037478902
112,1,166222,-0.104820110159801,0.0925842562605675,0.258336006949748
113,1,166416,-0.106770089206508,0.0923892873952934,0.248604130621281
114,1,167326,-0.0777209435766762,0.0929979363402204,0.40387346707974
115,1,168836,-0.116323335185109,0.0924416470831122,0.209099236394328
116,1,171200,-0.103446436258205,0.0926239919668962,0.264821152748048
117,1,171431,-0.105039556142218,0.0931992380489606,0.260489796389544
118,1,173339,-0.166496531231344,0.0922158726393089,0.0718469904142179
119,1,173845,-0.156318900470324,0.0921892182656743,0.090837511340921
120,1,175121,-0.14803657548777,0.0920437417112764,0.108657214580589
121,1,175281,-0.180812784039612,0.0919566767964713,0.0500492283110419
122,1,175315,-0.178709564769226,0.091939062658891,0.0527159894451127
123,1,175523,-0.179462288026036,0.0924614142994157,0.0530609607707024
124,1,175541,-0.180265964869956,0.0920755781866196,0.0510404352454912
125,1,175653,-0.130288277636584,0.0926077884781622,0.160342028872878
128,1,175856,-0.199272154911792,0.0938024666899682,0.0343329136402457
129,1,175876,-0.160718438881688,0.0925590422182725,0.0833676435173378
130,1,175989,-0.163872647321137,0.0928097567324349,0.0783134100380166
131,1,176001,-0.177858884434429,0.0932250280449845,0.0572224294728463
133,1,177692,-0.16916053691553,0.0919902250307534,0.0667701672837345
134,1,178191,-0.152321997102704,0.0921656689198838,0.0992814748927561
135,1,178224,-0.16916053691553,0.0919902250307534,0.0667701672837345
136,1,178960,-0.180173140256784,0.0926731660595544,0.0526681213204606
140,1,183802,-0.0935212875199433,0.0923073099152295,0.311681740521614
141,1,183954,-0.0755217361518167,0.0930276201997296,0.417441675278961
142,1,184450,-0.0100810410229565,0.0922975879457197,0.913087494518363
144,1,184718,-0.0319039235691013,0.0928080330631544,0.731229551474974
145,1,185296,-0.0179774777622508,0.0924248293822429,0.845889100547039
146,1,185438,-0.0378559626799579,0.0924121836840859,0.682316643361489
147,1,185469,-0.0307819896919597,0.0925530474685855,0.739643073658499
148,1,185503,-0.0113212765802283,0.0923261632650522,0.902475717657481
149,1,185705,-0.0461030001781954,0.093327771553962,0.621620370774269
150,1,185749,-0.0205291088413565,0.09335363013065,0.826070764457412
151,1,185806,-0.0346405716365042,0.0934665026319641,0.711142749039138
152,1,185879,-0.0252967356646583,0.0939267653424464,0.787837690328648
153,1,185916,-0.0403316260709163,0.0938691498344298,0.667706620612807
154,1,185941,-0.0178850713181295,0.0942979014377589,0.849680163155683
155,1,185954,-0.036124445992603,0.094558565282625,0.702667133059191
156,1,186055,-0.0434331284785099,0.092661692108222,0.639553404898923
157,1,186896,-0.0618343997275273,0.0941526511610106,0.511772010014165
161,1,190132,0.10285495739478,0.0926465022290819,0.267674054893417
162,1,190148,0.0914250896060287,0.092708474643784,0.324731632286038
163,1,190165,0.117788247514907,0.0933391625398726,0.207804210890598
164,1,190169,0.114341789201021,0.0932343963448229,0.220869136741534
165,1,190933,0.0994581455958599,0.0925238149520487,0.283132892599228
166,1,192149,0.027581817252568,0.093421274333155,0.767983139004695
168,1,192303,-0.0954920152697674,0.111269928022212,0.391363553469196
171,1,192795,0.0867258863419213,0.0923844359249281,0.348501000823019
173,1,194187,0.00162462928589319,0.0925762747532512,0.986008486033643
174,1,194867,-0.0454435962777273,0.0924943150194621,0.623510895690733
190,2,8314,0.075933166992688,0.0940057079211903,0.419778135229765
194,2,8498,0.0699855551855376,0.0938808735466385,0.456482557950151
195,2,8651,0.0850554051513878,0.0939336880712205,0.365826895655714
197,2,9812,0.0723368948440206,0.0945231168881897,0.444614637531459
198,2,9932,0.0696109562099108,0.0941557749671831,0.460205920407297
199,2,10135,0.0744788330913165,0.0937840399060729,0.427640180076441
200,2,11616,0.0492112005802906,0.0937315593325945,0.599896961037075
201,2,12133,0.0778522208052995,0.0940496820789759,0.408355720600831
202,2,12194,0.0707339427231821,0.0944299335195867,0.454318250328201
203,2,12359,0.0585132470312268,0.0941771626399854,0.534796438531988
204,2,13061,0.0543834087575734,0.0941772369614802,0.563998153048711
205,2,14298,0.0625954594040975,0.0944602131074093,0.507977683214099
206,2,15222,0.0321564010471684,0.0954252967940287,0.736332359095378
207,2,17986,0.0732751636266915,0.093687007294309,0.434664085320283
208,2,19770,0.074342027183864,0.0943335066050249,0.43118079188548
209,2,19836,0.0599566614774826,0.0941029668916553,0.524447357537409
210,2,19851,0.0719449118272758,0.0943550686181954,0.446276071893375
211,2,21595,0.102674019176631,0.0938838003866634,0.27486357289114
212,2,22385,0.113587859311063,0.0939373545883772,0.227400129775178
213,2,23441,0.0564440778103572,0.0949984665339977,0.552787168904685
214,2,24209,0.0555971559653694,0.0942168797658789,0.555502751160377
215,2,24341,0.0730300731465614,0.0944063144605757,0.439701712667597
216,2,26815,0.046060685694066,0.0943412255440386,0.62568654951027
217,2,28209,0.0679687118093195,0.0943354897991018,0.471694089751058
221,2,41245,0.0392602105435214,0.0940194947720555,0.676511587693908
222,2,43214,0.0853732634833242,0.095459319962306,0.371748385866684
223,2,47104,-0.0359865350414761,0.0928834776599824,0.69866589882677
224,2,50915,0.0645120939441088,0.0937531678133403,0.491838107557598
225,2,55834,0.0761928559502346,0.0932944192043672,0.41465496248373
226,2,56422,0.0487200267743324,0.0935135198040542,0.602697283676224
227,2,57715,0.0347670871024623,0.093222722259347,0.709412107891492
228,2,59046,0.102921657398063,0.0935525217031308,0.272017135844321
229,2,59191,0.0667014756892145,0.0931085410623114,0.474227891959695
230,2,59383,0.103741183117678,0.0930393322810566,0.265598230332377
231,2,59477,0.0761558993765762,0.0945185212487296,0.420944067583488
233,2,60471,0.0984651623133378,0.0931813012121898,0.291368791424961
234,2,60478,0.104130719443553,0.0932705391373822,0.264994305532491
235,2,60786,0.130379718780653,0.093022952108594,0.161917360395218
236,2,61035,0.0883653295611547,0.0931560508252426,0.343486677592595
