SNP,Chr,Pos,Effect,SE,ERG11_HYR1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0514425497902482,0.0912238728748703,0.573169765612468
9,1,27272,-0.0411013060346368,0.0898677388277599,0.647698477833486
16,1,27843,0.00641965947477053,0.0877667629514116,0.941732526446522
17,1,27848,0.00641965947477053,0.0877667629514116,0.941732526446522
18,1,28495,0.0384760044080947,0.0877449548873165,0.661293413971314
19,1,28975,-0.0102674415308177,0.08718045189202,0.906315068251996
26,1,31435,0.0260491989471499,0.0869401232630942,0.764641621085954
29,1,36146,-0.0416903667165079,0.0864743560123238,0.63002482456273
31,1,37409,0.0322809252087587,0.0869535563957077,0.710679034384117
32,1,37478,0.0164100670180019,0.0870409106101243,0.850567340883382
33,1,39144,0.0222643658558912,0.0866399792834543,0.797347278601673
34,1,41499,0.0386492774019775,0.086383250439843,0.654848901187206
37,1,51248,0.00230494519710021,0.086775445063175,0.978823946258998
38,1,51462,0.00127793213861329,0.0868931734857146,0.988274296141917
39,1,52124,0.0351102580030718,0.086755407685454,0.685940240032482
40,1,52667,-0.0890099133571529,0.0865068350372512,0.304214700432746
42,1,59265,-0.0306640483846026,0.0865773742299003,0.723414818440067
43,1,60165,0.016243300265681,0.0865230016550289,0.851193121569859
44,1,62308,0.0242287075023922,0.0864225389959761,0.779371897850084
45,1,62869,0.0654819525444525,0.0863509977389848,0.448763589943584
49,1,66841,0.0641747688367044,0.086394539169481,0.458090458773946
50,1,66948,0.0512588604683577,0.0869498698826676,0.555888276862028
51,1,68621,-0.0512483574644809,0.0867141060387276,0.554896162350131
52,1,69417,-0.0537502279524352,0.0864800142713721,0.534649814760391
56,1,74327,0.0520430398807911,0.0869589357132232,0.549904620249333
57,1,74572,0.0531983560170891,0.0867252023055514,0.539998414414509
58,1,75211,0.0509121014185523,0.0865708358168692,0.556842827792855
59,1,76030,0.120070345360067,0.0863771466731228,0.165383298301121
60,1,80108,0.0030804182051643,0.0865926009628428,0.971642395967755
61,1,81262,-0.0230068512171037,0.086551358041477,0.790535072289404
62,1,81999,-0.104450309220481,0.086593139205102,0.228540773598617
63,1,82431,-0.116197044763158,0.0869625277944744,0.182353188004127
64,1,83284,-0.0972252029553766,0.0863929124730961,0.261190911411709
65,1,83613,-0.047541359453456,0.0865012145782263,0.582938975602378
66,1,84112,-0.064397837392955,0.0864798561501207,0.456974500719739
68,1,84858,0.0511472480102549,0.0867493139633259,0.555837161703678
69,1,85751,-0.022853811650118,0.0871402663399247,0.793270392354197
70,1,87445,-0.0304882734791255,0.0873179048634978,0.727174338130785
71,1,87467,-0.0645335280837406,0.0877229560578305,0.462431294835751
72,1,89070,-0.0251714078787229,0.087230435303897,0.773085781178209
73,1,89616,-0.0261519948139937,0.0867602468106575,0.763265392640789
74,1,89679,-0.00533674897432902,0.0867819349615933,0.950998937702525
75,1,89880,0.01206612323452,0.0868020127645535,0.889523560119184
76,1,91472,0.0451807024234039,0.087415648884826,0.60558513898781
77,1,93789,-0.0249933518863074,0.0865375295993447,0.772892345959233
78,1,94351,-0.0475727941605686,0.0867385823477157,0.583721583988128
79,1,99148,0.0027020368622363,0.086547633954594,0.975111552245948
82,1,106800,0.00359101526395816,0.0866642855828255,0.966971795555238
83,1,107970,0.0242539373428235,0.0863980969099463,0.779087283703296
84,1,109000,0.0150348764389285,0.0865563209340177,0.862200407613551
85,1,112549,-0.0386026368426282,0.0864376181415808,0.655441113719684
86,1,112742,0.00387504764400187,0.0867986447092931,0.964416231829563
87,1,113050,0.0299634191684313,0.0866381923556577,0.729664934448439
88,1,113135,0.000596165258180681,0.0864321538256238,0.994500536008217
89,1,114076,0.0395073120929574,0.0864065773742473,0.647790048836075
90,1,114628,0.045561172325257,0.0866168789256292,0.599212936911628
91,1,116283,0.0661867914079333,0.0870615191184992,0.447624479751471
93,1,127853,0.0132275153781229,0.0869676797349102,0.879197392737249
94,1,128302,0.0138984049988098,0.0866333041561175,0.872635723883344
95,1,128704,-0.00359656359369925,0.0867224912216032,0.96694298343074
96,1,128911,0.0184536200452334,0.0867267391467761,0.831622244527917
97,1,130267,-0.00390727136407015,0.0866909386988091,0.964075980664927
98,1,130271,0.0047518382967825,0.0867937107224135,0.956369684408664
99,1,130613,0.0737136987383193,0.0875172671021809,0.40020373188137
100,1,132012,-0.0590613940852518,0.0873626772500074,0.499452617812034
101,1,133231,-0.0751060852434617,0.0867067892774663,0.38696464582397
102,1,137074,-0.0687146362757718,0.0865982484863507,0.428026824704405
103,1,137304,-0.0685941063935833,0.0866286729564824,0.428998799879892
104,1,139686,-0.0736420938305306,0.0867309933030188,0.396408742457531
105,1,149562,-0.0380169748147829,0.0869940511706516,0.662373764676907
106,1,150447,-0.0412413984461557,0.0879554153600972,0.63943783645503
108,1,154084,-0.010693566408474,0.0882527873213647,0.903625541659009
110,1,157269,-0.0657646694123124,0.0865821438522127,0.448022252801873
111,1,160054,-0.0245432043124324,0.0874663875447143,0.779180403876648
112,1,166222,-0.000459496381617908,0.0868291422821512,0.995780635545196
113,1,166416,-0.00958633187442343,0.0866513669956431,0.911971794080052
114,1,167326,-0.0291253902725564,0.0871314888678761,0.738374786238835
115,1,168836,-0.0606491572082519,0.0866722089471367,0.484542300975056
116,1,171200,0.00575935413423639,0.0868616474614702,0.947172606286246
117,1,171431,-0.0211383716234878,0.0873972325701803,0.809024861411117
118,1,173339,-0.0429193170463616,0.0866946682123274,0.620863698596499
119,1,173845,-0.0614585612815289,0.0865911056644314,0.478323987867833
120,1,175121,-0.0359662930134156,0.0864598710438277,0.677671362185219
121,1,175281,-0.0492834392180577,0.0865148111266936,0.56927526287605
122,1,175315,-0.049782512319411,0.0864867421938867,0.565246514877817
123,1,175523,-0.0425223331505203,0.0869881429388967,0.625266271463841
124,1,175541,-0.0496722404481948,0.0866221081375845,0.56671461249483
125,1,175653,-0.0700368626009319,0.0868567174544698,0.420584304258507
128,1,175856,-0.0294979594952701,0.088357943502415,0.738693886176393
129,1,175876,-0.0389518277072335,0.0869928796076103,0.65460193402758
130,1,175989,-0.0485720538271042,0.0872275537308272,0.577987551794412
131,1,176001,-0.050016506658176,0.0876801662592099,0.568740418944534
133,1,177692,-0.0410356265389833,0.0864997510512793,0.635506827058671
134,1,178191,-0.0394217550341276,0.0865878168770288,0.649187263531359
135,1,178224,-0.0410356265389833,0.0864997510512793,0.635506827058671
136,1,178960,-0.06411098474528,0.0871516254370751,0.462446942436516
140,1,183802,0.00518113709563719,0.0865377770473942,0.952291945761551
141,1,183954,-0.0116317038856809,0.0871660410528042,0.893919027440394
142,1,184450,0.0156488892590479,0.0864010138385811,0.856377898803874
144,1,184718,-0.00450970957924578,0.0868956268060142,0.958639319963085
145,1,185296,0.016149596456208,0.086523051345216,0.852041658782947
146,1,185438,0.015350777088493,0.0865275488233373,0.859288790015454
147,1,185469,0.00864931987769178,0.0866550656220371,0.920549284325817
148,1,185503,-0.00532612447546651,0.0864316947669866,0.950898449692284
149,1,185705,-0.0026724395717619,0.0873980430513464,0.97562353036806
150,1,185749,-0.0219098508321963,0.0873903785905284,0.802182342346203
151,1,185806,0.0235309796193704,0.08750589716727,0.788158070086475
152,1,185879,-0.0286937087090985,0.0879244792605376,0.744356784863856
153,1,185916,0.0168933459830889,0.0878931477374115,0.847693543807432
154,1,185941,0.00754701911174577,0.0882797280721952,0.931920445194486
155,1,185954,-0.0115987471174105,0.0885363075602619,0.89584554999279
156,1,186055,0.0321319161869843,0.0867545565400234,0.711323539845614
157,1,186896,0.0661130828860885,0.0881237732633307,0.45361604529587
161,1,190132,-0.0817768332375771,0.0867723865144867,0.346617449015339
162,1,190148,-0.0857796100550038,0.0867876770056065,0.323641275062189
163,1,190165,-0.097882788844638,0.0874204034729919,0.26361183912269
164,1,190169,-0.0894451101394772,0.0873366394125635,0.306469572300042
165,1,190933,-0.1485885740196,0.0863957805009706,0.0863345255582495
166,1,192149,-0.0932346392908139,0.0873254114139504,0.286399429992289
168,1,192303,0.0378460695509677,0.104253507108339,0.716807496329517
