SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.109214265902335,0.0727467872996494,0.134173642534209
9,1,27272,0.0417837888733297,0.0718482751272815,0.561237019799601
16,1,27843,-0.0760044262625774,0.0700652322296604,0.278765313172799
17,1,27848,-0.0760044262625774,0.0700652322296604,0.278765313172799
18,1,28495,-0.022319639923515,0.0701729973033672,0.750623002660102
19,1,28975,-0.0389420700917695,0.069683100078186,0.576621666618141
26,1,31435,-0.0208486724637878,0.0695203576926709,0.764435245401195
29,1,36146,-0.0273676470224166,0.0691553523030772,0.692534760533388
31,1,37409,-0.00112602953646623,0.069544661624366,0.987090796632841
32,1,37478,0.0040807873959684,0.0696041319668659,0.953281166751909
33,1,39144,-0.0869117103491681,0.0691322563397648,0.2095195018563
34,1,41499,-0.0575110862089231,0.0690268245158863,0.405312170356082
37,1,51248,-0.00226992233989316,0.0693886553711719,0.973921816235147
38,1,51462,-0.00781123038247117,0.0694816084420191,0.910553067428552
39,1,52124,-0.0287120685526364,0.069371930407067,0.679208971284878
40,1,52667,-0.0619255739859195,0.0691991064665568,0.371455773999553
42,1,59265,-0.0516190562155287,0.0691880795789933,0.4561224925203
43,1,60165,-0.0494628209197271,0.0691401791935001,0.474835383387525
44,1,62308,-0.109736648910611,0.0688669537139024,0.111952288873408
45,1,62869,-0.102804389464954,0.0688885433544485,0.136506004873131
49,1,66841,-0.0972810492972095,0.0689439231371473,0.159120285749441
50,1,66948,-0.0833860699298893,0.0694206586780978,0.230490259594307
51,1,68621,-0.0405763117484367,0.0693403148798126,0.558803020045619
52,1,69417,-0.0455873081235704,0.0691477252995481,0.510149579170562
56,1,74327,-0.0665763205820954,0.069480384780177,0.338616153161726
57,1,74572,-0.10561065126952,0.0691574021160047,0.127630262230399
58,1,75211,-0.0479373619603239,0.0692119698289439,0.489005547342017
59,1,76030,-0.0750711724092586,0.0691436298903533,0.27834024539367
60,1,80108,-0.100798655607395,0.0690344528202631,0.145146207594507
61,1,81262,-0.146007906127276,0.0687787927773336,0.0344609098127167
62,1,81999,-0.180794354411296,0.0687149641548898,0.00888462082428044
63,1,82431,-0.135097997742626,0.0693420979568707,0.052173313831243
64,1,83284,-0.182989746152545,0.0685178614130717,0.00791994819565219
65,1,83613,-0.148901641837238,0.0687436654863167,0.0309769228362644
66,1,84112,-0.156323051446813,0.0687046581689681,0.0234874741012814
68,1,84858,-0.111419567633955,0.0691481141843644,0.108004263157216
69,1,85751,-0.134534734312782,0.0693183430682772,0.0530753402553227
70,1,87445,-0.0761314295710659,0.0697168599719426,0.275573933510429
71,1,87467,-0.109900182842751,0.0699559804091583,0.117080720695533
72,1,89070,-0.0525232548862452,0.0697047084173213,0.451645261217876
73,1,89616,-0.0790039016472208,0.0692579328476614,0.254759821807466
74,1,89679,-0.0548201058404046,0.0693328842400137,0.429661787872412
75,1,89880,-0.0440180212004557,0.0693722853764036,0.52615328514113
76,1,91472,-0.0383658482289232,0.0698972426327216,0.583428432628265
77,1,93789,-0.0756056701168964,0.0690895298816693,0.274563231255503
78,1,94351,-0.0907289333563884,0.0692205223596833,0.190803442317988
79,1,99148,-0.101286360447451,0.0689963352211363,0.142995699318294
82,1,106800,-0.0468486813382989,0.069255098423834,0.499188166183548
83,1,107970,-0.098362337404692,0.0688960369452537,0.154264504429344
84,1,109000,-0.0903319619473385,0.0690492460814762,0.191648143963619
85,1,112549,-0.0355207207789127,0.0691122227088733,0.607603524119905
86,1,112742,-0.0254342827303567,0.0693942354913239,0.714197669539873
87,1,113050,0.0129769472065671,0.0692872327032643,0.851539265714618
88,1,113135,-0.0516657268061949,0.0690594606994435,0.454877499015368
89,1,114076,-0.0148056108032948,0.0691096955720101,0.830488682321955
90,1,114628,-0.004292786529531,0.0692886581630223,0.950633642993423
91,1,116283,0.0335136038875349,0.0696515765878743,0.630700372811048
93,1,127853,-0.0189034652442595,0.06953740903415,0.785899368772715
94,1,128302,-0.0754246301286212,0.0691611446763438,0.27620878177932
95,1,128704,-0.0441145606524176,0.0693067552312803,0.524855470854319
96,1,128911,-0.066739156390543,0.0692631646471501,0.335926594754929
97,1,130267,-0.0641009061652679,0.0692373085251983,0.355174870425579
98,1,130271,-0.0567729959878455,0.0693377800541491,0.413459342860506
99,1,130613,-0.0550794507385576,0.0699907964423352,0.431837532667638
100,1,132012,-0.0271868906378768,0.0698884937160541,0.697507867854062
101,1,133231,-0.0955472057527699,0.0692208823591709,0.168360544896212
102,1,137074,-0.118260451714422,0.0690223190115732,0.0875233065402589
103,1,137304,-0.120370816369098,0.0690361778875421,0.0821011172059786
104,1,139686,-0.12997069774279,0.0690784226452499,0.0607273197129701
105,1,149562,-0.121907339184191,0.0692791289297649,0.0793325546674992
106,1,150447,-0.16891838852767,0.0697773115398723,0.0159893474486097
108,1,154084,-0.0978527403306585,0.0703790494275373,0.165293299007823
110,1,157269,-0.133299398626078,0.0689264922059905,0.0539201054225281
111,1,160054,-0.169253188234577,0.0693664879105313,0.0151793210256676
112,1,166222,-0.154996123492074,0.0689397958804958,0.025174698887795
113,1,166416,-0.15500743227861,0.0687977590885534,0.0248669678674945
114,1,167326,-0.149656952180373,0.0692276719110193,0.0313045183500471
115,1,168836,-0.154989030333346,0.0688618472699928,0.0250179306440565
116,1,171200,-0.0793430779905572,0.0693295572784308,0.253219238128955
117,1,171431,-0.0995289447843573,0.0696906396148639,0.154131755037294
118,1,173339,-0.0734824115817291,0.0692377852737358,0.289276855257562
119,1,173845,-0.0912782159404658,0.0691201496449671,0.187499244514183
120,1,175121,-0.0173275016500693,0.0691471409616384,0.80227780012401
121,1,175281,-0.0430233659940016,0.0691741783374878,0.53437161835412
122,1,175315,-0.0387393748660013,0.0691595531236349,0.575735862282986
123,1,175523,-0.0420448529096192,0.0695463165175518,0.545860422532095
124,1,175541,-0.0409955693374344,0.0692639716380926,0.554313591155516
125,1,175653,-0.0546434759667825,0.0694567493082185,0.431969738633509
128,1,175856,-0.0421275107991548,0.0706296834896878,0.551252823657389
129,1,175876,-0.0341236728841584,0.0695586035848521,0.624032269777249
130,1,175989,-0.0375201868309835,0.0697522595878869,0.590980633375675
131,1,176001,-0.0432266999458607,0.0701067043643794,0.537906322916471
133,1,177692,-0.0602421698782893,0.0691159488362813,0.384013443006028
134,1,178191,-0.0379344069443683,0.0692295465440358,0.584071791236546
135,1,178224,-0.0602421698782893,0.0691159488362813,0.384013443006028
136,1,178960,-0.0684819260580251,0.0696475831765618,0.326151202894839
140,1,183802,-0.0529910007105054,0.0691414932219682,0.443942285673528
141,1,183954,-0.0729961371349443,0.0695944200671819,0.294951315188354
142,1,184450,-0.0579497909958737,0.0690236143447226,0.401720716416448
144,1,184718,-0.0411906707762331,0.0694504631172388,0.553497857725332
145,1,185296,-0.0236759464955704,0.0691788060923856,0.732371873579502
146,1,185438,-0.0269291319922663,0.0691787027707094,0.697311806092963
147,1,185469,-0.0271483164785357,0.0692783420562131,0.695388470643199
148,1,185503,-0.0545767885609288,0.0690531170112748,0.429848466082339
149,1,185705,-0.032338874605589,0.0698654358898317,0.643740093625204
150,1,185749,-0.0370576797938293,0.0698587965711011,0.596122777117042
151,1,185806,0.00152393098060931,0.0699799058448368,0.982638389430395
152,1,185879,-0.0633338022585658,0.0702372602308032,0.367824530068499
153,1,185916,-0.0560496004503032,0.0702227846735152,0.425309456830116
154,1,185941,-0.0643849645735456,0.0705090726934233,0.36178983881818
155,1,185954,-0.0665488399523723,0.0707098003237015,0.347269341559961
156,1,186055,-0.0359196427976327,0.0693591225373363,0.604867002134692
157,1,186896,-0.00832158786370349,0.0705216268623219,0.90613436892944
161,1,190132,0.070066443069697,0.0693733174664104,0.31319127581067
162,1,190148,0.0582466388328389,0.0694252501868954,0.402046357544165
163,1,190165,0.0682272781864177,0.0699342285192141,0.329934735252277
164,1,190169,0.059802253811152,0.0698686546181194,0.392620462947517
165,1,190933,-0.0176816561059698,0.0693675552916908,0.798950261589494
166,1,192149,-0.0170059018241593,0.0699352616460981,0.808017778547037
168,1,192303,0.0572186325197315,0.083324687120285,0.492725886037329
171,1,192795,0.023969626262572,0.0692308528805531,0.72937800682752
173,1,194187,-0.0589168157553419,0.0692289882611867,0.395322629369133
174,1,194867,0.0724243461362101,0.0691549084317627,0.29568837308308
190,2,8314,-0.103640404103269,0.0702186407459237,0.140844159040609
