SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0145138484304548,0.0955061913993561,0.879299292014917
9,1,27272,-0.0109754949702302,0.0940731685312121,0.907188093777474
16,1,27843,-0.0221885501162114,0.0918415419337578,0.809233494001081
17,1,27848,-0.0221885501162114,0.0918415419337578,0.809233494001081
18,1,28495,-0.0149144672774946,0.0918471914985844,0.871096784353802
19,1,28975,-0.0574587865962203,0.0911853832918314,0.529016196988342
26,1,31435,-0.00120239301233582,0.0909949012727497,0.989464644388285
29,1,36146,-0.0229611071591972,0.0905174661088031,0.799902103380779
31,1,37409,0.0012702777553282,0.0910151502971014,0.988872352722234
32,1,37478,-0.000670988646144677,0.0910934086995701,0.994127043725609
33,1,39144,-0.122214981264177,0.0904441168448511,0.177472347206002
34,1,41499,-0.125395613691129,0.0901795763125812,0.165250039652255
37,1,51248,-0.0238088858025304,0.0908022671913312,0.793315686361039
38,1,51462,-0.00875767386486348,0.0909330552231741,0.923329796526177
39,1,52124,-0.0647685793003424,0.0907456544794948,0.475861120930636
40,1,52667,-0.0838649226610741,0.0905556268764111,0.355018943018473
42,1,59265,-0.103339731396104,0.0904527601686123,0.254032243633823
43,1,60165,-0.0541945576440103,0.0905054012142605,0.549690883263219
44,1,62308,-0.00751272519881088,0.0904508844759716,0.933852010975815
45,1,62869,-0.0400994473058957,0.0904152212580458,0.657673447937666
49,1,66841,0.052626635491124,0.0904396661891804,0.561007001589097
50,1,66948,0.0485432745359552,0.0910016662184915,0.594069709415696
51,1,68621,0.106706038088221,0.0906139032187461,0.23975336533169
52,1,69417,-0.00576281122959083,0.0905508355819549,0.949291530665409
56,1,74327,-0.0641279197180664,0.0909852016797427,0.48138886930537
57,1,74572,-0.0139975381083493,0.0908037414109067,0.877578329384719
58,1,75211,-0.0403846714220203,0.0906157753124151,0.656109330217601
59,1,76030,-0.0722828902296727,0.0905595811116847,0.425302395239272
60,1,80108,-0.154815085520236,0.0902444293733308,0.0871295193444639
61,1,81262,-0.196694314499227,0.0899785907513697,0.0294710696228582
62,1,81999,-0.198516368211616,0.0901899938226797,0.0283764060904765
63,1,82431,-0.181041386581205,0.0907263855749923,0.0467602787121127
64,1,83284,-0.202535187442985,0.0899289467523347,0.0249255806796498
65,1,83613,-0.161640943632446,0.0901531841140076,0.0738355195979344
66,1,84112,-0.152038060987718,0.0902105184863419,0.0928010195122409
68,1,84858,-0.105112505925434,0.0906558993409208,0.247049630902089
69,1,85751,-0.107358044616435,0.0910225107479603,0.239006580098283
70,1,87445,-0.170084960568533,0.0909450395601594,0.0622841582776567
71,1,87467,-0.165394174393217,0.0914502229131124,0.0713685342044412
72,1,89070,-0.124363534344438,0.0910576686414499,0.172881748364033
73,1,89616,-0.133965535500863,0.0905264260126396,0.139805150991566
74,1,89679,-0.107022080369071,0.090639484808976,0.238499166848569
75,1,89880,-0.127564528576288,0.0905872226872964,0.159953242315687
76,1,91472,-0.0966486542539912,0.0913709143505852,0.290887397088986
77,1,93789,-0.128292015266003,0.0903149779379438,0.156346139391243
78,1,94351,-0.135695823843582,0.0905234504870994,0.134764019967408
79,1,99148,-0.100466487405103,0.0904147517010946,0.267249877546033
82,1,106800,-0.00687881106685853,0.0906941710537792,0.939584400991935
83,1,107970,-0.0873595620824087,0.0903065918739469,0.334023196099435
84,1,109000,-0.0934871047359518,0.0904488121970103,0.302034850625468
85,1,112549,0.0446072131314764,0.0904518776492119,0.622206455170392
86,1,112742,0.0362752820741804,0.0908150319985762,0.689809566894953
87,1,113050,0.090186581623035,0.0905556089234673,0.319968846167707
88,1,113135,0.0503639530854601,0.0904120388058986,0.577846831259536
89,1,114076,0.0477760768244451,0.0904160175789982,0.597551831917935
90,1,114628,0.100757761839789,0.0905218802944732,0.266433031484642
91,1,116283,0.115352260037855,0.0909780244516775,0.205664508857459
93,1,127853,0.139409371244794,0.0907122129300668,0.125230439070989
94,1,128302,0.171895971326463,0.090202771427346,0.0575062370289737
95,1,128704,0.136209085533038,0.0904658034775982,0.133053442302677
96,1,128911,0.138283464689987,0.0904669655805963,0.127271081968926
