SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0239607123006296,0.102867053685794,0.815951596381396
9,1,27272,-0.0428246297056367,0.101304371323485,0.672747977810119
16,1,27843,0.0598839130684236,0.0988811502541586,0.545159577130817
17,1,27848,0.0598839130684236,0.0988811502541586,0.545159577130817
18,1,28495,0.0818157102734452,0.098838226802261,0.408357784532253
19,1,28975,0.091013714366635,0.0981533253173775,0.354424776698796
26,1,31435,0.0917763940543683,0.0978906190924503,0.349121733368887
29,1,36146,0.0544195341046109,0.0974639960956471,0.576955796395186
31,1,37409,0.153552229064812,0.0976929714296019,0.116896555001006
32,1,37478,0.127878095566647,0.0978821539090745,0.192250284722237
33,1,39144,0.151338742239877,0.0973380524583436,0.120895797421163
34,1,41499,0.148850998298926,0.097077103765674,0.126090886359059
37,1,51248,0.287487274964862,0.0966101934653315,0.00312422865821768
38,1,51462,0.274208451310099,0.0968536218926908,0.0049036291083567
39,1,52124,0.162394308576688,0.0974317939502707,0.0964513639763735
40,1,52667,0.151434356888082,0.0973244875141685,0.120610374584338
42,1,59265,0.129220983937964,0.0973657885934337,0.185310101518448
43,1,60165,0.115212061317229,0.0973416844968817,0.237374201762435
44,1,62308,0.0396907860251954,0.0974044695906759,0.683899369495228
45,1,62869,0.0462135472544869,0.0973840805789525,0.635401681298985
49,1,66841,0.18469366575619,0.0969640260336562,0.0576231828975634
50,1,66948,0.146492591504156,0.0977487048078439,0.134854200793946
51,1,68621,0.268514709115616,0.0967436085205909,0.00580473988987927
52,1,69417,0.191848161312689,0.096998664630317,0.0487237190089795
56,1,74327,0.0659022754485795,0.0980081330636082,0.501758539296352
57,1,74572,0.117691382976024,0.097608991523002,0.228724069335094
58,1,75211,0.051585919162927,0.0975928710991861,0.597427019303284
59,1,76030,0.132436046814111,0.0973766944171666,0.174685699264062
60,1,80108,0.0549163979925245,0.0975646283707299,0.573879352500303
61,1,81262,-0.0716111645323952,0.0974970279158278,0.463134193680823
62,1,81999,-0.0826475286343564,0.0977108169362894,0.398216067941846
63,1,82431,-0.0967656637304518,0.098137737412267,0.32479918501445
64,1,83284,-0.0906175415923323,0.0974383785840144,0.353007420282039
65,1,83613,-0.0837546864570571,0.0974450114671364,0.390644074259576
66,1,84112,-0.0726714273735546,0.0974809676004497,0.456469536505534
68,1,84858,-0.0259445130854654,0.0978232658977664,0.790996163000003
69,1,85751,-0.0761486265531859,0.0981514864999627,0.438370279927897
70,1,87445,-0.149456172309294,0.0981208719085377,0.128607918345124
71,1,87467,-0.108543800866626,0.098789364473016,0.272630421034466
72,1,89070,-0.0810437936575413,0.0982441480524986,0.409972761836168
73,1,89616,-0.0497908999205163,0.0977738762959276,0.610898376886107
74,1,89679,-0.0586466951504415,0.0977723558130918,0.54900502789349
75,1,89880,-0.0891455342398427,0.0977318489409066,0.362315340894521
76,1,91472,-0.069659262713887,0.0985035022957011,0.479924002141269
77,1,93789,-0.0873967021633692,0.0974467129091881,0.370401338687951
78,1,94351,-0.0407611754793095,0.0977903661576686,0.677061964441089
79,1,99148,-0.0590899760298117,0.097506966319507,0.544899083605868
82,1,106800,-0.10785249578791,0.0975204635006843,0.26950246709535
83,1,107970,-0.0317001922689258,0.0973852347902295,0.744985451696496
84,1,109000,-0.0824904578841525,0.0974726685421293,0.39796251994833
85,1,112549,-0.0622673337815724,0.0974046845348909,0.523065637184111
86,1,112742,-0.0890835808487712,0.0977258034409071,0.362618974975298
87,1,113050,-0.0884061084745936,0.0975627590804958,0.365476645106043
88,1,113135,-0.0677350664944945,0.0973606501103066,0.487066365967108
89,1,114076,-0.0786563890192809,0.0973373877016136,0.419588792035441
90,1,114628,-0.0385010711748194,0.0976523508545022,0.693622213717661
91,1,116283,-0.0547276499501271,0.0981738980816561,0.57756907515176
93,1,127853,-0.0326972310083216,0.0980187841392718,0.738893610157563
94,1,128302,0.0202568547292215,0.0976517160023192,0.835786000900977
95,1,128704,0.00749436980571627,0.0977540649371492,0.938933038627526
96,1,128911,0.059267876240507,0.0977147928886237,0.544546465494626
97,1,130267,-0.0594849682080857,0.0976680523476866,0.542881420976328
98,1,130271,-0.059086838092084,0.0977847770669145,0.546062965697578
99,1,130613,-0.0388386511190169,0.0987279625597251,0.694268508044233
100,1,132012,-0.0667974999137549,0.0984758386660926,0.498017289750141
101,1,133231,-0.1574038008322,0.0974814191083204,0.107267888275771
102,1,137074,-0.106696729993806,0.0975364260940386,0.274737387329336
103,1,137304,-0.107748976269056,0.097567167319648,0.270190538061085
104,1,139686,-0.165430871722035,0.0974671020415766,0.0905214357153466
105,1,149562,-0.0532708390100462,0.0980462807600945,0.587250078712295
106,1,150447,-0.0649256043833605,0.0991150555878264,0.51286031886651
108,1,154084,-0.0909035418189049,0.0993639520662456,0.360892597382062
110,1,157269,-0.0245185709737219,0.0976674438013172,0.8019281729942
111,1,160054,-0.0546903598736708,0.0985611895743122,0.579323115180293
112,1,166222,-0.0427640803817001,0.097848393637152,0.662346469732347
113,1,166416,-0.0440645301752381,0.0976480008231918,0.652080049805379
114,1,167326,-0.0822790066581021,0.0981335455081881,0.402351479353631
115,1,168836,-0.0567116588508815,0.0977190902767676,0.562046235925284
116,1,171200,-0.0860727144076648,0.0978048760769833,0.379433531317529
117,1,171431,-0.0583648799753148,0.098474394353927,0.553767497102362
118,1,173339,-0.0573433881848103,0.0977095406758017,0.557662100313263
119,1,173845,-0.0680651948495598,0.0976089560577653,0.486058236661102
120,1,175121,-0.0502606899026254,0.0974457849885603,0.606330224115583
121,1,175281,-0.0718352266006198,0.0974904102062303,0.461706633229581
122,1,175315,-0.0598979371322393,0.0974825255792891,0.539315186239087
123,1,175523,-0.0783251925556009,0.0979986381356096,0.424684212565938
124,1,175541,-0.0660497801527726,0.0976236783657137,0.49911846137964
125,1,175653,-0.0591393359573589,0.0979455030554764,0.546365505551856
128,1,175856,-0.0815310989972018,0.0995192995579595,0.413197050763313
129,1,175876,-0.0895339958479515,0.0979714399523568,0.361404448303778
130,1,175989,-0.0932275231752823,0.0982418969220949,0.343290719092996
131,1,176001,-0.099604846416099,0.0987374666703593,0.313768868384883
133,1,177692,-0.0810822438929667,0.0974391208007997,0.405896824914145
134,1,178191,-0.0867845850851455,0.0975221572799825,0.374127753828405
135,1,178224,-0.0810822438929667,0.0974391208007997,0.405896824914145
136,1,178960,-0.0704235956186741,0.0982421576806792,0.473948804148996
140,1,183802,-0.058104676771771,0.0974978880538441,0.551585004240367
141,1,183954,-0.0373016197998545,0.0982370335253249,0.704388759687658
142,1,184450,-0.0210518060404092,0.0973903473219011,0.828988618495146
144,1,184718,-0.027924624168075,0.0979388979129698,0.77571718483034
145,1,185296,-0.0173548605834571,0.0975302680954048,0.858869550695426
146,1,185438,-0.0498704859834949,0.097503124286139,0.609337730086735
147,1,185469,-0.0543554497478209,0.0976371640424663,0.5780792939362
148,1,185503,-0.0407549705793087,0.0974032246768772,0.675898157130342
149,1,185705,-0.0582264645355075,0.0984675044142896,0.554680004080495
150,1,185749,-0.0230939525918146,0.0985085929407119,0.814782491506312
151,1,185806,-0.0479082551942715,0.0986148465321228,0.627402024338266
152,1,185879,-0.0452872443066572,0.0990951747542836,0.647946713554999
153,1,185916,-0.044783509043121,0.099050727298983,0.651455184600743
154,1,185941,-0.033149319912457,0.0994953643871799,0.739200350566466
155,1,185954,-0.0370673946148648,0.0997821201180735,0.710500435427544
156,1,186055,-0.0597895480970905,0.0977580024529412,0.541191017146574
157,1,186896,-0.00736358456535197,0.0994125708174965,0.940995877216012
161,1,190132,-0.0535087660720354,0.0978924359838265,0.584993563302919
162,1,190148,-0.0566242406007876,0.0979170215187003,0.563438418368201
163,1,190165,-0.0401403126646099,0.0986930439587311,0.684461040638873
164,1,190169,-0.0641953209469486,0.0985338423153451,0.515144271439002
165,1,190933,-0.0819775360507574,0.0976961502833047,0.401977074806647
166,1,192149,-0.00353863646081187,0.0985928848373297,0.971389242053213
168,1,192303,-0.0868029361272775,0.117446912052858,0.460348166067196
171,1,192795,-0.118176705679879,0.0974055290894377,0.225847628051699
173,1,194187,0.0389540362228589,0.0976672640491919,0.690249056139436
174,1,194867,0.112442876435552,0.0974525112068015,0.249353639891924
190,2,8314,-0.065867585589425,0.0992273267691276,0.507248493776529
194,2,8498,-0.0798843367711999,0.0990526136860714,0.420506893013533
195,2,8651,-0.0783137007821757,0.0991490774543736,0.430140896908049
197,2,9812,-0.0498690113617115,0.099791005231002,0.617573359054483
198,2,9932,-0.0303633130230903,0.0994197192247109,0.760237463764343
199,2,10135,-0.0324753309978907,0.0990369785571984,0.743173232835975
200,2,11616,-0.0412875385010395,0.0989225206130182,0.676659702100327
201,2,12133,-0.0199414916069027,0.0993346139286524,0.841009141145065
202,2,12194,-0.0248994728137137,0.0997156166065882,0.802960853858951
203,2,12359,-0.0264186837821194,0.0994229102676471,0.790609760899208
204,2,13061,-0.0494134813192675,0.0993907448107483,0.619383045478195
205,2,14298,-0.0380196128047481,0.0997186618812022,0.703233187938765
206,2,15222,-0.029416138841154,0.100699622162042,0.77036826375235
207,2,17986,-0.065742172535064,0.0988850364398052,0.506590516797727
208,2,19770,-0.03679848619041,0.0996117847998102,0.71203693745958
209,2,19836,-0.0355363835121683,0.0993393123638113,0.720761198510849
210,2,19851,-0.0237571730144379,0.0996401978310223,0.811686255918033
211,2,21595,-0.0395892532401223,0.099214281382478,0.690114026081185
212,2,22385,-0.0292749586801289,0.099318333344536,0.768351366154985
213,2,23441,-0.0427680363645115,0.100269472291411,0.669980971599029
214,2,24209,-0.0404192015852209,0.0994461982299239,0.68466349586822
215,2,24341,-0.0499690044253023,0.0996692631772616,0.616438599481945
216,2,26815,-0.0636966728269521,0.0995275362465899,0.522593962938595
217,2,28209,-0.0422471775332337,0.0995933892404693,0.671680829822877
221,2,41245,-0.093685954136534,0.0991112981045711,0.345172665326667
222,2,43214,-0.0300765034068965,0.100832850757782,0.76566435085357
223,2,47104,-0.13525336448054,0.0977695648587702,0.167419790923808
224,2,50915,-0.163158514359604,0.0986158274319158,0.0989176228297213
225,2,55834,-0.178489617287243,0.0980809865872557,0.0696334462996144
226,2,56422,-0.208235933359147,0.0980920091225526,0.0344608190917825
