SNP,Chr,Pos,Effect,SE,HNM1_ERG11_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0891420548887516,0.172436099651512,0.605509890403061
9,1,27272,-0.0548336334114776,0.169885714202871,0.747062215506157
16,1,27843,0.0123871168783539,0.165889321273475,0.940518800772399
17,1,27848,0.0123871168783539,0.165889321273475,0.940518800772399
18,1,28495,0.0127306634726136,0.165891933691046,0.938873300149082
19,1,28975,0.0262241238506127,0.164778504231766,0.873643504026181
26,1,31435,-0.00908535464889468,0.164347112025627,0.955945476198851
29,1,36146,-0.0930895498819972,0.163425287527766,0.569300923798492
31,1,37409,0.019624296454437,0.16438108193391,0.905039889838563
32,1,37478,0.0269588870912312,0.164519454630603,0.869931647094639
33,1,39144,-0.00163596987761709,0.163774915879942,0.992035598181181
34,1,41499,-0.0441972818389992,0.163303721603914,0.786822510325588
37,1,51248,-0.187175924864769,0.163712994090932,0.253681580342203
38,1,51462,-0.160089406776979,0.16401706269184,0.329706415739225
39,1,52124,-0.136971132394726,0.163853732544019,0.403756725604295
40,1,52667,-0.235719837443096,0.163271651264463,0.149702413724547
42,1,59265,0.0419499707647668,0.163655134838731,0.797844173441298
43,1,60165,0.0924756925900809,0.16347260370987,0.571960289141759
44,1,62308,0.0537725789337857,0.163341747208138,0.742197555090882
45,1,62869,0.026091621838384,0.163340397435995,0.873179050435352
49,1,66841,0.122166437715946,0.163293877502424,0.454874751411131
50,1,66948,0.103476423600718,0.164333969130831,0.529316833058491
51,1,68621,-0.181385753243613,0.163696361342162,0.268589355274124
52,1,69417,-0.0814501096933856,0.163489218459469,0.618654272078959
56,1,74327,-0.0358590118158847,0.164434776175076,0.827497167864341
57,1,74572,-0.0464533687717777,0.163989407354499,0.777135504994757
58,1,75211,0.000150233560185231,0.163709072659977,0.999268310812218
59,1,76030,0.0318790136106918,0.16370027971574,0.845708424346474
60,1,80108,-0.0616938875630014,0.163637422902878,0.706388432552201
61,1,81262,-0.0858986494501822,0.163544597825977,0.599752533453176
62,1,81999,-0.147918851983496,0.163818972753788,0.367172983781303
63,1,82431,-0.168720802890471,0.164539543552396,0.305871038225476
64,1,83284,-0.106437809162373,0.163487181232682,0.515439833115841
65,1,83613,-0.0750593102870014,0.163518483969681,0.646497683621843
66,1,84112,-0.121426166106971,0.163457588804126,0.458060282234711
68,1,84858,0.0135721170013309,0.164045402295326,0.934110016887356
69,1,85751,-0.0917395113699577,0.164648882841673,0.577755708141809
