SNP,Chr,Pos,Effect,SE,FMP45_HNM1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0737126444354144,0.137143030166097,0.591269675051421
9,1,27272,0.0939141217370834,0.135046242043663,0.487248442551394
16,1,27843,-0.00354240753700657,0.131941152414094,0.978595828750484
17,1,27848,-0.00354240753700657,0.131941152414094,0.978595828750484
18,1,28495,-0.0307965263281514,0.131933241624203,0.815566648021139
19,1,28975,-0.0343659170840943,0.131048692928968,0.793291099112336
26,1,31435,-0.0798896119446957,0.130645035181759,0.541261344127929
29,1,36146,-0.123977591047072,0.129872669009178,0.340428815432652
31,1,37409,-0.112705644393161,0.130605616714945,0.388752848455681
32,1,37478,-0.110308892567905,0.130723918983904,0.39933532308379
33,1,39144,-0.00634689820836341,0.130258130942348,0.961165575739831
34,1,41499,0.046827885358462,0.129873347077708,0.718639730387284
37,1,51248,-0.175562512208403,0.130115065233332,0.178109704083205
38,1,51462,-0.152762501167945,0.130373765794713,0.242096794677036
39,1,52124,-0.0964861737268156,0.130349040847595,0.459662231904455
40,1,52667,-0.145571632750053,0.130010432693916,0.263606327963006
42,1,59265,0.0835326579095308,0.130099449899755,0.521245944521434
43,1,60165,0.0420455785693555,0.130057775078357,0.746671706574986
44,1,62308,-0.0768526409192057,0.12986956856961,0.554384817626876
45,1,62869,-0.11635281600649,0.129769968985025,0.370539073659152
49,1,66841,-0.0794538562960143,0.129910067527065,0.541191743354177
50,1,66948,-0.112651174606568,0.13063905606543,0.389103171456303
51,1,68621,-0.223931168319841,0.129876563691837,0.0855499851121693
52,1,69417,-0.128022493982797,0.129898433266547,0.325024879179329
56,1,74327,-0.0732780481044736,0.130734015984492,0.575485491895801
57,1,74572,-0.0744109928801671,0.130383832465173,0.568561240459448
58,1,75211,-0.0339015881534011,0.130193678952277,0.794712078213074
59,1,76030,-0.000304066236872375,0.130206181245979,0.9981380471059
60,1,80108,-0.0972764335163755,0.13007239217278,0.455040236542997
61,1,81262,-0.130037554879897,0.129941989404217,0.317640212476574
62,1,81999,-0.133236551330512,0.130251066858366,0.307045691958584
63,1,82431,-0.140957300878229,0.130846549689868,0.282094484742538
64,1,83284,0.00439050618722163,0.130107533309644,0.973099398785412
65,1,83613,0.0440510371872816,0.130072276692232,0.735062828226882
66,1,84112,0.0353646348547234,0.130094127049194,0.785904866342874
68,1,84858,0.102289120279708,0.130361311128872,0.433180030106265
69,1,85751,0.00424572330632085,0.131011038407727,0.974165500151025
70,1,87445,-0.0151757571383817,0.131285697205655,0.908040539098409
71,1,87467,-0.0573984298945485,0.131940117634306,0.663803632247723
72,1,89070,-0.000802314451788022,0.131149481341032,0.995122381727195
73,1,89616,-0.0309441225544217,0.130433572115704,0.812607861507488
74,1,89679,-0.033146648065565,0.130448559117022,0.799568205978511
75,1,89880,-0.0306370895623187,0.130483355433897,0.814502496388305
76,1,91472,0.0453784482969308,0.131439980660128,0.730118951126179
77,1,93789,0.00811951702825778,0.130107025447181,0.950274482126599
78,1,94351,-0.0516764248811079,0.130421164617903,0.692176754272684
79,1,99148,-0.0284871144313491,0.130098908220623,0.82680381608771
82,1,106800,-0.0400703311820714,0.13026578596333,0.758564763452135
83,1,107970,-0.00102192530787807,0.129897249257946,0.993727405752733
84,1,109000,0.00790931075689583,0.130125502546683,0.951567085703386
85,1,112549,-0.13541690247865,0.12977889270899,0.297457121205187
86,1,112742,-0.128310585228619,0.13030644121481,0.325454043948538
87,1,113050,-0.146710473966304,0.130031515166858,0.259972739454614
88,1,113135,-0.144428362240738,0.129706377770003,0.26625035263067
89,1,114076,-0.054694413179954,0.129901355669272,0.673977913608306
90,1,114628,-0.0513063723950371,0.13023405409216,0.693852040752722
91,1,116283,0.00133351693109607,0.130987168885495,0.991883015000949
93,1,127853,0.0612386270095684,0.130702670224918,0.639692049783956
94,1,128302,0.0490012856030874,0.130214983768998,0.706912032091422
95,1,128704,0.0242174686386987,0.13036437298407,0.852733760535678
96,1,128911,0.079025054718235,0.130317314691926,0.544635699938188
97,1,130267,0.138857724097092,0.130113638355508,0.286609286428566
98,1,130271,0.135121128069151,0.130279695038938,0.300370370579098
99,1,130613,0.221578525785154,0.131168245468206,0.0920507679775187
100,1,132012,-0.0954420896470817,0.131319599743884,0.467834809302352
101,1,133231,-0.122736497248368,0.130321651349743,0.346940815284664
102,1,137074,-0.142472179442264,0.130078859629949,0.274142706957559
103,1,137304,-0.188625656702608,0.129957779707861,0.147546053260066
104,1,139686,-0.0985739473664703,0.130410789838948,0.450229656467576
105,1,149562,-0.136451103948529,0.130612278627924,0.296874895137416
106,1,150447,-0.101468440271232,0.132154754880168,0.443119208844692
108,1,154084,-0.130199974608586,0.132492585254769,0.326429963935337
110,1,157269,-0.171712578352573,0.129944764536551,0.187214695851816
111,1,160054,-0.121109681784966,0.131345314656844,0.357121403890258
112,1,166222,-0.0945771342471294,0.130433662484094,0.4688725391411
113,1,166416,-0.107685019509705,0.130139614639311,0.408536735605271
114,1,167326,-0.112734354344911,0.130868523350628,0.389584832450918
115,1,168836,-0.172019716555758,0.130063319313568,0.186829835991645
116,1,171200,-0.185277838097238,0.130207541621359,0.155635970195109
117,1,171431,-0.231681754711484,0.130815750434641,0.077414571614727
118,1,173339,-0.251519571147972,0.129684712050407,0.0532405855597535
119,1,173845,-0.233290007117199,0.129672638033873,0.0728617801551894
120,1,175121,-0.281961705438237,0.129138400237783,0.029663855859335
121,1,175281,-0.256482458515677,0.129399906005233,0.0482441428527926
122,1,175315,-0.271698889854757,0.129270685973292,0.0362805124938792
123,1,175523,-0.261213957250678,0.130073126516573,0.04538252077735
124,1,175541,-0.264835161671291,0.129515363577901,0.0416141857144669
125,1,175653,-0.259131329306289,0.129962615419082,0.0469329258836134
128,1,175856,-0.241757560389878,0.132225359652659,0.0683370047354411
129,1,175876,-0.247003450907181,0.130151746976187,0.058536574320269
130,1,175989,-0.231776643814413,0.130605962336361,0.076821548519761
