SNP,Chr,Pos,Effect,SE,MID2_WSC2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0257841765877773,0.0653192277887585,0.693272444035961
9,1,27272,-0.0255922096442179,0.0643380620133466,0.691034915849485
16,1,27843,0.0684298048967194,0.0627242232631115,0.276033269699592
17,1,27848,0.0684298048967194,0.0627242232631115,0.276033269699592
18,1,28495,0.078576190036801,0.0626915511460419,0.21089781015635
19,1,28975,0.0687473593368227,0.0623035512308777,0.270593842971041
26,1,31435,0.0568916832021883,0.0621718540396643,0.360778815839804
29,1,36146,0.03095041321974,0.0619026703774445,0.617397089704803
31,1,37409,0.0771655067307963,0.0621237871834545,0.215015043777421
32,1,37478,0.0740583041756656,0.0621881278270056,0.234502706764708
33,1,39144,-0.00677748035161647,0.062027524920022,0.913053844736435
34,1,41499,0.0446789377108205,0.0618107930068885,0.470260558035746
37,1,51248,0.0749667270286256,0.0619915327899797,0.227354645309467
38,1,51462,0.0705486931408505,0.062090609413264,0.256634597929386
39,1,52124,0.0712255258205449,0.0620040283170877,0.251447519932326
40,1,52667,0.000309536920360759,0.0620202528656219,0.996020673219893
42,1,59265,-0.021623930667843,0.0619782819215009,0.727375931492341
43,1,60165,-0.0303050051669031,0.0619211197267957,0.624853259319744
44,1,62308,-0.0531795568648597,0.0618092268829817,0.390162380068908
45,1,62869,-0.0693010916731119,0.0617561755824338,0.262551745118538
49,1,66841,-0.0181905518612447,0.0618878143876041,0.768985786978228
50,1,66948,-0.0161265250323757,0.0622693311298019,0.795801454597481
51,1,68621,0.0044014582070554,0.0621060995896775,0.943541366239664
52,1,69417,-0.00174169889150483,0.0619420548212543,0.977583770303377
56,1,74327,-0.090609476396585,0.0620956833376472,0.145401741769777
57,1,74572,-0.108214908193375,0.0618492546186228,0.0810466734678284
58,1,75211,-0.107274758147834,0.061740178289179,0.0831676876295863
59,1,76030,-0.0457036442447569,0.0619558913920034,0.461198782805834
60,1,80108,-0.0774672569224148,0.0618516900471624,0.211228536432615
61,1,81262,-0.0678189049601055,0.0618603082571664,0.27368461842849
62,1,81999,-0.0511856777031432,0.0620570898527839,0.410033093375193
63,1,82431,-0.0724244365419451,0.0622917487217781,0.245750843809983
64,1,83284,-0.0611184524864382,0.0618712935790536,0.323911466102696
65,1,83613,-0.0417993303531185,0.0619099632749913,0.500014063284442
66,1,84112,-0.0528130832085436,0.0618929523087641,0.39407313466401
68,1,84858,-0.0427113742169532,0.0620900101342159,0.491970999453161
69,1,85751,-0.035246841875261,0.0623587769831577,0.572278669205216
70,1,87445,-0.00422219752647715,0.0625184672295969,0.946193871614515
71,1,87467,-0.0161927790127313,0.0628402503733232,0.796802764931308
72,1,89070,-0.0108118864410651,0.0624501745337413,0.86264988524908
73,1,89616,-0.00216210669916892,0.0621167544202746,0.972253199012768
74,1,89679,-0.0114080218060538,0.0621217597191653,0.854401548017852
75,1,89880,-0.0163094391744064,0.0621344045477962,0.793099549432155
76,1,91472,-0.022248146003327,0.0625905227144307,0.722460674594182
77,1,93789,-0.00261010069601503,0.061956595487003,0.9664205641665
78,1,94351,-0.014586142190113,0.0621149590630156,0.814480754039559
79,1,99148,-0.0366278326272712,0.0619260725567835,0.554579597376232
82,1,106800,0.0161553976617404,0.0620343646649271,0.794686584145807
83,1,107970,0.0144302050626704,0.0618517519704963,0.815661283850427
84,1,109000,0.0416981616755325,0.061925775009928,0.501160730711415
85,1,112549,0.0943505237224258,0.0616913345769488,0.127061710160875
86,1,112742,0.109098324618965,0.0618646150120821,0.0786810562551449
87,1,113050,0.0719215090365156,0.0619137747045065,0.246166627784502
88,1,113135,0.0645927740597013,0.0617784161807106,0.296481640584389
89,1,114076,0.0972348228450993,0.0616571848553532,0.115685845491739
90,1,114628,0.0784075536790081,0.0618899923687735,0.206031340808191
91,1,116283,0.0798164960307681,0.0622307050680208,0.200477222478567
93,1,127853,0.0737595034220798,0.0621355065121675,0.235996278607168
94,1,128302,0.0600183057277274,0.0619379327451111,0.333205022135093
