SNP,Chr,Pos,Effect,SE,ERG11_ACF2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.108061255941707,0.143081027838371,0.450605498222745
9,1,27272,-0.0712840897227647,0.140995053722224,0.613468006869887
16,1,27843,-0.0266384661024919,0.13770159239025,0.846717293322844
17,1,27848,-0.0266384661024919,0.13770159239025,0.846717293322844
18,1,28495,0.00265580207174543,0.137711048601696,0.984624387980415
19,1,28975,0.00674588560860293,0.136790129917284,0.960695688528826
26,1,31435,-0.026090081239433,0.136421110560754,0.848442302789845
29,1,36146,-0.110178800385077,0.135597950409007,0.417029299087297
31,1,37409,-0.0602804858657741,0.136420817852738,0.658852689229277
32,1,37478,-0.059410050840116,0.136539236267757,0.663746018702711
33,1,39144,-0.0753984702576885,0.135893374196118,0.579358552518479
34,1,41499,-0.100585015558558,0.13546977092114,0.458283996771963
37,1,51248,-0.207521540687461,0.135703827967582,0.127104515340633
38,1,51462,-0.205276864094542,0.135898719675646,0.131807023891803
39,1,52124,-0.18035347090465,0.135813773577188,0.185053679236785
40,1,52667,-0.268584619535241,0.135180621358223,0.0477108739871137
42,1,59265,0.02053458131887,0.135861411106179,0.879948783240644
43,1,60165,-0.0251117133394376,0.135756558525376,0.853354041992101
44,1,62308,-0.10456607019409,0.135499578019184,0.44080384839595
45,1,62869,-0.0978892722606607,0.135496662476078,0.470497512577951
49,1,66841,-0.0925660330412117,0.135571208047536,0.495190332157006
50,1,66948,-0.0971256168718428,0.136395338473807,0.476880037519027
51,1,68621,-0.209760019709968,0.13566489710637,0.122961257024307
52,1,69417,-0.104362225094726,0.135649458331365,0.442198664053881
56,1,74327,-0.0497664924315663,0.136483852519925,0.715603849354818
57,1,74572,-0.0692656674842989,0.136096197836267,0.611107768094581
58,1,75211,-0.034307612456869,0.135885670891823,0.800821576266675
59,1,76030,0.0246218770442527,0.1358916203499,0.856324310600824
60,1,80108,-0.0490315026662972,0.13584074171451,0.71835390911904
61,1,81262,-0.0365578022370352,0.135800504366176,0.787931322331147
62,1,81999,-0.112756863982928,0.136013782633915,0.407658625179176
63,1,82431,-0.169574912663762,0.136492519171324,0.214922878205018
64,1,83284,-0.0638106078489483,0.13575271890717,0.638609329702438
65,1,83613,-0.0333032781356158,0.135768662706359,0.806371111713018
66,1,84112,-0.0711602659789322,0.135742368187216,0.600447356878759
68,1,84858,0.0176548390445166,0.136175210688419,0.896918794458206
69,1,85751,-0.0970059837771144,0.136640669872525,0.478213190181535
70,1,87445,-0.065949756691137,0.13698227052374,0.630496874097924
71,1,87467,-0.132406653313251,0.137564185403214,0.336453255180215
72,1,89070,-0.0790214739396882,0.136817849420143,0.563924697994784
73,1,89616,-0.0416473518445628,0.136128074889825,0.759828840212104
74,1,89679,-0.0625204716521157,0.136122694710941,0.64630504945864
75,1,89880,-0.0331799581457597,0.136186412869577,0.807654013997896
76,1,91472,-0.0517955359227428,0.137181132097039,0.705976661142006
77,1,93789,-0.0758549253587325,0.135735166111221,0.57662181059886
78,1,94351,-0.151154353007118,0.13591468810182,0.266840499774255
79,1,99148,-0.157556978648575,0.135536017351987,0.245828628537689
82,1,106800,-0.131597697001673,0.135797855156885,0.333173502891227
83,1,107970,-0.0753118515704649,0.13551624343193,0.578740379367447
84,1,109000,-0.0427271411452216,0.135795402470458,0.75321823551616
85,1,112549,-0.218523010155323,0.135161200366927,0.106823694088171
86,1,112742,-0.154283101467701,0.135941444545428,0.257177530238376
