SNP,Chr,Pos,Effect,SE,SSH1_ERG11_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0643686315030798,0.103260571909106,0.533449756507667
9,1,27272,0.0112270534424694,0.101764043239072,0.912214829697383
16,1,27843,-0.0683928956097717,0.0992912772719556,0.49139485189066
17,1,27848,-0.0683928956097717,0.0992912772719556,0.49139485189066
18,1,28495,-0.0330620290108993,0.0993440073712151,0.739480206630101
19,1,28975,-0.0522915007441418,0.0986561787149526,0.596418971733389
26,1,31435,-0.0288048885550815,0.0984219981611257,0.769948511009083
29,1,36146,-0.00508274969609858,0.0979259977820984,0.958634556122575
31,1,37409,0.0923780207616735,0.0983329992253828,0.348146896789661
32,1,37478,0.0582984722079264,0.0984916165920407,0.554287721256578
33,1,39144,0.107054203164917,0.0979251859751717,0.275040757132973
34,1,41499,0.156855679485048,0.0974618180414644,0.108421377192496
37,1,51248,0.125050239931142,0.0980093626301848,0.202829429175944
38,1,51462,0.125850683603595,0.098139978083557,0.200558208061902
39,1,52124,0.132856664230079,0.0979802616689003,0.175980764281278
40,1,52667,0.102606167720262,0.0979254986068234,0.29544843914243
42,1,59265,0.0230268232856702,0.0980205219137002,0.814408284546072
43,1,60165,-0.0161177257009055,0.0979503504207069,0.869392406920508
44,1,62308,-0.149026632184963,0.0975243508543148,0.127384077816258
45,1,62869,-0.0927431132322646,0.0977094818745863,0.343182453117238
49,1,66841,-0.0472794472229634,0.0978478447363361,0.629257867229119
50,1,66948,-0.0711128962974949,0.0984081390008421,0.470384317186804
51,1,68621,-0.215655998801257,0.0975410822442309,0.0276815855642115
52,1,69417,-0.197523970803983,0.0973882998875979,0.0432892622648221
56,1,74327,-0.134916414543786,0.0982305318141857,0.170478807486002
57,1,74572,-0.105013967226249,0.0980712866354814,0.284994459172462
58,1,75211,-0.0981256835625625,0.0979121747901456,0.316942843529102
59,1,76030,-0.0607256966359482,0.0979980821877827,0.535880034308179
60,1,80108,-0.13008005185563,0.0977833854154853,0.18428222257727
