SNP,Chr,Pos,Effect,SE,HNM1_MAM33_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0814974836663751,0.162826263091704,0.61702225678628
9,1,27272,0.103493439826637,0.160343292537824,0.519055475225567
16,1,27843,-0.0778272290435867,0.156587083770349,0.619482925566819
17,1,27848,-0.0778272290435867,0.156587083770349,0.619482925566819
18,1,28495,-0.0685090465847195,0.156601954819954,0.662036252544291
19,1,28975,-0.0370178931328498,0.155584847694176,0.812075471096638
26,1,31435,-0.1342951953862,0.155020370067709,0.386910385216366
29,1,36146,-0.099136310875938,0.154294676614225,0.520957327758805
31,1,37409,0.00960004088633787,0.155218767945037,0.950718519446232
32,1,37478,0.0434092106448511,0.155335860350562,0.780060181358973
33,1,39144,0.0371100392282328,0.154631512177827,0.810477195374203
34,1,41499,0.0511968669483604,0.154191101750505,0.740059771898981
37,1,51248,0.0488892722134559,0.154849727802232,0.752401054412286
38,1,51462,0.0233653859624869,0.155076610090896,0.880322133205919
39,1,52124,0.0775712242398381,0.154816546381809,0.616646434820811
40,1,52667,0.0480441567834923,0.154602240654382,0.756166668328279
42,1,59265,0.0452670473641612,0.154526601312744,0.769740014860747
43,1,60165,0.0102125772312497,0.154427641241405,0.94731033435262
44,1,62308,-0.0775946243610132,0.154203464986612,0.615140041814615
45,1,62869,-0.0993889739580391,0.154148644573309,0.519501114557935
49,1,66841,-0.110510921328984,0.15419993648395,0.474049814990654
50,1,66948,-0.0915368902769924,0.155182648241009,0.555658195385873
51,1,68621,-0.245359775511295,0.15428681531949,0.112666060448998
52,1,69417,-0.16183794886511,0.154188180130725,0.294614040751922
56,1,74327,-0.200897825087533,0.154909037030435,0.19552086561806
57,1,74572,-0.242661059142035,0.154324723707261,0.11675235488103
58,1,75211,-0.284028155927015,0.15384096101556,0.0656935889429063
59,1,76030,-0.135918205779139,0.154412565069482,0.379334868283633
60,1,80108,-0.0969141376134507,0.154459276579942,0.530775605702309
61,1,81262,0.0196877170118077,0.154483403377193,0.898662921093437
62,1,81999,0.0392086612877043,0.154850174806819,0.800258081189085
63,1,82431,0.0689942627144584,0.155553983430886,0.657647622226878
64,1,83284,0.0562919851103746,0.154436004485616,0.715702628441446
65,1,83613,0.0269979257093755,0.15444135891736,0.861328988204336
66,1,84112,-0.0509949107203862,0.154441216697669,0.741452441693931
68,1,84858,-0.0425413006857807,0.154884463061819,0.783734498949124
69,1,85751,-0.00355747652849364,0.155537580946481,0.981765190966653
70,1,87445,0.0649601787137183,0.155828139829411,0.677026403094163
71,1,87467,0.0316689586004016,0.15667339343108,0.839928713733566
72,1,89070,0.0551753083665843,0.155674136943057,0.723229613350609
73,1,89616,0.055831019181978,0.154835723689207,0.718627404204167
74,1,89679,0.0494623106783449,0.154861471687538,0.749614313167198
75,1,89880,0.0730870581446571,0.154874245070588,0.637280971681963
76,1,91472,0.0470838866913957,0.15605293084026,0.763045160953655
77,1,93789,0.0868101600188132,0.154395944777066,0.574297963863291
78,1,94351,0.0503110570641186,0.154848437671685,0.745445314863166
79,1,99148,0.0734485250477758,0.154415588009772,0.634614495620375
82,1,106800,-0.15728212222545,0.154446717490151,0.309205068008421
