SNP,Chr,Pos,Effect,SE,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0748527528693841,0.0566284262531588,0.187083068586259
9,1,27272,-0.154346906511995,0.0553091026471804,0.00554648887742342
16,1,27843,0.072479395984642,0.054456407769119,0.184060598487391
17,1,27848,0.072479395984642,0.054456407769119,0.184060598487391
18,1,28495,0.0866138265529531,0.0543987741693798,0.112234407539335
19,1,28975,0.0753123782681724,0.0540804803432233,0.164617851362354
26,1,31435,0.0523046362134834,0.0540134595545361,0.3335261018423
29,1,36146,-0.00415660522045044,0.0538058133530978,0.938466864100686
31,1,37409,0.0537760387225465,0.0540214201793301,0.320195574016896
32,1,37478,0.0488340928247065,0.0540812722725818,0.367154365674285
33,1,39144,-0.0485486839428001,0.0538346455992552,0.367772084609832
34,1,41499,-0.0599189932426128,0.0536524260580557,0.2648397088039
37,1,51248,0.00971886917457118,0.0539734204048031,0.85720275087446
38,1,51462,0.00447193358854669,0.0540485668522424,0.934105834296892
39,1,52124,-0.00539022701516787,0.053975136726228,0.92050819368925
40,1,52667,-0.0420487580479371,0.0538429027283749,0.435353741639548
42,1,59265,-0.00219400624364688,0.0538620829676102,0.967531159783615
43,1,60165,0.00550613732669563,0.0538207097485835,0.918572534265087
44,1,62308,0.0207575942335607,0.0537509625324313,0.699595363140224
45,1,62869,0.0156290176438462,0.0537491266712893,0.771392527386037
49,1,66841,0.0537208488028971,0.0537048371533312,0.317851434143037
50,1,66948,0.0447937720079604,0.0540584095722199,0.407880493280606
51,1,68621,0.0471919972078642,0.053905882615666,0.381923460835146
52,1,69417,0.00547346648176966,0.0538207191893193,0.919054027898969
56,1,74327,-0.0570165129744726,0.0540322609680971,0.292041399622609
57,1,74572,-0.0378812039466605,0.0539356647498858,0.482929672469894
58,1,75211,-0.0631421152974712,0.053770025074705,0.241066664799634
59,1,76030,-0.0055536015674657,0.053874136967786,0.91795425036903
60,1,80108,-0.0600630660912005,0.0537672564641579,0.264713987245887
61,1,81262,-0.0684067479418796,0.0537186016928692,0.203704261894874
62,1,81999,-0.109861353272442,0.0536556593560691,0.0413461880211744
63,1,82431,-0.105555353989153,0.0539370249870446,0.0511340198347936
64,1,83284,-0.114941653685376,0.0534854778819092,0.0323118744092075
65,1,83613,-0.112603055799726,0.0534935990175781,0.0359991730135432
66,1,84112,-0.0894291546382655,0.0536233802636189,0.0962567555184292
68,1,84858,-0.0721308311873977,0.0538494737939364,0.181272956459488
69,1,85751,-0.0759716919877726,0.0540570288614974,0.160782147122041
70,1,87445,-0.0553724799536177,0.0542426370467259,0.308034353347891
71,1,87467,-0.0539970016876248,0.0545313434693091,0.322754029103765
72,1,89070,-0.0596043279108749,0.0541724449923411,0.271964145986388
73,1,89616,-0.0705013918276833,0.053842738253463,0.19125232934172
74,1,89679,-0.0561993910952997,0.0538972323623615,0.297794406132434
75,1,89880,-0.0735195822164518,0.0538518681327923,0.173053698016198
76,1,91472,-0.0695748603587143,0.0542684364295949,0.20066637785215
77,1,93789,-0.0573694111899844,0.0537475513351074,0.286526766377857
78,1,94351,-0.0848478225718905,0.0537866478876947,0.115578836331044
79,1,99148,-0.0788120010400565,0.0536705420792095,0.142875101493265
82,1,106800,-0.0775555653031071,0.0537485570525367,0.149926103680125
83,1,107970,-0.0686671697747365,0.053622720483716,0.201188628497631
