SNP,Chr,Pos,Effect,SE,ADE17_HYR1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.272256797078841,0.159059202864667,0.0878359236888147
9,1,27272,0.077168958581765,0.157265688589097,0.623949444547107
16,1,27843,-0.0411938279895573,0.153581433711887,0.78868556917891
17,1,27848,-0.0411938279895573,0.153581433711887,0.78868556917891
18,1,28495,0.0447495193777153,0.153581102667017,0.770936538430586
19,1,28975,0.0294274438041416,0.152564805362488,0.847160053886438
26,1,31435,-0.0122661169152622,0.152167206521301,0.935798221007768
29,1,36146,-0.0471714670163016,0.151363140493291,0.755494804718387
31,1,37409,0.0880307110503864,0.152130338527367,0.563192192687994
32,1,37478,0.086474999045519,0.152263765322123,0.57044426834846
33,1,39144,0.203501770145722,0.151250849672966,0.179340758412109
34,1,41499,0.180614174208225,0.150911696886962,0.232179776046203
37,1,51248,0.0793357254760402,0.151802500696322,0.601563340422376
38,1,51462,0.0277140899229293,0.152059989196415,0.855485184522575
39,1,52124,-0.0268565111684855,0.151854490969804,0.859722238007392
40,1,52667,0.0317460260428598,0.151608425098462,0.834260788363181
42,1,59265,0.0424095468091651,0.151524540858625,0.77972915873774
43,1,60165,0.0321250699323294,0.151417184103084,0.832102600996771
44,1,62308,-0.048347640733647,0.151238410983686,0.749401309933266
45,1,62869,-0.11681790641786,0.151113445705964,0.440011454212347
49,1,66841,-0.113531613899607,0.151191876617462,0.45320660724006
50,1,66948,-0.103475826713058,0.152141554087842,0.49686881679195
51,1,68621,-0.18020514231034,0.151525524393737,0.23513178760561
52,1,69417,-0.112384555933643,0.151308649313951,0.458126806197384
56,1,74327,-0.181394831802064,0.151952964516945,0.233374863854377
57,1,74572,-0.131896310035585,0.151691652936343,0.385163030630618
58,1,75211,-0.127148706880523,0.151426044094608,0.401658783884399
59,1,76030,-0.0300709019468746,0.151568741737318,0.842848063533043
60,1,80108,0.00664234281024823,0.151540940319822,0.96506310088894
61,1,81262,0.047125665761525,0.151463295832695,0.75588097882993
62,1,81999,-0.0150226814913612,0.151851903196469,0.921250146025496
63,1,82431,-0.00817800679351413,0.152572224075163,0.957283469581009
64,1,83284,-0.0366387533801566,0.151450041624446,0.808982838724524
65,1,83613,-0.0398345394219076,0.151431064076978,0.792662466101626
66,1,84112,-0.103041129456864,0.151363271980428,0.496473537243939
68,1,84858,-0.0502115537500739,0.151866556889362,0.741120563978705
69,1,85751,-0.0848554907649383,0.152447490983262,0.578139026748176
70,1,87445,-0.107866397863131,0.152728914317874,0.480492030433454
71,1,87467,-0.0878313783735398,0.153565752279133,0.567722318386206
72,1,89070,-0.143593857024659,0.152483912149613,0.346991065402863
73,1,89616,-0.0820083808346932,0.151791263828663,0.589351014724531
74,1,89679,-0.11763204247896,0.151744130851734,0.438740496088306
75,1,89880,-0.0936011565023579,0.151830007577961,0.537970810294616
76,1,91472,-0.140085937740811,0.152857591416778,0.360057955495861
77,1,93789,0.0201254236258864,0.151458808044695,0.894366204328714
78,1,94351,0.0319841107271281,0.151851676717446,0.833299626021838
79,1,99148,0.000941281125812043,0.151462587544663,0.995044999951877
82,1,106800,-0.0899366593634421,0.151591342341208,0.553371288631045
83,1,107970,-0.0739795055618547,0.151166293284049,0.624868479729898
84,1,109000,0.107275265127844,0.151376420770335,0.478999726433449
85,1,112549,0.074837257940038,0.15126014593491,0.621078317675415
86,1,112742,-0.030262288746418,0.151893556260793,0.842194783718883
87,1,113050,-0.00668188958585969,0.151646136220013,0.964879594321581
88,1,113135,-0.0697433329803671,0.151214745781517,0.644924504606363
89,1,114076,0.0528910107314678,0.151234103101316,0.726750349571945
90,1,114628,0.103737451597064,0.151542411838431,0.494080888321313
91,1,116283,0.0316920362810521,0.152477055977938,0.835467589643648
93,1,127853,-0.247928520733929,0.151629354080434,0.10292032664067
94,1,128302,-0.201058186490824,0.151239719811919,0.184574302860421
95,1,128704,-0.188026902110771,0.151438451749716,0.215206290439427
96,1,128911,-0.161633858468402,0.15154156825553,0.286882557229684
97,1,130267,-0.0983649115990733,0.15162325233103,0.516924666495585
98,1,130271,-0.100200819437921,0.151800022158291,0.50963016078183
99,1,130613,-0.0752585225483442,0.153260779647552,0.623697068589328
100,1,132012,-0.056188666901648,0.152958460296924,0.713581133127404
101,1,133231,-0.0517666749398282,0.151877105963819,0.733422431163033
102,1,137074,-0.0464907348921863,0.151665875777876,0.759378884692381
103,1,137304,-0.0843411142998726,0.151672367706396,0.578512316798894
104,1,139686,-0.0331646025548185,0.151927937904611,0.827328007897004
105,1,149562,-0.081241037502197,0.152223413092483,0.593887718781085
106,1,150447,-0.00608433080060988,0.153973656278355,0.96850181332375
108,1,154084,-0.0270680397673214,0.154442976910031,0.860973976658405
110,1,157269,-0.10137141732655,0.15155053996565,0.503999576212533
111,1,160054,-0.113844735191698,0.152967354244239,0.457225191789696
112,1,166222,-0.138392570059569,0.151776412675029,0.362486431015461
113,1,166416,-0.111410982791588,0.151530572772414,0.462682961096273
114,1,167326,-0.109925027399293,0.152396023468768,0.471195249029548
115,1,168836,-0.11828022615129,0.151654952137878,0.43595477540598
116,1,171200,-0.0499735840992467,0.151989599801775,0.742504800037646
117,1,171431,-0.0152133033701823,0.152959753424798,0.920829886036948
118,1,173339,0.000137844339092252,0.151772363564171,0.999275849781589
119,1,173845,0.0106624672021906,0.151645491353549,0.943985307078238
120,1,175121,-0.0789019305944938,0.151287604820093,0.602320494585994
121,1,175281,-0.0411510598213983,0.15145868498158,0.786012875496581
122,1,175315,-0.0515714006556147,0.151401958069877,0.733587991128265
123,1,175523,-0.0265935876693777,0.15227823621886,0.861464096911897
124,1,175541,-0.0464931486288519,0.151643120586888,0.759331790765227
125,1,175653,-0.0499585534847997,0.15211998429664,0.742792286862324
128,1,175856,-0.0638704658415922,0.154617554958292,0.679793850973527
129,1,175876,-0.0438414478450952,0.152266935722062,0.773573167110732
130,1,175989,-0.0506564824914266,0.152695506348791,0.740276163091165
131,1,176001,-0.0413140697208653,0.153499329873354,0.787972878277678
