SNP,Chr,Pos,Effect,SE,SSH1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.071519880017948,0.055886251891141,0.201476972581947
9,1,27272,-0.127362754696521,0.0547565008002586,0.0205852113355721
16,1,27843,-0.0079021222611297,0.0538674233617974,0.883455911893729
17,1,27848,-0.0079021222611297,0.0538674233617974,0.883455911893729
18,1,28495,0.000250793815722572,0.053869935858496,0.996288057165334
19,1,28975,-0.00453002924566606,0.0535093046100737,0.932580706444258
26,1,31435,0.0011177443936301,0.0533680416546746,0.983302099007942
29,1,36146,0.0108708349130472,0.0530897337341017,0.837874989407468
31,1,37409,0.0376652579145658,0.0533422947292538,0.480588630482176
32,1,37478,0.0288876079394733,0.053403711081918,0.588897798758995
33,1,39144,-0.00819402401994665,0.0531802558659776,0.877634556601615
34,1,41499,0.0163743989825699,0.0530273675763561,0.757662315314122
37,1,51248,0.044169711880827,0.0532083583147486,0.40702785366933
38,1,51462,0.0505040306062076,0.0532647051918661,0.34369122408168
39,1,52124,0.0644407028232512,0.0531497173272351,0.226155826885538
40,1,52667,0.0114988773199775,0.0531713895724161,0.828909524634733
42,1,59265,0.0116679484396014,0.0531444578632921,0.826347322750318
43,1,60165,0.00443478196940876,0.0531073994030105,0.933496608280921
44,1,62308,-0.0502807302360228,0.0529819717527358,0.343261805440445
45,1,62869,-0.0419836262707889,0.0529957647958035,0.42877192321078
49,1,66841,-0.0476177521009944,0.0530072976528176,0.369624909206867
50,1,66948,-0.0561287507762305,0.0533098955783344,0.293117635675353
51,1,68621,-0.0288167742086127,0.0532267983984336,0.588576198294664
52,1,69417,-0.0565507177123187,0.0530225625745826,0.286908211813117
56,1,74327,-0.0892141898103463,0.0531883716162913,0.094364113316787
57,1,74572,-0.0863351228275355,0.0530591311310924,0.104597655988267
58,1,75211,-0.0785829905311363,0.0529958637976022,0.139016131963539
59,1,76030,-0.0687588556836983,0.053034537460908,0.195652915241942
60,1,80108,-0.0584165412760046,0.0530570631817638,0.271640984228148
61,1,81262,-0.0541121673468197,0.0530498703039862,0.308415395053727
62,1,81999,-0.0538907118550569,0.0531804440066264,0.311584305067786
63,1,82431,-0.0477920842200507,0.0534493528700658,0.371847409647165
64,1,83284,-0.0629568514065827,0.0530146730572716,0.235814583989464
65,1,83613,-0.0613715719971891,0.0530140740889991,0.247790894059246
66,1,84112,-0.079193807287347,0.0529529701647716,0.135664445627684
68,1,84858,-0.11137215398062,0.0529395506863801,0.0361063295982323
69,1,85751,-0.0982591755947922,0.0532330616402611,0.0657540689892781
70,1,87445,-0.0674119678148939,0.0534821963344039,0.208337360369455
71,1,87467,-0.0648192553216889,0.0537724664075844,0.228842530174234
72,1,89070,-0.0659326792182026,0.0534306724388624,0.218029195898062
73,1,89616,-0.0623247632925446,0.0531543314014829,0.241777144398364
74,1,89679,-0.0480831777725565,0.053202966977961,0.366734384017805
75,1,89880,-0.0540485203387694,0.0532002600524237,0.31035154970943
76,1,91472,-0.0630479415336875,0.0535684475417352,0.240004301440161
77,1,93789,-0.0788330013723824,0.0529544952816881,0.137460964172264
78,1,94351,-0.0884575233180291,0.0530517654703908,0.0963254657260445
79,1,99148,-0.0690512099731314,0.0529931741797988,0.193416961304394
82,1,106800,-0.0308479838437861,0.053166772493046,0.562142028875636
83,1,107970,-0.00878924076108683,0.0530324657245764,0.86846178697191
84,1,109000,-0.0403537893969475,0.0530845608794927,0.447654771932555
85,1,112549,0.00258903664005342,0.0530676736579783,0.961116272689531
86,1,112742,-0.0245677058779523,0.0532585551530929,0.644873758843413
87,1,113050,-0.0245382469832957,0.0531689435051415,0.644713663709021
88,1,113135,-0.0336787609833169,0.0530192232674436,0.525697826241302
89,1,114076,-0.0250856260173179,0.0530327120433468,0.636490017196857
90,1,114628,-0.0154482307199784,0.0531773665168896,0.771601381278161
91,1,116283,-0.0132794263461286,0.0534748544379558,0.804023262737072
93,1,127853,-0.0346485503360605,0.053348087077392,0.516450123813261
94,1,128302,-0.0343563359944644,0.0531434610438809,0.518386794814021
95,1,128704,-0.0172264634763805,0.053219946117949,0.74636870508374
96,1,128911,-0.00366644110487579,0.0532333768376243,0.945128231340234
97,1,130267,-0.0501505459036029,0.0531415063862969,0.345959702529567
98,1,130271,-0.0507644019465768,0.0532030882189311,0.340654221112487
99,1,130613,-0.0667544301422419,0.0536519578265264,0.214246918825755
100,1,132012,-0.0362581624701809,0.0536206257811887,0.499357698555991
101,1,133231,-0.0424872350433378,0.0532265887588571,0.425271796812059
102,1,137074,-0.0653401247254304,0.0530850438981797,0.219195650116383
103,1,137304,-0.068121205015244,0.0530936735593053,0.200320468224285
104,1,139686,-0.0598123796157994,0.0531920851670566,0.261581906900082
105,1,149562,-0.0641273503781479,0.053299658242263,0.229725540482298
106,1,150447,-0.0686437807512317,0.0538775204520069,0.203476451691791
108,1,154084,-0.067658464170983,0.0540482578972729,0.211465824625074
110,1,157269,-0.0540986714563956,0.0531069811991987,0.309055670300943
111,1,160054,-0.0781860175515744,0.0535287678154728,0.145004966669789
112,1,166222,-0.072643910086767,0.053152733916645,0.172588769036284
113,1,166416,-0.0692126007262041,0.0530572501963095,0.192916745994193
114,1,167326,-0.0647385590052874,0.0533761055113567,0.225988537132448
115,1,168836,-0.0413396264081122,0.0531882433559197,0.437542207136497
116,1,171200,-0.035056180502831,0.0532807954393755,0.510998115256752
117,1,171431,-0.0481054242018082,0.0535851595557819,0.369937222419906
118,1,173339,-0.0397859748918462,0.0531869672655877,0.454934135201086
119,1,173845,-0.0411816029773847,0.0531397965074877,0.438877799287495
120,1,175121,-0.0190679795379491,0.0530698274354845,0.719585634938495
121,1,175281,-0.0298032819129703,0.0531009593918904,0.574978507272458
122,1,175315,-0.0302521135683322,0.0530835094801874,0.569110312526971
123,1,175523,-0.0290088904364444,0.0533865085523057,0.587214645512435
124,1,175541,-0.0301121453534632,0.0531667073742009,0.571500681198421
125,1,175653,-0.0242387439623301,0.0533435738689996,0.649827997842071
128,1,175856,-0.0214883577732637,0.0542280073931742,0.692153090321383
129,1,175876,-0.0178752920458159,0.0534003559880471,0.738019231565512
130,1,175989,-0.0249501528819624,0.0535447499561272,0.641525619206859
131,1,176001,-0.0307868374098132,0.0538153638548871,0.567630092611852
133,1,177692,-0.0251020850905251,0.0530911156279304,0.636639938582093
134,1,178191,-0.0201734421646641,0.0531498111554092,0.704501689488203
135,1,178224,-0.0251020850905251,0.0530911156279304,0.636639938582093
136,1,178960,-0.0260455491495589,0.053514136359692,0.626770089934422
140,1,183802,-0.0194443492739401,0.0531045278852233,0.714470715749619
141,1,183954,-0.0262156272068254,0.0534831029384173,0.624320569708576
142,1,184450,-0.0108835221266256,0.0530297006714772,0.837507240632107
144,1,184718,-0.0166962302828329,0.0533267789513492,0.754395063459808
145,1,185296,-0.0122537064509573,0.0531039190883195,0.817643037823497
146,1,185438,-0.0201086714544695,0.0530996462690511,0.705140614451362
147,1,185469,-0.018998323644254,0.0531774674684142,0.721108667509806
148,1,185503,-0.025895030495426,0.0530316099281239,0.625644606127073
149,1,185705,-0.0330911527272218,0.0536134967024654,0.537489623725408
150,1,185749,-0.0372185334597359,0.053605829412052,0.487950695098031
151,1,185806,-0.0139611176829001,0.0537089059951445,0.795061246413972
152,1,185879,-0.0197925891719415,0.0539633172359267,0.71400393795275
153,1,185916,-0.00662983361609696,0.0539478969879187,0.902261550015707
154,1,185941,-0.0163401540547653,0.0541770807202649,0.763129729987756
155,1,185954,-0.0292533496254502,0.0543199919776645,0.590545486402081
156,1,186055,-0.0231248287400747,0.0532435155746477,0.664320002610085
157,1,186896,-0.039642175536302,0.0540897459644567,0.464108056094059
161,1,190132,0.0436022504498333,0.0532747742317985,0.413657656224709
162,1,190148,0.0448754559739439,0.053287877849605,0.400283942210855
163,1,190165,0.0485073328824184,0.0536892271910583,0.366885448137995
164,1,190169,0.0419483336738569,0.053637790522171,0.434699592810634
165,1,190933,-0.00223323302775658,0.0532487592894872,0.96657053889011
166,1,192149,0.00277596806642805,0.0536840350799231,0.958789512815177
168,1,192303,0.0556889860412557,0.0639310050391012,0.384302773823209
171,1,192795,-0.0335640809915155,0.0531180545330322,0.527876202183418
173,1,194187,-0.0644349260713973,0.0530814449734553,0.225602033847432
174,1,194867,-0.0553292404049063,0.0530815448166808,0.297965453632193
190,2,8314,-0.0630874947600471,0.0539589316350998,0.243121561997032
194,2,8498,-0.0599803916460813,0.0538896521694664,0.266456144980419
195,2,8651,-0.0538524068970403,0.0539586006383454,0.318947505695275
197,2,9812,-0.0261921000161789,0.0543378582034879,0.630088294059484
198,2,9932,-0.0428812418324178,0.0540933783980496,0.428469772873422
199,2,10135,-0.0382926533307586,0.0538956405761534,0.477865554319981
200,2,11616,-0.0407799693048876,0.0538331785738098,0.449240864698824
201,2,12133,-0.027464548030248,0.0540713459821419,0.61181850721739
202,2,12194,-0.0346908488497688,0.0542688651486566,0.523081166319267
203,2,12359,-0.037427843125224,0.0541048450622142,0.489539590068814
204,2,13061,-0.0363229459701739,0.0541029913617684,0.502426049612638
205,2,14298,-0.0334966082342483,0.0542790366184806,0.537554275060116
206,2,15222,-0.0417119630843188,0.0547929338709729,0.44700682925039
207,2,17986,-0.0414121804702279,0.0538318113384165,0.442236632759397
208,2,19770,-0.0538406628295589,0.0541736783223652,0.320975290033823
209,2,19836,-0.048886340983797,0.0540377693375742,0.366257316807035
210,2,19851,-0.0423910765820397,0.0542118429748757,0.43476676445271
211,2,21595,-0.0308469197976404,0.0540097264620134,0.568270624050586
212,2,22385,-0.0221219663503398,0.0540729865023492,0.682704779493931
213,2,23441,-0.0419719060997199,0.0545654046953263,0.442286812033615
214,2,24209,-0.0288361212150767,0.0541396906794981,0.594628705965516
215,2,24341,-0.0253717193931453,0.0542727521749724,0.640441085073348
216,2,26815,-0.0331180149758079,0.0541958344314666,0.541539605549155
217,2,28209,-0.0528153102561409,0.0541698486494226,0.330230592108032
221,2,41245,-0.0431999061341053,0.05398573270719,0.424127509604935
222,2,43214,-0.0319082969641458,0.0548844583368208,0.561360679185496
223,2,47104,-0.061546604033769,0.0532793437721524,0.2488028810334
224,2,50915,0.0108643091437214,0.0539013232754748,0.840377419050171
225,2,55834,0.00783062035206317,0.0536537234058899,0.884046233686276
226,2,56422,0.00177476126383247,0.0537511842302089,0.973678825551195
227,2,57715,0.0058019579195604,0.0535731896881363,0.91381952789905
228,2,59046,0.00587190582889263,0.0538441882713506,0.913221893509754
229,2,59191,0.00197104818491223,0.0535366942638239,0.970651913087637
230,2,59383,0.0132315559904086,0.0535475840863836,0.804975232440416
231,2,59477,0.009502120192032,0.054355625511678,0.861326068480807
233,2,60471,-0.0307272332240087,0.0535993965815984,0.566823028775044
234,2,60478,-0.0276879774998906,0.0536653030549744,0.606220606333398
235,2,60786,-0.0309586026010449,0.0535719250255694,0.563707800236104
236,2,61035,-0.0362397795013549,0.0535586731242774,0.499079425162586
237,2,61071,-0.0326375292519846,0.0533219850436283,0.540876281095909
238,2,61675,-0.0318715167146979,0.05347696632357,0.55156660928808
240,2,62939,-0.0588841097815297,0.0533193504469872,0.27018634579504
241,2,63527,-0.0634101808035324,0.0535055335036635,0.236769415694922
242,2,63857,-0.0881384276880605,0.053418753702499,0.0998420423349921
243,2,65527,-0.0823822803115314,0.0532673862642338,0.122860539722093
247,2,67976,-0.0781395782127037,0.0540576274895958,0.149208414022319
250,2,72389,-0.0541672673346785,0.0538058420023832,0.314760254877071
251,2,72392,-0.0397635807849037,0.054208119431047,0.463718753503104
252,2,73646,-0.038774126949549,0.0530971091695679,0.465722156686177
253,2,74564,-0.041097396430081,0.0529877345949103,0.438503267175403
254,2,74739,-0.0362571401206968,0.0531722331656086,0.495761288342339
257,2,80873,0.0157401930831145,0.0533276026234276,0.768044923878672
258,2,81501,0.00239730560132945,0.0533251441699714,0.96416749542384
259,2,83526,-0.00864365056005001,0.0532405871394037,0.871122524565283
260,2,83845,0.0113811588353439,0.0532897323934938,0.831004659320593
263,2,84447,0.025901069172864,0.0539559904183819,0.631495797466358
264,2,87391,-0.00887566628548139,0.0530557458071749,0.867238099962758
265,2,87562,-0.00973964094468971,0.0531895921725872,0.854815437219148
266,2,87849,-0.024063025497839,0.0531716580469025,0.651148208148287
267,2,87878,-0.011497365313495,0.0534121269813569,0.829690811061714
269,2,89785,-0.0346423443254575,0.0533897570603191,0.516852387372629
272,2,93721,-0.0484155362695397,0.0531978927667325,0.363389446847054
273,2,93952,-0.0351043082934753,0.0530750470175277,0.508781595153894
274,2,95085,-0.0382006049380759,0.0531431638381652,0.472724641056687
276,2,107124,-0.0310063865685146,0.0531829019917899,0.560256003874776
277,2,111645,-0.0455400392534649,0.0531873736145131,0.392457492149655
278,2,111916,-0.0362222411995846,0.0533332405905406,0.497476354204474
279,2,111931,-0.0341547916054498,0.053418757200593,0.522991583912334
280,2,111999,-0.0430215639229798,0.0532084920830914,0.419320367123408
281,2,114528,-0.0618191182700525,0.0534630633365054,0.248342111095065
282,2,116024,-0.0467944708429029,0.053633779807397,0.383538918532154
286,2,120090,-0.0333770935487749,0.0534500114024988,0.532732601910089
287,2,120291,-0.0328768877280636,0.0540627901327523,0.543496202921945
288,2,120726,-0.0180629202875565,0.0537699890392935,0.73712368380372
