SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0304380652137648,0.0679403020684503,0.654419425780403
9,1,27272,0.00148622518152752,0.0669389686898808,0.98229881647674
16,1,27843,-0.0522869471437975,0.0652959357550533,0.423804131575454
17,1,27848,-0.0522869471437975,0.0652959357550533,0.423804131575454
18,1,28495,-0.0255971739693709,0.0653420710042554,0.695485906979875
19,1,28975,-0.0448777377079107,0.0648754462261814,0.489547628784176
26,1,31435,-0.0829349944286547,0.064596756273069,0.200023244281433
29,1,36146,-0.0164814666496321,0.0644075626810257,0.79818224260901
31,1,37409,0.0232199329615072,0.0647500177370951,0.720102057256408
32,1,37478,0.0211440408981065,0.0648077125620173,0.744422426493347
33,1,39144,0.0192746162974719,0.0645135480635977,0.765292485654833
34,1,41499,0.0545734424891747,0.0642771390131123,0.396438068888339
37,1,51248,-0.0271768112582438,0.0646004158663438,0.674236753137859
38,1,51462,-0.0259404071721459,0.0646894964528502,0.688663656870875
39,1,52124,-0.0257485985414453,0.0646020732060657,0.69044933150616
40,1,52667,-0.00896810917990457,0.0645112852682531,0.889516677355266
42,1,59265,-0.00244869654243871,0.0644803740386373,0.969728409836794
43,1,60165,-0.0152980443926523,0.0644266349387413,0.812446177901285
44,1,62308,0.0287822275373727,0.0643426849576049,0.65491324930091
45,1,62869,0.0296716138935339,0.064333454544067,0.644927745378692
49,1,66841,-0.00223813757509367,0.0643830541881467,0.972288503466617
50,1,66948,-0.0193974821321473,0.0647700637033459,0.764748393816305
51,1,68621,0.00769006399873629,0.0646015090112543,0.905312600306939
52,1,69417,0.0283269511191104,0.0644141376621327,0.660377916229556
56,1,74327,0.0638249072797096,0.0646968973317725,0.324552759676642
57,1,74572,0.0890445618283432,0.0644394908525403,0.167897085236748
58,1,75211,0.0716054419882366,0.0643830521665711,0.266818289817106
59,1,76030,0.0725151853861345,0.0643801676135662,0.260778700274847
60,1,80108,0.0808026781687076,0.064336923034528,0.209971925060102
61,1,81262,0.0498318842652437,0.0644015369481627,0.43958554643755
62,1,81999,0.0619954232145837,0.0645292308953956,0.337343553511604
63,1,82431,0.108183192565559,0.0646635465650717,0.0952099379497928
64,1,83284,0.128859306846268,0.0640810134101899,0.0450979454500449
65,1,83613,0.11560988325944,0.0641454349265808,0.0723497404577716
66,1,84112,0.113984338073828,0.0641608089130165,0.0765048989640883
68,1,84858,0.16829826664309,0.0640051078596493,0.00892639161871986
69,1,85751,0.162239051388697,0.0643174492757332,0.012092247592415
70,1,87445,0.128166618655208,0.0646729352993669,0.0482807607142676
71,1,87467,0.126292346193264,0.065025647488294,0.0529088656078001
72,1,89070,0.143079510093682,0.0645151054682353,0.0272068458101767
73,1,89616,0.121510715512168,0.0642890563702984,0.0595678191461849
74,1,89679,0.114333400585739,0.0643345587953829,0.0764013892533892
75,1,89880,0.12155541515807,0.0643134968012166,0.0595709366224676
76,1,91472,0.144657112866946,0.0646611173270308,0.0258997332126644
77,1,93789,0.11780898145882,0.0641412347327847,0.067093045222154
78,1,94351,0.102021194617822,0.0643880476839381,0.113981288243644
79,1,99148,0.161222160026619,0.0638731693611042,0.0120375018388625
82,1,106800,0.104492272536584,0.0642938308186774,0.105005969333708
83,1,107970,0.0631000368395489,0.0642550249944442,0.326760132362546
84,1,109000,0.0346179439146139,0.0644297886271073,0.591400869629873
85,1,112549,0.0464021870932984,0.0643357773352187,0.471233052179641
86,1,112742,0.0118877283639852,0.0646309042302244,0.854171963955218
87,1,113050,0.038680966807903,0.0644924156765097,0.549040693853838
88,1,113135,0.00182442911908698,0.0643608457647554,0.97740151024396
89,1,114076,-0.00231199005197726,0.064360801380683,0.971364593918998
90,1,114628,0.0105574350289694,0.064521294002672,0.870118315956218
91,1,116283,-0.00972455842171233,0.0648805507643044,0.880941711628209
93,1,127853,-0.0963041229290763,0.0645586466045466,0.136662827021257
94,1,128302,-0.061180666973765,0.06443081682084,0.342987552589014
95,1,128704,-0.075967034949624,0.0644505645342608,0.239316772026642
96,1,128911,-0.0451775972796664,0.0645396382973238,0.484389805831329
97,1,130267,-0.0157139022482552,0.0645483839583543,0.807803045548134
98,1,130271,-0.0128787078284154,0.0646267840289912,0.842159882586923
99,1,130613,0.0166021936623078,0.0652284018879447,0.799238972291546
100,1,132012,-0.0395721186954297,0.06506183786938,0.543430589228216
101,1,133231,-0.013466953077973,0.0646300267039928,0.835060320470831
102,1,137074,-0.0195157119284383,0.0645337194679056,0.762516815909076
103,1,137304,-0.0268206009127004,0.0645487291131133,0.678021523125463
104,1,139686,-0.0666478996219623,0.0645519661491565,0.30255933157452
105,1,149562,-0.0302565777793292,0.0647768323560907,0.640724024240083
106,1,150447,-0.0204578985888888,0.0655065413270684,0.754994550478672
108,1,154084,-0.0227952273586018,0.0657067989813697,0.728855575881187
110,1,157269,-0.00823074762540732,0.0645237812165151,0.898568668613317
111,1,160054,0.0326959431650238,0.0651150607112849,0.615892187152918
112,1,166222,0.0359816234636378,0.0646281623587617,0.578052158964232
113,1,166416,0.0308981744243754,0.0645043078469247,0.63222847507555
114,1,167326,0.0248924393258959,0.0648784094303782,0.701447861521583
115,1,168836,0.0135308971292932,0.0645804008169349,0.834163048733894
116,1,171200,0.0456938129966836,0.0646353970349339,0.48006568980391
117,1,171431,0.0509506937806052,0.0650284238190812,0.433850587547651
118,1,173339,0.0351095505163606,0.0645517579345409,0.586855241139159
119,1,173845,0.010407377168365,0.0645228906523449,0.871951412691976
120,1,175121,0.0178024571168267,0.0643903613018495,0.782343489688555
121,1,175281,0.0206348391393646,0.0644427107321839,0.749002841326886
122,1,175315,0.0174270602938606,0.0644251031637867,0.786932867719887
123,1,175523,0.0237681978074998,0.064784496775848,0.713927644117333
124,1,175541,0.019083919616565,0.0645244039852162,0.767585122949014
125,1,175653,0.0164546633814774,0.064730675458788,0.799487558499917
128,1,175856,0.014507402701912,0.0658007920248273,0.825629015652632
129,1,175876,0.027411644532503,0.0647804196957585,0.672445638532552
130,1,175989,0.024180902948429,0.0649689765263197,0.709973587565079
131,1,176001,0.0287834718647766,0.0653023542355469,0.659647625139954
133,1,177692,0.0494816655254863,0.0643779324564998,0.442637456633397
134,1,178191,0.0496357568403693,0.0644416255475374,0.441670502286777
135,1,178224,0.0494816655254863,0.0643779324564998,0.442637456633397
136,1,178960,0.0484354846492724,0.0648952020204432,0.455943934930356
140,1,183802,0.039252067058935,0.0644060181956674,0.542620119600487
141,1,183954,0.0272083605229659,0.0648928776484583,0.675265699063485
142,1,184450,0.0379148339493705,0.0643090615123522,0.555854654040366
144,1,184718,0.0347725756829446,0.0646798089567471,0.591184393742952
145,1,185296,0.055199732691293,0.0643647613740154,0.391690848490066
146,1,185438,0.040830460581893,0.0643981642233952,0.526470938256941
147,1,185469,0.0439592874620501,0.0644853825807091,0.495879568355821
148,1,185503,0.0386996610134479,0.064327950560411,0.547826938366097
149,1,185705,0.0448239076897926,0.065036498168431,0.491142897615708
150,1,185749,0.0288179381570175,0.0650621642230861,0.658088185000735
151,1,185806,0.0523776754838126,0.0651074849820328,0.421661224963637
152,1,185879,0.0255699431596304,0.0654678927764836,0.69634902454225
153,1,185916,0.0424775691945012,0.0654131961815228,0.516519547713581
154,1,185941,0.0308627338170018,0.0657168477685807,0.638907929559754
155,1,185954,0.0279217689330319,0.0659126045587333,0.67210238671446
156,1,186055,0.0433102211764334,0.0645724069543515,0.50283537896172
157,1,186896,0.0270208053106846,0.0656571083593492,0.680923259805129
161,1,190132,0.0185194276908145,0.0646879924649671,0.774825114824434
162,1,190148,0.0196504887456384,0.0647065614942083,0.761545901244406
163,1,190165,0.0147187611429423,0.0652075934061598,0.821548599362641
164,1,190169,0.0186895507269607,0.0651233813452447,0.774290808534769
165,1,190933,0.0265520744150007,0.0645873462125058,0.681246211000448
166,1,192149,-0.075374640699213,0.0650073063344764,0.247044455427977
168,1,192303,-0.07970316871869,0.0775299404773888,0.304639224157363
171,1,192795,-0.00747658006233548,0.0644792778164633,0.907755549045743
173,1,194187,-0.0302138525260426,0.0645138869177556,0.639836956566749
174,1,194867,-0.059912566827235,0.0644199304217379,0.352990316846297
190,2,8314,0.0299528491983064,0.0655714960129932,0.648098066574406
194,2,8498,0.0376670625892349,0.0654641219797425,0.565397642229133
195,2,8651,0.0223438576642688,0.0655453483348828,0.733387998029656
197,2,9812,0.0217624253460972,0.0659354840059898,0.741553166437757
198,2,9932,0.0177984427616285,0.0656789143176996,0.786555781294763
199,2,10135,0.0238061075538014,0.0654219239786811,0.716161153433474
200,2,11616,0.0410053750884878,0.0653282939076845,0.530618290952043
201,2,12133,0.0375521552192825,0.0655941504795895,0.567352838622877
202,2,12194,0.0367831438479604,0.0658492610761394,0.576791518114564
203,2,12359,0.0400798069091582,0.0656510967932185,0.541925382229729
204,2,13061,0.0412343084944201,0.0656442346861594,0.530313027333299
205,2,14298,0.0315465460460146,0.0658667169348987,0.632274173518999
206,2,15222,0.0503611736903817,0.0664766000719259,0.44920938711948
207,2,17986,0.0414034630866151,0.0653275826135575,0.526633373699976
208,2,19770,0.0437700313773165,0.0657754245781578,0.506199458658083
209,2,19836,0.0625532962937561,0.0655513505762036,0.340603006034926
210,2,19851,0.0598752446238171,0.0657508333313261,0.363107237976852
211,2,21595,0.0351485373947826,0.0655294377820705,0.592035300191391
212,2,22385,0.0296243008816217,0.065599220686485,0.651837870586789
213,2,23441,0.0273781395815356,0.0662394601881184,0.679622636573551
214,2,24209,0.0413972786145853,0.0656729802385128,0.528870318488456
215,2,24341,0.0380690715641431,0.0658341825544531,0.563459390248775
216,2,26815,0.0558899447965835,0.0657191371135856,0.395658982036227
217,2,28209,0.0193020867760452,0.0658005436994296,0.769432855522727
221,2,41245,0.0633842258995907,0.0654692736975871,0.333631175048745
222,2,43214,0.089400195910651,0.0664488348127118,0.179360005108994
223,2,47104,0.00383808919664924,0.0647614889162425,0.952774579325887
224,2,50915,0.0710815898131835,0.0652885898564115,0.277016075647082
225,2,55834,0.0496212922698879,0.0650423215806909,0.446027918384951
226,2,56422,0.0581725396204932,0.0651387551802864,0.372435729547683
227,2,57715,0.0725984923756322,0.0648823730206062,0.263933063521339
228,2,59046,0.0547788659761043,0.0652610380088521,0.401823708830217
229,2,59191,0.0620962140388723,0.0648679566662616,0.339085626030831
230,2,59383,0.0336894901953158,0.0649460556656178,0.604273815476597
231,2,59477,0.0562671591039932,0.065880341322416,0.393639232617063
233,2,60471,0.0406302695075795,0.0650223586849853,0.532462614457964
234,2,60478,0.0353972614525195,0.0651052953930902,0.586996283715062
235,2,60786,0.0180901752935754,0.0650183248618256,0.78099721037104
236,2,61035,0.0358827118259324,0.0649927092701373,0.581226712939783
237,2,61071,0.032516242731618,0.0647026622744726,0.615594924882507
238,2,61675,0.0102265213336413,0.0649098623535949,0.874901818283592
240,2,62939,0.0418650265476585,0.0647616188199735,0.518409253417396
241,2,63527,0.0196388803396045,0.0650347798473096,0.762848921142896
242,2,63857,0.0197007403233587,0.0650498591984405,0.762177992552033
243,2,65527,-0.00847008994268178,0.0648422552489468,0.89614551509499
247,2,67976,-0.0240594794090613,0.0657653281957796,0.71470483329499
250,2,72389,0.0207238258008016,0.065362845940478,0.751386881109808
251,2,72392,-0.0359768147416323,0.0657888064765262,0.584825151449439
252,2,73646,-0.0452493900085743,0.0644222961519597,0.48290067750812
253,2,74564,-0.0225060729469683,0.0643295641087203,0.726655536185799
254,2,74739,-0.00812262365071913,0.0645508249498962,0.899935758402464
257,2,80873,-0.0591718579525973,0.0646295928202777,0.360526066099244
258,2,81501,-0.0570474792102449,0.0646242110033876,0.377968286059659
259,2,83526,-0.0679563732108774,0.0644937978062011,0.292746240338116
260,2,83845,-0.0745103625859714,0.0645347933185327,0.249044857564266
263,2,84447,-0.0611363744892905,0.0654011384459385,0.350535193934781
264,2,87391,-0.0398995445369292,0.0643359881074506,0.535542997356964
265,2,87562,-0.0419483500407604,0.0644952926539116,0.515850835047195
266,2,87849,-0.0482771307646392,0.0644766340970288,0.454504162684845
267,2,87878,-0.0618328970735778,0.0647214799037973,0.340044898506446
269,2,89785,-0.051833157996306,0.0647535799588027,0.423978179641112
272,2,93721,-0.0174449997038256,0.064609936566029,0.787314258031262
273,2,93952,-0.0336442337210288,0.0644068913338082,0.601740333311946
274,2,95085,-0.0377650799642814,0.0644903875950832,0.558523645044017
276,2,107124,-0.0723772469350411,0.0644387580122152,0.262118277408815
277,2,111645,-0.0725184594074062,0.0644797215608761,0.261492722087096
278,2,111916,-0.0723450167520235,0.064632803680498,0.263763198234516
279,2,111931,-0.0605650348924878,0.0647662345732108,0.35035908452055
280,2,111999,-0.0652642103362796,0.0645200992947971,0.312454223266688
281,2,114528,-0.045453433718574,0.0649403171276638,0.484434352312791
282,2,116024,-0.0744500333032677,0.0650192453885174,0.25296580013247
286,2,120090,-0.10720633165086,0.0646312241044369,0.0980566080152911
287,2,120291,-0.107442359630455,0.0653749586784702,0.101174239122225
288,2,120726,-0.0861476165754417,0.0650841264937384,0.186480917640835
289,2,121716,-0.0778132684962518,0.0650396081209678,0.232344152643805
290,2,123100,-0.0779911080190508,0.0651290872385484,0.231921035979017
291,2,124677,-0.123160864080624,0.0648408266093906,0.0583223579754053
293,2,127887,-0.0854337353578496,0.0654604234286712,0.192701923631845
294,2,128935,-0.0897400163933579,0.0653819026248524,0.170763289832135
295,2,129053,-0.0753970255235991,0.0656331213807145,0.251430745476825
296,2,130040,-0.0501674663102085,0.066103123466582,0.448402483157828
297,2,130976,-0.0694323698832318,0.06551402186846,0.289955975296284
298,2,132199,-0.08380914402202,0.0657712033969064,0.203412050557554
