SNP,Chr,Pos,Effect,SE,noPPI_reference_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0207121503651735,0.0607535175533674,0.733365867028855
9,1,27272,-0.0726365439900152,0.0597259945837659,0.224735445363466
16,1,27843,0.000175828976268854,0.0584348917830905,0.997600890700785
17,1,27848,0.000175828976268854,0.0584348917830905,0.997600890700785
18,1,28495,0.0131540105308295,0.0584316445118516,0.822017799985662
19,1,28975,-0.000751321809414632,0.0580452147942711,0.989679995186885
26,1,31435,-0.00261649784524531,0.0578912716857768,0.963976034147998
29,1,36146,-0.0342231265414827,0.0575641144982893,0.552543953273877
31,1,37409,-0.0274468821194594,0.0578858927812509,0.63568257380872
32,1,37478,-0.0247819652043244,0.0579390882466067,0.669112552762506
33,1,39144,-0.0779452883262465,0.0575402790627687,0.176404602362122
34,1,41499,-0.118709482730831,0.0571816139478691,0.0386166023989532
37,1,51248,0.00338945626155646,0.0577742138108236,0.953250313741062
38,1,51462,0.00406517836174167,0.0578524335458875,0.944020092965797
39,1,52124,-0.0164932296788883,0.0577678259316633,0.775421723281015
40,1,52667,-0.0534841218867705,0.0576116178460839,0.353857000938757
42,1,59265,-0.032448888691508,0.0576269303445916,0.573734132822643
43,1,60165,-0.0411977033317057,0.0575674932879595,0.474685661391027
44,1,62308,-0.101108193226282,0.0572937033608184,0.078473052019973
45,1,62869,-0.108357603782869,0.0572488860498801,0.0592094932815148
49,1,66841,-0.0426063072616213,0.0575210872301852,0.459363148251866
50,1,66948,-0.0396967367658261,0.0578805083936746,0.493264527373822
51,1,68621,-0.0141551489633241,0.0577572410469346,0.806536840757042
52,1,69417,0.00322687695497129,0.0576089824715818,0.955362794923945
56,1,74327,-0.0615984014709015,0.0578331139584206,0.287555910898211
57,1,74572,-0.0357769290734829,0.0577403614702204,0.535909471746518
58,1,75211,-0.013152791165186,0.057662190251082,0.819699955012777
59,1,76030,0.00121561165020609,0.0576664033195626,0.983193695738163
60,1,80108,-0.0198885116005514,0.0576430859707974,0.730278380078271
61,1,81262,-0.0897454484282371,0.0574327143315169,0.119038264919304
62,1,81999,-0.0623718796552335,0.0576762934901623,0.280251761400093
63,1,82431,-0.0743193651747492,0.0579102894535407,0.200210159206471
64,1,83284,-0.0557630226830208,0.0575463564328733,0.333203409776658
65,1,83613,-0.0531180014424662,0.0575470872379529,0.356619202903734
66,1,84112,-0.0387059929515888,0.0575860043771775,0.501932751578257
68,1,84858,-0.0499066905339961,0.0577243882535681,0.387862762912596
69,1,85751,-0.0681689802676334,0.0579094333173902,0.239922599336693
70,1,87445,-0.0682213109866673,0.0580321556562884,0.240555916555244
71,1,87467,-0.0584175811204629,0.0583672796562555,0.317579195916856
72,1,89070,-0.0581881213456509,0.0580015906115059,0.31644385665459
73,1,89616,-0.0446363894956171,0.057722882461782,0.43986969616733
74,1,89679,-0.0467612256920919,0.0577254393459854,0.418449872775203
75,1,89880,-0.0579039744491264,0.0577114760960658,0.316386262468962
76,1,91472,-0.0691005143459537,0.0581064196539003,0.235157845233056
77,1,93789,-0.0716994171516064,0.0574963370237577,0.213214778989711
78,1,94351,-0.0560340047887155,0.0576974668553004,0.332128981764669
79,1,99148,-0.0554508222653482,0.0575472110395447,0.335920674408347
82,1,106800,-0.00426518998212301,0.0577001223343239,0.941115952854035
83,1,107970,-0.00723271965745767,0.057528334705228,0.900021600403663
84,1,109000,-0.0546211622492046,0.0575576361106569,0.343278976167231
85,1,112549,0.0158471592341911,0.0575595911934733,0.7832334497941
86,1,112742,-0.00462107741785314,0.0577895236294415,0.936311256958229
87,1,113050,-0.0154786116324418,0.0576869451564861,0.788609070354578
88,1,113135,-0.00441932456436184,0.0575454001656992,0.938828400605595
89,1,114076,-0.020009582880848,0.057536025033118,0.728216552659112
90,1,114628,0.00693167480207722,0.0576902821582895,0.904430107517379
91,1,116283,-0.00856039956991217,0.0580105466002649,0.882769330481788
93,1,127853,0.0881618457012824,0.0577138823975354,0.127515488415896
94,1,128302,0.0949924371336193,0.0574598951773527,0.0991801120584271
95,1,128704,0.0828236595035004,0.0575707962036873,0.151138524379813
96,1,128911,0.0963311221605428,0.0575176429657004,0.0948571417641712
97,1,130267,-0.0256150286554108,0.0577022361801739,0.657374267799775
98,1,130271,-0.0269405234933813,0.0577690513698027,0.64125355889244
99,1,130613,-0.039776622874556,0.0582884243177159,0.495427074073406
100,1,132012,0.0628070507630882,0.0581069764940799,0.280485457731178
101,1,133231,0.0603161092243818,0.0577008101560256,0.296587978927805
102,1,137074,0.0482310795177266,0.0576507322614282,0.403378774479388
103,1,137304,0.0491535670083817,0.0576686040028737,0.394600343121653
104,1,139686,0.0538528840073802,0.0577326704832982,0.351562157855854
105,1,149562,0.0666052907529796,0.0578270883812052,0.250182391840388
106,1,150447,0.057657176184772,0.0584978481537029,0.32499027194973
108,1,154084,0.0718202081909868,0.0586347907665207,0.221439558979518
110,1,157269,0.0777866754595905,0.0575440820298385,0.177312689581664
111,1,160054,0.0263894326981327,0.0582240172250308,0.650654663175679
112,1,166222,0.0206663988888989,0.0577997257308964,0.720892395746
113,1,166416,0.0232743039645489,0.0576795268502642,0.686816903817962
114,1,167326,0.0448290213044149,0.0579715883942927,0.439866530221282
115,1,168836,0.0568613394335938,0.0576663512936338,0.32478875663576
116,1,171200,0.041684221915517,0.0577896182833225,0.471196345055961
117,1,171431,0.0302106764065111,0.0581710213350161,0.603847472239889
118,1,173339,0.01700333489067,0.0577335986676923,0.76853852328003
119,1,173845,0.0100463541872808,0.0576903496332957,0.861853129025188
120,1,175121,0.030387931261571,0.0575557178865254,0.597849002890133
121,1,175281,0.0279634128063561,0.057608156218036,0.627688661376919
122,1,175315,0.0315832807357641,0.0575847077790916,0.583718351256718
123,1,175523,0.0281336694058613,0.0579162952362835,0.627435655699285
124,1,175541,0.0298575802573415,0.0576773140181496,0.605015626387758
125,1,175653,0.0159756246205086,0.0578755358217107,0.782683361987537
128,1,175856,-7.16241853059296e-05,0.058837339353365,0.99902940276476
129,1,175876,0.00794794330813822,0.0579341049965146,0.890959327027977
130,1,175989,0.0216052670999866,0.0580895684977207,0.710167954513618
131,1,176001,0.0146471270027478,0.0583984914289055,0.802104268738705
133,1,177692,0.0177506756972799,0.057601490979127,0.758139703067356
134,1,178191,0.0164655268754873,0.0576597800108431,0.775379972437974
135,1,178224,0.0177506756972799,0.057601490979127,0.758139703067356
136,1,178960,0.0455308246915805,0.0580187664182754,0.43312044905346
140,1,183802,0.0174834846076975,0.0576089776246094,0.761698748382633
141,1,183954,0.0318338109985147,0.0580112191587419,0.583522107197907
142,1,184450,0.0344841061541922,0.0574985306827962,0.549065013105651
144,1,184718,0.0620291992902325,0.0577603981018936,0.283598647506848
145,1,185296,0.0543514555546095,0.0575365610602536,0.345487757433657
146,1,185438,0.0445534893607544,0.0575631348514928,0.439452713718073
147,1,185469,0.0450168902354319,0.0576453310492288,0.435367847936648
148,1,185503,0.0277516633068211,0.0575269212242173,0.629812464877222
149,1,185705,0.0299084722071462,0.0581672575503656,0.607447501585086
150,1,185749,0.0483577916343371,0.0581320850706761,0.406049999434353
151,1,185806,0.0515263812717434,0.0582021576998391,0.37659738997322
152,1,185879,0.0361964021825268,0.0585165810024131,0.536600844082607
153,1,185916,0.01850488030715,0.0585133690947412,0.751999322285101
