SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.111192088527908,0.106375304805411,0.296608343075017
9,1,27272,-0.0379060633566641,0.104920422911779,0.718103333564656
16,1,27843,0.0183776161742513,0.10245223618297,0.857744288319078
17,1,27848,0.0183776161742513,0.10245223618297,0.857744288319078
18,1,28495,0.053259908153992,0.102419342231813,0.60337693771018
19,1,28975,-0.00569144204181504,0.101773236671751,0.955434964156637
26,1,31435,0.0303694035657272,0.101491169663881,0.764939145976602
29,1,36146,0.0155931089595926,0.100977232481608,0.877365236533713
31,1,37409,0.0838899432615461,0.101428400917392,0.408747428650737
32,1,37478,0.053269884747288,0.101574344440825,0.600300089222421
33,1,39144,-0.0902358719136146,0.101036131519358,0.372409403933972
34,1,41499,-0.0498983841749318,0.100834680181243,0.62101146173066
37,1,51248,-0.0868602094205396,0.101193447213996,0.391277231942352
38,1,51462,-0.0859650140828215,0.101333115142126,0.396823089270923
39,1,52124,-0.0767871401622876,0.101216518096109,0.448572742168413
40,1,52667,-0.110466252691818,0.100965605744019,0.274658067659298
42,1,59265,-0.0109460956975931,0.101083951863392,0.91382941862149
43,1,60165,-0.0464002722287543,0.100979048284529,0.646155161825579
44,1,62308,-0.164494137886485,0.100517587090519,0.102632204760658
45,1,62869,-0.141971125144602,0.100602097903778,0.159062151045759
49,1,66841,-0.0915984591931537,0.100815216778694,0.364192954616299
50,1,66948,-0.102302458168851,0.101406387836844,0.313744093804665
51,1,68621,-0.216014517005014,0.100622640540805,0.0324918036318239
52,1,69417,-0.163649888276292,0.100632994762783,0.10479837488256
56,1,74327,-0.172602819222665,0.101148252886167,0.0888067914604286
57,1,74572,-0.170654199476827,0.100886131035924,0.091613850447826
58,1,75211,-0.142973790054296,0.100822768221709,0.157052351869186
59,1,76030,-0.117038720360151,0.100917460474662,0.246935657993707
60,1,80108,-0.228487162993264,0.100351439010391,0.0233919324990946
61,1,81262,-0.191275956057505,0.100533256882332,0.057904460181693
62,1,81999,-0.2526015854153,0.100397980459191,0.012312449855397
63,1,82431,-0.244879249476375,0.100935665379812,0.0157628181185513
64,1,83284,-0.213818908905605,0.100390100375666,0.0338727358214396
65,1,83613,-0.181946630798262,0.100556731744942,0.0712404883622011
66,1,84112,-0.197603546737727,0.100484184335928,0.0500223754817551
68,1,84858,-0.0949512508862821,0.10119212378439,0.348718211183083
69,1,85751,-0.209435711259029,0.101122143114142,0.0390741585853956
70,1,87445,-0.184083042827508,0.101477854520688,0.0705232501337597
71,1,87467,-0.241442172341268,0.101674576685677,0.0180992357409111
72,1,89070,-0.242977350477614,0.101017602517015,0.0166732614300819
73,1,89616,-0.19410089262813,0.100765986100968,0.0548753424098138
74,1,89679,-0.208656018028605,0.100696454808215,0.0389790726665193
75,1,89880,-0.18488977681628,0.100853723725637,0.0676077950521796
76,1,91472,-0.169239811357024,0.101686667239846,0.0969345568906208
77,1,93789,-0.131924408669867,0.100788805102035,0.191413146820757
78,1,94351,-0.134296094155639,0.101046498875032,0.184689049828355
79,1,99148,-0.112508206171311,0.100855480071113,0.265378411563796
82,1,106800,-0.0552549212140955,0.101126623655772,0.585140711670629
83,1,107970,-0.0341878049909911,0.100853235237856,0.734822059993512
84,1,109000,-0.0532776717981719,0.101007618942151,0.598204212702409
85,1,112549,-0.098481542230985,0.100796833276789,0.329223322605043
86,1,112742,-0.0278034745218944,0.101315457819195,0.783918710622997
87,1,113050,-0.0102486543686656,0.101154334017242,0.919356338634553
88,1,113135,-0.0600703879822723,0.100847486536887,0.551786907658099
89,1,114076,0.00157760877467694,0.100898120559736,0.987533889305532
90,1,114628,-0.0340338398847518,0.10113718930344,0.736685043633017
91,1,116283,0.0189710621216741,0.101711003115992,0.852144712334023
93,1,127853,0.0164208457969015,0.10152286921189,0.871598975635481
94,1,128302,0.055956915976449,0.101092789916952,0.580257564866151
95,1,128704,0.061323863313699,0.101184696800895,0.544865297520295
96,1,128911,0.0917372354403232,0.101130729111068,0.364964611769367
97,1,130267,-0.0186506081546595,0.101195668466845,0.853882033558301
98,1,130271,-0.0100861822798382,0.10131922671355,0.920759249362723
99,1,130613,0.0196338459873612,0.10226214574574,0.847856324225437
100,1,132012,-0.11641825642512,0.101862123795431,0.253854508563833
101,1,133231,-0.106926030954214,0.101166314986818,0.29126487334383
102,1,137074,-0.0784872431701821,0.101095884768094,0.438053747907219
103,1,137304,-0.078489145839814,0.101131079917574,0.438201948675235
104,1,139686,-0.0489209032231967,0.101316889614986,0.62950125134638
105,1,149562,-0.0583161326809459,0.101534126045811,0.566096742437032
106,1,150447,-0.0625714187110632,0.102654317852988,0.542561879279064
