SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.175091495012647,0.085650209866681,0.041669193574152
9,1,27272,-0.278485479740992,0.083557357993877,0.000950614005865461
16,1,27843,-0.00954174680210474,0.08285242421619,0.908379367735395
17,1,27848,-0.00954174680210474,0.08285242421619,0.908379367735395
18,1,28495,0.00564176473665584,0.0828547781123057,0.94575078582462
19,1,28975,0.00787795044192199,0.0823004137330178,0.923795778488037
26,1,31435,-0.0336148056199765,0.0820639253211563,0.682335133549608
29,1,36146,-0.0386095714197192,0.0816343085092062,0.636535694326536
31,1,37409,-0.00100331691056008,0.082101677069998,0.990256662381202
32,1,37478,-0.00963576908983427,0.0821706718749427,0.9067165066348
33,1,39144,-0.0810179418546669,0.0816835573589006,0.321949454924686
34,1,41499,-0.0727652947708244,0.0814784185069155,0.372432284424023
37,1,51248,-0.0350708840615269,0.0818963433199335,0.668741169472105
38,1,51462,-0.0430888309222823,0.0819966283549149,0.599568945105335
39,1,52124,0.013802906042225,0.081914319000854,0.866283152566068
40,1,52667,-0.0346963592370699,0.0817654778037714,0.671576394719143
42,1,59265,-0.0487814544780588,0.0817038267374872,0.55085523642839
43,1,60165,-0.0476071492473783,0.0816439871673887,0.560193854298665
44,1,62308,-0.0440039542370015,0.0815598428932297,0.589861587300315
45,1,62869,-0.0534178071165065,0.081533659944424,0.512789757248904
49,1,66841,0.0170363908270322,0.081616628760654,0.834774134407277
50,1,66948,-0.00509597967522485,0.0821221395416618,0.950555216123989
51,1,68621,-0.0309596294693592,0.0818835369188547,0.705588426896383
52,1,69417,-0.0419789628799012,0.081652734123206,0.607492699699292
56,1,74327,-0.0821130766512055,0.082016023980895,0.317423973920178
57,1,74572,-0.0543988171164928,0.0818625377069937,0.506795122214165
58,1,75211,-0.101444514126086,0.0815859336834504,0.214543076613363
59,1,76030,0.0204083852544033,0.0817571870034742,0.803024946003431
60,1,80108,0.0374597427804709,0.0817207519768647,0.646956389153239
61,1,81262,-0.00852426888421723,0.0817129068701418,0.916974861491699
62,1,81999,0.0116589368247778,0.0819113734363597,0.886895819736194
63,1,82431,-0.0287321062300162,0.0822872729583542,0.727171160912343
64,1,83284,0.0111986190264386,0.0817004124428552,0.891054155411074
65,1,83613,0.00761636656530718,0.0816925777193235,0.925772103900757
66,1,84112,0.0219992823059296,0.0816941959031387,0.787865250083554
68,1,84858,0.0457602876662548,0.0818969680556747,0.576683645005878
69,1,85751,0.0100080623709192,0.0822682186873746,0.903244147736519
70,1,87445,0.00680605972330928,0.082443060242624,0.934252436344905
71,1,87467,0.017357575706424,0.0828703039967994,0.834214110291953
72,1,89070,0.0413663635423653,0.0823273266217161,0.615655788396761
73,1,89616,-0.0146914050724818,0.0819099916609746,0.857757665456718
74,1,89679,0.00471507241262192,0.0819237124993286,0.954136115291591
75,1,89880,-0.0123658494098699,0.081942211373482,0.880133388897034
76,1,91472,0.0463679090027608,0.082516216134303,0.574523858003149
77,1,93789,0.0404005000366096,0.0816742851970183,0.621152190916747
78,1,94351,-0.0376427878515437,0.0818931087975628,0.646044983418889
79,1,99148,0.00269255856852853,0.081702460928298,0.973728572039333
82,1,106800,0.00354374538449907,0.0818125765271152,0.965474597107103
83,1,107970,-0.0353771156475676,0.0815486765201873,0.664687110458865
84,1,109000,-0.000696924443184366,0.0817141579992359,0.99319989537627
85,1,112549,-0.0294553582828144,0.0816066079078328,0.718357742643942
86,1,112742,-0.069855070732867,0.0818552678868427,0.394017677410044
87,1,113050,-0.0406387618443504,0.0817732161670014,0.619520206052188
88,1,113135,-0.0649879637375691,0.0815201139076444,0.425869850678155
89,1,114076,-0.0534636903235872,0.0815438288481024,0.512480531604635
90,1,114628,-0.0516626794486662,0.081753651664796,0.527840904323438
91,1,116283,-0.0250164643826922,0.082244066331444,0.761174948960867
93,1,127853,-0.0708940238618759,0.0820149399508548,0.387953116104201
94,1,128302,-0.0943031142228893,0.0816321677448082,0.248781697699728
95,1,128704,-0.0696676769731443,0.0817837243958897,0.394873449874784
96,1,128911,-0.0263461213558932,0.0818647935859318,0.747775908445769
97,1,130267,-0.118328768154234,0.0815952938749222,0.147893157871137
98,1,130271,-0.112067198398743,0.0817177228246362,0.171123254718173
99,1,130613,-0.0519317478954661,0.0826545985360614,0.530214799341414
100,1,132012,-0.0692022274353274,0.0824430246572852,0.401816024879549
101,1,133231,-0.154430907367289,0.0815263628730603,0.0590096855523963
102,1,137074,-0.0658634767107472,0.0817479995171468,0.420964492454134
103,1,137304,-0.0545960065080495,0.0817999717146257,0.504931623636766
104,1,139686,-0.0524974478903521,0.0819114914693268,0.5220005472426
105,1,149562,-0.0207714444526206,0.0821386713586102,0.800506097512901
106,1,150447,-0.0211402256068262,0.0830496752525216,0.799219546755205
108,1,154084,-0.0381874206375819,0.0832891047658607,0.646880871629675
110,1,157269,-0.0308216044943154,0.0817853669130729,0.706504348037601
111,1,160054,0.0123223924993429,0.0825763968680193,0.881461980859848
112,1,166222,0.0120127563623218,0.0819657321456238,0.883564350475028
113,1,166416,-0.000401567729260643,0.0818018149011633,0.996085947882665
114,1,167326,-0.0118713369993287,0.0822642334931152,0.885340091892897
115,1,168836,-0.0613686862248096,0.0818116243957102,0.453680989413558
116,1,171200,-0.0646922773002964,0.0819270948940686,0.430272634041403
117,1,171431,-0.0616191474874602,0.0824461401549306,0.455327733989761
118,1,173339,-0.10761325964438,0.0816690805027415,0.188467183261459
119,1,173845,-0.102011189656849,0.08162142992638,0.212197331694061
120,1,175121,-0.0497168918609758,0.0815967313168346,0.542717523475121
121,1,175281,-0.0766023468491468,0.0816072351107261,0.348541487713308
122,1,175315,-0.0708105605198221,0.0815963038534642,0.386084748863366
123,1,175523,-0.0738560427936406,0.0820520025869135,0.368673958744377
124,1,175541,-0.0739126518795959,0.0817162169744068,0.366345049619401
125,1,175653,-0.0490152878944123,0.0820282580172131,0.55052902558888
128,1,175856,-0.0677116428162234,0.0833467234972491,0.417104415130066
129,1,175876,-0.073447970696416,0.0820530402463665,0.371328634392503
130,1,175989,-0.083350902650506,0.0822609492803522,0.311634782188369
131,1,176001,-0.092754042576895,0.0826624582702903,0.262590304559619
133,1,177692,-0.0640513735856642,0.0816121260417798,0.433081578390721
134,1,178191,-0.0565706001520283,0.0817089450701103,0.489177247144864
135,1,178224,-0.0640513735856642,0.0816121260417798,0.433081578390721
136,1,178960,-0.0449487111924673,0.082300925418118,0.585307322797409
140,1,183802,0.0253633948515188,0.0816824289629464,0.756354700471155
141,1,183954,0.00228242339241523,0.082288246652671,0.977887642480956
142,1,184450,0.0667993947319981,0.0814903291519272,0.412927870215151
144,1,184718,0.0507985317630871,0.0819867287563098,0.535924449477884
145,1,185296,0.0702034110765994,0.0815977900581933,0.390175010170017
146,1,185438,0.0677225353278958,0.0816075900035994,0.40718113856335
147,1,185469,0.062673852794968,0.0817370048657028,0.443728079454558
148,1,185503,0.0626072123361081,0.0815253918515055,0.443031833271905
149,1,185705,0.0570128900085564,0.0824495619962596,0.489713379176076
150,1,185749,0.0445820021923316,0.0824712552071108,0.589140603894982
151,1,185806,0.0792144126973796,0.0825078987675044,0.337670692728888
152,1,185879,0.0541548567461705,0.0829647050137318,0.514345080122574
153,1,185916,0.0517813437754991,0.0829312207916322,0.532775462164817
154,1,185941,0.0632526130285161,0.0832704361109481,0.447997890156391
155,1,185954,0.0571428026671105,0.083526493932274,0.494343288105824
156,1,186055,0.0787265202004152,0.0818064818952444,0.336532245277917
157,1,186896,0.0680347773112732,0.0831778872391548,0.413941450194767
161,1,190132,0.191692167957884,0.0813805614553942,0.0190441148716753
162,1,190148,0.19423255984514,0.08138843065413,0.0175363405014762
163,1,190165,0.216308701704507,0.0818672329085141,0.00860387881953486
164,1,190169,0.195213304772468,0.0819133744707633,0.0176927487731991
165,1,190933,0.0681840299410121,0.0818196722374624,0.405213579290878
166,1,192149,-0.0710372821484039,0.0824830940322808,0.389693541679453
168,1,192303,0.0190767930223128,0.098430258658259,0.846435936939837
171,1,192795,-0.0520180866560708,0.081698170603782,0.524726068979428
173,1,194187,-0.118884166722875,0.0815677336043693,0.145870148695233
174,1,194867,-0.124302709734646,0.0815001784514478,0.128108797395891
190,2,8314,0.0965673435156102,0.0829937377059562,0.245392398017385
194,2,8498,0.11547512182052,0.0828031701283804,0.164021423880312
195,2,8651,0.108132791073116,0.082909179448993,0.193004303526275
197,2,9812,0.123608178312818,0.0833432483997386,0.13893432372174
198,2,9932,0.136688497506828,0.0829546017246574,0.100293625689458
199,2,10135,0.14977554317495,0.0825701814706985,0.0705392629506635
200,2,11616,0.107327955063409,0.0826689232031919,0.195036434870538
201,2,12133,0.132656336181382,0.0828953384814261,0.110429469800723
202,2,12194,0.130007701872787,0.0832300477697088,0.119177314367356
203,2,12359,0.130176366604528,0.0829842699576733,0.117616753082269
204,2,13061,0.141387438776163,0.0829261343380522,0.0890778693869468
205,2,14298,0.133054550816531,0.0832288197758701,0.110790917827167
206,2,15222,0.114668733767139,0.084122991625772,0.173717245599502
207,2,17986,0.0913236584449854,0.0827233783198373,0.270360575508783
208,2,19770,0.10412225254884,0.083254743210539,0.211891812790781
209,2,19836,0.124123806640532,0.0829470770904471,0.135437321754923
210,2,19851,0.122446998885274,0.0831985116738868,0.141980661535265
211,2,21595,0.102068089641473,0.0829309555244824,0.219232141454573
212,2,22385,0.104757347932454,0.0830002723788558,0.207734323200502
213,2,23441,0.0515207698661394,0.0839505258511965,0.539806234717623
214,2,24209,0.0786249129408781,0.0831984946008356,0.345290932800663
215,2,24341,0.0701593565512956,0.0834171721572977,0.400880263981821
216,2,26815,0.0801558067261496,0.0832914602069294,0.336530940684749
217,2,28209,0.0356650858528732,0.0834071144956398,0.669201316676339
221,2,41245,0.0202027603099555,0.0831017424471852,0.808062361456607
222,2,43214,0.0399816689689164,0.0844293088246599,0.636112129841203
223,2,47104,-0.0304755728023891,0.0820856697609,0.710662555616507
224,2,50915,0.034473522359182,0.0828880601246376,0.677732566520513
225,2,55834,0.0199623934377062,0.0825184212964269,0.80898697539758
226,2,56422,0.00850819636996836,0.0826715597083142,0.918088365289416
227,2,57715,0.0230006856131828,0.0823911801223198,0.780282133234148
228,2,59046,0.0608263349250056,0.0827538103165483,0.46281071120512
229,2,59191,0.0531259962115709,0.0822943678126407,0.518983392570465
230,2,59383,0.0511886218982678,0.0823215727885215,0.534466236291892
231,2,59477,0.0433368444980918,0.0835741353584348,0.604403838843298
233,2,60471,0.0330161205871973,0.0824588578284598,0.689107755511351
234,2,60478,0.039256235626733,0.0825452577949797,0.634673288030248
235,2,60786,0.0272276111052596,0.0824231881354962,0.741339633001817
236,2,61035,0.0375501098289815,0.0824057493212187,0.648905008205857
237,2,61071,0.0314660090380913,0.0820389537140319,0.701543185406944
238,2,61675,0.0182726190163177,0.0822865321636759,0.824394912146278
240,2,62939,-0.0100481007859483,0.0821482929031364,0.902717881332123
241,2,63527,-0.00174767949239707,0.0824583462033337,0.983102321167102
242,2,63857,-0.00947409217750139,0.0824760387133163,0.908612806336426
243,2,65527,0.00064938443172502,0.0822056568638189,0.993701630620277
247,2,67976,-0.0138376564910712,0.0833864531618454,0.868294371882795
250,2,72389,0.0097172122246828,0.0828738396222234,0.906726195637015
251,2,72392,0.00376587915864246,0.0834387463730821,0.964026453521279
252,2,73646,0.00304764855737499,0.0817281652285371,0.970274806103749
253,2,74564,0.0341701356817287,0.0815475737173213,0.675455728356074
254,2,74739,0.039538354009558,0.0818089903874469,0.629181768684423
257,2,80873,-0.0681190984247714,0.0819511365949973,0.406413480748592
258,2,81501,-0.0669703915035529,0.0819401385401398,0.414303288683526
259,2,83526,-0.0856987320532129,0.0817632691718823,0.295294702340636
260,2,83845,-0.0895020050526069,0.0818296835067502,0.27480620900361
263,2,84447,-0.0167739662456959,0.0830099589000277,0.839977049420045
264,2,87391,-0.0692120265568689,0.0815230921666365,0.396464021114625
265,2,87562,-0.0464582839582361,0.0817754173609687,0.570314398113257
266,2,87849,-0.0547140303717409,0.0817531953641435,0.503767994762132
267,2,87878,-0.0612479001747909,0.0820918723155358,0.456109787237689
269,2,89785,-0.0911099332251357,0.0820225060621589,0.267413974720247
272,2,93721,-0.0895057136040167,0.0817789737707226,0.274489346861506
273,2,93952,-0.0899069475532213,0.0815430095167281,0.27096468904736
274,2,95085,-0.0896277993068612,0.0816580761624995,0.273127883958508
276,2,107124,0.0439259499242348,0.0818045895576555,0.591632187982736
277,2,111645,0.105025034596534,0.0816993898437843,0.199458310126502
278,2,111916,0.100641647913227,0.0819084582159129,0.219999482052301
279,2,111931,0.0983655204439221,0.0820420605006757,0.231345959061248
280,2,111999,0.117554468182134,0.0816744189587599,0.150950026442732
281,2,114528,0.0686363022648208,0.082304069046708,0.404881161801244
282,2,116024,0.0906707156157058,0.082439863359127,0.272151026347298
286,2,120090,0.0494419966117966,0.0822127384107131,0.547965627573179
287,2,120291,0.0471274926561658,0.0831576647529767,0.571261475535271
288,2,120726,0.059456861203914,0.0826542549340117,0.472404795164771
289,2,121716,0.0324243389765714,0.0826028460724285,0.694901379887027
290,2,123100,0.0175488872122594,0.0827295698094948,0.83213310156587
291,2,124677,-0.0956359711009023,0.0824639220980517,0.246942137813736
293,2,127887,-0.00764875718710067,0.0831863425712263,0.926792090258715
294,2,128935,-0.0186499150718644,0.0831027707740363,0.822560432146095
295,2,129053,-0.0119510990856042,0.0833592546960146,0.886080889824877
296,2,130040,-0.00403034792001822,0.0838702067660157,0.961699916872234
297,2,130976,-0.0239589615100211,0.0831775641030855,0.77348060102064
298,2,132199,-0.0428220571052276,0.0835418131440409,0.608564097444943
299,2,133355,-0.0521811639601211,0.0840923810936697,0.535314647128539
300,2,133435,-0.0680993738265352,0.0842421106941739,0.41941810897196
