SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0200943471261115,0.0547140970268128,0.713644509843624
9,1,27272,-0.014842072109658,0.0538969216232866,0.783186314473651
16,1,27843,0.0961728666524813,0.0523778249462513,0.0671782375171546
17,1,27848,0.0961728666524813,0.0523778249462513,0.0671782375171546
18,1,28495,0.122047383261678,0.0522257688350193,0.0200020556031967
19,1,28975,0.0940839729096881,0.0520360236274303,0.0714489550332414
26,1,31435,0.0979196383699611,0.0518767727335628,0.0599074314260824
29,1,36146,0.0602776664112389,0.0517697506116713,0.24507196730866
31,1,37409,0.0950102703720661,0.0519037548311714,0.0680168691026745
32,1,37478,0.0890470098432538,0.0519787146548625,0.0875641127670986
33,1,39144,-0.0182892532091757,0.051947048401521,0.724992161157723
34,1,41499,-0.0026849118205786,0.0518118563228667,0.958701100926053
37,1,51248,-0.0371438422433026,0.0519950187506231,0.475468622526413
38,1,51462,-0.0300607200453455,0.0520785746035978,0.564159760579837
39,1,52124,-0.0468830240874102,0.0519727206774849,0.367634849094756
40,1,52667,-0.070302261700114,0.0518142669259403,0.175707697047685
42,1,59265,-0.0922998212221569,0.0516900700458807,0.0750160330054734
43,1,60165,-0.0993138220348056,0.0516137871291169,0.0551366441182006
44,1,62308,-0.0835611952407353,0.0516355112006478,0.10649338408425
45,1,62869,-0.0895646453433664,0.0516004555417323,0.0834835586822173
49,1,66841,-0.0183104135229012,0.0518354482325062,0.72411851015822
50,1,66948,-0.0203756539970928,0.0521515107116003,0.696253847068006
51,1,68621,-0.0247457234426805,0.0520047995636646,0.634486002813599
52,1,69417,-0.00316411058176347,0.051883483273046,0.951405723651253
56,1,74327,-0.0362823973243056,0.0521332556942409,0.486914990344116
57,1,74572,-0.0286005902898727,0.0520078458314475,0.582716270081669
58,1,75211,-0.0395781842062262,0.0518925338963487,0.446154570846087
59,1,76030,-0.0314154491343345,0.05190834926612,0.545428378288061
60,1,80108,-0.0362202313090345,0.0518871927252415,0.485600951493261
61,1,81262,-0.0476519312480215,0.0518413596505708,0.358625154239007
62,1,81999,-0.0651197770659397,0.0519145480681004,0.210539412571203
63,1,82431,-0.0656030284312875,0.0521596751440618,0.20931913337407
64,1,83284,-0.0658283377474666,0.0517775999562186,0.204435138626645
65,1,83613,-0.0584845436037681,0.0517968391156039,0.25961640587778
66,1,84112,-0.0262775649517445,0.0518771584866547,0.61279777747745
68,1,84858,-0.0131302140446945,0.0520377824735707,0.800939975840849
69,1,85751,0.00850421750905481,0.0522544227464275,0.870811261238659
70,1,87445,0.00770040998930591,0.052365245555093,0.883174987032145
71,1,87467,-0.0016467069762823,0.0526409193297967,0.975062419105285
72,1,89070,-0.0191355484596957,0.0523016131495244,0.714681848084225
73,1,89616,-0.017527476656515,0.0520217550704688,0.736372985183173
74,1,89679,-0.0173702211894191,0.0520284942305306,0.7386836178065
75,1,89880,-0.0319108017417369,0.0520221743821006,0.540001841551843
76,1,91472,-0.0274953856326412,0.0524158224239249,0.600216465908208
77,1,93789,0.0213576740804758,0.0518835569569133,0.680848519325851
78,1,94351,0.026193607639,0.0520139090426932,0.61486466822034
79,1,99148,0.0169195125772214,0.051888194513904,0.744559817021794
82,1,106800,0.0367712776106223,0.0519291423381161,0.479347437789685
83,1,107970,0.0282031489105146,0.0517903038158781,0.586397070166626
84,1,109000,0.0148467307161982,0.0518973480231286,0.774985583648127
85,1,112549,0.0679269494802602,0.0517183956557901,0.189901177939
86,1,112742,0.0736078174322504,0.0518989339815809,0.156987878674608
87,1,113050,0.077458480706577,0.0517952218683765,0.135683854885
88,1,113135,0.0449119767817416,0.0517715391990221,0.386255677214839
89,1,114076,0.0266369569909856,0.0518073006617737,0.607465687810393
90,1,114628,0.0189980158944676,0.0519479680345745,0.714798746372381
91,1,116283,0.0182224567645771,0.052237789210496,0.727419899397322
93,1,127853,-0.0103746239955093,0.0521465910436531,0.842415501030391
94,1,128302,0.0112096908540417,0.0519457740663758,0.829271393771296
95,1,128704,0.00800938849652932,0.0519991644995623,0.877674750741086
96,1,128911,0.0250116299087891,0.0519896263036429,0.630751405016286
97,1,130267,-0.00995117310812582,0.051979316794051,0.848287144428316
98,1,130271,-0.00949801793348587,0.052041255713229,0.85528775279
99,1,130613,0.03247690102362,0.0525016085655544,0.536586303445286
100,1,132012,-0.00314797469473704,0.0524182887342481,0.952145900035956
101,1,133231,-0.00129929618333019,0.052046549567108,0.980097690653258
102,1,137074,-0.00783531249053029,0.0519709013554803,0.880248430970274
103,1,137304,0.00325222064254621,0.0519903512202606,0.950156816152855
104,1,139686,0.00427128236863969,0.0520584667328058,0.934655208953654
105,1,149562,0.0109946743465972,0.0521744456130414,0.833220250134571
106,1,150447,-0.00128241954088437,0.0527564519046254,0.980620429604427
108,1,154084,0.0358240439033455,0.052885124841996,0.49859997490042
110,1,157269,0.015352573030397,0.0519526124951627,0.76777722820708
111,1,160054,-0.0116513652233603,0.0524490252435485,0.824328338566441
112,1,166222,-0.0157243546006223,0.0520580106263808,0.762788425081709
113,1,166416,-0.00334992826278407,0.051958732322109,0.948630208257068
114,1,167326,-0.0167914935199259,0.0522466543180128,0.748105920203182
115,1,168836,-0.0147456379482539,0.0520007448911238,0.776909309021799
116,1,171200,-0.0218175258746659,0.0520716043308019,0.675477649303244
117,1,171431,-0.0223495041874969,0.0523962163433346,0.669968544450354
118,1,173339,-0.0440895492992988,0.0519491705356553,0.396620311047113
119,1,173845,-0.0512383923158051,0.0518874198419474,0.324078055804282
120,1,175121,-0.0571986940744729,0.051766575490629,0.269940356751986
121,1,175281,-0.0477781371453823,0.0518377572490189,0.35732185079637
122,1,175315,-0.0463230003293322,0.0518251424213753,0.372020464898661
123,1,175523,-0.052505036578844,0.0521028372356084,0.314279467632387
124,1,175541,-0.0471825494438834,0.0519040636641551,0.363952487545176
125,1,175653,-0.0472000714094964,0.0520686439448504,0.365291181027133
128,1,175856,-0.0586127604434319,0.052897892731995,0.268600735547797
129,1,175876,-0.0469956178594876,0.0521177378284153,0.36782033524852
130,1,175989,-0.0495043526281675,0.052260219179338,0.344151013301915
131,1,176001,-0.0580830331184464,0.0525083296120146,0.269407097157263
133,1,177692,-0.0527135508629974,0.0518078418250897,0.309620997009471
134,1,178191,-0.0527489120864359,0.051859331585722,0.309776932996429
135,1,178224,-0.0527135508629974,0.0518078418250897,0.309620997009471
136,1,178960,-0.0538624202637087,0.052219510649422,0.303030575789976
140,1,183802,-0.0468989894527994,0.0518302156857384,0.366157717799049
141,1,183954,-0.0520912266750968,0.0521944803190562,0.318952439193765
142,1,184450,-0.0555913773022372,0.0517258706268217,0.283229397550765
144,1,184718,-0.0394115987993904,0.052062558303318,0.449552042250697
145,1,185296,-0.0464387366746628,0.0518248489974032,0.37082556778822
146,1,185438,-0.0652711557693622,0.0517697739537278,0.20821481120009
147,1,185469,-0.0638586841456899,0.0518498071882516,0.218915045278872
148,1,185503,-0.0630960516027252,0.0517177769998687,0.223276640097649
149,1,185705,-0.0663108546489933,0.0522869499727232,0.205558585503998
150,1,185749,-0.0659826591683019,0.0522881261377284,0.207816038625617
151,1,185806,-0.0581731115094874,0.0523844836312861,0.267538315445427
152,1,185879,-0.0577304076153813,0.0526398746645633,0.273518008562916
153,1,185916,-0.0619010231068549,0.0526024186587102,0.240079642094344
