SNP,Chr,Pos,Effect,SE,FMP45_MID2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.158346809209618,0.14779984272278,0.284739617532104
9,1,27272,0.0888329826389493,0.145740041609608,0.542565061489968
16,1,27843,0.101277890077122,0.142264553160329,0.476997980286803
17,1,27848,0.101277890077122,0.142264553160329,0.476997980286803
18,1,28495,0.0545292785518152,0.142339359834031,0.701881054950657
19,1,28975,0.0723354025628549,0.14136487346353,0.609185892378581
26,1,31435,0.0647774298051394,0.141000463155408,0.646220482606116
29,1,36146,-0.090556302407741,0.140232529322633,0.518855518815107
31,1,37409,-0.0807986721186008,0.141008436550478,0.567005483442663
32,1,37478,-0.0838074774832993,0.141124794971422,0.552990340275452
33,1,39144,-0.071001623982181,0.140500149065366,0.613629035245784
34,1,41499,-0.00188663686292205,0.14016106914734,0.98926801021734
37,1,51248,-0.281428448335807,0.139958425058377,0.0451065357720213
38,1,51462,-0.258640410800205,0.140274708874423,0.0660482503868882
39,1,52124,-0.265829971387275,0.140044789888724,0.0584880705943667
40,1,52667,-0.286382541275548,0.139703033942121,0.0411088432195113
42,1,59265,-0.0532675620014529,0.140432601417497,0.704685361814663
43,1,60165,-0.0781701785311374,0.140293395348114,0.577750241757494
44,1,62308,-0.183601414902839,0.139859738066817,0.190118701743347
45,1,62869,-0.233062666994842,0.139633188982704,0.0959828507187137
49,1,66841,-0.135750129016507,0.140062937553412,0.333104977262376
50,1,66948,-0.155165403844981,0.140868019485454,0.27143180605506
51,1,68621,-0.323840561753943,0.139668091848035,0.020984981219164
52,1,69417,-0.192428244954549,0.139980892363851,0.170104180972666
56,1,74327,-0.159055835830824,0.140872595124467,0.259632563580178
57,1,74572,-0.177849391668915,0.140432343298003,0.206189985473355
58,1,75211,-0.116216973362661,0.140358202069461,0.408228391980043
59,1,76030,-0.0445766532223298,0.140474401531308,0.751181302373367
60,1,80108,-0.267135655812566,0.139739745558791,0.0567285277057709
61,1,81262,-0.272654696694788,0.139656158384305,0.0516893809754748
62,1,81999,-0.231742065568263,0.140209523664468,0.0992551792870573
63,1,82431,-0.296643765322731,0.140533146881981,0.0354883630854883
64,1,83284,-0.123648546208584,0.140233877882061,0.378522316725929
65,1,83613,-0.080077797685752,0.140308029282002,0.568546788459315
66,1,84112,-0.107822782307375,0.140270873215947,0.442599934080852
68,1,84858,-0.0621421755570105,0.140745580255147,0.659105952378086
69,1,85751,-0.163289024661786,0.141095684389265,0.247935229126112
70,1,87445,-0.126677812255249,0.141501387884199,0.371268421848454
71,1,87467,-0.199568765375118,0.14200683427552,0.160797814265557
72,1,89070,-0.158572452711853,0.141260368825778,0.262389709934095
73,1,89616,-0.126599150349759,0.140589631020811,0.368474996029288
74,1,89679,-0.155375266141295,0.140525712444334,0.269621741228655
75,1,89880,-0.137048364408526,0.140615435940754,0.330410022524954
76,1,91472,-0.0559897220336057,0.141818358881344,0.693229792839942
77,1,93789,-0.124122280206974,0.140232692306668,0.376696266775598
78,1,94351,-0.182546312815494,0.140421967867795,0.194454644572672
79,1,99148,-0.0994019841632817,0.140288492791366,0.479068876314747
82,1,106800,-0.0732727693242012,0.140523480067909,0.602396158880718
83,1,107970,-0.0472640896901165,0.140138528163026,0.736116140741796
84,1,109000,-0.0634393469586066,0.140367510966918,0.651581292961632
85,1,112549,-0.229512048701991,0.139716167798006,0.101335008003621
86,1,112742,-0.170657891393611,0.140502284860602,0.225320195541283
87,1,113050,-0.182882856872994,0.140221279431719,0.192999931304272
88,1,113135,-0.16675120411664,0.139919513192424,0.234153939180992
89,1,114076,-0.0587905407485536,0.140165792231657,0.675152854720307
90,1,114628,-0.0229459128908764,0.140550092577313,0.870408804414866
91,1,116283,-0.0153543323081651,0.141334790632935,0.913551326294208
93,1,127853,0.0595935474867492,0.14103833771053,0.672892261565731
94,1,128302,0.0200636682618153,0.140528055273516,0.886550603421907
95,1,128704,0.0297518441392344,0.140663088877742,0.83261031225806
96,1,128911,0.0766297062844875,0.140628438690518,0.586160172071602
97,1,130267,0.08828259920376,0.140542356244645,0.530307581803094
98,1,130271,0.0847164152494396,0.140715558205282,0.547533902264577
99,1,130613,0.109999433715269,0.141982777817482,0.439013195555911
100,1,132012,-0.108902436633274,0.141683293106167,0.44262520787233
101,1,133231,-0.131901245445289,0.140620449024152,0.348888423159668
102,1,137074,-0.129191029873077,0.140427096560274,0.358208070735972
103,1,137304,-0.181277206463801,0.140312874599575,0.197219669044544
104,1,139686,-0.0774357920428961,0.140768718656418,0.582603940281312
105,1,149562,-0.159086026440834,0.140896123897626,0.259621726553266
106,1,150447,-0.112749627423255,0.14258977082458,0.429634043673208
108,1,154084,-0.155117932835692,0.14291864428621,0.27850365814826
110,1,157269,-0.185841327157817,0.140210259794373,0.185879972811466
111,1,160054,-0.17029825763294,0.141604350354364,0.22992388337641
112,1,166222,-0.133796623086067,0.140664517113687,0.342166155610846
113,1,166416,-0.140352581854704,0.140360077570987,0.318021299930695
114,1,167326,-0.157624441083727,0.141108280723775,0.264734372060658
115,1,168836,-0.191387566105533,0.140318306738636,0.173451428011536
116,1,171200,-0.205786408170015,0.140471896460751,0.143820529878277
117,1,171431,-0.27962192157767,0.140994592065943,0.0481185158141016
118,1,173339,-0.259140585053151,0.139997546920329,0.0649994165387457
119,1,173845,-0.250207917297741,0.139926434343542,0.074611141952183
120,1,175121,-0.266563639104267,0.139560726861364,0.0569409353787317
121,1,175281,-0.249279867333888,0.139770956570686,0.0753658833331078
122,1,175315,-0.267467788451189,0.139631253976425,0.0562326652873043
123,1,175523,-0.264969189188326,0.140444015149473,0.0600274327042233
124,1,175541,-0.259102720333262,0.139896175642515,0.0648451344180899
125,1,175653,-0.263618827647801,0.140319320363671,0.0611084383935432
128,1,175856,-0.264366549924207,0.142654873857142,0.0646894498359451
129,1,175876,-0.253374776573075,0.140504614110179,0.0721905461086546
130,1,175989,-0.232061079764248,0.141013149427987,0.100721811638309
131,1,176001,-0.232657131340726,0.141750778375642,0.101623454522943
133,1,177692,-0.279286334179344,0.139565689176255,0.0461456808440378
134,1,178191,-0.274835817960434,0.139730838420994,0.0499782814523362
135,1,178224,-0.279286334179344,0.139565689176255,0.0461456808440378
136,1,178960,-0.297606081036314,0.140586533918374,0.0349684054621627
140,1,183802,-0.282568363180899,0.139564749169612,0.0436568079621009
141,1,183954,-0.287124985866813,0.140566421441161,0.0418316923560825
142,1,184450,-0.202806030088285,0.1397404231368,0.147582930785148
144,1,184718,-0.261164751558834,0.140265954573172,0.0634443934535815
145,1,185296,-0.222940695516065,0.139852589388754,0.111805877434421
146,1,185438,-0.207768452717119,0.139925406087659,0.138475579544355
147,1,185469,-0.207515259057536,0.140129669828787,0.13953048463517
148,1,185503,-0.204761518379701,0.139776487457097,0.14383250963016
149,1,185705,-0.200749156624133,0.141364431209799,0.156466225562296
150,1,185749,-0.247868850485268,0.141152468225615,0.0799494109069473
151,1,185806,-0.250200040446081,0.141330954871727,0.0775380634224712
152,1,185879,-0.245840030874059,0.142041499989054,0.0843680802913933
153,1,185916,-0.154550536683378,0.142340538955653,0.278317167143519
154,1,185941,-0.186616390215845,0.14285423171276,0.19228702001618
155,1,185954,-0.198116967758087,0.143229692377687,0.167474202212629
156,1,186055,-0.189060153400106,0.140390849187032,0.178950495572913
157,1,186896,-0.211378837160115,0.142615503690687,0.139190155904141
161,1,190132,0.262903903623494,0.140233149768364,0.0616508736657628
162,1,190148,0.294281918119033,0.140099215267224,0.0363916205441164
163,1,190165,0.256951077861364,0.141395465661417,0.0700264068834643
164,1,190169,0.280207784780783,0.141092134716025,0.0478073884964722
165,1,190933,0.0223376108977807,0.140722607278944,0.873968390965812
166,1,192149,0.171339968158125,0.141584784327438,0.227027964969093
168,1,192303,0.135197415518183,0.168986964944462,0.424221970184969
171,1,192795,0.204598566968491,0.140038453293437,0.144900280698384
173,1,194187,0.0972587377250212,0.140482244496731,0.489191233790422
