SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00516145418586778,0.101080197117786,0.959304231745312
9,1,27272,-0.0741724446223586,0.0994842707932208,0.456423626877346
16,1,27843,0.0401279367150976,0.097183417416803,0.679923753791867
17,1,27848,0.0401279367150976,0.097183417416803,0.679923753791867
18,1,28495,0.0619010165601234,0.0971526091494743,0.524438589909517
19,1,28975,0.0457621811725054,0.0965279501445527,0.635734405123794
26,1,31435,0.0260322548003042,0.0962928771063261,0.787053180728603
29,1,36146,0.00384864087890363,0.0958060479615098,0.967979373311755
31,1,37409,0.112004914392463,0.096139627563563,0.244796194454784
32,1,37478,0.0893493342645509,0.0962897185278734,0.354082134393143
33,1,39144,0.0937488640467352,0.0958373449439309,0.328641332759753
34,1,41499,0.113222388484858,0.0955110387267535,0.23664180563988
37,1,51248,0.19574074484736,0.0955419667982209,0.0412264746173527
38,1,51462,0.184227505366247,0.0957378065010078,0.0551215838646904
39,1,52124,0.0779691747676479,0.096018672141329,0.417326836535919
40,1,52667,0.0654279939977869,0.0958910694563621,0.495486745693787
42,1,59265,0.0845130912147008,0.0958003300823771,0.378280039463301
43,1,60165,0.0697333296173365,0.0957615031016838,0.46697518953552
44,1,62308,0.0249923382171469,0.0957187636049548,0.794166291651388
45,1,62869,0.0223137597841974,0.0957086146317707,0.815785769033573
49,1,66841,0.143518866769181,0.0954559407256819,0.133601939341847
50,1,66948,0.115931568689942,0.0961510029367625,0.228731498622366
51,1,68621,0.274748013827612,0.0949685137738979,0.00405207415062368
52,1,69417,0.173703054645917,0.095386402173665,0.0694462131172116
56,1,74327,0.12095314238542,0.0961450002831924,0.209212985438638
57,1,74572,0.175097374490239,0.0956508069348419,0.0680047382016516
58,1,75211,0.0996133851306321,0.0957819291925859,0.299050828298305
59,1,76030,0.180870057124619,0.0954442968045957,0.0589049249602834
60,1,80108,0.0601400709356975,0.0958524432509304,0.530787322908903
61,1,81262,-0.054991769747033,0.0958249278638038,0.566416162014547
62,1,81999,-0.0475516698993059,0.0960704130256049,0.62093145422096
