SNP,Chr,Pos,Effect,SE,HNM1_TPO4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00440494004787917,0.064433941081239,0.945534855836856
9,1,27272,-0.0962962337657448,0.063259419914787,0.128843379354527
16,1,27843,-0.00220431759940292,0.0619649535602236,0.97164245191538
17,1,27848,-0.00220431759940292,0.0619649535602236,0.97164245191538
18,1,28495,0.00797017895011354,0.0619646159056113,0.897727885916529
19,1,28975,8.28134978933526e-05,0.0615518601065483,0.998927265363314
26,1,31435,-0.00915736002018569,0.0613868452725414,0.881501023465603
29,1,36146,-0.00340182505024703,0.0610719653528782,0.955610791979637
31,1,37409,0.041573662063066,0.0613625597546099,0.498527105047881
32,1,37478,0.0425354412064653,0.0614135123260693,0.489011461572679
33,1,39144,-0.0663960432523579,0.0610726334240088,0.27770556080683
34,1,41499,-0.0461609642030758,0.060955611290561,0.449382413072617
37,1,51248,-0.0171140394391066,0.0612579996730582,0.780119594791261
38,1,51462,-0.0209607598080396,0.0613377022887445,0.732759558983889
39,1,52124,-0.0378769649730686,0.0612315934491745,0.536588516950851
40,1,52667,-0.034502927675993,0.061139013137384,0.572884080963525
42,1,59265,0.0456856956913224,0.0610873531287624,0.455033573192139
43,1,60165,0.0296616628453245,0.0610691282207366,0.627476722492281
44,1,62308,0.0489889286967033,0.0609666144740993,0.422205176996951
45,1,62869,0.0518793931786874,0.0609521683450138,0.395263444426814
49,1,66841,0.0981260761447675,0.0608196054266766,0.10755216967017
50,1,66948,0.10920266777416,0.0611424288396383,0.0749514241734473
51,1,68621,0.0969141123771041,0.0610341030649256,0.113211405716541
52,1,69417,0.0547864656278438,0.0610198969148225,0.369879658038702
56,1,74327,0.0417396082003534,0.0613852097459013,0.496974211838124
57,1,74572,0.0447168013699994,0.0612156129443257,0.465581153578434
58,1,75211,0.0533281882491541,0.0610842788089225,0.383242157227037
59,1,76030,0.0857545153883688,0.0609796120033359,0.160520143000225
60,1,80108,0.0586559539862249,0.061055965255173,0.337364817175055
61,1,81262,0.0590079947269469,0.0610318614799829,0.334286356298275
62,1,81999,-0.00922357877617402,0.0612598957855826,0.880405094261767
63,1,82431,-0.000770473654125803,0.0615518466031351,0.990019832718272
64,1,83284,0.0224035311140244,0.0610923209336913,0.714050590349452
65,1,83613,0.0234381714741987,0.0610844865868931,0.701431153261865
66,1,84112,0.0193923808461555,0.0610952387930248,0.751118428886278
68,1,84858,0.0245848455578715,0.0612624380887999,0.688439328124412
69,1,85751,0.0443886863887123,0.0614828971240196,0.470792095572982
70,1,87445,0.0577981304803554,0.0615815500575346,0.348597173534668
71,1,87467,0.0590392180102252,0.0619014167515707,0.340856776725939
72,1,89070,0.0391283944331392,0.0615579847832679,0.525426361012791
73,1,89616,0.0864685447030517,0.0610887475141462,0.1578159346346
74,1,89679,0.0667177323850189,0.0611666298935396,0.276125206803055
75,1,89880,0.0594768782410017,0.0612033310973551,0.331819683114413
76,1,91472,0.0356443083959019,0.0617108962723125,0.56390139783957
77,1,93789,0.0229084806084681,0.0610917904489792,0.707897110594135
78,1,94351,0.0294366415154094,0.0612447346510505,0.631070442783803
79,1,99148,0.0337709586842082,0.0610775140837063,0.580668390300676
82,1,106800,0.00317379079114261,0.0611861458213823,0.958660766731801
83,1,107970,0.00774806094548706,0.0610037117141139,0.899005065275682
84,1,109000,-0.025355945592514,0.061097714062755,0.678389292760644
85,1,112549,0.035378628470803,0.0610143877094806,0.562391906169783
86,1,112742,0.00662561754318391,0.0612802480120759,0.913961968372671
87,1,113050,0.00502189145658655,0.0611775861592336,0.934623964678764
88,1,113135,0.00895721855111591,0.061020483621705,0.883381293023736
89,1,114076,-0.0140187575190129,0.0610177841062689,0.818420106384164
90,1,114628,0.00893231702124319,0.0611748744316363,0.883994597445064
91,1,116283,0.0283382737151731,0.0614984872114519,0.64522853133699
93,1,127853,0.0280677776331784,0.0613842670543586,0.647774724697533
94,1,128302,0.0102492568770146,0.0611641539499191,0.867017792493197
95,1,128704,0.0439809522387101,0.061182708545482,0.472711301709069
96,1,128911,0.0246331746951609,0.0612202122590383,0.687655309000629
97,1,130267,-0.0662765259545839,0.0611034848152332,0.278812345822824
98,1,130271,-0.0680246811473206,0.061170812047821,0.266875676120324
99,1,130613,-0.0701388006499478,0.061737742264834,0.256695225721116
100,1,132012,-0.0363827106769586,0.0616888351214629,0.555716875306585
101,1,133231,-0.0263313627406725,0.0612652349852048,0.667608535536265
102,1,137074,-0.0583023717044781,0.0611153785774245,0.340750507981545
103,1,137304,-0.045321060045283,0.0611678333479201,0.459228687137765
104,1,139686,-0.0290922538814416,0.0612762637971751,0.635243085241206
105,1,149562,-0.0459675040139426,0.061386925316982,0.454466847805591
106,1,150447,-0.0561951032802389,0.0620450716104252,0.365704908293401
108,1,154084,-0.0422931940256973,0.06226835604392,0.497450883089389
110,1,157269,-0.0198459439136126,0.0611690504773951,0.745793928081487
111,1,160054,-0.0575820807563835,0.061683321119809,0.351194092688575
112,1,166222,-0.0755556873476188,0.061170579875112,0.217590993282459
113,1,166416,-0.0554796419208733,0.0611068651708277,0.364544230045089
114,1,167326,-0.0566507697033639,0.0614518893207809,0.357225021745138
115,1,168836,-0.0236506906165595,0.0612213098085599,0.699496373481551
116,1,171200,-0.026615912576132,0.0613095883231191,0.664464219757773
117,1,171431,-0.0409952794640167,0.0616702258971742,0.50664446697855
118,1,173339,-0.0272509104484195,0.0612117437639683,0.656454684874095
119,1,173845,-0.0218753613025847,0.0611670898287077,0.720831815547043
120,1,175121,-0.00161870566392824,0.0610568098468112,0.978864367504689
121,1,175281,-0.00348107876325005,0.0611084868039152,0.954604865408449
122,1,175315,-0.000209437916949134,0.0610895301098901,0.997266493191993
123,1,175523,-0.00272226132276224,0.0614354903496909,0.964681644919502
124,1,175541,-0.00184992697831479,0.0611848509014568,0.975896682836281
125,1,175653,-0.00224037607397368,0.0613784233897095,0.970903484408465
128,1,175856,-0.0317346234107668,0.0623689569737039,0.611195699116495
129,1,175876,-0.0151608856631059,0.0614303616130784,0.805208080051489
130,1,175989,-0.0155681084557077,0.0616053750011155,0.800641739702389
131,1,176001,-0.0136887611960292,0.061927696389113,0.825185779075891
133,1,177692,0.00795913173579732,0.0610880623186457,0.896411618138062
134,1,178191,-0.00154707060057366,0.0611501324528974,0.979830331509639
135,1,178224,0.00795913173579732,0.0610880623186457,0.896411618138062
136,1,178960,0.00258805333871961,0.0615772896634902,0.966499064613453
140,1,183802,0.0193293321292386,0.0610885611678206,0.751874617357814
141,1,183954,0.0208851216865569,0.0615319889723789,0.734496003757841
142,1,184450,-0.00309655448819704,0.0610029682413526,0.959544902956033
144,1,184718,0.0251386606961844,0.0613352023696877,0.682159477051542
145,1,185296,0.0218227433136874,0.0610784881423646,0.721088096417633
146,1,185438,-0.0119682941015383,0.0610890943337705,0.84478911622954
147,1,185469,-0.00817259087525483,0.0611790377620332,0.893807009289761
148,1,185503,-0.0161396496548849,0.0610162992954159,0.791538449066584
149,1,185705,-0.00690081967651056,0.0617032620716882,0.911014777061478
150,1,185749,-0.00673540422734492,0.0617033138511086,0.913139275098753
151,1,185806,-0.00618683822853797,0.0617858700411089,0.920295147774236
152,1,185879,-0.00167519633389873,0.062085244546542,0.978489180215659
153,1,185916,-0.0159546759151129,0.0620512611471542,0.797235251711909
154,1,185941,-0.026576271131408,0.0623113478531471,0.669997898775555
155,1,185954,-0.0274585305649709,0.0624923371989095,0.660647563193197
156,1,186055,-0.0229744342416441,0.0612496578081292,0.70781515423141
157,1,186896,0.00321428911793398,0.0622659957019495,0.958859166050489
