SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.085326223669381,0.0616887907334553,0.167486244714035
9,1,27272,-0.114023229921708,0.0606237918848247,0.0608176039154012
16,1,27843,0.0494974459485815,0.0594268839709849,0.405456762468066
17,1,27848,0.0494974459485815,0.0594268839709849,0.405456762468066
18,1,28495,0.0802702807389208,0.0593325931123965,0.176957653725495
19,1,28975,0.0780888617042587,0.0589422273227268,0.186082088438279
26,1,31435,0.0881077110886304,0.0587451496133625,0.13455237437132
29,1,36146,0.0933045907074959,0.0584174447389675,0.111114935049867
31,1,37409,0.0815838738098687,0.0587849874204172,0.166062595028125
32,1,37478,0.0820459593350309,0.0588339766525856,0.164033498101828
33,1,39144,0.013110413523272,0.0587224574378576,0.823461797094471
34,1,41499,0.0278059796918708,0.0585450056359319,0.635115969488725
37,1,51248,0.0947600312096606,0.0585963258001493,0.106735507469533
38,1,51462,0.0903482974859685,0.0586960815059406,0.124637685048729
39,1,52124,0.0929456900961833,0.058604557525309,0.113639067699915
40,1,52667,0.0467086353303054,0.0586660761487896,0.426463718652025
42,1,59265,-0.0372032831011017,0.0586556913634156,0.526318358375836
43,1,60165,-0.0497797660639393,0.0585848739382743,0.396065920748552
44,1,62308,-0.0334260693361309,0.0585532372899299,0.568453509120669
45,1,62869,-0.0529452483470284,0.0585050744150298,0.366099306781709
49,1,66841,-0.00242325199836396,0.0586003645628701,0.967038524885815
50,1,66948,0.0012185067725109,0.0589601090926863,0.983523265073871
51,1,68621,0.00465311693516912,0.0587998988031079,0.936970261800436
52,1,69417,-0.017048600149769,0.058637735040298,0.771417460768645
56,1,74327,-0.0218295580431317,0.0589557323768303,0.711403148896395
57,1,74572,-0.0241761574823419,0.0587961117015584,0.681185423972983
58,1,75211,-0.00448534782842924,0.0587024994409076,0.9391376931489
59,1,76030,0.00447585119793098,0.058702501494304,0.939266305878296
60,1,80108,-0.0941304675471111,0.0584748694258962,0.108344258749866
61,1,81262,-0.0977886403718743,0.058435585608327,0.0951259105961142
62,1,81999,-0.107947880799648,0.0585288639187809,0.065969452064892
63,1,82431,-0.089503219969962,0.0588962394598572,0.129487491043342
