SNP,Chr,Pos,Effect,SE,MID2_WSC2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0541335071609925,0.0636339450208081,0.395511724831492
9,1,27272,-0.0452116883656362,0.0626963607160215,0.471312128955045
16,1,27843,0.0306703855714443,0.0612362588381966,0.61678648076682
17,1,27848,0.0306703855714443,0.0612362588381966,0.61678648076682
18,1,28495,0.0384648230565861,0.061224785621788,0.53024267507158
19,1,28975,0.0112877392478452,0.0608465578379243,0.852934368659257
26,1,31435,0.0128027803319471,0.0606844787727654,0.833030156127857
29,1,36146,-0.0458002161763716,0.0603261380111244,0.448233522144621
31,1,37409,0.0188467180556776,0.0606935222838558,0.756346741554141
32,1,37478,0.00603383715177064,0.0607531440407599,0.920942733230793
33,1,39144,0.0139160502307519,0.0604722211011667,0.818129472091934
34,1,41499,0.0577707052933988,0.060230572633596,0.338135054114383
37,1,51248,0.0534551434033211,0.0604988477350929,0.377528159025053
38,1,51462,0.053242806403053,0.0605815956837615,0.380074442834538
39,1,52124,0.0338882617723761,0.0605388474030945,0.575986492958523
40,1,52667,-0.00789874970877608,0.0604671847849815,0.896143448252099
42,1,59265,-0.0413220041121155,0.0603981107017742,0.494322686697763
43,1,60165,-0.035166771755816,0.0603634577603262,0.560545458949596
44,1,62308,-0.0838380567995382,0.0601607913648658,0.164325332162917
45,1,62869,-0.107086824570691,0.0600485829205104,0.0753906391140259
49,1,66841,-0.0361545638189106,0.060316213678288,0.54927936346385
50,1,66948,-0.046102820148626,0.0606676545016747,0.447807097939682
51,1,68621,-0.0557488922984127,0.0604800303324981,0.357276256258502
52,1,69417,-0.0468500426712297,0.0603409687941838,0.438019903967764
56,1,74327,-0.126949403080958,0.0603474148968668,0.0361167064244731
57,1,74572,-0.131073900879652,0.0601596827467788,0.030009958501483
58,1,75211,-0.11136840187695,0.0601611261980085,0.0649803464118802
59,1,76030,-0.0842216579094973,0.0602860063319029,0.163280628297879
60,1,80108,-0.0915289598932782,0.0602414846443587,0.129565119790231
61,1,81262,-0.130450253682541,0.060014998358618,0.0303972859624314
62,1,81999,-0.107463092769216,0.0602921408428355,0.0755477854720764
63,1,82431,-0.090495340285097,0.0606585945418086,0.136623738058889
64,1,83284,-0.137733653253722,0.0599602552306309,0.0221988004763962
65,1,83613,-0.123624265460823,0.0600406072856983,0.0402263819269293
66,1,84112,-0.131588156916321,0.0599993410065001,0.0289476989499634
68,1,84858,-0.125127728197571,0.0602100101291356,0.0384141477489591
69,1,85751,-0.105705837033414,0.060565449630954,0.0818000301805381
70,1,87445,-0.0839049217526943,0.0607909758157443,0.168392346344277
71,1,87467,-0.0919522582334336,0.0610781223751403,0.13309342474878
72,1,89070,-0.111785895954306,0.0605990142667789,0.0659214474847442
73,1,89616,-0.105081218371943,0.0603040329840298,0.0822876722013443
74,1,89679,-0.110871882360415,0.0602823594876823,0.0667240849043919
75,1,89880,-0.109916949671056,0.0603027325199986,0.0691866822718094
76,1,91472,-0.119274814589522,0.0607045206759407,0.0502164242878132
77,1,93789,-0.0616926239295743,0.0603174216556853,0.307103102316208
78,1,94351,-0.0478074032288212,0.0605122359815414,0.430031745925092
79,1,99148,-0.0545787009329083,0.0603368423342799,0.366311886244243
82,1,106800,-0.0195646996230014,0.0604792488107475,0.746512391369241
83,1,107970,-0.029779073345105,0.06028817680706,0.621651878472282
84,1,109000,-0.0151293088363709,0.0604099259802457,0.802389636367023
85,1,112549,0.0557019529147047,0.0602740331668844,0.356042049523921
86,1,112742,0.0635898692416785,0.0604873973725314,0.293844001759131
87,1,113050,0.0635321820434294,0.0603854934106597,0.293468748347429
88,1,113135,0.0456957311823629,0.0602770038352654,0.448899562674005
89,1,114076,0.0737588497826818,0.0601981783880114,0.221291485360635
90,1,114628,0.0732940784158591,0.0603527200927644,0.225395818116238
91,1,116283,0.0509375296127657,0.0607545808428608,0.402365226165316
93,1,127853,0.080096095736941,0.0605519279827325,0.18676912633492
94,1,128302,0.0531041855052756,0.06040255255781,0.379906518651219
95,1,128704,0.0920743877414691,0.0603301263003418,0.127861502989658
96,1,128911,0.0872049027677925,0.0603573379505256,0.149398240965219
97,1,130267,0.0485123233635454,0.0604517246810646,0.422805507614859
98,1,130271,0.0484842832237983,0.060523667421871,0.42362434628624
99,1,130613,0.0435763886937048,0.0611007563543101,0.476200002169806
100,1,132012,0.0161073673645112,0.0610089516199688,0.791921300386105
101,1,133231,0.0512055572532714,0.0605206792185336,0.39807924868091
102,1,137074,0.0423378145715361,0.0604538703661831,0.484180946252692
103,1,137304,0.0174075172122112,0.0605097883409252,0.77375974115899
104,1,139686,0.0249986574172338,0.0605818002241651,0.680118676819672
105,1,149562,-0.00743810333182615,0.0607333603130071,0.902595340746135
106,1,150447,-0.0169224316578556,0.0614017293645574,0.783015129827248
108,1,154084,-0.00883834433512448,0.0615962585317351,0.885986400254058
110,1,157269,-0.0134537484837254,0.0604758583446233,0.824080746786797
111,1,160054,-0.0354907172363615,0.0610254788592369,0.561226107669418
112,1,166222,-0.0519447723327994,0.0605400340568957,0.391461675590078
113,1,166416,-0.0371429782482674,0.0604477789707341,0.539304652833833
114,1,167326,-0.035409258064833,0.060794573082737,0.560641433415715
115,1,168836,0.00198237402676915,0.0605354454628903,0.97389459062925
116,1,171200,-0.0359984405195329,0.0605959098026317,0.552843290982143
117,1,171431,-0.0514961908484237,0.0609430834651199,0.398689725203784
118,1,173339,-0.0172160302609843,0.0605233375727211,0.776230224207194
119,1,173845,-0.0275456085814577,0.060462324935126,0.648969964343825
120,1,175121,-0.00489618003107056,0.0603596196651467,0.935395024902871
121,1,175281,-0.013860563726847,0.0604069825225568,0.818649731188352
122,1,175315,-0.0116916865100692,0.0603892639288897,0.846596237753765
123,1,175523,-0.0132529377423709,0.060730554252305,0.827379746122083
124,1,175541,-0.0128116831878478,0.0604829366867057,0.832367292617137
125,1,175653,-0.0106818704354435,0.0606755168232624,0.860356314790264
128,1,175856,-0.0150329211913433,0.0616747134682607,0.807569684983694
129,1,175876,-0.00203722988818877,0.0607345538166496,0.973260393217112
130,1,175989,-0.00519828663276273,0.0609073081202278,0.932033512793801
131,1,176001,-0.0138187736718343,0.0612208903148239,0.821549901155229
133,1,177692,4.68163222281937e-05,0.060392469987041,0.999381916790779
134,1,178191,0.00634703926681074,0.0604514907794365,0.916440261820903
135,1,178224,4.68163222281937e-05,0.060392469987041,0.999381916790779
136,1,178960,-0.00261985090773142,0.0608746556245692,0.965696524751238
140,1,183802,-0.0284441039278866,0.0603810984501048,0.637877235061422
141,1,183954,-0.0213860776290239,0.0608291556721191,0.725365950341727
142,1,184450,-0.0251504262414863,0.0602922566130202,0.676828191218883
144,1,184718,-0.0287214826195247,0.0606304951168269,0.635997082190084
145,1,185296,-0.0196876751380468,0.0603833785699604,0.744583802873116
146,1,185438,-0.0415042736029365,0.0603549082780161,0.492112055785671
147,1,185469,-0.0406058401543278,0.060443857916217,0.502154062480445
148,1,185503,-0.0433556542640976,0.0602819004599303,0.472484229134085
149,1,185705,-0.0598070240830653,0.0609171666869527,0.326882514210234
150,1,185749,-0.056269543663322,0.0609267135386518,0.356345719206237
151,1,185806,-0.0555927515375853,0.0610100215930624,0.362808191390575
152,1,185879,-0.0563943592333559,0.0613034470386805,0.358241977652425
153,1,185916,-0.0329374521738798,0.0613239174540834,0.591532683522091
154,1,185941,-0.0292314429411098,0.0615965694090568,0.635392037555644
155,1,185954,-0.0376032292986484,0.0617637424832362,0.543032898702444
156,1,186055,-0.0586213679143847,0.0604824106383603,0.333094043337038
157,1,186896,-0.0501147205684939,0.0614979251525741,0.415678418463312
161,1,190132,-0.0660358583724168,0.0605377144439361,0.276095310395386
162,1,190148,-0.0564634070645768,0.0605834556359667,0.351976695749079
163,1,190165,-0.0530558429021464,0.0610587923095535,0.385475580852728
164,1,190169,-0.0606064221296744,0.0609625509826121,0.320826809797091
165,1,190933,0.0329855993911563,0.0605273172632737,0.58611797307865
166,1,192149,-0.0582821393303941,0.0609689710335166,0.339761199871449
168,1,192303,0.181551035835213,0.0721338469380788,0.0122829554649132
171,1,192795,-0.0740018620280021,0.0603096624200813,0.220628431876984
173,1,194187,-0.0708051994936884,0.0603707022741557,0.241650633418082
174,1,194867,-0.0627688646996269,0.0603629138559484,0.299117533632013
190,2,8314,-0.000510286363953671,0.0614788923537508,0.993382172907618
194,2,8498,-0.0110121152976048,0.061386062320832,0.857733516865781
195,2,8651,-0.0107187152306283,0.0614436904974633,0.861613574701979
197,2,9812,-0.00826903196580164,0.0618098735274301,0.893651409299413
198,2,9932,-0.0267202621977261,0.061551395288664,0.664471578743908
199,2,10135,-0.0236156209765599,0.0613191594409051,0.700375791654006
200,2,11616,-0.0299151575559358,0.0612462488614878,0.62554103585879
201,2,12133,-0.0278700628203377,0.0614926164137328,0.650664355680369
202,2,12194,-0.0335533162026078,0.0617225298164383,0.587049316808785
203,2,12359,-0.0210583616192952,0.0615576201733692,0.732485330679622
204,2,13061,-0.0365827901054467,0.0615324932911633,0.552539877790423
205,2,14298,-0.0299465882044458,0.0617369332514586,0.627929251040656
206,2,15222,-0.032032024975192,0.0623364198149068,0.607673256487972
207,2,17986,-0.0339405841576117,0.0612403039040642,0.579779409756572
208,2,19770,-0.0561512884210771,0.0616181017766321,0.362770200630063
209,2,19836,-0.0536696319021879,0.0614546985024573,0.383082243904735
210,2,19851,-0.0458269778410412,0.061652946997752,0.457791119397897
211,2,21595,-0.0367501967099129,0.06141519823959,0.549963961215717
212,2,22385,-0.0387224128501074,0.061469940194482,0.529140959728904
213,2,23441,-0.0566081705610815,0.0620287145899186,0.362069305015477
214,2,24209,-0.0412389738025303,0.0615513694521627,0.503300421455386
215,2,24341,-0.0386795769490971,0.0617018382533612,0.531143869452715
216,2,26815,-0.0424989742350625,0.0616206893956314,0.490844319623133
217,2,28209,-0.0794627948287137,0.0615377735871983,0.197449847113539
221,2,41245,-0.0776352595732137,0.0613072447256383,0.206229622706804
222,2,43214,-0.0649937002583389,0.0623466614216019,0.297913351482977
223,2,47104,-0.0465409527642895,0.0606512467130729,0.443384243635272
224,2,50915,-0.071409751999935,0.0611802777428071,0.243916574313963
225,2,55834,-0.0823065446465122,0.0608575082773046,0.177098133438322
