SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0121998784351793,0.140229820504766,0.930721497688227
9,1,27272,-0.00941318902721111,0.138124458909971,0.945704772560666
16,1,27843,0.0350680092868326,0.134844355029005,0.79496690226298
17,1,27848,0.0350680092868326,0.134844355029005,0.79496690226298
18,1,28495,0.0609816039937256,0.134820391884988,0.651318199860067
19,1,28975,-0.00606295480583238,0.133957608735016,0.963925463618918
26,1,31435,-0.00207703918578425,0.133603033320583,0.987605091754034
29,1,36146,-0.0538860926126702,0.132883217647607,0.685344911898247
31,1,37409,0.0360282621569694,0.133619054331333,0.787599260297225
32,1,37478,0.0353701531629422,0.133734439938578,0.791564030773937
33,1,39144,0.0247576137816786,0.133130843686882,0.852579398075395
34,1,41499,0.00380764673567322,0.13276791667865,0.977136837798192
37,1,51248,-0.137056054403452,0.13313349353558,0.303966833336101
38,1,51462,-0.129474105122572,0.133336034167379,0.332195169972435
39,1,52124,-0.0758319949879177,0.133272091028545,0.569717091350511
40,1,52667,-0.148169603891278,0.132885704699366,0.265602356578095
42,1,59265,0.155310392242077,0.132795317999391,0.242972318534747
43,1,60165,0.107656593665743,0.132828277034046,0.418202067160418
44,1,62308,-0.0293300787885952,0.132796417053696,0.825325253562827
45,1,62869,-0.0170754275960159,0.13278580227534,0.89775232421728
49,1,66841,0.0208198681899898,0.13284687299064,0.875554487879782
50,1,66948,-0.00976576427224107,0.13366580936007,0.941798916920126
51,1,68621,-0.149573712088751,0.133066784076914,0.261755634706481
52,1,69417,-0.0659705066648018,0.132905436156351,0.61994107703508
56,1,74327,0.0141215671071275,0.133680656513268,0.915930703286917
57,1,74572,0.0180418252885172,0.133323405170954,0.892433026104125
58,1,75211,0.0798541541034757,0.13301593500289,0.548668041821116
59,1,76030,0.0732933238888624,0.133026633993586,0.582004632706934
60,1,80108,-0.030934819011664,0.13304216581524,0.816269754241404
61,1,81262,-0.0905610159893172,0.132914683561857,0.496098706712215
62,1,81999,-0.135637494417908,0.133131269187254,0.308983699362025
63,1,82431,-0.155390796808329,0.133702438110572,0.245933853412813
64,1,83284,-0.0621196013595318,0.13294209798951,0.640596376070698
65,1,83613,-0.0266631633715789,0.132960978509113,0.841178651483833
66,1,84112,-0.0461896296782525,0.132960479584915,0.728502614618261
68,1,84858,0.0979247569508459,0.133256636575594,0.462913641990592
69,1,85751,0.00807669351032965,0.133905973477813,0.951937967953118
70,1,87445,-0.0039769621475878,0.134189565897535,0.97637338827284
71,1,87467,-0.0614609412373597,0.134852551457776,0.648839913307503
72,1,89070,-0.0148332031765434,0.134045649090247,0.911950559044862
73,1,89616,0.00842915165063661,0.133326108498202,0.949625459647172
74,1,89679,-0.0210893028496329,0.133339022332792,0.874418778506169
75,1,89880,-0.0236841021244797,0.133371575948211,0.859154817903827
76,1,91472,0.0118325877209151,0.1343660895345,0.929877090943388
77,1,93789,-0.0527652682313109,0.132953547573399,0.691703189933232
78,1,94351,-0.113653624613431,0.133195901245219,0.394081720899992
79,1,99148,-0.104341323191423,0.132867194270141,0.432801287892515
82,1,106800,-0.162620861398626,0.132880989554818,0.221840761146003
83,1,107970,-0.09535216491229,0.132671037896043,0.472794318430424
84,1,109000,-0.0568976980541601,0.132967572309969,0.668980080070873
85,1,112549,-0.257739739515693,0.132141338302138,0.0519093713466493
86,1,112742,-0.233552246058531,0.132788514187841,0.0794730177362721
87,1,113050,-0.228886698440821,0.132586217695382,0.0851641807428166
88,1,113135,-0.251625007374604,0.13212858262313,0.0576714644516695
89,1,114076,-0.136781729704857,0.132605899856487,0.30301703812941
90,1,114628,-0.0985659677763153,0.133038171001996,0.459255794109583
91,1,116283,-0.0475764175737587,0.13385813747167,0.722484126074863
93,1,127853,0.00220117051954596,0.13363276211274,0.986867314729531
94,1,128302,-0.0310357926129343,0.133109260135838,0.815772086675703
95,1,128704,-0.0482458281466768,0.133227275450053,0.717470259363532
96,1,128911,0.0100861313746614,0.133265686699028,0.939713074251058
97,1,130267,-0.0585707627734825,0.133167113514946,0.66033009477867
98,1,130271,-0.0546374329910188,0.133329982553788,0.682207801285417
99,1,130613,0.0230657555526929,0.134602352056148,0.864037160301108
100,1,132012,-0.196277783003257,0.133915369153911,0.143624202578283
101,1,133231,-0.239731368998328,0.132757315659057,0.0718034252662152
102,1,137074,-0.236161130939547,0.132584914533849,0.0757384461245991
103,1,137304,-0.274207145284351,0.132423882730875,0.039115427349559
