SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00292392026535976,0.0627665032176625,0.962871057353254
9,1,27272,-0.0556055039649528,0.0617532030307975,0.368496151055243
16,1,27843,-0.0151880552660096,0.0603558896546908,0.801464500997189
17,1,27848,-0.0151880552660096,0.0603558896546908,0.801464500997189
18,1,28495,0.00318293026892356,0.0603620425650523,0.957976338279605
19,1,28975,-0.00963312788404809,0.0599566007786213,0.872446527207455
26,1,31435,0.00768368966164158,0.0597985352568819,0.897832057923852
29,1,36146,-0.00404826574980018,0.05949118984914,0.945785827615025
31,1,37409,0.0339733060821228,0.0597859042418027,0.570226897400275
32,1,37478,0.0201945922371114,0.059855010426677,0.7360220604106
33,1,39144,0.00218674923427643,0.0595913691370823,0.970748349778726
34,1,41499,-0.0159043573145483,0.0594201598946613,0.789117916091911
37,1,51248,0.0438527737731254,0.0596334750002416,0.462601406183539
38,1,51462,0.0353599862542481,0.0597304175015942,0.554234266994525
39,1,52124,0.0462382110176291,0.059628370266437,0.438598992002241
40,1,52667,-0.0324973564980292,0.0595583802587594,0.585658946959021
42,1,59265,0.0565039913483951,0.0594774480276365,0.342758658189819
43,1,60165,0.100423844448295,0.0592678998284252,0.0910702719896425
44,1,62308,0.0625798588144354,0.0593495924095822,0.292408271875969
45,1,62869,0.0580794553122899,0.059355074590534,0.328492919499661
49,1,66841,0.0141664322338163,0.0594587483935629,0.811820414076019
50,1,66948,0.0219596870808768,0.0598170459656739,0.713753811712089
51,1,68621,0.00629973902932442,0.0596654449021641,0.915972089436276
52,1,69417,-0.0120245202160843,0.0595049880981622,0.839973844262264
56,1,74327,0.00218454348393828,0.0598354896596756,0.970897011484763
57,1,74572,-0.00307878007204676,0.0596760761993368,0.958883349844343
58,1,75211,-0.0225238769976246,0.0595554519104211,0.705509290465837
59,1,76030,0.0211452275829931,0.0595568837576439,0.72276975092778
60,1,80108,-0.0101368639249886,0.0595509883144681,0.864933388950096
61,1,81262,-0.0165851962250884,0.0595243731532389,0.780692964846961
62,1,81999,-0.0250521135877174,0.0596614028954584,0.674810406341833
63,1,82431,-0.0339423898830722,0.0599315706380265,0.571514116367124
64,1,83284,-0.0529238878444784,0.0594557920250518,0.373997780476589
65,1,83613,-0.0221252180514552,0.0595042716384591,0.710245715254414
66,1,84112,-0.0456476859798136,0.0594728762455691,0.443274853934827
68,1,84858,-0.0120574173488529,0.0596870228838962,0.840024725340346
69,1,85751,-0.0245249894153729,0.0599216002292198,0.682579022781113
70,1,87445,-0.0127601680666076,0.0600586764983544,0.831869491026037
71,1,87467,-0.0341340994573026,0.0603496063485244,0.572020977701381
72,1,89070,-0.00742124950265901,0.0599977657871738,0.901629467281854
73,1,89616,0.00903492584044334,0.0596743636479342,0.879743673440527
74,1,89679,0.0216499193494006,0.0596727333542625,0.716963271226377
75,1,89880,0.037787253169655,0.0596650929375641,0.526933077058273
76,1,91472,0.0320522439523758,0.0601179128827294,0.594260887143365
77,1,93789,-0.0265932525085588,0.0595056507494877,0.655219175368702
78,1,94351,-0.0175300072115149,0.059671840741454,0.769103612968266
79,1,99148,-0.0157282387357132,0.0595165950597717,0.791728836636115
82,1,106800,-0.00557695322072038,0.0596020318850884,0.92550394508074
83,1,107970,0.0152908962516211,0.0594206160737136,0.797071514833003
84,1,109000,-0.00109086373802111,0.059530889962825,0.985390469978378
85,1,112549,-0.0137107486786057,0.0594590510086945,0.817765791932375
86,1,112742,0.0202997351865126,0.059685420447492,0.733974382598228
87,1,113050,0.0115355814699054,0.0595916116912276,0.846618235208283
88,1,113135,0.0186232763827524,0.0594347185471221,0.754207400625876
89,1,114076,0.026230512752314,0.0594265862947322,0.659198339965123
90,1,114628,0.00616574635528057,0.0595924601318936,0.917652515190112
91,1,116283,0.0155311098581533,0.0599191140826427,0.795631047447708
93,1,127853,0.0172736743446754,0.0598061763095415,0.77288284650105
94,1,128302,-0.00507174272892714,0.0595828793652279,0.932213604988638
95,1,128704,0.00828144859768377,0.0596411730529501,0.889644262241023
96,1,128911,-0.00565846266819354,0.0596486425466662,0.924477291090387
97,1,130267,-0.0803773497175145,0.0594674462353106,0.177362596335039
98,1,130271,-0.0775562836085618,0.0595489899263204,0.19363060637689
99,1,130613,-0.0631167297819579,0.0601559805481829,0.294795654051803
100,1,132012,-0.0774833971770161,0.0599802127149452,0.197266008628662
101,1,133231,-0.0951817761854791,0.0594798476089865,0.11044085641467
102,1,137074,-0.065879175101533,0.0595070842077705,0.269012640809218
103,1,137304,-0.0684281512138053,0.059519693251193,0.251057115511278
104,1,139686,-0.130894800414827,0.0593015502529674,0.0279377587678374
105,1,149562,-0.0932704939066137,0.0596393482010383,0.118735020826481
106,1,150447,-0.0980430681105678,0.0602839921086582,0.104766849854004
108,1,154084,-0.0979193851698701,0.0604721993457941,0.106287308435858
110,1,157269,-0.0825527307279459,0.0594325780605036,0.165703895473923
111,1,160054,-0.0838155059269214,0.0599953476827644,0.16328108749994
112,1,166222,-0.0771134366445151,0.059574793007854,0.196374414093432
113,1,166416,-0.0863998448406745,0.059417085356504,0.146800286795959
114,1,167326,-0.0841900647308751,0.0597656768428768,0.159813210293575
115,1,168836,-0.103200870795447,0.0593959603008394,0.0831699566390737
116,1,171200,-0.0607607921871387,0.0596511319069938,0.309089314963136
117,1,171431,-0.0568413142728819,0.0600355045380227,0.344390916926455
118,1,173339,-0.0867749492008989,0.0594651274268907,0.145383442649176
119,1,173845,-0.102188536486169,0.0593460614306454,0.0859619438634166
120,1,175121,-0.0916854778892458,0.0592760829023331,0.122818754678417
121,1,175281,-0.102854236546352,0.0592749100217749,0.0835768995288279
122,1,175315,-0.100172487224565,0.059269104824698,0.0918859228096734
123,1,175523,-0.10179254593621,0.0595998547214159,0.0885279799627978
124,1,175541,-0.101798187461187,0.0593545743514199,0.0872070746176547
125,1,175653,-0.094296116789295,0.0595789387194716,0.114383322131708
128,1,175856,-0.0885452353490983,0.0605940216723206,0.144826344105696
129,1,175876,-0.095200702696772,0.0596307076160107,0.111270957027331
130,1,175989,-0.102379341322177,0.059768466874315,0.0876030452788771
131,1,176001,-0.104814374445422,0.0600705878555743,0.0818806187771848
133,1,177692,-0.0774134025642389,0.0593656158056105,0.193079582879359
