SNP,Chr,Pos,Effect,SE,ADE17_HYR1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.20294072717401,0.161781251332709,0.210521391298478
9,1,27272,-0.0585330501141567,0.1596760481741,0.714156600993771
16,1,27843,-0.101078482719455,0.155834889428016,0.517002194268015
17,1,27848,-0.101078482719455,0.155834889428016,0.517002194268015
18,1,28495,-0.0488593252775139,0.155908564140121,0.754173656116128
19,1,28975,-0.0805721695487642,0.15482856744906,0.603113813992812
26,1,31435,-0.0610955377896536,0.154443345246614,0.692649847164838
29,1,36146,-0.0409206412722067,0.153665588922153,0.790166180487065
31,1,37409,0.0809376653056818,0.154451890002098,0.600585449416605
32,1,37478,0.051618420407569,0.154620372922778,0.738698744126969
33,1,39144,0.0965452646879764,0.15385330726611,0.530727372843169
34,1,41499,0.0702812570189167,0.153466520667517,0.647264215581569
37,1,51248,-0.0448467338728558,0.154147041988196,0.771272071098611
38,1,51462,-0.0742687703383702,0.154323953623883,0.630635309367677
39,1,52124,-0.115757863703561,0.154042358068458,0.452871904288817
40,1,52667,-0.13897340737399,0.15374061498849,0.366639837118418
42,1,59265,0.0667297471927075,0.153799798875827,0.664644922607589
43,1,60165,0.101181729450133,0.153630189475997,0.510578288689606
44,1,62308,-0.117444646243133,0.153428201578182,0.444503363441134
45,1,62869,-0.151455781297529,0.153324434502393,0.32392111119279
49,1,66841,-0.116088891499124,0.153484241617827,0.449939606388492
50,1,66948,-0.139417538493505,0.154373033254441,0.367077503049509
51,1,68621,-0.186814710851663,0.153811539352289,0.225342402576942
52,1,69417,-0.0998449004856256,0.153632667152647,0.516183585950534
56,1,74327,-0.141701188090072,0.154385606238488,0.359329640595981
57,1,74572,-0.088330199975923,0.154086497279781,0.566839922253934
58,1,75211,-0.00549047493889893,0.153876907892251,0.971556925069643
59,1,76030,0.0168278391976875,0.153874578736012,0.912978505540034
60,1,80108,0.0222324465687974,0.153836251367617,0.885172177146459
61,1,81262,0.00704919193752507,0.153782185448702,0.963464647958147
62,1,81999,-0.0436171512062889,0.1541407209946,0.777365937682226
63,1,82431,-0.072406367146296,0.154839995114676,0.64034449706104
64,1,83284,0.0533045377495826,0.153734673731457,0.729000209351009
65,1,83613,0.0394236576398858,0.15372958733295,0.79775425635645
66,1,84112,-0.0201557103452995,0.153757108021584,0.895780377067207
68,1,84858,0.0854821850628871,0.154127672351154,0.579506291105388
69,1,85751,0.00411748381757433,0.154828436633439,0.978798708045983
70,1,87445,-0.0457056677714535,0.155136816682236,0.768461011680498
71,1,87467,-0.0256765688588204,0.155962149299094,0.869326822448877
72,1,89070,-0.124974414106792,0.154849180909877,0.420168539504921
73,1,89616,-0.015175273977076,0.154156086112684,0.921638020765657
74,1,89679,-0.0908758204404341,0.154101834753117,0.555760485074875
75,1,89880,-0.0673130144979187,0.154175166824051,0.662667745053072
76,1,91472,-0.111036529550531,0.155249061043213,0.474948677912858
77,1,93789,0.0606077988113223,0.153727008559318,0.693630097510888
78,1,94351,0.0942167121976425,0.154083942632487,0.541286325559075
79,1,99148,0.0392723158142818,0.153746642112418,0.798535695568725
82,1,106800,-0.0717809457022616,0.153920848267946,0.641252842402701
83,1,107970,-0.0179406057992576,0.153509133137385,0.907029568496185
84,1,109000,0.0679304333436919,0.153740134536138,0.658866640978632
85,1,112549,-0.147897972130193,0.153406728604994,0.33566052484691
86,1,112742,-0.203898913569338,0.153824670726676,0.185853279271042
87,1,113050,-0.218537883071911,0.153507554277635,0.155437015864466
88,1,113135,-0.233281113080978,0.153052680021104,0.128357029147057
89,1,114076,-0.114722475847848,0.153434036000631,0.455139527397728
90,1,114628,-0.106027766340272,0.153840483890481,0.491146478935794
91,1,116283,-0.157801179032312,0.15457215975564,0.308005669288452
93,1,127853,-0.282701085416533,0.153777573587107,0.0668469459533218
94,1,128302,-0.250065265234827,0.153341915950244,0.103830892341105
95,1,128704,-0.246841871585178,0.153510485599968,0.108733439179342
96,1,128911,-0.19817042972179,0.153727297550216,0.198206123728682
97,1,130267,-0.266702598951371,0.153360120204379,0.0828957995687943
98,1,130271,-0.274427014376654,0.153505132835474,0.0746759182988016
99,1,130613,-0.24970726934616,0.15507094783376,0.108231086630323
100,1,132012,-0.251792627168812,0.154729800823925,0.104564495717291
101,1,133231,-0.185787920562368,0.153889644126208,0.228132571352638
102,1,137074,-0.198951073661251,0.153623189724018,0.196146280224427
103,1,137304,-0.234449753712014,0.15353497079489,0.127653496327634
104,1,139686,-0.158636808170244,0.15401239183191,0.303702898606231
105,1,149562,-0.204289667087643,0.154212694573709,0.186118762035486
106,1,150447,-0.110345602350611,0.156199983715543,0.480381811384634
108,1,154084,-0.174826708576485,0.156516922055835,0.264761362105588
110,1,157269,-0.228995944323122,0.153464362238964,0.136545974033222
111,1,160054,-0.292644416252077,0.154627714441761,0.0592324441982301
112,1,166222,-0.296394466751374,0.153452011809212,0.0542199261991862
113,1,166416,-0.292307834376057,0.15315943544525,0.0571348958648059
114,1,167326,-0.28257009665949,0.154090192092571,0.067525895880495
115,1,168836,-0.271121492922765,0.153411531615938,0.0780449163583351
116,1,171200,-0.27449625473834,0.153626331298407,0.0748312594471572
117,1,171431,-0.254010095331468,0.154693244884443,0.101475449924849
118,1,173339,-0.240060255957502,0.153544615915335,0.118841378908858
119,1,173845,-0.204225951763421,0.153563373355945,0.18440554190628
120,1,175121,-0.32256365867645,0.152680137174723,0.0353301819847523
121,1,175281,-0.273726624345373,0.153081241158785,0.0746152767264313
122,1,175315,-0.286317882400501,0.152967333525039,0.0620668155472615
123,1,175523,-0.271567525572464,0.153918361803607,0.0785360686951886
124,1,175541,-0.280811093610028,0.15323745056947,0.0677157987075832
125,1,175653,-0.299184682989325,0.15362872873278,0.0522730368072157
128,1,175856,-0.282655096079877,0.156279170101803,0.0713553729094396
129,1,175876,-0.288133130865526,0.153833014772965,0.0618911349552291
130,1,175989,-0.292788985535276,0.154251447266871,0.058494712450364
131,1,176001,-0.273150011387254,0.155164876234685,0.0792084133948077
133,1,177692,-0.33476343257176,0.152688467884437,0.0289985648161586
134,1,178191,-0.374294448266004,0.152582157255043,0.0146473639852173
135,1,178224,-0.33476343257176,0.152688467884437,0.0289985648161586
136,1,178960,-0.338219407961579,0.153903102640569,0.0286257425372719
140,1,183802,-0.301507124484786,0.152904098369648,0.0494047458330266
141,1,183954,-0.294346579042239,0.154068731446206,0.056880267447627
142,1,184450,-0.268200541247969,0.152842122674647,0.0801687028694043
144,1,184718,-0.274692303644645,0.153685605330175,0.0747362888785658
145,1,185296,-0.292657317532893,0.152933343195118,0.0564764074869966
146,1,185438,-0.301775412496585,0.15289043339608,0.0491836873550639
147,1,185469,-0.302944611875181,0.153106977682356,0.0486327229811312
148,1,185503,-0.272825814881292,0.152867349063404,0.0751649666520607
149,1,185705,-0.30069922144309,0.154444643032659,0.052331013565594
150,1,185749,-0.308308522851245,0.154402137073657,0.0466155488659743
151,1,185806,-0.37527849101454,0.15419066179537,0.0154341756155148
152,1,185879,-0.324715097041091,0.155271413253704,0.0372179250805472
153,1,185916,-0.283822882359475,0.155426860856665,0.0686818149070731
154,1,185941,-0.256923087126065,0.156242228060912,0.100985978810385
155,1,185954,-0.269299293285432,0.156643134616066,0.0864564358136223
156,1,186055,-0.294393397952131,0.153359819842712,0.0557110111749022
