SNP,Chr,Pos,Effect,SE,noPPI_reference_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.183762550789675,0.189923413574502,0.333925927027316
9,1,27272,0.0924189430570577,0.187254495328028,0.621932876518182
16,1,27843,-0.189403540725464,0.1826090081079,0.300348849517429
17,1,27848,-0.189403540725464,0.1826090081079,0.300348849517429
18,1,28495,-0.15779452035371,0.182697078524686,0.388342023974909
19,1,28975,-0.0748374639819892,0.181623829138269,0.680555436128436
26,1,31435,-0.215791842807047,0.18082177913342,0.233516065867253
29,1,36146,-0.282378043523972,0.179624232007338,0.116835100013429
31,1,37409,-0.307199804267911,0.180487404695945,0.0896251505567506
32,1,37478,-0.293320725938903,0.180709172115541,0.105446879419705
33,1,39144,-0.210188420298737,0.180207684627303,0.244253204664073
34,1,41499,-0.248575288028202,0.179567040958779,0.167140010081753
37,1,51248,-0.109225076471437,0.180726695525903,0.545988546305282
38,1,51462,-0.111389867263634,0.180968277793576,0.53860700138023
39,1,52124,-0.00932277988371309,0.180819491831364,0.958909658470302
40,1,52667,-0.0573676251880635,0.180504560793124,0.750810804382539
42,1,59265,0.000839401163422432,0.18043930497118,0.996290893202652
43,1,60165,-0.11681411489041,0.180195729360388,0.517236699830392
44,1,62308,-0.266518941422785,0.179545162478669,0.138592104775532
45,1,62869,-0.248699408144126,0.179594894452949,0.166994360219414
49,1,66841,-0.241246034863476,0.179708780204396,0.180320042992104
50,1,66948,-0.245828992833844,0.180799800359513,0.174800582869448
51,1,68621,-0.559856918584203,0.178308824942712,0.00183311573226655
52,1,69417,-0.438476470833291,0.178786202835823,0.0146693803811756
56,1,74327,-0.291189618855078,0.180630570577738,0.107839777582279
57,1,74572,-0.284643135357656,0.180175766652336,0.11504642694401
58,1,75211,-0.215253150574286,0.180117986326497,0.232862933305243
59,1,76030,-0.149608343539992,0.180306238383317,0.407243283165355
60,1,80108,-0.149824737385763,0.180263014119079,0.406453438975575
61,1,81262,-0.185801522034658,0.18009979338077,0.302938324393633
62,1,81999,-0.215145353837758,0.18044861881169,0.233952180015598
63,1,82431,-0.249358045557169,0.181182050588646,0.169605981653707
64,1,83284,-0.0171776068852987,0.180343217703541,0.924170675034098
65,1,83613,-0.0252325787130619,0.180320661134478,0.888793751572287
66,1,84112,-0.0677203189961147,0.180309512908349,0.707456098777366
68,1,84858,0.0137201626263496,0.180853051419009,0.939570596475524
69,1,85751,-0.12156884685547,0.181482575025702,0.503381714696833
70,1,87445,-0.174833646085161,0.181743701980805,0.336718576284716
71,1,87467,-0.24085370154478,0.182484734849857,0.187738143055699
72,1,89070,-0.208872370846052,0.181449276087726,0.250456362922093
73,1,89616,-0.141553568393672,0.180654551424397,0.433824104862931
74,1,89679,-0.189201268754406,0.18055387659186,0.295404527699863
75,1,89880,-0.158185029930129,0.180684251848474,0.381909355490559
76,1,91472,-0.147008893694326,0.182054872501992,0.419923563405013
77,1,93789,-0.0710632787567134,0.180305868304422,0.693725800630089
78,1,94351,-0.10391617379648,0.18073556370813,0.565682916426945
79,1,99148,-0.0666551342937347,0.180310637306616,0.711851289365733
82,1,106800,0.0412241976067383,0.180575470603528,0.819550300444398
83,1,107970,0.116125061667669,0.179947666141023,0.519134605275393
84,1,109000,0.108589693393319,0.180278473151357,0.547331758410262
85,1,112549,-0.131797316326135,0.180030299957527,0.464603010506936
86,1,112742,-0.0955208243441668,0.180797376970886,0.597601736787954
87,1,113050,-0.0951218127793539,0.180493580270806,0.598518087722872
88,1,113135,-0.0788922457059502,0.180055709313738,0.661542181641733
89,1,114076,0.00595104360932669,0.18010438590032,0.97365961686845
90,1,114628,0.001334329768896,0.18056028355665,0.99410790865654
91,1,116283,-0.0889562531628989,0.181502811945377,0.624360882239398
93,1,127853,-0.130201844423195,0.181093956551662,0.472632604709793
94,1,128302,-0.10288623196946,0.180447311062376,0.568922901235365
95,1,128704,-0.100724544951004,0.180630549805579,0.577452275030593
96,1,128911,-0.035031599186675,0.180720470690552,0.846409441673828
97,1,130267,0.138691887081037,0.18049353213157,0.442761165077114
98,1,130271,0.124025803904284,0.180738310859528,0.493026391004695
99,1,130613,0.25445061813823,0.182045874969424,0.163072489136845
100,1,132012,-0.18150917801391,0.181905104321529,0.319048470901488
101,1,133231,-0.288449434669805,0.180216082591742,0.110365517704324
102,1,137074,-0.214131020945478,0.180251662828175,0.235649467728603
103,1,137304,-0.295065096114365,0.179990546247967,0.10203402470773
104,1,139686,-0.261010601006074,0.1803776459986,0.148777902621524
105,1,149562,-0.268546743622321,0.180760317373382,0.138263964647291
106,1,150447,-0.233554725471668,0.182913928873089,0.202492414238153
108,1,154084,-0.212089047339953,0.183555476195704,0.248687964761255
110,1,157269,-0.303465977044448,0.179840712800703,0.0924068566964591
111,1,160054,-0.24751044988942,0.181803419168709,0.174249957678926
112,1,166222,-0.229341922802544,0.180519659361708,0.204759648269064
113,1,166416,-0.220023642571377,0.180184418709088,0.222862164358669
114,1,167326,-0.246133473872689,0.181117476421037,0.175023275867511
115,1,168836,-0.235290742275616,0.180295681990937,0.192733679986647
116,1,171200,-0.318602171653843,0.180204643278175,0.0779243185666778
117,1,171431,-0.406633831815878,0.180840235836392,0.0251555086242532
118,1,173339,-0.313887518805571,0.179940479617868,0.0819603620054755
119,1,173845,-0.315502012039349,0.179782027439791,0.0801415092769316
120,1,175121,-0.365531981693748,0.17915327590179,0.0420611272784198
121,1,175281,-0.362884176897354,0.17932258250623,0.0437603116113568
122,1,175315,-0.374281154618307,0.179199083469868,0.0374567441294281
123,1,175523,-0.373732496883929,0.180230153216056,0.0388374947960787
124,1,175541,-0.369620169061247,0.179509742078891,0.0402222745027321
125,1,175653,-0.40259664830485,0.179884177989611,0.0258384010193328
128,1,175856,-0.389457838171118,0.182976215591961,0.0339909486405772
129,1,175876,-0.372527432370185,0.18023722061736,0.0394748035564968
130,1,175989,-0.36156394488672,0.180820736671288,0.0463125725951185
131,1,176001,-0.374028663648179,0.181702118335974,0.0402783745002232
133,1,177692,-0.397299774108948,0.179058643577852,0.02713412572438
134,1,178191,-0.393793051514122,0.179260833334415,0.0286871461791814
135,1,178224,-0.397299774108948,0.179058643577852,0.02713412572438
136,1,178960,-0.374846362692242,0.180644615140137,0.0387059679565191
140,1,183802,-0.352455911031717,0.179347238077238,0.0501730930376405
141,1,183954,-0.277807390866301,0.181035653010802,0.125791340342333
142,1,184450,-0.195158461136541,0.179748251989304,0.278338382434951
144,1,184718,-0.253927748920123,0.180566019292656,0.160518415600573
145,1,185296,-0.181993874739414,0.180042571118941,0.312786329726873
146,1,185438,-0.209133372017362,0.17996757068087,0.245995588666301
147,1,185469,-0.218860651647509,0.180195570909491,0.225340886444684
148,1,185503,-0.219870318142541,0.179724069784669,0.222003300783066
149,1,185705,-0.234179533650729,0.181690561113415,0.198279600395974
150,1,185749,-0.193981664671111,0.181824687121591,0.286763711189561
151,1,185806,-0.244214912369925,0.181896928460213,0.180264080208806
152,1,185879,-0.200461893694559,0.182931062917543,0.273898927231119
153,1,185916,-0.158093023132939,0.182965224489589,0.388141396198513
154,1,185941,-0.180310284372216,0.183705969355351,0.327010733664785
155,1,185954,-0.185518782647149,0.184229283622961,0.31462480967539
156,1,186055,-0.197406538406381,0.180506053705527,0.274863727319149
157,1,186896,-0.22202591062845,0.183395600783836,0.226843649336689
161,1,190132,-0.0120689099026111,0.181039806036291,0.94688661684525
162,1,190148,0.0130357347503054,0.181094217489601,0.942656072550415
163,1,190165,-0.029600222418856,0.182480326859776,0.871232912510587
164,1,190169,0.0116711620462524,0.182258504209286,0.94897756135568
165,1,190933,-0.0979322604072567,0.180706389511571,0.588200840078948
166,1,192149,0.216125691637717,0.181896191274964,0.235560692321368
168,1,192303,0.254939971625157,0.216856678939261,0.240541030922859
171,1,192795,0.123720724444797,0.180319113476652,0.493087225493992
173,1,194187,0.0349204407904634,0.180579235653938,0.84677247519344
174,1,194867,-0.181222127603179,0.180232609059361,0.315349583758175
190,2,8314,0.276853745473462,0.182954062746707,0.1311130118934
194,2,8498,0.144000511478034,0.18311737624245,0.432170334124618
195,2,8651,0.169445951603482,0.183227483819876,0.355709718397957
197,2,9812,0.181341224530191,0.184286744830813,0.325781283466627
198,2,9932,0.134101324265748,0.183673371032434,0.465808652170832
199,2,10135,0.142582915795629,0.182950736071347,0.436294904239888
200,2,11616,0.16921525096329,0.182691845764991,0.354957607652127
201,2,12133,0.19255110228091,0.183354684425969,0.294364599840143
202,2,12194,0.202992039507168,0.184034126306859,0.270772897604746
203,2,12359,0.154346577829796,0.183628331594903,0.401175807750562
204,2,13061,0.126438936603438,0.183675229470903,0.4916636510571
205,2,14298,0.138719529861213,0.184230409751828,0.451971238389796
206,2,15222,0.134943797398491,0.186037660447741,0.468713364192537
207,2,17986,0.192205333179985,0.182627413094055,0.293315252354982
208,2,19770,0.177816491940553,0.183935039054021,0.334338231122472
209,2,19836,0.121678599837888,0.183558149751882,0.507834524719523
210,2,19851,0.130896055971923,0.184078336387182,0.477498754568924
211,2,21595,0.0993976695256222,0.183373006096048,0.588124810934116
212,2,22385,0.0794287242730907,0.183574218349022,0.665512149094295
213,2,23441,0.0414490277430699,0.185393210335982,0.823218435289475
214,2,24209,0.0679162204436984,0.183844145152841,0.712034103564902
215,2,24341,0.113411085719114,0.184215742852331,0.538527055752127
216,2,26815,0.133641922009374,0.183956271769942,0.468021447836352
217,2,28209,0.143527874312638,0.183997171268276,0.435881339704366
221,2,41245,0.047674951991143,0.18343175550443,0.795088066195495
222,2,43214,-0.0624557725801895,0.186393890143794,0.737768185048182
223,2,47104,0.169229497360753,0.18100253034967,0.350449832024664
224,2,50915,0.0392665691789843,0.18299516837586,0.830220966606945
225,2,55834,-0.00142525405146865,0.182161443460133,0.993761734281604
226,2,56422,0.0576748985129472,0.182461307009203,0.752118085862544
227,2,57715,0.0109220113634304,0.181884641816081,0.952150500017673
228,2,59046,0.0633856697596292,0.182774543374379,0.728950445907731
229,2,59191,0.0247478477310464,0.18175422225028,0.891771573797808
230,2,59383,0.100812855313499,0.181732143657491,0.57942846210016
231,2,59477,0.0468560684539931,0.184530077952703,0.799704398362949
233,2,60471,0.0361096217579614,0.182046066023625,0.842882046447215
234,2,60478,0.0360133623553848,0.182253879840508,0.843471787064775
235,2,60786,0.0264682239229858,0.181958814752979,0.88442857179599
236,2,61035,0.0295916427662313,0.181944327912635,0.870894012753271
237,2,61071,0.0733038622315468,0.181083715896337,0.685864949308578
238,2,61675,0.0126294348587417,0.181645944791407,0.944608909224629
240,2,62939,-0.0184594600590366,0.181330542251813,0.918973177763784
241,2,63527,0.02670116834773,0.18200832246636,0.883450190014837
242,2,63857,3.59276724205548e-05,0.182056210913762,0.999842653869271
243,2,65527,-0.0160152317495188,0.181453997092684,0.929719632589785
247,2,67976,0.0728182251786595,0.18402877593192,0.692573252193557
250,2,72389,0.0442775921366937,0.182919272697,0.808873588071732
251,2,72392,-0.0102566843596651,0.184177555575389,0.955620980034419
252,2,73646,0.213759827975875,0.180043232763912,0.235919679373769
253,2,74564,0.195738963340484,0.179746463857757,0.276908869249179
254,2,74739,0.262416119983041,0.180099369716979,0.145987955848175
257,2,80873,0.452535035451235,0.179462008166658,0.0121210766956707
258,2,81501,0.447005169035111,0.179470832582016,0.0132087285231791
259,2,83526,0.422522376802957,0.179355728767554,0.0190302273796511
260,2,83845,0.450141825776384,0.17933859987582,0.012519530149795
263,2,84447,0.491911180342254,0.18136186500683,0.00700855448576436
264,2,87391,0.398903551711378,0.17887734371873,0.026373098789055
265,2,87562,0.39409891669798,0.179366473921018,0.0286574983531675
266,2,87849,0.390995843867709,0.179368493161156,0.0299290752813463
267,2,87878,0.410370864077986,0.180027497288536,0.0232341829173471
269,2,89785,0.320511122203767,0.180563796802282,0.0767500318601873
272,2,93721,0.265554742827555,0.180266922626569,0.141609877004234
273,2,93952,0.261853155905434,0.179763499595295,0.14610090654146
274,2,95085,0.403039506650567,0.179275739290584,0.025182946622843
276,2,107124,0.317685210666403,0.179851336085194,0.0781968992301969
