SNP,Chr,Pos,Effect,SE,PLM2_HNM1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.145398566298519,0.146649277201871,0.322134563835133
9,1,27272,0.0187611765913291,0.144644475297357,0.896873346833473
16,1,27843,0.0082111913460644,0.141224824375117,0.953667867869872
17,1,27848,0.0082111913460644,0.141224824375117,0.953667867869872
18,1,28495,-0.0202926813112833,0.141223657209977,0.885825840027368
19,1,28975,-0.0068092663354177,0.140283292234442,0.96131381844616
26,1,31435,-0.0195901975751217,0.139908196785307,0.888722624220685
29,1,36146,-0.0720860013298214,0.139137746939031,0.604719404008977
31,1,37409,-0.0531854688216684,0.139914587146012,0.704078926082928
32,1,37478,-0.052824314373305,0.140035299798753,0.706235742027321
33,1,39144,0.00459631399584769,0.139424161273506,0.973720006351718
34,1,41499,-0.0450665790642197,0.139016951555967,0.745993416639931
37,1,51248,-0.220570955310207,0.13913504553942,0.113793298757529
38,1,51462,-0.226045734502069,0.139300195792256,0.10554116844587
39,1,52124,-0.174763959438835,0.139319278915189,0.210521773267328
40,1,52667,-0.211142623350151,0.138951971969598,0.129522588939414
42,1,59265,-0.0557519110342087,0.139303749246262,0.689237815311994
43,1,60165,-0.0143264108374754,0.139227971127302,0.918101607901776
44,1,62308,-0.104684326794037,0.138965281545677,0.451764084211616
45,1,62869,-0.0971212094339293,0.138963357901834,0.485076002156446
49,1,66841,0.0455680810948511,0.13910386437053,0.743421058975924
50,1,66948,0.0168466609617073,0.139975961096494,0.904271233837134
51,1,68621,-0.2593081559435,0.138915701964296,0.0627781838487247
52,1,69417,-0.0868308677410743,0.13915333534923,0.533034454552663
56,1,74327,-0.0379181457926012,0.139980987805153,0.786641122483145
57,1,74572,-0.0309203701957472,0.139613123523146,0.824853148050508
58,1,75211,0.0256329644953538,0.139361625018611,0.854172962145843
59,1,76030,0.0963172683991396,0.139273986648407,0.489663978847231
60,1,80108,0.126688862702725,0.13917209581232,0.363283558658184
61,1,81262,0.153049246890544,0.139044260551002,0.271767149996882
62,1,81999,0.0842344548770442,0.139550823233992,0.546489760880139
63,1,82431,0.073284099530153,0.140229523923588,0.601579719260366
64,1,83284,0.1860920899268,0.138910269221262,0.18121873950133
65,1,83613,0.192401982850677,0.138870527109819,0.166781295394906
66,1,84112,0.167657056487661,0.138976750040106,0.228483633547991
68,1,84858,0.206170111850482,0.139224203290899,0.13953863599189
69,1,85751,0.0908832464998518,0.140146547587824,0.517091485768175
70,1,87445,0.0331392332362828,0.140515369037205,0.813693109424891
71,1,87467,0.0270155010762887,0.141254782910603,0.848436782080453
72,1,89070,0.0630689549761696,0.140337844721944,0.65341313978173
73,1,89616,0.0529080587265868,0.139594422341506,0.704906303332957
74,1,89679,0.0351588115436711,0.139627964402261,0.801339477203835
75,1,89880,0.0568557021013182,0.139643100529362,0.684144524159517
76,1,91472,0.0766809031053348,0.140653468196948,0.585976720715633
77,1,93789,0.00768502219040969,0.139262336343079,0.95602326976246
78,1,94351,-0.051437371565995,0.13960261022447,0.712754367122683
79,1,99148,0.0142509087214902,0.139260871424965,0.918550889557678
82,1,106800,0.0265709999577485,0.139443615257623,0.848987596432635
83,1,107970,0.0981738263815152,0.138939421876052,0.480284658352114
84,1,109000,0.123917501901723,0.139126429561325,0.373706073465457
85,1,112549,-0.0643144958691777,0.139082887731333,0.644066150763422
86,1,112742,-0.0476172645061289,0.13964404068346,0.733313739661316
87,1,113050,-0.0764611477916831,0.139372674696088,0.583620392890571
88,1,113135,-0.0670238264373577,0.139031178149492,0.630049530985419
89,1,114076,0.0311028123007218,0.139067083777899,0.823156462958574
90,1,114628,0.0279564135948318,0.139420836684108,0.841190809936635
91,1,116283,0.0258463549248122,0.140197516167315,0.853839478651988
93,1,127853,0.0802941656250608,0.139877950744005,0.566312950391745
94,1,128302,0.0617747060788441,0.139366898381093,0.657854740489591
95,1,128704,0.0284734642453487,0.139536215869628,0.838425860786536
96,1,128911,0.0928597534069899,0.139472345770027,0.505978051346668
97,1,130267,0.121849218472204,0.139342894516355,0.382464559530979
98,1,130271,0.109986003568113,0.139536555407647,0.43109492843662
99,1,130613,0.137518054204036,0.1407742547139,0.329302808767299
100,1,132012,-0.0512588166015787,0.140638734942815,0.71572415348265
101,1,133231,-0.0972105833756681,0.139571168551821,0.486577418207253
102,1,137074,-0.0510462063578487,0.139441936141296,0.714528404981322
103,1,137304,-0.150844958123843,0.139285677896657,0.27955217270087
104,1,139686,-0.112881502787161,0.139570971666122,0.419189370325631
105,1,149562,-0.190260188151401,0.139652261053402,0.173944925164757
106,1,150447,-0.135753650936865,0.14138755231701,0.33763551713633
108,1,154084,-0.179227372448457,0.141688681455909,0.206728029414614
110,1,157269,-0.199214642979357,0.139028335084631,0.152769490065569
111,1,160054,-0.203470733369025,0.140339566878521,0.147989385923905
112,1,166222,-0.173362026118793,0.13941069913768,0.214496113933609
113,1,166416,-0.185304736667576,0.139082816619534,0.183609977998794
114,1,167326,-0.174001064880246,0.139918245136677,0.214475379656786
115,1,168836,-0.2423796956628,0.138962362225978,0.0819926981798137
116,1,171200,-0.280933119098607,0.138966771730012,0.0439733896620966
117,1,171431,-0.293293723464055,0.139772452654057,0.0365830811496387
118,1,173339,-0.282853062937925,0.138733306371943,0.0422120022607757
119,1,173845,-0.259273871469157,0.138747507975088,0.0624962172255326
120,1,175121,-0.30382157282499,0.138212852898881,0.0285824250677408
121,1,175281,-0.292400243298608,0.138401647204928,0.0353286817100553
122,1,175315,-0.304708960909113,0.138282266232745,0.0282027566167443
123,1,175523,-0.281133521483031,0.139217105304127,0.0442021103127639
124,1,175541,-0.299395472976933,0.138534002695129,0.0313541988544963
125,1,175653,-0.284939503254368,0.139064224776399,0.0412031833325425
128,1,175856,-0.267208917577358,0.141485128262912,0.0597649927015835
129,1,175876,-0.256552471640591,0.139351512418116,0.066453889155565
130,1,175989,-0.247824795592855,0.139797525947625,0.0771339853212891
131,1,176001,-0.24272334784948,0.140557654611154,0.0850676797794508
133,1,177692,-0.325681780909186,0.138146775908668,0.0189433465028304
134,1,178191,-0.315523825888355,0.138352801033311,0.0231691735089698
135,1,178224,-0.325681780909186,0.138146775908668,0.0189433465028304
136,1,178960,-0.325010992288662,0.13927187390959,0.0201751606003044
140,1,183802,-0.262753172385405,0.138543542190821,0.0587050492845158
141,1,183954,-0.211256693762396,0.139809936966591,0.131676017591053
142,1,184450,-0.140980755454378,0.138830645612413,0.310569107836055
144,1,184718,-0.221847838295581,0.139323766926179,0.112208148974944
145,1,185296,-0.152654831519241,0.138992783279883,0.272825020423081
146,1,185438,-0.149883649008936,0.139007911298111,0.281663679609777
147,1,185469,-0.158263926449964,0.139182910360232,0.256270639239845
148,1,185503,-0.139203285936187,0.138879445328427,0.316869942000366
149,1,185705,-0.165977872818759,0.140353571198471,0.237775654198441
150,1,185749,-0.173387874929986,0.140328190858288,0.217433270884547
151,1,185806,-0.210417128717917,0.140373044671659,0.134771191956287
152,1,185879,-0.164970735645364,0.141226858142044,0.243544353565313
153,1,185916,-0.0802032313637566,0.141370759967146,0.570853684988181
154,1,185941,-0.111056149052945,0.141928273322279,0.434456641523646
155,1,185954,-0.142310508666666,0.142264663188477,0.317839784895712
156,1,186055,-0.150632545490955,0.139392448099425,0.280596640098661
157,1,186896,-0.187188321066619,0.141561729830715,0.186921459788493
161,1,190132,0.179159154906726,0.139474342442547,0.199798445785801
162,1,190148,0.209525394928834,0.139396724392727,0.133710699226641
163,1,190165,0.171949877437582,0.140619170380334,0.222218963185926
164,1,190169,0.205377087222799,0.140315807175106,0.144171973542869
165,1,190933,0.126481900845727,0.139437214170972,0.364978754607699
166,1,192149,0.20011308526321,0.140337352434733,0.15476846658185
168,1,192303,0.250541727457448,0.167253608286501,0.135033398723992
171,1,192795,0.192634327627357,0.138957612598549,0.166536022509068
173,1,194187,0.157344674459487,0.139199093965895,0.259093245568462
174,1,194867,-0.0861738871224508,0.139299407905718,0.536563389793357
190,2,8314,0.147439700130582,0.141517322865841,0.298194634144757
194,2,8498,0.0979755952965051,0.141431054817503,0.488925343615925
195,2,8651,0.110765524693373,0.14153694175682,0.434392040755695
197,2,9812,0.167682249478571,0.142221628689338,0.239183983351078
198,2,9932,0.101260423866359,0.141837383398438,0.475748942526953
199,2,10135,0.0965947814785734,0.141302665187777,0.494674997455347
200,2,11616,0.141857253322554,0.141044140174107,0.315217568236277
201,2,12133,0.139564400219929,0.141612911272054,0.325036636064985
202,2,12194,0.153606248330883,0.142120995608487,0.280518055404416
203,2,12359,0.128515555858342,0.141774829658246,0.365302014057066
204,2,13061,0.131861164418727,0.141755667844435,0.352903070452239
205,2,14298,0.120285139769971,0.142233027266301,0.398298217099245
206,2,15222,0.129781242922721,0.143599379609703,0.36673211826236
207,2,17986,0.164170127413515,0.140975550038199,0.244996068475019
208,2,19770,0.140427715633764,0.142026118765143,0.323464808118271
209,2,19836,0.107347248537528,0.14171678766587,0.449269296070343
210,2,19851,0.108084203816666,0.14213080523448,0.44748976918165
211,2,21595,0.0825640382228239,0.141591493932434,0.560188625628758
212,2,22385,0.0782042397676554,0.141732605726077,0.581452943509507
213,2,23441,0.056323937374454,0.143139501722351,0.69419529185558
214,2,24209,0.0446140603691474,0.141972149037656,0.753520483916337
215,2,24341,0.0674004649919466,0.142282644230578,0.636000793034791
216,2,26815,0.101170348999415,0.142055282802715,0.476817575761392
217,2,28209,0.0763715429379824,0.142147030450987,0.591418614435309
221,2,41245,0.02668570297196,0.141652549937288,0.850680413826021
222,2,43214,-0.0771407101682479,0.143897805837489,0.592241014495936
223,2,47104,-0.0805751338909078,0.139877493047061,0.56495471538106
224,2,50915,0.0813920850874846,0.141251786326627,0.56483378059716
225,2,55834,0.0532587801893726,0.140636629685902,0.705139957873205
226,2,56422,0.107625125066493,0.140800199220259,0.445150336001338
227,2,57715,0.0739570101883035,0.140396982495196,0.598683715539383
228,2,59046,0.0903889928914407,0.141080656265427,0.522139674405532
229,2,59191,0.0574653371341788,0.14032108189027,0.682401001595751
230,2,59383,0.118010097537664,0.140254259445027,0.400692851104893
231,2,59477,0.0583736946394485,0.142473384127419,0.682262448750741
233,2,60471,0.0315772229611093,0.140573875230851,0.822396465246424
234,2,60478,0.0373521198468704,0.140730303691522,0.790843693275862
235,2,60786,0.0138290107475844,0.14051099582431,0.9216551160853
236,2,61035,0.0225404097160762,0.140497667774229,0.872632058462149
237,2,61071,0.0454311345710257,0.139844509464185,0.745472724606629
238,2,61675,0.002130578236757,0.14026802874436,0.987889710257092
240,2,62939,-0.0101735123750435,0.140024568514242,0.942121652043154
241,2,63527,0.000927320181250746,0.140551218138132,0.994739531484248
242,2,63857,-0.0284082524878856,0.140575790597936,0.83996671990894
243,2,65527,-0.0426847957519839,0.140102018949322,0.760797510368044
247,2,67976,-0.0159626020455728,0.142136110384097,0.910645377250239
250,2,72389,0.0219929349640797,0.141257251136196,0.87636306138505
251,2,72392,0.0127970327934233,0.142221019377445,0.928354220874249
252,2,73646,0.0229128934219014,0.139301472278036,0.869444115175745
253,2,74564,0.0406143082984224,0.139016473968838,0.770340018156505
254,2,74739,0.0873350456120686,0.139412958161702,0.531425659792645
257,2,80873,0.186428505198503,0.13947070547015,0.182186088823733
258,2,81501,0.176768570850769,0.139482983230685,0.205878860697583
259,2,83526,0.162388386890912,0.139315217095625,0.244555732884089
260,2,83845,0.17660563625755,0.139399165302811,0.206024139036789
