SNP,Chr,Pos,Effect,SE,HNM1_MID2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0015760969825469,0.0897803600908711,0.986003749295813
9,1,27272,-0.000364111493091679,0.088432099268037,0.996717114693598
16,1,27843,0.120314097653783,0.0861019640813652,0.163187668491089
17,1,27848,0.120314097653783,0.0861019640813652,0.163187668491089
18,1,28495,0.15900405674273,0.0859254062525425,0.0650783838687668
19,1,28975,0.112610332516444,0.0855543329945012,0.188946367527186
26,1,31435,0.106164955256902,0.0853499493826224,0.214369696393409
29,1,36146,0.0528710477753525,0.0850491880196511,0.534571594236964
31,1,37409,0.0652524606492034,0.0854853093140279,0.445783702203077
32,1,37478,0.0431760964360692,0.0855985358978762,0.614293411359302
33,1,39144,-0.0455317699340394,0.0852041720281627,0.593412087039518
34,1,41499,-0.0566698054592155,0.0849486648637819,0.505139944072548
37,1,51248,-0.104962945148192,0.0851810016218838,0.218681721633128
38,1,51462,-0.10245281206967,0.0853056495121228,0.230553131044746
39,1,52124,-0.136416753257229,0.0850546593370506,0.109636658632172
40,1,52667,-0.201646313311893,0.0845487287378563,0.0176076371539018
42,1,59265,-0.072958587241799,0.0850956467967789,0.391821273527752
43,1,60165,-0.0682821487506298,0.0850422106235631,0.422560855739157
44,1,62308,-0.101318046023094,0.0848550377983848,0.23327449713638
45,1,62869,-0.0844442147688698,0.0848966502686992,0.320577750538325
49,1,66841,-0.0136465354263081,0.085052504676662,0.872619668934747
50,1,66948,-0.0263873009902524,0.0855660769746083,0.757971239403419
51,1,68621,-0.0570999793091023,0.0852916425049914,0.50363496466441
52,1,69417,-0.0570922880584214,0.0850655739555525,0.5025599487815
56,1,74327,-0.114996854876207,0.0853686787455056,0.178824543651867
57,1,74572,-0.1122159586983,0.0851507414114509,0.188408242049419
58,1,75211,-0.0833437640490295,0.0850887968784709,0.32800792644204
59,1,76030,-0.100682814939543,0.0850356638699921,0.237206968065189
60,1,80108,-0.163383042465705,0.0847391754075726,0.0546482836807631
61,1,81262,-0.126071719717477,0.0848872023384437,0.138391894459956
62,1,81999,-0.201061175780278,0.0846864879518461,0.018122103203468
63,1,82431,-0.197729103231401,0.0851158730824444,0.0207437750751945
64,1,83284,-0.173642270643749,0.0846368272308231,0.0409443934332311
65,1,83613,-0.149376378567097,0.0847584802990813,0.0788710478797817
66,1,84112,-0.132940794261853,0.0848454008854061,0.118043571443921
68,1,84858,-0.00897992549275148,0.08537888472582,0.916294814663823
69,1,85751,-0.0479459127041852,0.0856931686774777,0.576170698021482
