SNP,Chr,Pos,Effect,SE,FMP45_MEP1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0414994008486047,0.16576803251194,0.80246525151696
9,1,27272,-0.0401178855777671,0.163279105569879,0.806056270209813
16,1,27843,-0.103607416489906,0.159334096767864,0.515952008892671
17,1,27848,-0.103607416489906,0.159334096767864,0.515952008892671
18,1,28495,-0.0940219743675905,0.159353518923833,0.555553838682144
19,1,28975,-0.0877588161976192,0.158297465562015,0.579661792880856
26,1,31435,-0.184160874967177,0.157642338710877,0.243506559274329
29,1,36146,-0.293822867744365,0.156352181950711,0.0610357279515943
31,1,37409,-0.176069949086946,0.157703738800619,0.264984566359246
32,1,37478,-0.204051768491901,0.157744306542673,0.196663142184621
33,1,39144,-0.103156887234872,0.157300412423241,0.512382963480334
34,1,41499,-0.118713194999901,0.156832394794658,0.449588887028455
37,1,51248,-0.200605209365396,0.157265684086639,0.20294223915011
38,1,51462,-0.196175629204348,0.157495727364193,0.213739848701696
39,1,52124,-0.169502422451059,0.157369328426806,0.282171353477713
40,1,52667,-0.223264284619732,0.156925814646592,0.155695275827742
42,1,59265,-0.0907922991712466,0.157221456592273,0.563983157429962
43,1,60165,-0.111324526453054,0.157065117272028,0.47892916578908
44,1,62308,-0.28145666953529,0.156287672483072,0.0725738446889178
45,1,62869,-0.287708968260685,0.156235604082308,0.066386105090826
49,1,66841,-0.196471013829364,0.156709737410433,0.210771414237148
50,1,66948,-0.270043630519004,0.157367123706285,0.0870374941630295
51,1,68621,-0.355811069355032,0.156452033174251,0.0235505857068973
52,1,69417,-0.237713626747598,0.156666781654339,0.130080950055544
56,1,74327,-0.162205270927269,0.157805004314689,0.304708100713775
57,1,74572,-0.117892944344237,0.157495282840688,0.454627501131142
58,1,75211,-0.0736438493473782,0.157284070410643,0.639914868335278
59,1,76030,-0.106434068566453,0.157230885458411,0.498894662244095
60,1,80108,-0.114852172229748,0.157176875015342,0.465435347370376
61,1,81262,-0.19022253721526,0.156909937987031,0.226206807943786
62,1,81999,-0.182362777228203,0.157321095811545,0.247168124004798
63,1,82431,-0.175730831277493,0.158089919626382,0.267071907000512
64,1,83284,-0.0638052655718083,0.157177272898186,0.685029262071024
65,1,83613,-0.0561245221339765,0.157168246666379,0.721231558006414
66,1,84112,-0.089084437676677,0.157142439586355,0.571140732743472
68,1,84858,0.0262249351662572,0.157651483266434,0.867978699828732
69,1,85751,-0.046818842279897,0.158286062369189,0.767567235565371
70,1,87445,-0.0380855374600477,0.158627372082393,0.81039646945709
71,1,87467,-0.0985356851997981,0.159384551088551,0.536824997286886
72,1,89070,-0.0668285515490245,0.158432812320144,0.673420432492002
73,1,89616,-0.0318092084415894,0.157611138484266,0.840173061860785
74,1,89679,-0.0875540636487143,0.157571298067674,0.578803979064952
75,1,89880,-0.0835502459365384,0.15761741444611,0.596387934407923
76,1,91472,-0.0260428900969795,0.158844511156424,0.869862688793731
77,1,93789,0.017854404722257,0.157211084061014,0.909643524902256
78,1,94351,-0.0506567708625851,0.157604654871306,0.748084842050909
79,1,99148,-0.0115848265587187,0.157212746993533,0.941299708298705
82,1,106800,-0.151180537702896,0.157220243694259,0.336916600868488
83,1,107970,-0.0560277617695473,0.156931291985616,0.72128943891572
84,1,109000,-0.0614255209454435,0.157202245445645,0.696223653632261
85,1,112549,-0.237408381840013,0.156549113243547,0.130285274858119
86,1,112742,-0.203415900310189,0.157297986191405,0.196791623883355
87,1,113050,-0.173355040692838,0.157134239158497,0.270679275975486
88,1,113135,-0.173887958712736,0.156730955703312,0.267983644517672
89,1,114076,-0.0756289894800837,0.15695237023181,0.630204367837342
90,1,114628,-0.00936173635353427,0.157400383840578,0.952605670058869
91,1,116283,-0.0461742535724283,0.158257540584412,0.770636521542831
93,1,127853,-0.0162168722234647,0.157979570512695,0.918297693274055
94,1,128302,0.03733978434569,0.157362546442016,0.812573286885903
95,1,128704,0.00108731423899155,0.157531740398606,0.994496790652166
