SNP,Chr,Pos,Effect,SE,ERG11_ACF2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0993220061017062,0.0658569154986902,0.13241097494674
9,1,27272,0.000694226612736104,0.0650765321259408,0.991494475817915
16,1,27843,-0.117597143786747,0.063227763959584,0.0637316781292592
17,1,27848,-0.117597143786747,0.063227763959584,0.0637316781292592
18,1,28495,-0.106535920579606,0.0632843112961112,0.093172254788946
19,1,28975,-0.0759325882027439,0.0629835908600273,0.228781880301792
26,1,31435,-0.0915140134381691,0.062757170542874,0.14566792628249
29,1,36146,-0.101941080547944,0.0623858319815799,0.103141478498871
31,1,37409,-0.0546577735829073,0.0628926694882856,0.385402463017905
32,1,37478,-0.0593037880471238,0.0629349349725427,0.346681880536761
33,1,39144,-0.0348238357353245,0.0626990993201959,0.578964651921054
34,1,41499,-0.0374890614266252,0.0625206675293581,0.549139727197618
37,1,51248,-0.0661684143656309,0.0627199542495338,0.292155136316789
38,1,51462,-0.0660539200463424,0.0628056124050253,0.293647438524177
39,1,52124,-0.0707648218070379,0.0627057386173833,0.259865801618819
40,1,52667,-0.114324174810709,0.062422204649235,0.0678735429192354
42,1,59265,0.0518651729612369,0.0626256258354868,0.408129201308225
43,1,60165,0.0489052510955733,0.0625849606006543,0.435078230781394
44,1,62308,0.00883209547687058,0.0625684118009865,0.887824841037444
45,1,62869,0.00770923435999796,0.0625609735028047,0.90199705456638
49,1,66841,-0.00150476391673804,0.0625917528737623,0.98083354512807
50,1,66948,-0.00149244312954605,0.0629758873465366,0.981106378186837
51,1,68621,0.0608070881021968,0.0627218900403871,0.332973743275389
52,1,69417,0.1015181263238,0.0624055882519515,0.104683048926186
56,1,74327,0.10856064822762,0.0627178504937837,0.0843368161081859
57,1,74572,0.079816381315815,0.0626719535775138,0.203657981267872
58,1,75211,0.109830783598059,0.0624281671657007,0.0793903611039554
59,1,76030,0.148185961618448,0.0622032255855388,0.0177344115795555
60,1,80108,0.0741137021480816,0.0625622005819351,0.236956680752174
61,1,81262,0.0565409706077862,0.0625904345022853,0.366957028406492
62,1,81999,0.0737817600709162,0.0626928988241603,0.240037998578188
63,1,82431,0.0548586205081935,0.0630455462597473,0.384813745313772
64,1,83284,0.0877428569845962,0.0624795674047892,0.161095429310976
65,1,83613,0.0809313281345162,0.0624986881090978,0.196191226863924
66,1,84112,0.0978060361713452,0.0624372228008302,0.118134591967277
68,1,84858,0.0728987631490936,0.0627107707018702,0.245833948809771
69,1,85751,0.0891359327470418,0.0629103040549223,0.157401877223317
70,1,87445,0.0747505719692322,0.063096993520295,0.236935816937756
71,1,87467,0.0645732424626699,0.0634602753945833,0.309594442587925
72,1,89070,0.0635575989115083,0.0630648516370588,0.314234391573817
73,1,89616,0.0486691928619331,0.0627623356371452,0.438591656794318
74,1,89679,0.0526904394908617,0.0627610988071716,0.401734678981522
75,1,89880,0.0472286630978256,0.0627893449389781,0.452446233097047
76,1,91472,0.0572607187801784,0.0632326842146993,0.36578871027597
77,1,93789,-0.0181079646311949,0.0626464453045146,0.772712673836736
78,1,94351,-0.0627961449864032,0.0627297750797651,0.317484462548735
79,1,99148,-0.0554754806748078,0.0625842455219749,0.375998557865403
82,1,106800,-0.0283108461737562,0.0627202734297265,0.651990930330742
83,1,107970,-0.0319654216012123,0.0625293584771993,0.609525976498948
84,1,109000,-0.000687723755501191,0.062662727932546,0.991249588566227
85,1,112549,-0.0693132573335056,0.0624829892769053,0.268049882969301
86,1,112742,-0.0933825390196189,0.0626387819248414,0.136904330473884
87,1,113050,-0.0952312520021309,0.0625248427985828,0.128630346465356
88,1,113135,-0.103681811766569,0.0623263516456712,0.0970936864571337
89,1,114076,-0.058741944356302,0.062492015641927,0.347864842294861
90,1,114628,-0.0653164267095957,0.0626320620590311,0.297727137896665
91,1,116283,0.00218553972447411,0.0630772512855322,0.972379515233708
93,1,127853,-0.03489729530932,0.0629325118779322,0.579574616844892
94,1,128302,-0.0370655307171762,0.0626870420448815,0.554711932499845
95,1,128704,-0.0502477083812605,0.0627235179600479,0.423613567395511
96,1,128911,-0.0480220918678139,0.0627354108051426,0.444503050777146
97,1,130267,0.00652400462893754,0.0627567335737562,0.917262473407836
98,1,130271,0.00909798906424308,0.0628303133740176,0.884949414270964
99,1,130613,-0.0149232305322146,0.0634143686369859,0.814089962906236
100,1,132012,-0.00504470058022743,0.063284159357973,0.936509052396723
101,1,133231,-0.0191836765374808,0.0628273655779788,0.760287558751742
102,1,137074,-0.0136698420041607,0.0627420781517218,0.827653490363525
103,1,137304,-0.0273476647351571,0.0627512268629361,0.66324036008553
104,1,139686,-0.0242402883914802,0.0628373495514707,0.699904998552362
105,1,149562,-0.00702583443920901,0.0629928667346008,0.911256446723416
106,1,150447,0.00658732284177377,0.0636917571230008,0.917684367606691
108,1,154084,-0.0229467535464646,0.0638778247172611,0.719638722924751
110,1,157269,0.0296639123558654,0.0627100820496425,0.636482290004278
111,1,160054,0.0137226592593274,0.0633217275765996,0.828556986892226
112,1,166222,0.0262899994256092,0.0628419882014532,0.67594500789895
113,1,166416,0.0279566650557952,0.0627123039506849,0.65602054165315
114,1,167326,0.0141586055155107,0.0630819187927125,0.822538643678282
115,1,168836,-0.00342101851066268,0.0627871924553356,0.956578842167906
116,1,171200,-0.0167183957090712,0.0628751888323,0.790472887595894
117,1,171431,-0.0254516103035779,0.0632595550772824,0.687680117262608
118,1,173339,-0.0412237018377956,0.0627436449963524,0.511597487358064
119,1,173845,-0.00100689797645959,0.0627299313587581,0.987202520510035
120,1,175121,-0.0149556481393201,0.0626005173734138,0.811317000822424
121,1,175281,0.00313873659952479,0.0626585687887924,0.9600768521126
122,1,175315,-0.00442152645915733,0.0626386249227387,0.943765745088591
123,1,175523,-0.00687161677434367,0.0629929149305664,0.913196618575069
124,1,175541,-0.000644390713162135,0.0627368764168555,0.991810616468137
125,1,175653,0.00318800961414467,0.0629351770427317,0.959628728586754
128,1,175856,0.00208753954667434,0.0639742962708208,0.973987361930339
129,1,175876,0.00892659910545224,0.0629921849315918,0.887390208788208
130,1,175989,0.000890422558348813,0.0631736910414645,0.988762286144293
131,1,176001,-0.0122469540839479,0.063499541182702,0.84717419159002
133,1,177692,-0.00382425634797767,0.0626387362894434,0.951351886770405
